REF_DATE,GEO,Full-time educators,Part-time educators,"Total, work status",Education price index (EPI),Fees and contractual services sub-index,Instructional supplies sub-index,Non-salary sub-index,Non-teaching salaries sub-index,Salaries and wages sub-index,"School facilities, supplies and services sub-index",Teachers' salaries sub-index,Teachers salaries,Total expenditures,Total operating expenditures,Extended-time,On-time,College,Elementary and/or High School,University
01-01-2021,Ontario,135213.0,21666.0,156876.0,,,,,,,,,,,,94.0,87.0,12.0,4.0,36.0
01-01-2021,Prince Edward Island,1479.0,48.0,1527.0,,,,,,,,,,,,,,9.0,7.0,29.0
01-01-2021,Quebec,79092.0,38520.0,117612.0,,,,,,,,,,,,86.0,76.0,24.0,5.0,27.0
01-01-2021,Saskatchewan,10995.0,1176.0,12171.0,,,,,,,,,,,,91.0,83.0,4.0,7.0,30.0
01-01-2022,Alberta,35826.0,4896.0,40722.0,,,,,,,,,,,,,,9.0,6.0,27.0
01-01-2022,British Columbia,32868.0,8190.0,41061.0,,,,,,,,,,,,,,9.0,4.0,32.0
01-01-2022,Canada,335919.0,77745.0,413667.0,,,,,,,,,,,,,,13.0,5.0,30.0
01-01-2022,Manitoba,12288.0,1509.0,13800.0,,,,,,,,,,,,,,6.0,4.0,27.0
01-01-2022,New Brunswick,8187.0,285.0,8472.0,,,,,,,,,,,,,,10.0,4.0,23.0
01-01-2022,Newfoundland and Labrador,5217.0,279.0,5502.0,,,,,,,,,,,,,,11.0,6.0,33.0
01-01-2022,Nova Scotia,11247.0,,11250.0,,,,,,,,,,,,,,8.0,3.0,31.0
01-01-2022,Ontario,134481.0,21006.0,155487.0,,,,,,,,,,,,,,13.0,5.0,33.0
01-01-2022,Prince Edward Island,1689.0,99.0,1788.0,,,,,,,,,,,,,,10.0,5.0,32.0
01-01-2022,Quebec,80757.0,39882.0,120639.0,,,,,,,,,,,,,,25.0,4.0,26.0
01-01-2022,Saskatchewan,10746.0,1185.0,11931.0,,,,,,,,,,,,,,6.0,6.0,31.0
01-01-2023,Alberta,,,,,,,,,,,,,,,,,9.0,6.0,28.0
01-01-2023,British Columbia,,,,,,,,,,,,,,,,,10.0,4.0,33.0
01-01-2023,Canada,,,,,,,,,,,,,,,,,14.0,5.0,31.0
01-01-2023,Manitoba,,,,,,,,,,,,,,,,,7.0,5.0,32.0
01-01-2023,New Brunswick,,,,,,,,,,,,,,,,,12.0,5.0,24.0
01-01-2023,Newfoundland and Labrador,,,,,,,,,,,,,,,,,13.0,4.0,30.0
01-01-2023,Nova Scotia,,,,,,,,,,,,,,,,,9.0,4.0,28.0
01-01-2023,Ontario,,,,,,,,,,,,,,,,,13.0,5.0,36.0
01-01-2023,Prince Edward Island,,,,,,,,,,,,,,,,,10.0,4.0,30.0
01-01-2023,Quebec,,,,,,,,,,,,,,,,,23.0,4.0,24.0
01-01-2023,Saskatchewan,,,,,,,,,,,,,,,,,6.0,7.0,30.0
