REF_DATE,GEO,Number_of_Households,Housing completions,Housing starts,Housing under construction,House only NHPI,Land only NHPI,Total (house and land) NHPI
1976-03-01,Prince Edward Island,33000,99.33333333333331,45.66666666666666,50.0,,,
1976-03-01,Quebec,1943000,2816.333333333333,3357.333333333333,10791.666666666666,,,
1976-04-01,Alberta,586000,2931.333333333333,3413.0,7038.666666666667,,,
1976-04-01,British Columbia,851000,2656.0,3596.333333333333,8166.666666666667,,,
1976-04-01,Canada,7294000,21009.33333333333,26846.666666666668,63962.333333333336,,,
1976-04-01,Manitoba,332000,500.3333333333333,825.0,2101.333333333333,,,
1976-04-01,New Brunswick,194000,612.3333333333334,1037.6666666666667,1592.0,,,
1976-04-01,Newfoundland and Labrador,133000,513.6666666666666,541.6666666666666,1545.3333333333333,,,
1976-04-01,Ontario,2682000,7120.666666666667,8395.333333333334,25453.0,,,
1976-04-01,Prince Edward Island,33000,55.66666666666666,99.33333333333331,93.33333333333331,,,
1976-04-01,Quebec,1943000,4825.0,7314.666666666667,13317.0,,,
1976-05-01,Alberta,586000,2931.333333333333,3413.0,7038.666666666667,,,
1976-05-01,British Columbia,851000,2656.0,3596.333333333333,8166.666666666667,,,
1976-05-01,Canada,7294000,21009.33333333333,26846.666666666668,63962.333333333336,,,
1976-05-01,Manitoba,332000,500.3333333333333,825.0,2101.333333333333,,,
1976-05-01,New Brunswick,194000,612.3333333333334,1037.6666666666667,1592.0,,,
1976-05-01,Newfoundland and Labrador,133000,513.6666666666666,541.6666666666666,1545.3333333333333,,,
1976-05-01,Ontario,2682000,7120.666666666667,8395.333333333334,25453.0,,,
1976-05-01,Prince Edward Island,33000,55.66666666666666,99.33333333333331,93.33333333333331,,,
1976-05-01,Quebec,1943000,4825.0,7314.666666666667,13317.0,,,
1976-06-01,Alberta,586000,2931.333333333333,3413.0,7038.666666666667,,,
1976-06-01,British Columbia,851000,2656.0,3596.333333333333,8166.666666666667,,,
1976-06-01,Canada,7294000,21009.33333333333,26846.666666666668,63962.333333333336,,,
1976-06-01,Manitoba,332000,500.3333333333333,825.0,2101.333333333333,,,
1976-06-01,New Brunswick,194000,612.3333333333334,1037.6666666666667,1592.0,,,
1976-06-01,Newfoundland and Labrador,133000,513.6666666666666,541.6666666666666,1545.3333333333333,,,
1976-06-01,Ontario,2682000,7120.666666666667,8395.333333333334,25453.0,,,
1976-06-01,Prince Edward Island,33000,55.66666666666666,99.33333333333331,93.33333333333331,,,
1976-06-01,Quebec,1943000,4825.0,7314.666666666667,13317.0,,,
1976-07-01,Alberta,586000,1972.6666666666667,3484.0,8624.333333333334,,,
1976-07-01,British Columbia,851000,3001.6666666666665,3209.333333333333,8070.333333333333,,,
1976-07-01,Canada,7294000,20654.0,25639.666666666668,68256.66666666667,,,
1976-07-01,Manitoba,332000,714.3333333333334,942.0,2329.6666666666665,,,
1976-07-01,New Brunswick,194000,583.0,734.0,1789.3333333333333,,,
1976-07-01,Newfoundland and Labrador,133000,449.0,595.6666666666666,1679.3333333333333,,,
1976-07-01,Ontario,2682000,6890.0,7699.333333333333,26247.0,,,
1976-07-01,Prince Edward Island,33000,57.66666666666666,73.0,108.33333333333331,,,
1976-07-01,Quebec,1943000,5430.333333333333,6777.0,14208.666666666666,,,
1976-08-01,Alberta,586000,1972.6666666666667,3484.0,8624.333333333334,,,
1976-08-01,British Columbia,851000,3001.6666666666665,3209.333333333333,8070.333333333333,,,
1976-08-01,Canada,7294000,20654.0,25639.666666666668,68256.66666666667,,,
1976-08-01,Manitoba,332000,714.3333333333334,942.0,2329.6666666666665,,,
1976-08-01,New Brunswick,194000,583.0,734.0,1789.3333333333333,,,
1976-08-01,Newfoundland and Labrador,133000,449.0,595.6666666666666,1679.3333333333333,,,
1976-08-01,Ontario,2682000,6890.0,7699.333333333333,26247.0,,,
1976-08-01,Prince Edward Island,33000,57.66666666666666,73.0,108.33333333333331,,,
1976-08-01,Quebec,1943000,5430.333333333333,6777.0,14208.666666666666,,,
1976-09-01,Alberta,586000,1972.6666666666667,3484.0,8624.333333333334,,,
1976-09-01,British Columbia,851000,3001.6666666666665,3209.333333333333,8070.333333333333,,,
1976-09-01,Canada,7294000,20654.0,25639.666666666668,68256.66666666667,,,
1976-09-01,Manitoba,332000,714.3333333333334,942.0,2329.6666666666665,,,
1976-09-01,New Brunswick,194000,583.0,734.0,1789.3333333333333,,,
1976-09-01,Newfoundland and Labrador,133000,449.0,595.6666666666666,1679.3333333333333,,,
1976-09-01,Ontario,2682000,6890.0,7699.333333333333,26247.0,,,
1976-09-01,Prince Edward Island,33000,57.66666666666666,73.0,108.33333333333331,,,
1976-09-01,Quebec,1943000,5430.333333333333,6777.0,14208.666666666666,,,
1976-10-01,Alberta,586000,2471.0,3740.0,9803.666666666666,,,
1976-10-01,British Columbia,851000,4030.3333333333335,3502.0,7292.333333333333,,,
1976-10-01,Canada,7294000,23403.666666666668,24073.0,68095.33333333333,,,
1976-10-01,Manitoba,332000,1133.3333333333333,743.0,1940.0,,,
1976-10-01,New Brunswick,194000,813.0,330.3333333333333,1291.0,,,
1976-10-01,Newfoundland and Labrador,133000,647.3333333333334,487.3333333333333,1512.3333333333333,,,
1976-10-01,Ontario,2682000,7395.666666666667,7610.0,26119.666666666668,,,
1976-10-01,Prince Edward Island,33000,117.0,62.66666666666666,61.0,,,
1976-10-01,Quebec,1943000,5028.666666666667,5467.0,14533.333333333334,,,
1976-11-01,Alberta,586000,2471.0,3740.0,9803.666666666666,,,
1976-11-01,British Columbia,851000,4030.3333333333335,3502.0,7292.333333333333,,,
1976-11-01,Canada,7294000,23403.666666666668,24073.0,68095.33333333333,,,
1976-11-01,Manitoba,332000,1133.3333333333333,743.0,1940.0,,,
1976-11-01,New Brunswick,194000,813.0,330.3333333333333,1291.0,,,
1976-11-01,Newfoundland and Labrador,133000,647.3333333333334,487.3333333333333,1512.3333333333333,,,
1976-11-01,Ontario,2682000,7395.666666666667,7610.0,26119.666666666668,,,
1976-11-01,Prince Edward Island,33000,117.0,62.66666666666666,61.0,,,
1976-11-01,Quebec,1943000,5028.666666666667,5467.0,14533.333333333334,,,
1976-12-01,Alberta,586000,2471.0,3740.0,9803.666666666666,,,
1976-12-01,British Columbia,851000,4030.3333333333335,3502.0,7292.333333333333,,,
1976-12-01,Canada,7294000,23403.666666666668,24073.0,68095.33333333333,,,
1976-12-01,Manitoba,332000,1133.3333333333333,743.0,1940.0,,,
1976-12-01,New Brunswick,194000,813.0,330.3333333333333,1291.0,,,
1976-12-01,Newfoundland and Labrador,133000,647.3333333333334,487.3333333333333,1512.3333333333333,,,
1976-12-01,Ontario,2682000,7395.666666666667,7610.0,26119.666666666668,,,
1976-12-01,Prince Edward Island,33000,117.0,62.66666666666666,61.0,,,
1976-12-01,Quebec,1943000,5028.666666666667,5467.0,14533.333333333334,,,
1977-01-01,Alberta,624000,2479.6666666666665,1503.6666666666667,8626.666666666666,,,
1977-01-01,British Columbia,886000,2712.333333333333,2078.333333333333,6274.666666666667,,,
1977-01-01,Canada,7520000,17861.666666666668,11868.666666666666,60419.66666666666,,,
1977-01-01,Manitoba,338000,578.0,681.3333333333334,2043.3333333333333,,,
1977-01-01,New Brunswick,199000,505.6666666666667,68.66666666666667,813.3333333333334,,,
1977-01-01,Newfoundland and Labrador,137000,577.0,101.66666666666669,1043.6666666666667,,,
1977-01-01,Ontario,2752000,5650.0,3179.6666666666665,23570.0,,,
1977-01-01,Prince Edward Island,34000,31.33333333333333,11.666666666666666,40.66666666666666,,,
1977-01-01,Quebec,1996000,3658.6666666666665,3414.0,13598.333333333334,,,
1977-02-01,Alberta,624000,2479.6666666666665,1503.6666666666667,8626.666666666666,,,
1977-02-01,British Columbia,886000,2712.333333333333,2078.333333333333,6274.666666666667,,,
1977-02-01,Canada,7520000,17861.666666666668,11868.666666666666,60419.66666666666,,,
1977-02-01,Manitoba,338000,578.0,681.3333333333334,2043.3333333333333,,,
1977-02-01,New Brunswick,199000,505.6666666666667,68.66666666666667,813.3333333333334,,,
1977-02-01,Newfoundland and Labrador,137000,577.0,101.66666666666669,1043.6666666666667,,,
1977-02-01,Ontario,2752000,5650.0,3179.6666666666665,23570.0,,,
1977-02-01,Prince Edward Island,34000,31.33333333333333,11.666666666666666,40.66666666666666,,,
1977-02-01,Quebec,1996000,3658.6666666666665,3414.0,13598.333333333334,,,
1977-03-01,Alberta,624000,2479.6666666666665,1503.6666666666667,8626.666666666666,,,
1977-03-01,British Columbia,886000,2712.333333333333,2078.333333333333,6274.666666666667,,,
1977-03-01,Canada,7520000,17861.666666666668,11868.666666666666,60419.66666666666,,,
1977-03-01,Manitoba,338000,578.0,681.3333333333334,2043.3333333333333,,,
1977-03-01,New Brunswick,199000,505.6666666666667,68.66666666666667,813.3333333333334,,,
1977-03-01,Newfoundland and Labrador,137000,577.0,101.66666666666669,1043.6666666666667,,,
1977-03-01,Ontario,2752000,5650.0,3179.6666666666665,23570.0,,,
1977-03-01,Prince Edward Island,34000,31.33333333333333,11.666666666666666,40.66666666666666,,,
1977-03-01,Quebec,1996000,3658.6666666666665,3414.0,13598.333333333334,,,
1977-04-01,Alberta,624000,3117.0,3300.0,8715.666666666666,,,
1977-04-01,British Columbia,886000,2677.333333333333,3109.0,6490.333333333333,,,
1977-04-01,Canada,7520000,19579.0,23456.33333333333,63701.66666666666,,,
1977-04-01,Manitoba,338000,594.0,760.3333333333334,2209.6666666666665,,,
1977-04-01,New Brunswick,199000,375.6666666666667,513.3333333333334,950.6666666666666,,,
1977-04-01,Newfoundland and Labrador,137000,265.6666666666667,423.6666666666667,1202.0,,,
1977-04-01,Ontario,2752000,6358.0,7764.333333333333,24834.0,,,
1977-04-01,Prince Edward Island,34000,19.0,113.0,134.66666666666666,,,
1977-04-01,Quebec,1996000,4742.666666666667,5874.666666666667,14656.333333333334,,,
1977-05-01,Alberta,624000,3117.0,3300.0,8715.666666666666,,,
1977-05-01,British Columbia,886000,2677.333333333333,3109.0,6490.333333333333,,,
1977-05-01,Canada,7520000,19579.0,23456.33333333333,63701.66666666666,,,
1977-05-01,Manitoba,338000,594.0,760.3333333333334,2209.6666666666665,,,
1977-05-01,New Brunswick,199000,375.6666666666667,513.3333333333334,950.6666666666666,,,
1977-05-01,Newfoundland and Labrador,137000,265.6666666666667,423.6666666666667,1202.0,,,
1977-05-01,Ontario,2752000,6358.0,7764.333333333333,24834.0,,,
1977-05-01,Prince Edward Island,34000,19.0,113.0,134.66666666666666,,,
1977-05-01,Quebec,1996000,4742.666666666667,5874.666666666667,14656.333333333334,,,
1977-06-01,Alberta,624000,3117.0,3300.0,8715.666666666666,,,
1977-06-01,British Columbia,886000,2677.333333333333,3109.0,6490.333333333333,,,
1977-06-01,Canada,7520000,19579.0,23456.33333333333,63701.66666666666,,,
1977-06-01,Manitoba,338000,594.0,760.3333333333334,2209.6666666666665,,,
1977-06-01,New Brunswick,199000,375.6666666666667,513.3333333333334,950.6666666666666,,,
1977-06-01,Newfoundland and Labrador,137000,265.6666666666667,423.6666666666667,1202.0,,,
1977-06-01,Ontario,2752000,6358.0,7764.333333333333,24834.0,,,
1977-06-01,Prince Edward Island,34000,19.0,113.0,134.66666666666666,,,
1977-06-01,Quebec,1996000,4742.666666666667,5874.666666666667,14656.333333333334,,,
1977-07-01,Alberta,624000,2950.333333333333,3974.3333333333335,9470.0,,,
1977-07-01,British Columbia,886000,2954.6666666666665,2769.0,6226.0,,,
1977-07-01,Canada,7520000,23206.33333333333,24087.33333333333,63287.66666666666,,,
1977-07-01,Manitoba,338000,833.0,978.6666666666666,2345.333333333333,,,
1977-07-01,New Brunswick,199000,336.6666666666667,581.0,1189.0,,,
1977-07-01,Newfoundland and Labrador,137000,355.0,395.0,875.6666666666666,,,
1977-07-01,Ontario,2752000,7370.333333333333,8078.666666666667,25444.0,,,
1977-07-01,Prince Edward Island,34000,71.66666666666667,69.66666666666667,132.66666666666666,,,
1977-07-01,Quebec,1996000,7057.666666666667,5523.333333333333,12701.0,,,
1977-08-01,Alberta,624000,2950.333333333333,3974.3333333333335,9470.0,,,
1977-08-01,British Columbia,886000,2954.6666666666665,2769.0,6226.0,,,
1977-08-01,Canada,7520000,23206.33333333333,24087.33333333333,63287.66666666666,,,
1977-08-01,Manitoba,338000,833.0,978.6666666666666,2345.333333333333,,,
1977-08-01,New Brunswick,199000,336.6666666666667,581.0,1189.0,,,
1977-08-01,Newfoundland and Labrador,137000,355.0,395.0,875.6666666666666,,,
1977-08-01,Ontario,2752000,7370.333333333333,8078.666666666667,25444.0,,,
1977-08-01,Prince Edward Island,34000,71.66666666666667,69.66666666666667,132.66666666666666,,,
1977-08-01,Quebec,1996000,7057.666666666667,5523.333333333333,12701.0,,,
1977-09-01,Alberta,624000,2950.333333333333,3974.3333333333335,9470.0,,,
1977-09-01,British Columbia,886000,2954.6666666666665,2769.0,6226.0,,,
1977-09-01,Canada,7520000,23206.33333333333,24087.33333333333,63287.66666666666,,,
1977-09-01,Manitoba,338000,833.0,978.6666666666666,2345.333333333333,,,
1977-09-01,New Brunswick,199000,336.6666666666667,581.0,1189.0,,,
1977-09-01,Newfoundland and Labrador,137000,355.0,395.0,875.6666666666666,,,
1977-09-01,Ontario,2752000,7370.333333333333,8078.666666666667,25444.0,,,
1977-09-01,Prince Edward Island,34000,71.66666666666667,69.66666666666667,132.66666666666666,,,
1977-09-01,Quebec,1996000,7057.666666666667,5523.333333333333,12701.0,,,
1977-10-01,Alberta,624000,4079.3333333333335,3913.6666666666665,9101.666666666666,,,
1977-10-01,British Columbia,886000,2732.6666666666665,2829.6666666666665,6140.333333333333,,,
1977-10-01,Canada,7520000,23282.666666666668,22495.666666666668,61866.333333333336,,,
1977-10-01,Manitoba,338000,901.6666666666666,716.3333333333334,2159.6666666666665,,,
1977-10-01,New Brunswick,199000,553.0,273.0,903.0,,,
1977-10-01,Newfoundland and Labrador,137000,233.0,319.3333333333333,959.3333333333334,,,
1977-10-01,Ontario,2752000,7527.333333333333,7354.0,25172.666666666668,,,
1977-10-01,Prince Edward Island,34000,95.33333333333331,80.33333333333333,115.66666666666669,,,
1977-10-01,Quebec,1996000,5200.666666666667,4381.333333333333,11788.666666666666,,,
1977-11-01,Alberta,624000,4079.3333333333335,3913.6666666666665,9101.666666666666,,,
1977-11-01,British Columbia,886000,2732.6666666666665,2829.6666666666665,6140.333333333333,,,
1977-11-01,Canada,7520000,23282.666666666668,22495.666666666668,61866.333333333336,,,
1977-11-01,Manitoba,338000,901.6666666666666,716.3333333333334,2159.6666666666665,,,
1977-11-01,New Brunswick,199000,553.0,273.0,903.0,,,
1977-11-01,Newfoundland and Labrador,137000,233.0,319.3333333333333,959.3333333333334,,,
1977-11-01,Ontario,2752000,7527.333333333333,7354.0,25172.666666666668,,,
1977-11-01,Prince Edward Island,34000,95.33333333333331,80.33333333333333,115.66666666666669,,,
1977-11-01,Quebec,1996000,5200.666666666667,4381.333333333333,11788.666666666666,,,
1977-12-01,Alberta,624000,4079.3333333333335,3913.6666666666665,9101.666666666666,,,
1977-12-01,British Columbia,886000,2732.6666666666665,2829.6666666666665,6140.333333333333,,,
1977-12-01,Canada,7520000,23282.666666666668,22495.666666666668,61866.333333333336,,,
1977-12-01,Manitoba,338000,901.6666666666666,716.3333333333334,2159.6666666666665,,,
1977-12-01,New Brunswick,199000,553.0,273.0,903.0,,,
1977-12-01,Newfoundland and Labrador,137000,233.0,319.3333333333333,959.3333333333334,,,
1977-12-01,Ontario,2752000,7527.333333333333,7354.0,25172.666666666668,,,
1977-12-01,Prince Edward Island,34000,95.33333333333331,80.33333333333333,115.66666666666669,,,
1977-12-01,Quebec,1996000,5200.666666666667,4381.333333333333,11788.666666666666,,,
1978-01-01,Alberta,662000,2849.0,4075.0,10277.666666666666,,,
1978-01-01,British Columbia,921000,2236.0,2255.0,6073.666666666667,,,
1978-01-01,Canada,7744000,17153.333333333332,15732.333333333334,60240.66666666666,,,
1978-01-01,Manitoba,344000,613.6666666666666,1285.0,2829.6666666666665,,,
1978-01-01,New Brunswick,204000,482.3333333333333,189.0,615.0,,,
1978-01-01,Newfoundland and Labrador,140000,219.33333333333331,69.66666666666667,810.0,,,
1978-01-01,Ontario,2821000,5675.333333333333,3763.6666666666665,23273.0,,,
1978-01-01,Prince Edward Island,35000,44.333333333333336,79.0,148.66666666666666,,,
1978-01-01,Quebec,2049000,3804.6666666666665,3014.333333333333,10952.0,,,
1978-02-01,Alberta,662000,2849.0,4075.0,10277.666666666666,,,
1978-02-01,British Columbia,921000,2236.0,2255.0,6073.666666666667,,,
1978-02-01,Canada,7744000,17153.333333333332,15732.333333333334,60240.66666666666,,,
1978-02-01,Manitoba,344000,613.6666666666666,1285.0,2829.6666666666665,,,
1978-02-01,New Brunswick,204000,482.3333333333333,189.0,615.0,,,
1978-02-01,Newfoundland and Labrador,140000,219.33333333333331,69.66666666666667,810.0,,,
1978-02-01,Ontario,2821000,5675.333333333333,3763.6666666666665,23273.0,,,
1978-02-01,Prince Edward Island,35000,44.333333333333336,79.0,148.66666666666666,,,
1978-02-01,Quebec,2049000,3804.6666666666665,3014.333333333333,10952.0,,,
1978-03-01,Alberta,662000,2849.0,4075.0,10277.666666666666,,,
1978-03-01,British Columbia,921000,2236.0,2255.0,6073.666666666667,,,
1978-03-01,Canada,7744000,17153.333333333332,15732.333333333334,60240.66666666666,,,
1978-03-01,Manitoba,344000,613.6666666666666,1285.0,2829.6666666666665,,,
1978-03-01,New Brunswick,204000,482.3333333333333,189.0,615.0,,,
1978-03-01,Newfoundland and Labrador,140000,219.33333333333331,69.66666666666667,810.0,,,
1978-03-01,Ontario,2821000,5675.333333333333,3763.6666666666665,23273.0,,,
1978-03-01,Prince Edward Island,35000,44.333333333333336,79.0,148.66666666666666,,,
1978-03-01,Quebec,2049000,3804.6666666666665,3014.333333333333,10952.0,,,
1978-04-01,Alberta,662000,2744.333333333333,3353.0,10819.333333333334,,,
1978-04-01,British Columbia,921000,2701.6666666666665,2174.333333333333,5515.666666666667,,,
1978-04-01,Canada,7744000,20044.0,19034.33333333333,58993.333333333336,,,
1978-04-01,Manitoba,344000,984.3333333333334,1180.3333333333333,3025.6666666666665,,,
1978-04-01,New Brunswick,204000,293.0,564.0,880.6666666666666,,,
1978-04-01,Newfoundland and Labrador,140000,212.33333333333331,180.33333333333331,777.3333333333334,,,
1978-04-01,Ontario,2821000,6599.666666666667,5668.333333333333,22284.666666666668,,,
1978-04-01,Prince Edward Island,35000,94.0,112.0,166.33333333333334,,,
1978-04-01,Quebec,2049000,4775.0,4561.333333333333,10692.0,,,
1978-05-01,Alberta,662000,2744.333333333333,3353.0,10819.333333333334,,,
1978-05-01,British Columbia,921000,2701.6666666666665,2174.333333333333,5515.666666666667,,,
1978-05-01,Canada,7744000,20044.0,19034.33333333333,58993.333333333336,,,
1978-05-01,Manitoba,344000,984.3333333333334,1180.3333333333333,3025.6666666666665,,,
1978-05-01,New Brunswick,204000,293.0,564.0,880.6666666666666,,,
1978-05-01,Newfoundland and Labrador,140000,212.33333333333331,180.33333333333331,777.3333333333334,,,
1978-05-01,Ontario,2821000,6599.666666666667,5668.333333333333,22284.666666666668,,,
1978-05-01,Prince Edward Island,35000,94.0,112.0,166.33333333333334,,,
1978-05-01,Quebec,2049000,4775.0,4561.333333333333,10692.0,,,
1978-06-01,Alberta,662000,2744.333333333333,3353.0,10819.333333333334,,,
1978-06-01,British Columbia,921000,2701.6666666666665,2174.333333333333,5515.666666666667,,,
1978-06-01,Canada,7744000,20044.0,19034.33333333333,58993.333333333336,,,
1978-06-01,Manitoba,344000,984.3333333333334,1180.3333333333333,3025.6666666666665,,,
1978-06-01,New Brunswick,204000,293.0,564.0,880.6666666666666,,,
1978-06-01,Newfoundland and Labrador,140000,212.33333333333331,180.33333333333331,777.3333333333334,,,
1978-06-01,Ontario,2821000,6599.666666666667,5668.333333333333,22284.666666666668,,,
1978-06-01,Prince Edward Island,35000,94.0,112.0,166.33333333333334,,,
1978-06-01,Quebec,2049000,4775.0,4561.333333333333,10692.0,,,
1978-07-01,Alberta,662000,4613.666666666667,4204.333333333333,10307.666666666666,,,
1978-07-01,British Columbia,921000,2650.0,2698.6666666666665,5520.0,,,
1978-07-01,Canada,7744000,23156.33333333333,21198.0,57213.333333333336,,,
1978-07-01,Manitoba,344000,960.6666666666666,819.6666666666666,2885.0,,,
1978-07-01,New Brunswick,204000,536.3333333333334,600.6666666666666,943.3333333333334,,,
1978-07-01,Newfoundland and Labrador,140000,282.0,358.3333333333333,1299.6666666666667,,,
1978-07-01,Ontario,2821000,7551.666666666667,7698.666666666667,22358.33333333333,,,
1978-07-01,Prince Edward Island,35000,94.66666666666669,103.33333333333331,174.33333333333334,,,
1978-07-01,Quebec,2049000,5303.0,3567.6666666666665,8918.0,,,
1978-08-01,Alberta,662000,4613.666666666667,4204.333333333333,10307.666666666666,,,
1978-08-01,British Columbia,921000,2650.0,2698.6666666666665,5520.0,,,
1978-08-01,Canada,7744000,23156.33333333333,21198.0,57213.333333333336,,,
1978-08-01,Manitoba,344000,960.6666666666666,819.6666666666666,2885.0,,,
1978-08-01,New Brunswick,204000,536.3333333333334,600.6666666666666,943.3333333333334,,,
1978-08-01,Newfoundland and Labrador,140000,282.0,358.3333333333333,1299.6666666666667,,,
1978-08-01,Ontario,2821000,7551.666666666667,7698.666666666667,22358.33333333333,,,
1978-08-01,Prince Edward Island,35000,94.66666666666669,103.33333333333331,174.33333333333334,,,
1978-08-01,Quebec,2049000,5303.0,3567.6666666666665,8918.0,,,
1978-09-01,Alberta,662000,4613.666666666667,4204.333333333333,10307.666666666666,,,
1978-09-01,British Columbia,921000,2650.0,2698.6666666666665,5520.0,,,
1978-09-01,Canada,7744000,23156.33333333333,21198.0,57213.333333333336,,,
1978-09-01,Manitoba,344000,960.6666666666666,819.6666666666666,2885.0,,,
1978-09-01,New Brunswick,204000,536.3333333333334,600.6666666666666,943.3333333333334,,,
1978-09-01,Newfoundland and Labrador,140000,282.0,358.3333333333333,1299.6666666666667,,,
1978-09-01,Ontario,2821000,7551.666666666667,7698.666666666667,22358.33333333333,,,
1978-09-01,Prince Edward Island,35000,94.66666666666669,103.33333333333331,174.33333333333334,,,
1978-09-01,Quebec,2049000,5303.0,3567.6666666666665,8918.0,,,
1978-10-01,Alberta,662000,4134.666666666667,4342.666666666667,10441.0,,,
1978-10-01,British Columbia,921000,2672.0,2411.333333333333,5224.0,,,
1978-10-01,Canada,7744000,21824.0,19924.33333333333,54900.66666666666,,,
1978-10-01,Manitoba,344000,958.0,755.3333333333334,2682.6666666666665,,,
1978-10-01,New Brunswick,204000,653.6666666666666,368.6666666666667,629.3333333333334,,,
1978-10-01,Newfoundland and Labrador,140000,473.3333333333333,346.6666666666667,1161.0,,,
1978-10-01,Ontario,2821000,6983.0,6772.666666666667,22035.33333333333,,,
1978-10-01,Prince Edward Island,35000,112.33333333333331,109.0,176.0,,,
1978-10-01,Quebec,2049000,4160.333333333333,3413.6666666666665,8017.666666666667,,,
1978-11-01,Alberta,662000,4134.666666666667,4342.666666666667,10441.0,,,
1978-11-01,British Columbia,921000,2672.0,2411.333333333333,5224.0,,,
1978-11-01,Canada,7744000,21824.0,19924.33333333333,54900.66666666666,,,
1978-11-01,Manitoba,344000,958.0,755.3333333333334,2682.6666666666665,,,
1978-11-01,New Brunswick,204000,653.6666666666666,368.6666666666667,629.3333333333334,,,
1978-11-01,Newfoundland and Labrador,140000,473.3333333333333,346.6666666666667,1161.0,,,
1978-11-01,Ontario,2821000,6983.0,6772.666666666667,22035.33333333333,,,
1978-11-01,Prince Edward Island,35000,112.33333333333331,109.0,176.0,,,
1978-11-01,Quebec,2049000,4160.333333333333,3413.6666666666665,8017.666666666667,,,
1978-12-01,Alberta,662000,4134.666666666667,4342.666666666667,10441.0,,,
1978-12-01,British Columbia,921000,2672.0,2411.333333333333,5224.0,,,
1978-12-01,Canada,7744000,21824.0,19924.33333333333,54900.66666666666,,,
1978-12-01,Manitoba,344000,958.0,755.3333333333334,2682.6666666666665,,,
1978-12-01,New Brunswick,204000,653.6666666666666,368.6666666666667,629.3333333333334,,,
1978-12-01,Newfoundland and Labrador,140000,473.3333333333333,346.6666666666667,1161.0,,,
1978-12-01,Ontario,2821000,6983.0,6772.666666666667,22035.33333333333,,,
1978-12-01,Prince Edward Island,35000,112.33333333333331,109.0,176.0,,,
1978-12-01,Quebec,2049000,4160.333333333333,3413.6666666666665,8017.666666666667,,,
1979-01-01,Alberta,701000,3804.0,3333.0,9782.666666666666,,,
1979-01-01,British Columbia,955000,2008.0,1478.6666666666667,4593.0,,,
1979-01-01,Canada,7970000,16841.333333333332,10674.666666666666,47652.0,,,
1979-01-01,Manitoba,349000,873.3333333333334,419.0,2228.333333333333,,,
1979-01-01,New Brunswick,208000,307.6666666666667,87.66666666666667,475.3333333333333,,,
1979-01-01,Newfoundland and Labrador,144000,198.0,101.0,581.0,,,
1979-01-01,Ontario,2891000,5292.333333333333,2322.333333333333,18873.0,,,
1979-01-01,Prince Edward Island,36000,111.33333333333331,76.66666666666667,139.66666666666666,,,
1979-01-01,Quebec,2103000,3024.333333333333,1826.3333333333333,6670.0,,,
1979-02-01,Alberta,701000,3804.0,3333.0,9782.666666666666,,,
1979-02-01,British Columbia,955000,2008.0,1478.6666666666667,4593.0,,,
1979-02-01,Canada,7970000,16841.333333333332,10674.666666666666,47652.0,,,
1979-02-01,Manitoba,349000,873.3333333333334,419.0,2228.333333333333,,,
1979-02-01,New Brunswick,208000,307.6666666666667,87.66666666666667,475.3333333333333,,,
