REF_DATE,GEO,Number_of_Households
1984-02-01,Prince Edward Island,40
1984-02-01,Quebec,2336
1984-02-01,Canada,8910
1984-03-01,Alberta,826
1984-03-01,British Columbia,1089
1984-03-01,Manitoba,380
1984-03-01,New Brunswick,229
1984-03-01,Newfoundland and Labrador,157
1984-03-01,Ontario,3209
1984-03-01,Prince Edward Island,40
1984-03-01,Quebec,2336
1984-03-01,Canada,8910
1984-04-01,Alberta,826
1984-04-01,British Columbia,1089
1984-04-01,Manitoba,380
1984-04-01,New Brunswick,229
1984-04-01,Newfoundland and Labrador,157
1984-04-01,Ontario,3209
1984-04-01,Prince Edward Island,40
1984-04-01,Quebec,2336
1984-04-01,Canada,8910
1984-05-01,Alberta,826
1984-05-01,British Columbia,1089
1984-05-01,Manitoba,380
1984-05-01,New Brunswick,229
1984-05-01,Newfoundland and Labrador,157
1984-05-01,Ontario,3209
1984-05-01,Prince Edward Island,40
1984-05-01,Quebec,2336
1984-05-01,Canada,8910
1984-06-01,Alberta,826
1984-06-01,British Columbia,1089
1984-06-01,Manitoba,380
1984-06-01,New Brunswick,229
1984-06-01,Newfoundland and Labrador,157
1984-06-01,Ontario,3209
1984-06-01,Prince Edward Island,40
1984-06-01,Quebec,2336
1984-06-01,Canada,8910
1984-07-01,Alberta,826
1984-07-01,British Columbia,1089
1984-07-01,Manitoba,380
1984-07-01,New Brunswick,229
1984-07-01,Newfoundland and Labrador,157
1984-07-01,Ontario,3209
1984-07-01,Prince Edward Island,40
1984-07-01,Quebec,2336
1984-07-01,Canada,8910
1984-08-01,Alberta,826
1984-08-01,British Columbia,1089
1984-08-01,Manitoba,380
1984-08-01,New Brunswick,229
1984-08-01,Newfoundland and Labrador,157
1984-08-01,Ontario,3209
1984-08-01,Prince Edward Island,40
1984-08-01,Quebec,2336
1984-08-01,Canada,8910
1984-09-01,Alberta,826
1984-09-01,British Columbia,1089
1984-09-01,Manitoba,380
1984-09-01,New Brunswick,229
1984-09-01,Newfoundland and Labrador,157
1984-09-01,Ontario,3209
1984-09-01,Prince Edward Island,40
1984-09-01,Quebec,2336
1984-09-01,Canada,8910
1984-10-01,Alberta,826
1984-10-01,British Columbia,1089
1984-10-01,Manitoba,380
1984-10-01,New Brunswick,229
1984-10-01,Newfoundland and Labrador,157
1984-10-01,Ontario,3209
1984-10-01,Prince Edward Island,40
1984-10-01,Quebec,2336
1984-10-01,Canada,8910
1984-11-01,Alberta,826
1984-11-01,British Columbia,1089
1984-11-01,Manitoba,380
1984-11-01,New Brunswick,229
1984-11-01,Newfoundland and Labrador,157
1984-11-01,Ontario,3209
1984-11-01,Prince Edward Island,40
1984-11-01,Quebec,2336
1984-11-01,Canada,8910
1984-12-01,Alberta,826
1984-12-01,British Columbia,1089
1984-12-01,Manitoba,380
1984-12-01,New Brunswick,229
1984-12-01,Newfoundland and Labrador,157
1984-12-01,Ontario,3209
1984-12-01,Prince Edward Island,40
1984-12-01,Quebec,2336
1984-12-01,Canada,8910
1985-01-01,Alberta,843
1985-01-01,British Columbia,1111
1985-01-01,Manitoba,386
1985-01-01,New Brunswick,233
1985-01-01,Newfoundland and Labrador,159
1985-01-01,Ontario,3269
1985-01-01,Prince Edward Island,40
1985-01-01,Quebec,2379
1985-01-01,Canada,9075
1985-02-01,Alberta,843
1985-02-01,British Columbia,1111
1985-02-01,Manitoba,386
1985-02-01,New Brunswick,233
1985-02-01,Newfoundland and Labrador,159
1985-02-01,Ontario,3269
1985-02-01,Prince Edward Island,40
1985-02-01,Quebec,2379
1985-02-01,Canada,9075
1985-03-01,Alberta,843
1985-03-01,British Columbia,1111
1985-03-01,Manitoba,386
1985-03-01,New Brunswick,233
1985-03-01,Newfoundland and Labrador,159
1985-03-01,Ontario,3269
1985-03-01,Prince Edward Island,40
1985-03-01,Quebec,2379
1985-03-01,Canada,9075
1985-04-01,Alberta,843
1985-04-01,British Columbia,1111
1985-04-01,Manitoba,386
1985-04-01,New Brunswick,233
1985-04-01,Newfoundland and Labrador,159
1985-04-01,Ontario,3269
1985-04-01,Prince Edward Island,40
1985-04-01,Quebec,2379
1985-04-01,Canada,9075
1985-05-01,Alberta,843
1985-05-01,British Columbia,1111
1985-05-01,Manitoba,386
1985-05-01,New Brunswick,233
1985-05-01,Newfoundland and Labrador,159
1985-05-01,Ontario,3269
1985-05-01,Prince Edward Island,40
1985-05-01,Quebec,2379
1985-05-01,Canada,9075
1985-06-01,Alberta,843
1985-06-01,British Columbia,1111
1985-06-01,Manitoba,386
1985-06-01,New Brunswick,233
1985-06-01,Newfoundland and Labrador,159
1985-06-01,Ontario,3269
1985-06-01,Prince Edward Island,40
1985-06-01,Quebec,2379
1985-06-01,Canada,9075
1985-07-01,Alberta,843
1985-07-01,British Columbia,1111
1985-07-01,Manitoba,386
1985-07-01,New Brunswick,233
1985-07-01,Newfoundland and Labrador,159
1985-07-01,Ontario,3269
1985-07-01,Prince Edward Island,40
1985-07-01,Quebec,2379
1985-07-01,Canada,9075
1985-08-01,Alberta,843
1985-08-01,British Columbia,1111
1985-08-01,Manitoba,386
1985-08-01,New Brunswick,233
1985-08-01,Newfoundland and Labrador,159
1985-08-01,Ontario,3269
1985-08-01,Prince Edward Island,40
1985-08-01,Quebec,2379
1985-08-01,Canada,9075
1985-09-01,Alberta,843
1985-09-01,British Columbia,1111
1985-09-01,Manitoba,386
1985-09-01,New Brunswick,233
1985-09-01,Newfoundland and Labrador,159
1985-09-01,Ontario,3269
1985-09-01,Prince Edward Island,40
1985-09-01,Quebec,2379
1985-09-01,Canada,9075
1985-10-01,Alberta,843
1985-10-01,British Columbia,1111
1985-10-01,Manitoba,386
1985-10-01,New Brunswick,233
1985-10-01,Newfoundland and Labrador,159
1985-10-01,Ontario,3269
1985-10-01,Prince Edward Island,40
1985-10-01,Quebec,2379
1985-10-01,Canada,9075
1985-11-01,Alberta,843
1985-11-01,British Columbia,1111
1985-11-01,Manitoba,386
1985-11-01,New Brunswick,233
1985-11-01,Newfoundland and Labrador,159
1985-11-01,Ontario,3269
1985-11-01,Prince Edward Island,40
1985-11-01,Quebec,2379
1985-11-01,Canada,9075
1985-12-01,Alberta,843
1985-12-01,British Columbia,1111
1985-12-01,Manitoba,386
1985-12-01,New Brunswick,233
1985-12-01,Newfoundland and Labrador,159
1985-12-01,Ontario,3269
1985-12-01,Prince Edward Island,40
1985-12-01,Quebec,2379
1985-12-01,Canada,9075
1986-01-01,Alberta,859
1986-01-01,British Columbia,1132
1986-01-01,Manitoba,392
1986-01-01,New Brunswick,237
1986-01-01,Newfoundland and Labrador,161
1986-01-01,Ontario,3329
1986-01-01,Prince Edward Island,41
1986-01-01,Quebec,2421
1986-01-01,Canada,9238
1986-02-01,Alberta,859
1986-02-01,British Columbia,1132
1986-02-01,Manitoba,392
1986-02-01,New Brunswick,237
1986-02-01,Newfoundland and Labrador,161
1986-02-01,Ontario,3329
1986-02-01,Prince Edward Island,41
1986-02-01,Quebec,2421
1986-02-01,Canada,9238
1986-03-01,Alberta,859
1986-03-01,British Columbia,1132
1986-03-01,Manitoba,392
1986-03-01,New Brunswick,237
1986-03-01,Newfoundland and Labrador,161
1986-03-01,Ontario,3329
1986-03-01,Prince Edward Island,41
1986-03-01,Quebec,2421
1986-03-01,Canada,9238
1986-04-01,Alberta,859
1986-04-01,British Columbia,1132
1986-04-01,Manitoba,392
1986-04-01,New Brunswick,237
1986-04-01,Newfoundland and Labrador,161
1986-04-01,Ontario,3329
1986-04-01,Prince Edward Island,41
1986-04-01,Quebec,2421
1986-04-01,Canada,9238
1986-05-01,Alberta,859
1986-05-01,British Columbia,1132
1986-05-01,Manitoba,392
1986-05-01,New Brunswick,237
1986-05-01,Newfoundland and Labrador,161
1986-05-01,Ontario,3329
1986-05-01,Prince Edward Island,41
1986-05-01,Quebec,2421
1986-05-01,Canada,9238
1986-06-01,Alberta,859
1986-06-01,British Columbia,1132
1986-06-01,Manitoba,392
1986-06-01,New Brunswick,237
1986-06-01,Newfoundland and Labrador,161
1986-06-01,Ontario,3329
1986-06-01,Prince Edward Island,41
1986-06-01,Quebec,2421
1986-06-01,Canada,9238
1986-07-01,Alberta,859
1986-07-01,British Columbia,1132
1986-07-01,Manitoba,392
1986-07-01,New Brunswick,237
1986-07-01,Newfoundland and Labrador,161
1986-07-01,Ontario,3329
1986-07-01,Prince Edward Island,41
1986-07-01,Quebec,2421
1986-07-01,Canada,9238
1986-08-01,Alberta,859
1986-08-01,British Columbia,1132
1986-08-01,Manitoba,392
1986-08-01,New Brunswick,237
1986-08-01,Newfoundland and Labrador,161
1986-08-01,Ontario,3329
1986-08-01,Prince Edward Island,41
1986-08-01,Quebec,2421
1986-08-01,Canada,9238
1986-09-01,Alberta,859
1986-09-01,British Columbia,1132
1986-09-01,Manitoba,392
1986-09-01,New Brunswick,237
1986-09-01,Newfoundland and Labrador,161
1986-09-01,Ontario,3329
1986-09-01,Prince Edward Island,41
1986-09-01,Quebec,2421
1986-09-01,Canada,9238
1986-10-01,Alberta,859
1986-10-01,British Columbia,1132
1986-10-01,Manitoba,392
1986-10-01,New Brunswick,237
1986-10-01,Newfoundland and Labrador,161
1986-10-01,Ontario,3329
1986-10-01,Prince Edward Island,41
1986-10-01,Quebec,2421
1986-10-01,Canada,9238
1986-11-01,Alberta,859
1986-11-01,British Columbia,1132
1986-11-01,Manitoba,392
1986-11-01,New Brunswick,237
1986-11-01,Newfoundland and Labrador,161
1986-11-01,Ontario,3329
1986-11-01,Prince Edward Island,41
1986-11-01,Quebec,2421
1986-11-01,Canada,9238
1986-12-01,Alberta,859
1986-12-01,British Columbia,1132
1986-12-01,Manitoba,392
1986-12-01,New Brunswick,237
1986-12-01,Newfoundland and Labrador,161
1986-12-01,Ontario,3329
1986-12-01,Prince Edward Island,41
1986-12-01,Quebec,2421
1986-12-01,Canada,9238
1987-01-01,Alberta,872
1987-01-01,British Columbia,1161
1987-01-01,Manitoba,396
1987-01-01,New Brunswick,242
1987-01-01,Newfoundland and Labrador,164
1987-01-01,Ontario,3414
1987-01-01,Prince Edward Island,42
1987-01-01,Quebec,2476
1987-01-01,Canada,9440
1987-02-01,Alberta,872
1987-02-01,British Columbia,1161
1987-02-01,Manitoba,396
1987-02-01,New Brunswick,242
1987-02-01,Newfoundland and Labrador,164
1987-02-01,Ontario,3414
1987-02-01,Prince Edward Island,42
1987-02-01,Quebec,2476
1987-02-01,Canada,9440
1987-03-01,Alberta,872
1987-03-01,British Columbia,1161
1987-03-01,Manitoba,396
1987-03-01,New Brunswick,242
1987-03-01,Newfoundland and Labrador,164
1987-03-01,Ontario,3414
1987-03-01,Prince Edward Island,42
1987-03-01,Quebec,2476
1987-03-01,Canada,9440
1987-04-01,Alberta,872
1987-04-01,British Columbia,1161
1987-04-01,Manitoba,396
1987-04-01,New Brunswick,242
1987-04-01,Newfoundland and Labrador,164
1987-04-01,Ontario,3414
1987-04-01,Prince Edward Island,42
1987-04-01,Quebec,2476
1987-04-01,Canada,9440
1987-05-01,Alberta,872
1987-05-01,British Columbia,1161
1987-05-01,Manitoba,396
1987-05-01,New Brunswick,242
1987-05-01,Newfoundland and Labrador,164
1987-05-01,Ontario,3414
1987-05-01,Prince Edward Island,42
1987-05-01,Quebec,2476
1987-05-01,Canada,9440
1987-06-01,Alberta,872
1987-06-01,British Columbia,1161
1987-06-01,Manitoba,396
1987-06-01,New Brunswick,242
1987-06-01,Newfoundland and Labrador,164
1987-06-01,Ontario,3414
1987-06-01,Prince Edward Island,42
1987-06-01,Quebec,2476
1987-06-01,Canada,9440
1987-07-01,Alberta,872
1987-07-01,British Columbia,1161
1987-07-01,Manitoba,396
1987-07-01,New Brunswick,242
1987-07-01,Newfoundland and Labrador,164
1987-07-01,Ontario,3414
1987-07-01,Prince Edward Island,42
1987-07-01,Quebec,2476
1987-07-01,Canada,9440
1987-08-01,Alberta,872
1987-08-01,British Columbia,1161
1987-08-01,Manitoba,396
1987-08-01,New Brunswick,242
1987-08-01,Newfoundland and Labrador,164
1987-08-01,Ontario,3414
1987-08-01,Prince Edward Island,42
1987-08-01,Quebec,2476
1987-08-01,Canada,9440
1987-09-01,Alberta,872
1987-09-01,British Columbia,1161
1987-09-01,Manitoba,396
1987-09-01,New Brunswick,242
1987-09-01,Newfoundland and Labrador,164
1987-09-01,Ontario,3414
1987-09-01,Prince Edward Island,42
1987-09-01,Quebec,2476
1987-09-01,Canada,9440
1987-10-01,Alberta,872
1987-10-01,British Columbia,1161
1987-10-01,Manitoba,396
1987-10-01,New Brunswick,242
1987-10-01,Newfoundland and Labrador,164
1987-10-01,Ontario,3414
1987-10-01,Prince Edward Island,42
1987-10-01,Quebec,2476
1987-10-01,Canada,9440
1987-11-01,Alberta,872
1987-11-01,British Columbia,1161
1987-11-01,Manitoba,396
1987-11-01,New Brunswick,242
1987-11-01,Newfoundland and Labrador,164
1987-11-01,Ontario,3414
1987-11-01,Prince Edward Island,42
1987-11-01,Quebec,2476
1987-11-01,Canada,9440
1987-12-01,Alberta,872
1987-12-01,British Columbia,1161
1987-12-01,Manitoba,396
1987-12-01,New Brunswick,242
1987-12-01,Newfoundland and Labrador,164
1987-12-01,Ontario,3414
1987-12-01,Prince Edward Island,42
1987-12-01,Quebec,2476
1987-12-01,Canada,9440
1988-01-01,Alberta,886
1988-01-01,British Columbia,1190
1988-01-01,Manitoba,400
1988-01-01,New Brunswick,247
1988-01-01,Newfoundland and Labrador,168
1988-01-01,Ontario,3498
1988-01-01,Prince Edward Island,43
1988-01-01,Quebec,2531
1988-01-01,Canada,9642
1988-02-01,Alberta,886
1988-02-01,British Columbia,1190
1988-02-01,Manitoba,400
1988-02-01,New Brunswick,247
1988-02-01,Newfoundland and Labrador,168
1988-02-01,Ontario,3498
1988-02-01,Prince Edward Island,43
1988-02-01,Quebec,2531
1988-02-01,Canada,9642
1988-03-01,Alberta,886
1988-03-01,British Columbia,1190
1988-03-01,Manitoba,400
1988-03-01,New Brunswick,247
1988-03-01,Newfoundland and Labrador,168
1988-03-01,Ontario,3498
1988-03-01,Prince Edward Island,43
1988-03-01,Quebec,2531
1988-03-01,Canada,9642
1988-04-01,Alberta,886
1988-04-01,British Columbia,1190
1988-04-01,Manitoba,400
1988-04-01,New Brunswick,247
1988-04-01,Newfoundland and Labrador,168
1988-04-01,Ontario,3498
1988-04-01,Prince Edward Island,43
1988-04-01,Quebec,2531
1988-04-01,Canada,9642
1988-05-01,Alberta,886
1988-05-01,British Columbia,1190
1988-05-01,Manitoba,400
1988-05-01,New Brunswick,247
1988-05-01,Newfoundland and Labrador,168
1988-05-01,Ontario,3498
1988-05-01,Prince Edward Island,43
1988-05-01,Quebec,2531
1988-05-01,Canada,9642
1988-06-01,Alberta,886
1988-06-01,British Columbia,1190
1988-06-01,Manitoba,400
1988-06-01,New Brunswick,247
1988-06-01,Newfoundland and Labrador,168
1988-06-01,Ontario,3498
1988-06-01,Prince Edward Island,43
1988-06-01,Quebec,2531
1988-06-01,Canada,9642
1988-07-01,Alberta,886
1988-07-01,British Columbia,1190
1988-07-01,Manitoba,400
1988-07-01,New Brunswick,247
1988-07-01,Newfoundland and Labrador,168
1988-07-01,Ontario,3498
1988-07-01,Prince Edward Island,43
1988-07-01,Quebec,2531
1988-07-01,Canada,9642
1988-08-01,Alberta,886
1988-08-01,British Columbia,1190
1988-08-01,Manitoba,400
1988-08-01,New Brunswick,247
1988-08-01,Newfoundland and Labrador,168
1988-08-01,Ontario,3498
1988-08-01,Prince Edward Island,43
1988-08-01,Quebec,2531
1988-08-01,Canada,9642
1988-09-01,Alberta,886
1988-09-01,British Columbia,1190
1988-09-01,Manitoba,400
1988-09-01,New Brunswick,247
1988-09-01,Newfoundland and Labrador,168
1988-09-01,Ontario,3498
1988-09-01,Prince Edward Island,43
1988-09-01,Quebec,2531
1988-09-01,Canada,9642
1988-10-01,Alberta,886
1988-10-01,British Columbia,1190
1988-10-01,Manitoba,400
1988-10-01,New Brunswick,247
1988-10-01,Newfoundland and Labrador,168
1988-10-01,Ontario,3498
1988-10-01,Prince Edward Island,43
1988-10-01,Quebec,2531
1988-10-01,Canada,9642
1988-11-01,Alberta,886
1988-11-01,British Columbia,1190
1988-11-01,Manitoba,400
1988-11-01,New Brunswick,247
1988-11-01,Newfoundland and Labrador,168
1988-11-01,Ontario,3498
1988-11-01,Prince Edward Island,43
1988-11-01,Quebec,2531
1988-11-01,Canada,9642
1988-12-01,Alberta,886
1988-12-01,British Columbia,1190
1988-12-01,Manitoba,400
1988-12-01,New Brunswick,247
1988-12-01,Newfoundland and Labrador,168
1988-12-01,Ontario,3498
1988-12-01,Prince Edward Island,43
1988-12-01,Quebec,2531
1988-12-01,Canada,9642
1989-01-01,Alberta,899
1989-01-01,British Columbia,1219
1989-01-01,Manitoba,403
1989-01-01,New Brunswick,251
1989-01-01,Newfoundland and Labrador,171
1989-01-01,Ontario,3583
1989-01-01,Prince Edward Island,43
1989-01-01,Quebec,2587
1989-01-01,Canada,9841
1989-02-01,Alberta,899
1989-02-01,British Columbia,1219
1989-02-01,Manitoba,403
1989-02-01,New Brunswick,251
1989-02-01,Newfoundland and Labrador,171
1989-02-01,Ontario,3583
1989-02-01,Prince Edward Island,43
1989-02-01,Quebec,2587
1989-02-01,Canada,9841
1989-03-01,Alberta,899
1989-03-01,British Columbia,1219
1989-03-01,Manitoba,403
1989-03-01,New Brunswick,251
1989-03-01,Newfoundland and Labrador,171
1989-03-01,Ontario,3583
1989-03-01,Prince Edward Island,43
1989-03-01,Quebec,2587
1989-03-01,Canada,9841
1989-04-01,Alberta,899
1989-04-01,British Columbia,1219
1989-04-01,Manitoba,403
1989-04-01,New Brunswick,251
1989-04-01,Newfoundland and Labrador,171
1989-04-01,Ontario,3583
1989-04-01,Prince Edward Island,43
1989-04-01,Quebec,2587
1989-04-01,Canada,9841
1989-05-01,Alberta,899
1989-05-01,British Columbia,1219
1989-05-01,Manitoba,403
1989-05-01,New Brunswick,251
1989-05-01,Newfoundland and Labrador,171
1989-05-01,Ontario,3583
1989-05-01,Prince Edward Island,43
1989-05-01,Quebec,2587
1989-05-01,Canada,9841
1989-06-01,Alberta,899
1989-06-01,British Columbia,1219
1989-06-01,Manitoba,403
1989-06-01,New Brunswick,251
1989-06-01,Newfoundland and Labrador,171
1989-06-01,Ontario,3583
1989-06-01,Prince Edward Island,43
1989-06-01,Quebec,2587
1989-06-01,Canada,9841
1989-07-01,Alberta,899
1989-07-01,British Columbia,1219
1989-07-01,Manitoba,403
1989-07-01,New Brunswick,251
1989-07-01,Newfoundland and Labrador,171
1989-07-01,Ontario,3583
1989-07-01,Prince Edward Island,43
1989-07-01,Quebec,2587
1989-07-01,Canada,9841
1989-08-01,Alberta,899
1989-08-01,British Columbia,1219
1989-08-01,Manitoba,403
1989-08-01,New Brunswick,251
1989-08-01,Newfoundland and Labrador,171
1989-08-01,Ontario,3583
1989-08-01,Prince Edward Island,43
1989-08-01,Quebec,2587
1989-08-01,Canada,9841
1989-09-01,Alberta,899
1989-09-01,British Columbia,1219
1989-09-01,Manitoba,403
1989-09-01,New Brunswick,251
1989-09-01,Newfoundland and Labrador,171
1989-09-01,Ontario,3583
1989-09-01,Prince Edward Island,43
1989-09-01,Quebec,2587
1989-09-01,Canada,9841
1989-10-01,Alberta,899
1989-10-01,British Columbia,1219
1989-10-01,Manitoba,403
1989-10-01,New Brunswick,251
1989-10-01,Newfoundland and Labrador,171
1989-10-01,Ontario,3583
1989-10-01,Prince Edward Island,43
1989-10-01,Quebec,2587
1989-10-01,Canada,9841
1989-11-01,Alberta,899
1989-11-01,British Columbia,1219
1989-11-01,Manitoba,403
1989-11-01,New Brunswick,251
1989-11-01,Newfoundland and Labrador,171
1989-11-01,Ontario,3583
1989-11-01,Prince Edward Island,43
1989-11-01,Quebec,2587
1989-11-01,Canada,9841
1989-12-01,Alberta,899
1989-12-01,British Columbia,1219
1989-12-01,Manitoba,403
1989-12-01,New Brunswick,251
1989-12-01,Newfoundland and Labrador,171
1989-12-01,Ontario,3583
1989-12-01,Prince Edward Island,43
1989-12-01,Quebec,2587
1989-12-01,Canada,9841
1990-01-01,Alberta,913
1990-01-01,British Columbia,1248
1990-01-01,Manitoba,407
1990-01-01,New Brunswick,256
1990-01-01,Newfoundland and Labrador,175
1990-01-01,Ontario,3667
1990-01-01,Prince Edward Island,44
1990-01-01,Quebec,2642
1990-01-01,Canada,10043
1990-02-01,Alberta,913
1990-02-01,British Columbia,1248
1990-02-01,Manitoba,407
1990-02-01,New Brunswick,256
1990-02-01,Newfoundland and Labrador,175
1990-02-01,Ontario,3667
1990-02-01,Prince Edward Island,44
1990-02-01,Quebec,2642
1990-02-01,Canada,10043
1990-03-01,Alberta,913
1990-03-01,British Columbia,1248
1990-03-01,Manitoba,407
1990-03-01,New Brunswick,256
1990-03-01,Newfoundland and Labrador,175
1990-03-01,Ontario,3667
1990-03-01,Prince Edward Island,44
1990-03-01,Quebec,2642
1990-03-01,Canada,10043
1990-04-01,Alberta,913
1990-04-01,British Columbia,1248
1990-04-01,Manitoba,407
1990-04-01,New Brunswick,256
1990-04-01,Newfoundland and Labrador,175
1990-04-01,Ontario,3667
1990-04-01,Prince Edward Island,44
1990-04-01,Quebec,2642
1990-04-01,Canada,10043
1990-05-01,Alberta,913
1990-05-01,British Columbia,1248
1990-05-01,Manitoba,407
1990-05-01,New Brunswick,256
1990-05-01,Newfoundland and Labrador,175
1990-05-01,Ontario,3667
1990-05-01,Prince Edward Island,44
1990-05-01,Quebec,2642
1990-05-01,Canada,10043
1990-06-01,Alberta,913
1990-06-01,British Columbia,1248
1990-06-01,Manitoba,407
1990-06-01,New Brunswick,256
1990-06-01,Newfoundland and Labrador,175
1990-06-01,Ontario,3667
1990-06-01,Prince Edward Island,44
1990-06-01,Quebec,2642
1990-06-01,Canada,10043
1990-07-01,Alberta,913
1990-07-01,British Columbia,1248
1990-07-01,Manitoba,407
1990-07-01,New Brunswick,256
1990-07-01,Newfoundland and Labrador,175
1990-07-01,Ontario,3667
1990-07-01,Prince Edward Island,44
1990-07-01,Quebec,2642
1990-07-01,Canada,10043
1990-08-01,Alberta,913
1990-08-01,British Columbia,1248
1990-08-01,Manitoba,407
1990-08-01,New Brunswick,256
1990-08-01,Newfoundland and Labrador,175
1990-08-01,Ontario,3667
1990-08-01,Prince Edward Island,44
1990-08-01,Quebec,2642
1990-08-01,Canada,10043
1990-09-01,Alberta,913
1990-09-01,British Columbia,1248
1990-09-01,Manitoba,407
1990-09-01,New Brunswick,256
1990-09-01,Newfoundland and Labrador,175
1990-09-01,Ontario,3667
1990-09-01,Prince Edward Island,44
1990-09-01,Quebec,2642
1990-09-01,Canada,10043
1990-10-01,Alberta,913
1990-10-01,British Columbia,1248
1990-10-01,Manitoba,407
1990-10-01,New Brunswick,256
1990-10-01,Newfoundland and Labrador,175
