REF_DATE,GEO,Number_of_Households
2006-12-01,British Columbia,1690
2006-12-01,Manitoba,462
2006-12-01,New Brunswick,302
2006-12-01,Newfoundland and Labrador,199
2006-12-01,Ontario,4731
2006-12-01,Prince Edward Island,54
2006-12-01,Quebec,3223
2006-12-01,Canada,12748
2007-01-01,Alberta,1333
2007-01-01,British Columbia,1711
2007-01-01,Manitoba,465
2007-01-01,New Brunswick,305
2007-01-01,Newfoundland and Labrador,202
2007-01-01,Ontario,4791
2007-01-01,Prince Edward Island,55
2007-01-01,Quebec,3269
2007-01-01,Canada,12921
2007-02-01,Alberta,1333
2007-02-01,British Columbia,1711
2007-02-01,Manitoba,465
2007-02-01,New Brunswick,305
2007-02-01,Newfoundland and Labrador,202
2007-02-01,Ontario,4791
2007-02-01,Prince Edward Island,55
2007-02-01,Quebec,3269
2007-02-01,Canada,12921
2007-03-01,Alberta,1333
2007-03-01,British Columbia,1711
2007-03-01,Manitoba,465
2007-03-01,New Brunswick,305
2007-03-01,Newfoundland and Labrador,202
2007-03-01,Ontario,4791
2007-03-01,Prince Edward Island,55
2007-03-01,Quebec,3269
2007-03-01,Canada,12921
2007-04-01,Alberta,1333
2007-04-01,British Columbia,1711
2007-04-01,Manitoba,465
2007-04-01,New Brunswick,305
2007-04-01,Newfoundland and Labrador,202
2007-04-01,Ontario,4791
2007-04-01,Prince Edward Island,55
2007-04-01,Quebec,3269
2007-04-01,Canada,12921
2007-05-01,Alberta,1333
2007-05-01,British Columbia,1711
2007-05-01,Manitoba,465
2007-05-01,New Brunswick,305
2007-05-01,Newfoundland and Labrador,202
2007-05-01,Ontario,4791
2007-05-01,Prince Edward Island,55
2007-05-01,Quebec,3269
2007-05-01,Canada,12921
2007-06-01,Alberta,1333
2007-06-01,British Columbia,1711
2007-06-01,Manitoba,465
2007-06-01,New Brunswick,305
2007-06-01,Newfoundland and Labrador,202
2007-06-01,Ontario,4791
2007-06-01,Prince Edward Island,55
2007-06-01,Quebec,3269
2007-06-01,Canada,12921
2007-07-01,Alberta,1333
2007-07-01,British Columbia,1711
2007-07-01,Manitoba,465
2007-07-01,New Brunswick,305
2007-07-01,Newfoundland and Labrador,202
2007-07-01,Ontario,4791
2007-07-01,Prince Edward Island,55
2007-07-01,Quebec,3269
2007-07-01,Canada,12921
2007-08-01,Alberta,1333
2007-08-01,British Columbia,1711
2007-08-01,Manitoba,465
2007-08-01,New Brunswick,305
2007-08-01,Newfoundland and Labrador,202
2007-08-01,Ontario,4791
2007-08-01,Prince Edward Island,55
2007-08-01,Quebec,3269
2007-08-01,Canada,12921
2007-09-01,Alberta,1333
2007-09-01,British Columbia,1711
2007-09-01,Manitoba,465
2007-09-01,New Brunswick,305
2007-09-01,Newfoundland and Labrador,202
2007-09-01,Ontario,4791
2007-09-01,Prince Edward Island,55
2007-09-01,Quebec,3269
2007-09-01,Canada,12921
2007-10-01,Alberta,1333
2007-10-01,British Columbia,1711
2007-10-01,Manitoba,465
2007-10-01,New Brunswick,305
2007-10-01,Newfoundland and Labrador,202
2007-10-01,Ontario,4791
2007-10-01,Prince Edward Island,55
2007-10-01,Quebec,3269
2007-10-01,Canada,12921
2007-11-01,Alberta,1333
2007-11-01,British Columbia,1711
2007-11-01,Manitoba,465
2007-11-01,New Brunswick,305
2007-11-01,Newfoundland and Labrador,202
2007-11-01,Ontario,4791
2007-11-01,Prince Edward Island,55
2007-11-01,Quebec,3269
2007-11-01,Canada,12921
2007-12-01,Alberta,1333
2007-12-01,British Columbia,1711
2007-12-01,Manitoba,465
2007-12-01,New Brunswick,305
2007-12-01,Newfoundland and Labrador,202
2007-12-01,Ontario,4791
2007-12-01,Prince Edward Island,55
2007-12-01,Quebec,3269
2007-12-01,Canada,12921
2008-01-01,Alberta,1362
2008-01-01,British Columbia,1732
2008-01-01,Manitoba,467
2008-01-01,New Brunswick,307
2008-01-01,Newfoundland and Labrador,204
2008-01-01,Ontario,4851
2008-01-01,Prince Edward Island,56
2008-01-01,Quebec,3314
2008-01-01,Canada,13092
2008-02-01,Alberta,1362
2008-02-01,British Columbia,1732
2008-02-01,Manitoba,467
2008-02-01,New Brunswick,307
2008-02-01,Newfoundland and Labrador,204
2008-02-01,Ontario,4851
2008-02-01,Prince Edward Island,56
2008-02-01,Quebec,3314
2008-02-01,Canada,13092
2008-03-01,Alberta,1362
2008-03-01,British Columbia,1732
2008-03-01,Manitoba,467
2008-03-01,New Brunswick,307
2008-03-01,Newfoundland and Labrador,204
2008-03-01,Ontario,4851
2008-03-01,Prince Edward Island,56
2008-03-01,Quebec,3314
2008-03-01,Canada,13092
2008-04-01,Alberta,1362
2008-04-01,British Columbia,1732
2008-04-01,Manitoba,467
2008-04-01,New Brunswick,307
2008-04-01,Newfoundland and Labrador,204
2008-04-01,Ontario,4851
2008-04-01,Prince Edward Island,56
2008-04-01,Quebec,3314
2008-04-01,Canada,13092
2008-05-01,Alberta,1362
2008-05-01,British Columbia,1732
2008-05-01,Manitoba,467
2008-05-01,New Brunswick,307
2008-05-01,Newfoundland and Labrador,204
2008-05-01,Ontario,4851
2008-05-01,Prince Edward Island,56
2008-05-01,Quebec,3314
2008-05-01,Canada,13092
2008-06-01,Alberta,1362
2008-06-01,British Columbia,1732
2008-06-01,Manitoba,467
2008-06-01,New Brunswick,307
2008-06-01,Newfoundland and Labrador,204
2008-06-01,Ontario,4851
2008-06-01,Prince Edward Island,56
2008-06-01,Quebec,3314
2008-06-01,Canada,13092
2008-07-01,Alberta,1362
2008-07-01,British Columbia,1732
2008-07-01,Manitoba,467
2008-07-01,New Brunswick,307
2008-07-01,Newfoundland and Labrador,204
2008-07-01,Ontario,4851
2008-07-01,Prince Edward Island,56
2008-07-01,Quebec,3314
2008-07-01,Canada,13092
2008-08-01,Alberta,1362
2008-08-01,British Columbia,1732
2008-08-01,Manitoba,467
2008-08-01,New Brunswick,307
2008-08-01,Newfoundland and Labrador,204
2008-08-01,Ontario,4851
2008-08-01,Prince Edward Island,56
2008-08-01,Quebec,3314
2008-08-01,Canada,13092
2008-09-01,Alberta,1362
2008-09-01,British Columbia,1732
2008-09-01,Manitoba,467
2008-09-01,New Brunswick,307
2008-09-01,Newfoundland and Labrador,204
2008-09-01,Ontario,4851
2008-09-01,Prince Edward Island,56
2008-09-01,Quebec,3314
2008-09-01,Canada,13092
2008-10-01,Alberta,1362
2008-10-01,British Columbia,1732
2008-10-01,Manitoba,467
2008-10-01,New Brunswick,307
2008-10-01,Newfoundland and Labrador,204
2008-10-01,Ontario,4851
2008-10-01,Prince Edward Island,56
2008-10-01,Quebec,3314
2008-10-01,Canada,13092
2008-11-01,Alberta,1362
2008-11-01,British Columbia,1732
2008-11-01,Manitoba,467
2008-11-01,New Brunswick,307
2008-11-01,Newfoundland and Labrador,204
2008-11-01,Ontario,4851
2008-11-01,Prince Edward Island,56
2008-11-01,Quebec,3314
2008-11-01,Canada,13092
2008-12-01,Alberta,1362
2008-12-01,British Columbia,1732
2008-12-01,Manitoba,467
2008-12-01,New Brunswick,307
2008-12-01,Newfoundland and Labrador,204
2008-12-01,Ontario,4851
2008-12-01,Prince Edward Island,56
2008-12-01,Quebec,3314
2008-12-01,Canada,13092
2009-01-01,Alberta,1390
2009-01-01,British Columbia,1753
2009-01-01,Manitoba,470
2009-01-01,New Brunswick,310
2009-01-01,Newfoundland and Labrador,207
2009-01-01,Ontario,4910
2009-01-01,Prince Edward Island,56
2009-01-01,Quebec,3360
2009-01-01,Canada,13262
2009-02-01,Alberta,1390
2009-02-01,British Columbia,1753
2009-02-01,Manitoba,470
2009-02-01,New Brunswick,310
2009-02-01,Newfoundland and Labrador,207
2009-02-01,Ontario,4910
2009-02-01,Prince Edward Island,56
2009-02-01,Quebec,3360
2009-02-01,Canada,13262
2009-03-01,Alberta,1390
2009-03-01,British Columbia,1753
2009-03-01,Manitoba,470
2009-03-01,New Brunswick,310
2009-03-01,Newfoundland and Labrador,207
2009-03-01,Ontario,4910
2009-03-01,Prince Edward Island,56
2009-03-01,Quebec,3360
2009-03-01,Canada,13262
2009-04-01,Alberta,1390
2009-04-01,British Columbia,1753
2009-04-01,Manitoba,470
2009-04-01,New Brunswick,310
2009-04-01,Newfoundland and Labrador,207
2009-04-01,Ontario,4910
2009-04-01,Prince Edward Island,56
2009-04-01,Quebec,3360
2009-04-01,Canada,13262
2009-05-01,Alberta,1390
2009-05-01,British Columbia,1753
2009-05-01,Manitoba,470
2009-05-01,New Brunswick,310
2009-05-01,Newfoundland and Labrador,207
2009-05-01,Ontario,4910
2009-05-01,Prince Edward Island,56
2009-05-01,Quebec,3360
2009-05-01,Canada,13262
2009-06-01,Alberta,1390
2009-06-01,British Columbia,1753
2009-06-01,Manitoba,470
2009-06-01,New Brunswick,310
2009-06-01,Newfoundland and Labrador,207
2009-06-01,Ontario,4910
2009-06-01,Prince Edward Island,56
2009-06-01,Quebec,3360
2009-06-01,Canada,13262
2009-07-01,Alberta,1390
2009-07-01,British Columbia,1753
2009-07-01,Manitoba,470
2009-07-01,New Brunswick,310
2009-07-01,Newfoundland and Labrador,207
2009-07-01,Ontario,4910
2009-07-01,Prince Edward Island,56
2009-07-01,Quebec,3360
2009-07-01,Canada,13262
2009-08-01,Alberta,1390
2009-08-01,British Columbia,1753
2009-08-01,Manitoba,470
2009-08-01,New Brunswick,310
2009-08-01,Newfoundland and Labrador,207
2009-08-01,Ontario,4910
2009-08-01,Prince Edward Island,56
2009-08-01,Quebec,3360
2009-08-01,Canada,13262
2009-09-01,Alberta,1390
2009-09-01,British Columbia,1753
2009-09-01,Manitoba,470
2009-09-01,New Brunswick,310
2009-09-01,Newfoundland and Labrador,207
2009-09-01,Ontario,4910
2009-09-01,Prince Edward Island,56
2009-09-01,Quebec,3360
2009-09-01,Canada,13262
2009-10-01,Alberta,1390
2009-10-01,British Columbia,1753
2009-10-01,Manitoba,470
2009-10-01,New Brunswick,310
2009-10-01,Newfoundland and Labrador,207
2009-10-01,Ontario,4910
2009-10-01,Prince Edward Island,56
2009-10-01,Quebec,3360
2009-10-01,Canada,13262
2009-11-01,Alberta,1390
2009-11-01,British Columbia,1753
2009-11-01,Manitoba,470
2009-11-01,New Brunswick,310
2009-11-01,Newfoundland and Labrador,207
2009-11-01,Ontario,4910
2009-11-01,Prince Edward Island,56
2009-11-01,Quebec,3360
2009-11-01,Canada,13262
2009-12-01,Alberta,1390
2009-12-01,British Columbia,1753
2009-12-01,Manitoba,470
2009-12-01,New Brunswick,310
2009-12-01,Newfoundland and Labrador,207
2009-12-01,Ontario,4910
2009-12-01,Prince Edward Island,56
2009-12-01,Quebec,3360
2009-12-01,Canada,13262
2010-01-01,Alberta,1419
2010-01-01,British Columbia,1774
2010-01-01,Manitoba,472
2010-01-01,New Brunswick,312
2010-01-01,Newfoundland and Labrador,209
2010-01-01,Ontario,4970
2010-01-01,Prince Edward Island,57
2010-01-01,Quebec,3405
2010-01-01,Canada,13433
2010-02-01,Alberta,1419
2010-02-01,British Columbia,1774
2010-02-01,Manitoba,472
2010-02-01,New Brunswick,312
2010-02-01,Newfoundland and Labrador,209
2010-02-01,Ontario,4970
2010-02-01,Prince Edward Island,57
2010-02-01,Quebec,3405
2010-02-01,Canada,13433
2010-03-01,Alberta,1419
2010-03-01,British Columbia,1774
2010-03-01,Manitoba,472
2010-03-01,New Brunswick,312
2010-03-01,Newfoundland and Labrador,209
2010-03-01,Ontario,4970
2010-03-01,Prince Edward Island,57
2010-03-01,Quebec,3405
2010-03-01,Canada,13433
2010-04-01,Alberta,1419
2010-04-01,British Columbia,1774
2010-04-01,Manitoba,472
2010-04-01,New Brunswick,312
2010-04-01,Newfoundland and Labrador,209
2010-04-01,Ontario,4970
2010-04-01,Prince Edward Island,57
2010-04-01,Quebec,3405
2010-04-01,Canada,13433
2010-05-01,Alberta,1419
2010-05-01,British Columbia,1774
2010-05-01,Manitoba,472
2010-05-01,New Brunswick,312
2010-05-01,Newfoundland and Labrador,209
2010-05-01,Ontario,4970
2010-05-01,Prince Edward Island,57
2010-05-01,Quebec,3405
2010-05-01,Canada,13433
2010-06-01,Alberta,1419
2010-06-01,British Columbia,1774
2010-06-01,Manitoba,472
2010-06-01,New Brunswick,312
2010-06-01,Newfoundland and Labrador,209
2010-06-01,Ontario,4970
2010-06-01,Prince Edward Island,57
2010-06-01,Quebec,3405
2010-06-01,Canada,13433
2010-07-01,Alberta,1419
2010-07-01,British Columbia,1774
2010-07-01,Manitoba,472
2010-07-01,New Brunswick,312
2010-07-01,Newfoundland and Labrador,209
2010-07-01,Ontario,4970
2010-07-01,Prince Edward Island,57
2010-07-01,Quebec,3405
2010-07-01,Canada,13433
2010-08-01,Alberta,1419
2010-08-01,British Columbia,1774
2010-08-01,Manitoba,472
2010-08-01,New Brunswick,312
2010-08-01,Newfoundland and Labrador,209
2010-08-01,Ontario,4970
2010-08-01,Prince Edward Island,57
2010-08-01,Quebec,3405
2010-08-01,Canada,13433
2010-09-01,Alberta,1419
2010-09-01,British Columbia,1774
2010-09-01,Manitoba,472
2010-09-01,New Brunswick,312
2010-09-01,Newfoundland and Labrador,209
2010-09-01,Ontario,4970
2010-09-01,Prince Edward Island,57
2010-09-01,Quebec,3405
2010-09-01,Canada,13433
2010-10-01,Alberta,1419
2010-10-01,British Columbia,1774
2010-10-01,Manitoba,472
2010-10-01,New Brunswick,312
2010-10-01,Newfoundland and Labrador,209
2010-10-01,Ontario,4970
2010-10-01,Prince Edward Island,57
2010-10-01,Quebec,3405
2010-10-01,Canada,13433
2010-11-01,Alberta,1419
2010-11-01,British Columbia,1774
2010-11-01,Manitoba,472
2010-11-01,New Brunswick,312
2010-11-01,Newfoundland and Labrador,209
2010-11-01,Ontario,4970
2010-11-01,Prince Edward Island,57
2010-11-01,Quebec,3405
2010-11-01,Canada,13433
2010-12-01,Alberta,1419
2010-12-01,British Columbia,1774
2010-12-01,Manitoba,472
2010-12-01,New Brunswick,312
2010-12-01,Newfoundland and Labrador,209
2010-12-01,Ontario,4970
2010-12-01,Prince Edward Island,57
2010-12-01,Quebec,3405
2010-12-01,Canada,13433
2011-01-01,Alberta,1447
2011-01-01,British Columbia,1795
2011-01-01,Manitoba,475
2011-01-01,New Brunswick,315
2011-01-01,Newfoundland and Labrador,212
2011-01-01,Ontario,5030
2011-01-01,Prince Edward Island,58
2011-01-01,Quebec,3451
2011-01-01,Canada,13606
2011-02-01,Alberta,1447
2011-02-01,British Columbia,1795
2011-02-01,Manitoba,475
2011-02-01,New Brunswick,315
2011-02-01,Newfoundland and Labrador,212
2011-02-01,Ontario,5030
2011-02-01,Prince Edward Island,58
2011-02-01,Quebec,3451
2011-02-01,Canada,13606
2011-03-01,Alberta,1447
2011-03-01,British Columbia,1795
2011-03-01,Manitoba,475
2011-03-01,New Brunswick,315
2011-03-01,Newfoundland and Labrador,212
2011-03-01,Ontario,5030
2011-03-01,Prince Edward Island,58
2011-03-01,Quebec,3451
2011-03-01,Canada,13606
2011-04-01,Alberta,1447
2011-04-01,British Columbia,1795
2011-04-01,Manitoba,475
2011-04-01,New Brunswick,315
2011-04-01,Newfoundland and Labrador,212
2011-04-01,Ontario,5030
2011-04-01,Prince Edward Island,58
2011-04-01,Quebec,3451
2011-04-01,Canada,13606
2011-05-01,Alberta,1447
2011-05-01,British Columbia,1795
2011-05-01,Manitoba,475
2011-05-01,New Brunswick,315
2011-05-01,Newfoundland and Labrador,212
2011-05-01,Ontario,5030
2011-05-01,Prince Edward Island,58
2011-05-01,Quebec,3451
2011-05-01,Canada,13606
2011-06-01,Alberta,1447
2011-06-01,British Columbia,1795
2011-06-01,Manitoba,475
2011-06-01,New Brunswick,315
2011-06-01,Newfoundland and Labrador,212
2011-06-01,Ontario,5030
2011-06-01,Prince Edward Island,58
2011-06-01,Quebec,3451
2011-06-01,Canada,13606
2011-07-01,Alberta,1447
2011-07-01,British Columbia,1795
2011-07-01,Manitoba,475
2011-07-01,New Brunswick,315
2011-07-01,Newfoundland and Labrador,212
2011-07-01,Ontario,5030
2011-07-01,Prince Edward Island,58
2011-07-01,Quebec,3451
2011-07-01,Canada,13606
2011-08-01,Alberta,1447
2011-08-01,British Columbia,1795
2011-08-01,Manitoba,475
2011-08-01,New Brunswick,315
2011-08-01,Newfoundland and Labrador,212
2011-08-01,Ontario,5030
2011-08-01,Prince Edward Island,58
2011-08-01,Quebec,3451
2011-08-01,Canada,13606
2011-09-01,Alberta,1447
2011-09-01,British Columbia,1795
2011-09-01,Manitoba,475
2011-09-01,New Brunswick,315
2011-09-01,Newfoundland and Labrador,212
2011-09-01,Ontario,5030
2011-09-01,Prince Edward Island,58
2011-09-01,Quebec,3451
2011-09-01,Canada,13606
2011-10-01,Alberta,1447
2011-10-01,British Columbia,1795
2011-10-01,Manitoba,475
2011-10-01,New Brunswick,315
2011-10-01,Newfoundland and Labrador,212
2011-10-01,Ontario,5030
2011-10-01,Prince Edward Island,58
2011-10-01,Quebec,3451
2011-10-01,Canada,13606
2011-11-01,Alberta,1447
2011-11-01,British Columbia,1795
2011-11-01,Manitoba,475
2011-11-01,New Brunswick,315
2011-11-01,Newfoundland and Labrador,212
2011-11-01,Ontario,5030
2011-11-01,Prince Edward Island,58
2011-11-01,Quebec,3451
2011-11-01,Canada,13606
2011-12-01,Alberta,1447
2011-12-01,British Columbia,1795
2011-12-01,Manitoba,475
2011-12-01,New Brunswick,315
2011-12-01,Newfoundland and Labrador,212
2011-12-01,Ontario,5030
2011-12-01,Prince Edward Island,58
2011-12-01,Quebec,3451
2011-12-01,Canada,13606
2012-01-01,Alberta,1494
2012-01-01,British Columbia,1821
2012-01-01,Manitoba,481
2012-01-01,New Brunswick,317
2012-01-01,Newfoundland and Labrador,213
2012-01-01,Ontario,5101
2012-01-01,Prince Edward Island,59
2012-01-01,Quebec,3489
2012-01-01,Canada,13807
2012-02-01,Alberta,1494
2012-02-01,British Columbia,1821
2012-02-01,Manitoba,481
2012-02-01,New Brunswick,317
2012-02-01,Newfoundland and Labrador,213
2012-02-01,Ontario,5101
2012-02-01,Prince Edward Island,59
2012-02-01,Quebec,3489
2012-02-01,Canada,13807
2012-03-01,Alberta,1494
2012-03-01,British Columbia,1821
2012-03-01,Manitoba,481
2012-03-01,New Brunswick,317
2012-03-01,Newfoundland and Labrador,213
2012-03-01,Ontario,5101
2012-03-01,Prince Edward Island,59
2012-03-01,Quebec,3489
2012-03-01,Canada,13807
2012-04-01,Alberta,1494
2012-04-01,British Columbia,1821
2012-04-01,Manitoba,481
2012-04-01,New Brunswick,317
2012-04-01,Newfoundland and Labrador,213
2012-04-01,Ontario,5101
2012-04-01,Prince Edward Island,59
2012-04-01,Quebec,3489
2012-04-01,Canada,13807
2012-05-01,Alberta,1494
2012-05-01,British Columbia,1821
2012-05-01,Manitoba,481
2012-05-01,New Brunswick,317
2012-05-01,Newfoundland and Labrador,213
2012-05-01,Ontario,5101
2012-05-01,Prince Edward Island,59
2012-05-01,Quebec,3489
2012-05-01,Canada,13807
2012-06-01,Alberta,1494
2012-06-01,British Columbia,1821
2012-06-01,Manitoba,481
2012-06-01,New Brunswick,317
2012-06-01,Newfoundland and Labrador,213
2012-06-01,Ontario,5101
2012-06-01,Prince Edward Island,59
2012-06-01,Quebec,3489
2012-06-01,Canada,13807
2012-07-01,Alberta,1494
2012-07-01,British Columbia,1821
2012-07-01,Manitoba,481
2012-07-01,New Brunswick,317
2012-07-01,Newfoundland and Labrador,213
2012-07-01,Ontario,5101
2012-07-01,Prince Edward Island,59
2012-07-01,Quebec,3489
2012-07-01,Canada,13807
2012-08-01,Alberta,1494
2012-08-01,British Columbia,1821
2012-08-01,Manitoba,481
2012-08-01,New Brunswick,317
2012-08-01,Newfoundland and Labrador,213
2012-08-01,Ontario,5101
2012-08-01,Prince Edward Island,59
2012-08-01,Quebec,3489
2012-08-01,Canada,13807
2012-09-01,Alberta,1494
2012-09-01,British Columbia,1821
2012-09-01,Manitoba,481
2012-09-01,New Brunswick,317
2012-09-01,Newfoundland and Labrador,213
2012-09-01,Ontario,5101
2012-09-01,Prince Edward Island,59
2012-09-01,Quebec,3489
2012-09-01,Canada,13807
2012-10-01,Alberta,1494
2012-10-01,British Columbia,1821
2012-10-01,Manitoba,481
2012-10-01,New Brunswick,317
2012-10-01,Newfoundland and Labrador,213
2012-10-01,Ontario,5101
2012-10-01,Prince Edward Island,59
2012-10-01,Quebec,3489
2012-10-01,Canada,13807
2012-11-01,Alberta,1494
2012-11-01,British Columbia,1821
2012-11-01,Manitoba,481
2012-11-01,New Brunswick,317
2012-11-01,Newfoundland and Labrador,213
2012-11-01,Ontario,5101
2012-11-01,Prince Edward Island,59
2012-11-01,Quebec,3489
2012-11-01,Canada,13807
2012-12-01,Alberta,1494
2012-12-01,British Columbia,1821
2012-12-01,Manitoba,481
2012-12-01,New Brunswick,317
2012-12-01,Newfoundland and Labrador,213
2012-12-01,Ontario,5101
2012-12-01,Prince Edward Island,59
2012-12-01,Quebec,3489
2012-12-01,Canada,13807
2013-01-01,Alberta,1541
2013-01-01,British Columbia,1847
2013-01-01,Manitoba,487
2013-01-01,New Brunswick,318
2013-01-01,Newfoundland and Labrador,214
2013-01-01,Ontario,5172
2013-01-01,Prince Edward Island,59
2013-01-01,Quebec,3528
2013-01-01,Canada,14007
2013-02-01,Alberta,1541
2013-02-01,British Columbia,1847
2013-02-01,Manitoba,487
2013-02-01,New Brunswick,318
2013-02-01,Newfoundland and Labrador,214
2013-02-01,Ontario,5172
2013-02-01,Prince Edward Island,59
2013-02-01,Quebec,3528
2013-02-01,Canada,14007
2013-03-01,Alberta,1541
2013-03-01,British Columbia,1847
2013-03-01,Manitoba,487
2013-03-01,New Brunswick,318
2013-03-01,Newfoundland and Labrador,214
2013-03-01,Ontario,5172
2013-03-01,Prince Edward Island,59
2013-03-01,Quebec,3528
2013-03-01,Canada,14007
2013-04-01,Alberta,1541
2013-04-01,British Columbia,1847
2013-04-01,Manitoba,487
2013-04-01,New Brunswick,318
2013-04-01,Newfoundland and Labrador,214
2013-04-01,Ontario,5172
2013-04-01,Prince Edward Island,59
2013-04-01,Quebec,3528
2013-04-01,Canada,14007
2013-05-01,Alberta,1541
2013-05-01,British Columbia,1847
2013-05-01,Manitoba,487
2013-05-01,New Brunswick,318
2013-05-01,Newfoundland and Labrador,214
2013-05-01,Ontario,5172
2013-05-01,Prince Edward Island,59
2013-05-01,Quebec,3528
2013-05-01,Canada,14007
2013-06-01,Alberta,1541
2013-06-01,British Columbia,1847
2013-06-01,Manitoba,487
2013-06-01,New Brunswick,318
2013-06-01,Newfoundland and Labrador,214
2013-06-01,Ontario,5172
2013-06-01,Prince Edward Island,59
2013-06-01,Quebec,3528
2013-06-01,Canada,14007
2013-07-01,Alberta,1541
2013-07-01,British Columbia,1847
2013-07-01,Manitoba,487
2013-07-01,New Brunswick,318
2013-07-01,Newfoundland and Labrador,214
2013-07-01,Ontario,5172
2013-07-01,Prince Edward Island,59
2013-07-01,Quebec,3528
2013-07-01,Canada,14007
2013-08-01,Alberta,1541
2013-08-01,British Columbia,1847
2013-08-01,Manitoba,487
2013-08-01,New Brunswick,318
2013-08-01,Newfoundland and Labrador,214
2013-08-01,Ontario,5172
2013-08-01,Prince Edward Island,59
2013-08-01,Quebec,3528
2013-08-01,Canada,14007
2013-09-01,Alberta,1541
2013-09-01,British Columbia,1847
2013-09-01,Manitoba,487
2013-09-01,New Brunswick,318
2013-09-01,Newfoundland and Labrador,214
2013-09-01,Ontario,5172
2013-09-01,Prince Edward Island,59
2013-09-01,Quebec,3528
2013-09-01,Canada,14007
2013-10-01,Alberta,1541
2013-10-01,British Columbia,1847
2013-10-01,Manitoba,487
2013-10-01,New Brunswick,318
2013-10-01,Newfoundland and Labrador,214
2013-10-01,Ontario,5172
2013-10-01,Prince Edward Island,59
2013-10-01,Quebec,3528
2013-10-01,Canada,14007
2013-11-01,Alberta,1541
2013-11-01,British Columbia,1847
2013-11-01,Manitoba,487
2013-11-01,New Brunswick,318
2013-11-01,Newfoundland and Labrador,214
2013-11-01,Ontario,5172
2013-11-01,Prince Edward Island,59
2013-11-01,Quebec,3528
2013-11-01,Canada,14007
2013-12-01,Alberta,1541
2013-12-01,British Columbia,1847
2013-12-01,Manitoba,487
2013-12-01,New Brunswick,318
2013-12-01,Newfoundland and Labrador,214
2013-12-01,Ontario,5172
2013-12-01,Prince Edward Island,59
2013-12-01,Quebec,3528
2013-12-01,Canada,14007
2014-01-01,Alberta,1588
2014-01-01,British Columbia,1873
2014-01-01,Manitoba,493
2014-01-01,New Brunswick,320
2014-01-01,Newfoundland and Labrador,215
2014-01-01,Ontario,5243
2014-01-01,Prince Edward Island,60
2014-01-01,Quebec,3566
2014-01-01,Canada,14207
2014-02-01,Alberta,1588
2014-02-01,British Columbia,1873
2014-02-01,Manitoba,493
2014-02-01,New Brunswick,320
2014-02-01,Newfoundland and Labrador,215
2014-02-01,Ontario,5243
2014-02-01,Prince Edward Island,60
2014-02-01,Quebec,3566
2014-02-01,Canada,14207
2014-03-01,Alberta,1588
2014-03-01,British Columbia,1873
2014-03-01,Manitoba,493
2014-03-01,New Brunswick,320
2014-03-01,Newfoundland and Labrador,215
2014-03-01,Ontario,5243
2014-03-01,Prince Edward Island,60
2014-03-01,Quebec,3566
2014-03-01,Canada,14207
2014-04-01,Alberta,1588
2014-04-01,British Columbia,1873
2014-04-01,Manitoba,493
2014-04-01,New Brunswick,320
2014-04-01,Newfoundland and Labrador,215
2014-04-01,Ontario,5243
2014-04-01,Prince Edward Island,60
2014-04-01,Quebec,3566
2014-04-01,Canada,14207
2014-05-01,Alberta,1588
2014-05-01,British Columbia,1873
2014-05-01,Manitoba,493
2014-05-01,New Brunswick,320
2014-05-01,Newfoundland and Labrador,215
2014-05-01,Ontario,5243
2014-05-01,Prince Edward Island,60
2014-05-01,Quebec,3566
2014-05-01,Canada,14207
2014-06-01,Alberta,1588
2014-06-01,British Columbia,1873
2014-06-01,Manitoba,493
2014-06-01,New Brunswick,320
2014-06-01,Newfoundland and Labrador,215
2014-06-01,Ontario,5243
2014-06-01,Prince Edward Island,60
2014-06-01,Quebec,3566
2014-06-01,Canada,14207
2014-07-01,Alberta,1588
2014-07-01,British Columbia,1873
2014-07-01,Manitoba,493
2014-07-01,New Brunswick,320
2014-07-01,Newfoundland and Labrador,215
2014-07-01,Ontario,5243
2014-07-01,Prince Edward Island,60
2014-07-01,Quebec,3566
2014-07-01,Canada,14207
2014-08-01,Alberta,1588
2014-08-01,British Columbia,1873
2014-08-01,Manitoba,493
2014-08-01,New Brunswick,320
2014-08-01,Newfoundland and Labrador,215
2014-08-01,Ontario,5243
2014-08-01,Prince Edward Island,60
2014-08-01,Quebec,3566
2014-08-01,Canada,14207
2014-09-01,Alberta,1588
2014-09-01,British Columbia,1873
2014-09-01,Manitoba,493
2014-09-01,New Brunswick,320
2014-09-01,Newfoundland and Labrador,215
2014-09-01,Ontario,5243
2014-09-01,Prince Edward Island,60
2014-09-01,Quebec,3566
2014-09-01,Canada,14207
2014-10-01,Alberta,1588
2014-10-01,British Columbia,1873
2014-10-01,Manitoba,493
2014-10-01,New Brunswick,320
2014-10-01,Newfoundland and Labrador,215
2014-10-01,Ontario,5243
2014-10-01,Prince Edward Island,60
2014-10-01,Quebec,3566
2014-10-01,Canada,14207
2014-11-01,Alberta,1588
2014-11-01,British Columbia,1873
2014-11-01,Manitoba,493
2014-11-01,New Brunswick,320
2014-11-01,Newfoundland and Labrador,215
2014-11-01,Ontario,5243
2014-11-01,Prince Edward Island,60
2014-11-01,Quebec,3566
2014-11-01,Canada,14207
2014-12-01,Alberta,1588
2014-12-01,British Columbia,1873
2014-12-01,Manitoba,493
2014-12-01,New Brunswick,320
