REF_DATE,Total Number of Educators,GEO
2024-01-01,39635.4724936533,Alberta
2024-01-01,25323.96043868673,British Columbia
2024-01-01,39349.610997404496,Canada
2024-01-01,39349.610997404496,Canada
2024-01-01,13732.655979249812,Manitoba
2024-01-01,12034.714663112492,New Brunswick
2024-01-01,5366.19914274055,Newfoundland and Labrador
2024-01-01,8516.900768975847,Nova Scotia
2024-01-01,140659.57210404502,Ontario
2024-01-01,4933.147457965122,Prince Edward Island
2024-01-01,296761.97008533304,Quebec
2024-01-01,18437.009169226385,Saskatchewan
2024-02-01,691954.7316359134,Alberta
2024-02-01,-26942.76302649635,British Columbia
2024-02-01,-458012.1208938266,Canada
2024-02-01,-458012.1208938266,Canada
2024-02-01,15443.845776898295,Manitoba
2024-02-01,57576.140319848346,New Brunswick
2024-02-01,-12125.023240629784,Newfoundland and Labrador
2024-02-01,73987.22961423978,Nova Scotia
2024-02-01,-594173.896152577,Ontario
2024-02-01,12937.64939380559,Prince Edward Island
2024-02-01,451024.70527420583,Quebec
2024-02-01,-240.76476535694928,Saskatchewan
2024-03-01,-47307.071788840614,Alberta
2024-03-01,-22973.3154324238,British Columbia
2024-03-01,-3678530.6732560014,Canada
2024-03-01,-3678530.6732560014,Canada
2024-03-01,27483.11280464229,Manitoba
2024-03-01,141709.18189264135,New Brunswick
2024-03-01,-20344.268536103966,Newfoundland and Labrador
2024-03-01,-35885.23225191876,Nova Scotia
2024-03-01,263724.23471262,Ontario
2024-03-01,28694.538044176905,Prince Edward Island
2024-03-01,342663.6758977503,Quebec
2024-03-01,4724.54572993428,Saskatchewan
2024-04-01,-619164.5825183567,Alberta
2024-04-01,-33299.78173708812,British Columbia
2024-04-01,4118225.516879188,Canada
2024-04-01,4118225.516879188,Canada
2024-04-01,8496.226166951526,Manitoba
2024-04-01,121228.19832482326,New Brunswick
2024-04-01,-11703.15137599635,Newfoundland and Labrador
2024-04-01,140844.33755846394,Nova Scotia
2024-04-01,5125395.0319283,Ontario
2024-04-01,24554.636522233886,Prince Edward Island
2024-04-01,270597.7985053884,Quebec
2024-04-01,12054.436883043578,Saskatchewan
2024-05-01,73950.9197403619,Alberta
2024-05-01,-58007.00752155551,British Columbia
2024-05-01,291164.1882661136,Canada
2024-05-01,291164.1882661136,Canada
2024-05-01,-10458.692299978802,Manitoba
2024-05-01,229757.19264057896,New Brunswick
2024-05-01,-2986.133817584945,Newfoundland and Labrador
2024-05-01,274954.7123512635,Nova Scotia
2024-05-01,225551.9098808295,Ontario
2024-05-01,51115.62544140626,Prince Edward Island
2024-05-01,290269.0255731851,Quebec
2024-05-01,21353.304457786013,Saskatchewan
2024-06-01,-160483.39654427842,Alberta
2024-06-01,-61241.823935583845,British Columbia
2024-06-01,-3735317.810678688,Canada
2024-06-01,-3735317.810678688,Canada
2024-06-01,-19372.442143201857,Manitoba
2024-06-01,-53775.20784006883,New Brunswick
2024-06-01,2229.1074287042356,Newfoundland and Labrador
2024-06-01,152556.96703458473,Nova Scotia
2024-06-01,-6728129.09568736,Ontario
2024-06-01,66280.32842687391,Prince Edward Island
2024-06-01,297753.7583055903,Quebec
2024-06-01,22499.19140249086,Saskatchewan
2024-07-01,39731.30094547135,Alberta
2024-07-01,-70538.26020173146,British Columbia
2024-07-01,-1178858.4566955012,Canada
2024-07-01,-1178858.4566955012,Canada
2024-07-01,-20690.584873295364,Manitoba
2024-07-01,69435.96178737495,New Brunswick
2024-07-01,3262.397398887935,Newfoundland and Labrador
2024-07-01,-601470.2810565666,Nova Scotia
2024-07-01,445085.8297343878,Ontario
2024-07-01,-7797.148379973722,Prince Edward Island
2024-07-01,363357.6174012102,Quebec
2024-07-01,23730.159734270383,Saskatchewan
2024-08-01,-260048.5239538145,Alberta
2024-08-01,-58658.2907339458,British Columbia
2024-08-01,-1905545.724741391,Canada
2024-08-01,-1905545.724741391,Canada
2024-08-01,-13848.564880644113,Manitoba
2024-08-01,-47248.49358092241,New Brunswick
2024-08-01,835.657346870179,Newfoundland and Labrador
2024-08-01,-295572.8434899904,Nova Scotia
2024-08-01,3156429.696469847,Ontario
2024-08-01,39765.740403370015,Prince Edward Island
2024-08-01,370595.2028933844,Quebec
2024-08-01,18775.98516141018,Saskatchewan
2024-09-01,-27052.575848482396,Alberta
2024-09-01,-41747.24065011331,British Columbia
2024-09-01,3231285.6807599184,Canada
2024-09-01,3231285.6807599184,Canada
2024-09-01,-2109.812507095542,Manitoba
2024-09-01,143165.9323821335,New Brunswick
2024-09-01,-4621.92797024662,Newfoundland and Labrador
2024-09-01,227129.72055743609,Nova Scotia
2024-09-01,1323465.0105593358,Ontario
2024-09-01,-20685.31481610236,Prince Edward Island
2024-09-01,356607.28798750706,Quebec
2024-09-01,12515.555972162387,Saskatchewan
2024-10-01,117186.1152152775,Alberta
2024-10-01,-32243.21451521595,British Columbia
2024-10-01,2721089.9424919225,Canada
2024-10-01,2721089.9424919225,Canada
2024-10-01,13803.524971644929,Manitoba
2024-10-01,141085.22760234025,New Brunswick
2024-10-01,-13312.322034428706,Newfoundland and Labrador
2024-10-01,92107.36804466794,Nova Scotia
2024-10-01,-3039532.85579415,Ontario
2024-10-01,34635.94978248088,Prince Edward Island
2024-10-01,346237.7243407793,Quebec
2024-10-01,8989.321027536633,Saskatchewan
2024-11-01,319393.0646805831,Alberta
2024-11-01,-16199.289060838644,British Columbia
2024-11-01,281783.57610152196,Canada
2024-11-01,281783.57610152196,Canada
2024-11-01,22760.492663740763,Manitoba
2024-11-01,71938.95789105675,New Brunswick
2024-11-01,-19298.07078220334,Newfoundland and Labrador
2024-11-01,255988.70190441998,Nova Scotia
2024-11-01,2256913.1282026186,Ontario
2024-11-01,35855.88521194721,Prince Edward Island
2024-11-01,249227.82941687116,Quebec
2024-11-01,5905.458108264598,Saskatchewan
2024-12-01,-267358.12385132106,Alberta
2024-12-01,-45424.88856837008,British Columbia
2024-12-01,-1007588.6083926088,Canada
2024-12-01,-1007588.6083926088,Canada
2024-12-01,-2822.648079946157,Manitoba
2024-12-01,234029.49455108028,New Brunswick
2024-12-01,-11094.809273361418,Newfoundland and Labrador
2024-12-01,-268805.98830397817,Nova Scotia
2024-12-01,136258.0635142845,Ontario
2024-12-01,52803.63122095492,Prince Edward Island
2024-12-01,134500.68517886297,Quebec
2024-12-01,19642.595813741384,Saskatchewan
2025-01-01,39320.523469120286,Alberta
2025-01-01,26294.535131115816,British Columbia
2025-01-01,40424.866651235134,Canada
2025-01-01,40424.866651235134,Canada
2025-01-01,13665.600662689967,Manitoba
2025-01-01,12085.715975825558,New Brunswick
2025-01-01,4994.151420444905,Newfoundland and Labrador
2025-01-01,8735.942508490267,Nova Scotia
2025-01-01,137849.62542283232,Ontario
2025-01-01,4969.142956587584,Prince Edward Island
2025-01-01,298128.88182652654,Quebec
2025-01-01,18337.73660977655,Saskatchewan
2025-02-01,649077.78886147,Alberta
2025-02-01,-36375.19954468388,British Columbia
2025-02-01,-527352.7113748051,Canada
2025-02-01,-527352.7113748051,Canada
2025-02-01,6873.150828664909,Manitoba
2025-02-01,64294.517446018705,New Brunswick
2025-02-01,-8599.395251902431,Newfoundland and Labrador
2025-02-01,79962.82348803635,Nova Scotia
2025-02-01,-1014890.3696976823,Ontario
2025-02-01,22742.482542995956,Prince Edward Island
2025-02-01,455357.74942273926,Quebec
2025-02-01,3887.3031573111293,Saskatchewan
2025-03-01,-84773.07147694334,Alberta
2025-03-01,-35702.19273919258,British Columbia
2025-03-01,-3681132.074638361,Canada
2025-03-01,-3681132.074638361,Canada
2025-03-01,27003.67067592988,Manitoba
2025-03-01,141068.94589403507,New Brunswick
2025-03-01,-22285.49681231678,Newfoundland and Labrador
2025-03-01,-28876.78550687376,Nova Scotia
2025-03-01,267483.52185799216,Ontario
2025-03-01,32820.73639061525,Prince Edward Island
2025-03-01,380331.639568415,Quebec
2025-03-01,8604.816646722928,Saskatchewan
2025-04-01,-623537.7551538962,Alberta
2025-04-01,-47634.451863323426,British Columbia
2025-04-01,4148998.2986332397,Canada
2025-04-01,4148998.2986332397,Canada
2025-04-01,7363.516134555747,Manitoba
2025-04-01,124880.89323916018,New Brunswick
2025-04-01,-12743.974486403182,Newfoundland and Labrador
2025-04-01,145575.0439986759,Nova Scotia
2025-04-01,4917695.03975528,Ontario
2025-04-01,25751.772660789822,Prince Edward Island
2025-04-01,316854.32955862314,Quebec
2025-04-01,16325.873528514583,Saskatchewan
2025-05-01,84958.49751389102,Alberta
2025-05-01,-71713.89380201288,British Columbia
2025-05-01,253782.81534232153,Canada
2025-05-01,253782.81534232153,Canada
2025-05-01,-11708.641685761653,Manitoba
2025-05-01,242691.38682167843,New Brunswick
2025-05-01,-4482.110098144363,Newfoundland and Labrador
2025-05-01,273512.01181581937,Nova Scotia
2025-05-01,-5048.421422264742,Ontario
2025-05-01,55859.806179211795,Prince Edward Island
2025-05-01,332679.27823491406,Quebec
2025-05-01,25425.705825007244,Saskatchewan
2025-06-01,-149661.785250058,Alberta
2025-06-01,-75376.57437310806,British Columbia
2025-06-01,-3774575.1108094305,Canada
2025-06-01,-3774575.1108094305,Canada
2025-06-01,-20129.802119290976,Manitoba
2025-06-01,-55344.19706995912,New Brunswick
2025-06-01,1073.1040827724319,Newfoundland and Labrador
2025-06-01,140325.90647245696,Nova Scotia
2025-06-01,-6731687.528359499,Ontario
2025-06-01,70213.23112332613,Prince Edward Island
2025-06-01,347903.9872141535,Quebec
2025-06-01,26529.472073003126,Saskatchewan
2025-07-01,29182.10419369231,Alberta
2025-07-01,-83316.68169535347,British Columbia
2025-07-01,-1149368.3606790535,Canada
2025-07-01,-1149368.3606790535,Canada
2025-07-01,-20907.824798761867,Manitoba
2025-07-01,72858.16469695757,New Brunswick
2025-07-01,1286.519748079325,Newfoundland and Labrador
2025-07-01,-614565.4163928715,Nova Scotia
2025-07-01,540375.5337831521,Ontario
2025-07-01,-5713.018105106214,Prince Edward Island
2025-07-01,407116.0042830545,Quebec
2025-07-01,27367.536605237172,Saskatchewan
2025-08-01,-257869.52835432603,Alberta
2025-08-01,-71784.66710148484,British Columbia
2025-08-01,-1875475.3233019647,Canada
2025-08-01,-1875475.3233019647,Canada
2025-08-01,-13573.515029055874,Manitoba
2025-08-01,-36776.39601719142,New Brunswick
2025-08-01,-845.8848223398618,Newfoundland and Labrador
2025-08-01,-283622.4078275709,Nova Scotia
2025-08-01,3071588.9978557006,Ontario
2025-08-01,39835.214072404255,Prince Edward Island
2025-08-01,419712.78779100603,Quebec
2025-08-01,22430.48215518755,Saskatchewan
2025-09-01,-10855.020388970004,Alberta
2025-09-01,-54636.36214839019,British Columbia
2025-09-01,3240781.512862456,Canada
2025-09-01,3240781.512862456,Canada
2025-09-01,-1602.6833921464954,Manitoba
2025-09-01,130869.43431102937,New Brunswick
2025-09-01,-5902.810698178868,Newfoundland and Labrador
2025-09-01,242187.3771349287,Nova Scotia
2025-09-01,1195433.5745482303,Ontario
2025-09-01,-19167.673707535047,Prince Edward Island
2025-09-01,408751.88966136135,Quebec
2025-09-01,16083.386062012218,Saskatchewan
2025-10-01,76629.62150735545,Alberta
2025-10-01,-45526.35884867396,British Columbia
2025-10-01,2695256.6833147495,Canada
2025-10-01,2695256.6833147495,Canada
2025-10-01,13787.575359769933,Manitoba
2025-10-01,151305.56018308335,New Brunswick
2025-10-01,-14934.119507604282,Newfoundland and Labrador
2025-10-01,87540.44640334889,Nova Scotia
2025-10-01,-3092670.9563421416,Ontario
2025-10-01,39653.772181934786,Prince Edward Island
2025-10-01,391476.3393635089,Quebec
2025-10-01,12840.751949874693,Saskatchewan
2025-11-01,293980.6001624165,Alberta
2025-11-01,-30304.461772390343,British Columbia
2025-11-01,233375.55627998343,Canada
2025-11-01,233375.55627998343,Canada
2025-11-01,21889.279047245385,Manitoba
2025-11-01,77854.14747882605,New Brunswick
2025-11-01,-19962.615089097722,Newfoundland and Labrador
2025-11-01,245555.31353547127,Nova Scotia
2025-11-01,2247330.7626447207,Ontario
2025-11-01,37100.96901080901,Prince Edward Island
2025-11-01,298938.86341630487,Quebec
2025-11-01,10033.77155464162,Saskatchewan
2025-12-01,-219230.09717273843,Alberta
2025-12-01,-61308.56039072461,British Columbia
2025-12-01,-972090.8549974393,Canada
2025-12-01,-972090.8549974393,Canada
2025-12-01,-5563.882558446419,Manitoba
2025-12-01,239028.61129655945,New Brunswick
2025-12-01,-11203.520515811098,Newfoundland and Labrador
2025-12-01,-273030.0591484873,Nova Scotia
2025-12-01,-58382.15705605205,Ontario
2025-12-01,57398.7440199906,Prince Edward Island
2025-12-01,187435.93085960002,Quebec
2025-12-01,24256.413576037587,Saskatchewan
2026-01-01,38206.34592085082,Alberta
2026-01-01,11974.584882138814,British Columbia
2026-01-01,36621.65254706281,Canada
2026-01-01,36621.65254706281,Canada
2026-01-01,13287.070053600604,Manitoba
2026-01-01,15527.549392565605,New Brunswick
2026-01-01,4159.343893395309,Newfoundland and Labrador
2026-01-01,7602.595617038995,Nova Scotia
2026-01-01,82681.81554575259,Ontario
2026-01-01,7496.365438980192,Prince Edward Island
2026-01-01,353853.11473646836,Quebec
2026-01-01,22399.254004106544,Saskatchewan
2026-02-01,663195.0639223574,Alberta
2026-02-01,-46329.644132510984,British Columbia
2026-02-01,-510583.69579197874,Canada
2026-02-01,-510583.69579197874,Canada
2026-02-01,9475.01894116557,Manitoba
2026-02-01,65109.34347622401,New Brunswick
2026-02-01,-10340.927098051747,Newfoundland and Labrador
2026-02-01,76988.43895428961,Nova Scotia
2026-02-01,-911879.3483085085,Ontario
2026-02-01,21631.73411272486,Prince Edward Island
2026-02-01,512918.4028582385,Quebec
2026-02-01,6221.906983523797,Saskatchewan
2026-03-01,-122165.23366612534,Alberta
2026-03-01,-45053.40470658026,British Columbia
2026-03-01,-3679350.3115015905,Canada
2026-03-01,-3679350.3115015905,Canada
2026-03-01,26335.4629651805,Manitoba
2026-03-01,140008.94780263127,New Brunswick
2026-03-01,-24928.539375225475,Newfoundland and Labrador
2026-03-01,-21765.344909068233,Nova Scotia
2026-03-01,255373.5760986959,Ontario
2026-03-01,36715.89608264167,Prince Edward Island
2026-03-01,402788.9330529982,Quebec
2026-03-01,11658.073045916808,Saskatchewan
2026-04-01,-627322.7906804075,Alberta
2026-04-01,-59777.06636930865,British Columbia
2026-04-01,4181043.469747453,Canada
2026-04-01,4181043.469747453,Canada
2026-04-01,6032.171981837303,Manitoba
2026-04-01,128633.2391744155,New Brunswick
2026-04-01,-14720.154006266423,Newfoundland and Labrador
2026-04-01,149985.10894078194,Nova Scotia
2026-04-01,4681666.239620544,Ontario
2026-04-01,27010.511893323026,Prince Edward Island
2026-04-01,349291.9386486233,Quebec
2026-04-01,20113.979368569504,Saskatchewan
2026-05-01,96240.87546338493,Alberta
2026-05-01,-81978.39155631229,British Columbia
2026-05-01,218108.74285811704,Canada
2026-05-01,218108.74285811704,Canada
2026-05-01,-13074.760812398548,Manitoba
2026-05-01,255002.43142632593,New Brunswick
2026-05-01,-6713.1553619570495,Newfoundland and Labrador
2026-05-01,271632.6658835554,Nova Scotia
2026-05-01,-243536.86228557274,Ontario
2026-05-01,60359.29915968492,Prince Edward Island
2026-05-01,360006.79574725975,Quebec
2026-05-01,28638.754827547113,Saskatchewan
2026-06-01,-139406.87820721505,Alberta
2026-06-01,-87262.09838317134,British Columbia
2026-06-01,-3806794.9975309963,Canada
2026-06-01,-3806794.9975309963,Canada
2026-06-01,-21028.11167961175,Manitoba
2026-06-01,-57061.7191579028,New Brunswick
2026-06-01,-1047.1931019157182,Newfoundland and Labrador
2026-06-01,127748.18923831872,Nova Scotia
2026-06-01,-6749040.278661603,Ontario
2026-06-01,74106.70592088765,Prince Edward Island
2026-06-01,384189.2225741076,Quebec
2026-06-01,30054.68920368989,Saskatchewan
2026-07-01,18456.30062356173,Alberta
2026-07-01,-92627.58998061073,British Columbia
2026-07-01,-1116290.9051513101,Canada
2026-07-01,-1116290.9051513101,Canada
2026-07-01,-21220.642219530608,Manitoba
2026-07-01,75829.62063358753,New Brunswick
2026-07-01,-1437.1859166901395,Newfoundland and Labrador
2026-07-01,-626954.5223640582,Nova Scotia
2026-07-01,622606.245552936,Ontario
2026-07-01,-3933.1504132316077,Prince Edward Island
2026-07-01,435645.91463304096,Quebec
2026-07-01,30140.874553910922,Saskatchewan
2026-08-01,-255962.74749038205,Alberta
2026-08-01,-82669.2610184865,British Columbia
2026-08-01,-1840061.4335038597,Canada
2026-08-01,-1840061.4335038597,Canada
2026-08-01,-13452.763875833614,Manitoba
2026-08-01,-26525.70344431777,New Brunswick
2026-08-01,-3487.9343606328675,Newfoundland and Labrador
2026-08-01,-271240.19538266974,Nova Scotia
2026-08-01,2959226.316930413,Ontario
2026-08-01,39917.57752098228,Prince Edward Island
2026-08-01,454822.8414076561,Quebec
2026-08-01,25588.324941052015,Saskatchewan
2026-09-01,3878.1378733571346,Alberta
2026-09-01,-66825.17700964792,British Columbia
2026-09-01,3253705.1544165835,Canada
2026-09-01,3253705.1544165835,Canada
2026-09-01,-1294.1343138956881,Manitoba
2026-09-01,118858.36224104355,New Brunswick
2026-09-01,-8196.890804735036,Newfoundland and Labrador
2026-09-01,256750.1648402456,Nova Scotia
2026-09-01,1036140.5277537437,Ontario
2026-09-01,-17250.22891865499,Prince Edward Island
2026-09-01,449514.8177994039,Quebec
2026-09-01,19587.925855787304,Saskatchewan
2026-10-01,35357.55950294134,Alberta
2026-10-01,-56620.912474003744,British Columbia
2026-10-01,2672332.547125616,Canada
2026-10-01,2672332.547125616,Canada
2026-10-01,13562.359544293693,Manitoba
2026-10-01,161644.7919403724,New Brunswick
2026-10-01,-17487.892033916927,Newfoundland and Labrador
2026-10-01,82446.75876806142,Nova Scotia
2026-10-01,-3165428.885214249,Ontario
2026-10-01,44704.43566659204,Prince Edward Island
2026-10-01,422781.3275828888,Quebec
2026-10-01,16214.649162686048,Saskatchewan
2026-11-01,268821.1025630607,Alberta
2026-11-01,-43750.410744154084,British Columbia
2026-11-01,191709.79101348444,Canada
2026-11-01,191709.79101348444,Canada
2026-11-01,20781.032625922137,Manitoba
2026-11-01,84098.11628669818,New Brunswick
2026-11-01,-21616.102175242537,Newfoundland and Labrador
2026-11-01,234714.13324804595,Nova Scotia
2026-11-01,2205101.680508102,Ontario
2026-11-01,38649.302229511624,Prince Edward Island
2026-11-01,337502.7426890937,Quebec
2026-11-01,14107.938479140466,Saskatchewan
2026-12-01,-170892.44846886894,Alberta
2026-12-01,-74938.33059585828,British Columbia
2026-12-01,-930720.517759799,Canada
2026-12-01,-930720.517759799,Canada
2026-12-01,-8440.142386893272,Manitoba
2026-12-01,243786.72690087353,New Brunswick
2026-12-01,-12274.089027954584,Newfoundland and Labrador
2026-12-01,-277046.30893855635,Nova Scotia
2026-12-01,-274427.416607825,Ontario
2026-12-01,61996.12271100599,Prince Edward Island
2026-12-01,226634.2445841569,Quebec
2026-12-01,28365.065272067142,Saskatchewan
2027-01-01,35785.70600644557,Alberta
2027-01-01,-1583.1218830503349,British Columbia
2027-01-01,38477.797704093144,Canada
2027-01-01,38477.797704093144,Canada
2027-01-01,12800.290407296125,Manitoba
2027-01-01,19229.323126640855,New Brunswick
2027-01-01,2260.407523941045,Newfoundland and Labrador
2027-01-01,6421.283406798301,Nova Scotia
2027-01-01,1698.9767836708343,Ontario
2027-01-01,10270.031621422771,Prince Edward Island
2027-01-01,398247.08557482273,Quebec
2027-01-01,26357.200876363393,Saskatchewan
2027-02-01,675283.9371556805,Alberta
2027-02-01,-57179.899396731234,British Columbia
2027-02-01,-487920.1228260321,Canada
2027-02-01,-487920.1228260321,Canada
2027-02-01,11916.134120640261,Manitoba
2027-02-01,66535.0138277322,New Brunswick
2027-02-01,-13027.827955147328,Newfoundland and Labrador
2027-02-01,73956.18246863598,Nova Scotia
2027-02-01,-839917.2883500365,Ontario
2027-02-01,21061.139750958904,Prince Edward Island
2027-02-01,562784.1265884564,Quebec
2027-02-01,8915.738134213167,Saskatchewan
2027-03-01,-158546.0002225636,Alberta
2027-03-01,-49944.79851142588,British Columbia
2027-03-01,-3677014.3440908026,Canada
2027-03-01,-3677014.3440908026,Canada
2027-03-01,25615.504931884465,Manitoba
2027-03-01,137993.49302391318,New Brunswick
2027-03-01,-27502.49140616871,Newfoundland and Labrador
2027-03-01,-14340.190694794768,Nova Scotia
2027-03-01,252057.99949121673,Ontario
2027-03-01,39917.781045300835,Prince Edward Island
2027-03-01,411401.4511747621,Quebec
2027-03-01,13503.087102042144,Saskatchewan
2027-04-01,-629517.6260762156,Alberta
2027-04-01,-67729.4849072692,British Columbia
2027-04-01,4210418.159916479,Canada
2027-04-01,4210418.159916479,Canada
2027-04-01,4610.463834637392,Manitoba
2027-04-01,131774.45047837045,New Brunswick
2027-04-01,-17065.22481995994,Newfoundland and Labrador
2027-04-01,154261.6952533357,Nova Scotia
2027-04-01,4441053.9161196705,Ontario
2027-04-01,27779.43704921582,Prince Edward Island
2027-04-01,366729.96846932964,Quebec
2027-04-01,22802.63980023081,Saskatchewan
2027-05-01,108662.29721917828,Alberta
2027-05-01,-87716.06320560286,British Columbia
2027-05-01,180454.87872611353,Canada
2027-05-01,180454.87872611353,Canada
2027-05-01,-14418.131424930109,Manitoba
2027-05-01,266141.239958108,New Brunswick
2027-05-01,-8909.414107580622,Newfoundland and Labrador
2027-05-01,269544.3411790124,Nova Scotia
2027-05-01,-464864.61103615933,Ontario
2027-05-01,64149.68662766137,Prince Edward Island
2027-05-01,373608.9650712095,Quebec
2027-05-01,30610.656426704107,Saskatchewan
2027-06-01,-128743.13364747993,Alberta
2027-06-01,-94900.55522781475,British Columbia
2027-06-01,-3835817.543953301,Canada
2027-06-01,-3835817.543953301,Canada
2027-06-01,-21959.765709953856,Manitoba
2027-06-01,-59632.06668690598,New Brunswick
2027-06-01,-3565.1277016388103,Newfoundland and Labrador
2027-06-01,115045.75508428861,Nova Scotia
2027-06-01,-6756731.129405332,Ontario
2027-06-01,77407.34887248144,Prince Edward Island
2027-06-01,405420.9823959456,Quebec
2027-06-01,32459.17322534507,Saskatchewan
2027-07-01,8445.259427752073,Alberta
2027-07-01,-97388.4400434944,British Columbia
2027-07-01,-1083467.3476363018,Canada
2027-07-01,-1083467.3476363018,Canada
2027-07-01,-21492.229496870634,Manitoba
2027-07-01,77809.61571977168,New Brunswick
2027-07-01,-4137.87838574552,Newfoundland and Labrador
2027-07-01,-638399.128254116,Nova Scotia
2027-07-01,716270.3883728632,Ontario
2027-07-01,-2917.549701184129,Prince Edward Island
2027-07-01,450302.09836003406,Quebec
2027-07-01,31669.264665147406,Saskatchewan
2027-08-01,-253341.43085428502,Alberta
2027-08-01,-89316.26869276512,British Columbia
2027-08-01,-1803285.3383918882,Canada
2027-08-01,-1803285.3383918882,Canada
2027-08-01,-13380.785382150894,Manitoba
2027-08-01,-17208.56320552448,New Brunswick
2027-08-01,-6522.768848609082,Newfoundland and Labrador
2027-08-01,-258250.65191941135,Nova Scotia
2027-08-01,2842872.0366512206,Ontario
2027-08-01,39464.50734145821,Prince Edward Island
2027-08-01,474739.2609140534,Quebec
2027-08-01,27634.59550091585,Saskatchewan
2027-09-01,18025.34445046095,Alberta
2027-09-01,-75583.29252831271,British Columbia
2027-09-01,3266817.4830377176,Canada
2027-09-01,3266817.4830377176,Canada
2027-09-01,-1122.627335539893,Manitoba
2027-09-01,106357.02623674467,New Brunswick
2027-09-01,-11219.67872312308,Newfoundland and Labrador
2027-09-01,270949.49362856825,Nova Scotia
2027-09-01,864353.1000880765,Ontario
2027-09-01,-15502.01416651886,Prince Edward Island
2027-09-01,474989.92867956054,Quebec
2027-09-01,22245.64043381036,Saskatchewan
2027-10-01,-5589.806263957429,Alberta
2027-10-01,-63530.48232685463,British Columbia
2027-10-01,2648479.5251455596,Canada
2027-10-01,2648479.5251455596,Canada
2027-10-01,13234.27934863221,Manitoba
2027-10-01,171389.54836630955,New Brunswick
2027-10-01,-20406.191219710967,Newfoundland and Labrador
2027-10-01,77027.76325964926,Nova Scotia
2027-10-01,-3234265.013289431,Ontario
2027-10-01,49233.26534781794,Prince Edward Island
2027-10-01,438973.8999428678,Quebec
2027-10-01,18495.60528076861,Saskatchewan
2027-11-01,244830.98793904917,Alberta
2027-11-01,-53804.032142078475,British Columbia
2027-11-01,153671.63659953605,Canada
2027-11-01,153671.63659953605,Canada
2027-11-01,19500.32823646919,Manitoba
2027-11-01,89875.51519162112,New Brunswick
2027-11-01,-23975.471291965223,Newfoundland and Labrador
2027-11-01,223637.64280630092,Nova Scotia
2027-11-01,2148841.6800328298,Ontario
2027-11-01,39930.60811398599,Prince Edward Island
2027-11-01,361015.97017466126,Quebec
