Year,Province,Resident Type,Total PRs,Total TRs,Total Births,Total Deaths
1991,Alberta,0,0,0,0,28902
1991,Alberta,0,0,0,256630,0
1991,British Columbia,0,0,0,0,47954
1991,British Columbia,0,0,0,273628,0
1991,Manitoba,0,0,0,0,17886
1991,Manitoba,0,0,0,103642,0
1991,New Brunswick,0,0,0,0,10938
1991,New Brunswick,0,0,0,56978,0
1991,Newfoundland and Labrador,0,0,0,0,7596
1991,Newfoundland and Labrador,0,0,0,42968,0
1991,Northwest Territories including Nunavut,0,0,0,0,474
1991,Northwest Territories including Nunavut,0,0,0,9812,0
1991,Nova Scotia,0,0,0,0,14510
1991,Nova Scotia,0,0,0,72112,0
1991,Ontario,0,0,0,0,145834
1991,Ontario,0,0,0,909316,0
1991,Prince Edward Island,0,0,0,0,2376
1991,Prince Edward Island,0,0,0,11296,0
1991,Quebec,0,0,0,0,98242
1991,Quebec,0,0,0,581654,0
1991,Saskatchewan,0,0,0,0,16196
1991,Saskatchewan,0,0,0,91862,0
1991,Unknown province or territory,0,0,0,0,0
1991,Unknown province or territory of residence,0,0,0,0,2
1991,Yukon,0,0,0,0,228
1991,Yukon,0,0,0,3406,0
1992,Alberta,0,0,0,0,29358
1992,Alberta,0,0,0,252156,0
1992,British Columbia,0,0,0,0,49230
1992,British Columbia,0,0,0,276856,0
1992,Manitoba,0,0,0,0,17960
1992,Manitoba,0,0,0,99530,0
1992,New Brunswick,0,0,0,0,11218
1992,New Brunswick,0,0,0,56320,0
1992,Newfoundland and Labrador,0,0,0,0,7596
1992,Newfoundland and Labrador,0,0,0,41496,0
1992,Northwest Territories including Nunavut,0,0,0,0,512
1992,Northwest Territories including Nunavut,0,0,0,9322,0
1992,Nova Scotia,0,0,0,0,15088
1992,Nova Scotia,0,0,0,71352,0
1992,Ontario,0,0,0,0,146412
1992,Ontario,0,0,0,904662,0
1992,Prince Edward Island,0,0,0,0,2228
1992,Prince Edward Island,0,0,0,11094,0
1992,Quebec,0,0,0,0,97648
1992,Quebec,0,0,0,575094,0
1992,Saskatchewan,0,0,0,0,15586
1992,Saskatchewan,0,0,0,90054,0
1992,Unknown province or territory,0,0,0,0,0
1992,Unknown province or territory of residence,0,0,0,0,0
1992,Yukon,0,0,0,0,234
1992,Yukon,0,0,0,3174,0
1993,Alberta,0,0,0,0,30676
1993,Alberta,0,0,0,241708,0
1993,British Columbia,0,0,0,0,51528
1993,British Columbia,0,0,0,275950,0
1993,Manitoba,0,0,0,0,18598
1993,Manitoba,0,0,0,100274,0
1993,New Brunswick,0,0,0,0,11612
1993,New Brunswick,0,0,0,54288,0
1993,Newfoundland and Labrador,0,0,0,0,7780
1993,Newfoundland and Labrador,0,0,0,38524,0
1993,Northwest Territories including Nunavut,0,0,0,0,520
1993,Northwest Territories including Nunavut,0,0,0,9356,0
1993,Nova Scotia,0,0,0,0,15118
1993,Nova Scotia,0,0,0,69610,0
1993,Ontario,0,0,0,0,151706
1993,Ontario,0,0,0,888712,0
1993,Prince Edward Island,0,0,0,0,2290
1993,Prince Edward Island,0,0,0,10520,0
1993,Quebec,0,0,0,0,103422
1993,Quebec,0,0,0,554248,0
1993,Saskatchewan,0,0,0,0,16328
1993,Saskatchewan,0,0,0,85662,0
1993,Unknown province or territory,0,0,0,0,0
1993,Unknown province or territory of residence,0,0,0,0,0
1993,Yukon,0,0,0,0,246
1993,Yukon,0,0,0,3046,0
1994,Alberta,0,0,0,0,31226
1994,Alberta,0,0,0,238700,0
1994,British Columbia,0,0,0,0,51878
1994,British Columbia,0,0,0,281520,0
1994,Manitoba,0,0,0,0,18296
1994,Manitoba,0,0,0,98836,0
1994,New Brunswick,0,0,0,0,11834
1994,New Brunswick,0,0,0,53870,0
1994,Newfoundland and Labrador,0,0,0,0,8100
1994,Newfoundland and Labrador,0,0,0,38014,0
1994,Northwest Territories including Nunavut,0,0,0,0,482
1994,Northwest Territories including Nunavut,0,0,0,9472,0
1994,Nova Scotia,0,0,0,0,15540
1994,Nova Scotia,0,0,0,66882,0
1994,Ontario,0,0,0,0,154974
1994,Ontario,0,0,0,887230,0
1994,Prince Edward Island,0,0,0,0,2228
1994,Prince Edward Island,0,0,0,10288,0
1994,Quebec,0,0,0,0,102730
1994,Quebec,0,0,0,543318,0
1994,Saskatchewan,0,0,0,0,16616
1994,Saskatchewan,0,0,0,84266,0
1994,Unknown province or territory,0,0,0,12,0
1994,Unknown province or territory of residence,0,0,0,0,2
1994,Yukon,0,0,0,0,248
1994,Yukon,0,0,0,2650,0
1995,Alberta,0,0,0,0,31790
1995,Alberta,0,0,0,233448,0
1995,British Columbia,0,0,0,0,52750
1995,British Columbia,0,0,0,280526,0
1995,Manitoba,0,0,0,0,19316
1995,Manitoba,0,0,0,96678,0
1995,New Brunswick,0,0,0,0,11876
1995,New Brunswick,0,0,0,51382,0
1995,Newfoundland and Labrador,0,0,0,0,7870
1995,Newfoundland and Labrador,0,0,0,35136,0
1995,Northwest Territories including Nunavut,0,0,0,0,454
1995,Northwest Territories including Nunavut,0,0,0,9674,0
1995,Nova Scotia,0,0,0,0,15374
1995,Nova Scotia,0,0,0,64792,0
1995,Ontario,0,0,0,0,156958
1995,Ontario,0,0,0,879386,0
1995,Prince Edward Island,0,0,0,0,2306
1995,Prince Edward Island,0,0,0,10514,0
1995,Quebec,0,0,0,0,105468
1995,Quebec,0,0,0,524208,0
1995,Saskatchewan,0,0,0,0,16990
1995,Saskatchewan,0,0,0,81016,0
1995,Unknown province or territory,0,0,0,0,0
1995,Unknown province or territory of residence,0,0,0,0,0
1995,Yukon,0,0,0,0,314
1995,Yukon,0,0,0,2816,0
1996,Alberta,0,0,0,0,32782
1996,Alberta,0,0,0,227096,0
1996,British Columbia,0,0,0,0,55072
1996,British Columbia,0,0,0,276536,0
1996,Manitoba,0,0,0,0,18994
1996,Manitoba,0,0,0,92856,0
1996,New Brunswick,0,0,0,0,11792
1996,New Brunswick,0,0,0,49056,0
1996,Newfoundland and Labrador,0,0,0,0,7856
1996,Newfoundland and Labrador,0,0,0,34472,0
1996,Northwest Territories including Nunavut,0,0,0,0,544
1996,Northwest Territories including Nunavut,0,0,0,9388,0
1996,Nova Scotia,0,0,0,0,15502
1996,Nova Scotia,0,0,0,63816,0
1996,Ontario,0,0,0,0,158198
1996,Ontario,0,0,0,842306,0
1996,Prince Edward Island,0,0,0,0,2536
1996,Prince Edward Island,0,0,0,10154,0
1996,Quebec,0,0,0,0,104672
1996,Quebec,0,0,0,508788,0
1996,Saskatchewan,0,0,0,0,17530
1996,Saskatchewan,0,0,0,79850,0
1996,Unknown province or territory,0,0,0,0,0
1996,Unknown province or territory of residence,0,0,0,0,42
1996,Yukon,0,0,0,0,240
1996,Yukon,0,0,0,2658,0
1997,Alberta,0,0,0,0,32904
1997,Alberta,0,0,0,221394,0
1997,British Columbia,0,0,0,0,54824
1997,British Columbia,0,0,0,267264,0
1997,Manitoba,0,0,0,0,19022
1997,Manitoba,0,0,0,87906,0
1997,New Brunswick,0,0,0,0,11888
1997,New Brunswick,0,0,0,47520,0
1997,Newfoundland and Labrador,0,0,0,0,8636
1997,Newfoundland and Labrador,0,0,0,32466,0
1997,Northwest Territories including Nunavut,0,0,0,0,516
1997,Northwest Territories including Nunavut,0,0,0,8822,0
1997,Nova Scotia,0,0,0,0,16088
1997,Nova Scotia,0,0,0,60118,0
1997,Ontario,0,0,0,0,159082
1997,Ontario,0,0,0,801382,0
1997,Prince Edward Island,0,0,0,0,2060
1997,Prince Edward Island,0,0,0,9534,0
1997,Quebec,0,0,0,0,108798
1997,Quebec,0,0,0,478404,0
1997,Saskatchewan,0,0,0,0,17274
1997,Saskatchewan,0,0,0,77206,0
1997,Unknown province or territory,0,0,0,0,0
1997,Unknown province or territory of residence,0,0,0,0,0
1997,Yukon,0,0,0,0,246
1997,Yukon,0,0,0,2844,0
1998,Alberta,0,0,0,0,33590
1998,Alberta,0,0,0,227408,0
1998,British Columbia,0,0,0,0,55956
1998,British Columbia,0,0,0,258266,0
1998,Manitoba,0,0,0,0,19630
1998,Manitoba,0,0,0,86742,0
1998,New Brunswick,0,0,0,0,12610
1998,New Brunswick,0,0,0,47292,0
1998,Newfoundland and Labrador,0,0,0,0,8460
1998,Newfoundland and Labrador,0,0,0,29916,0
1998,Northwest Territories including Nunavut,0,0,0,0,576
1998,Northwest Territories including Nunavut,0,0,0,7816,0
1998,Nova Scotia,0,0,0,0,16136
1998,Nova Scotia,0,0,0,58068,0
1998,Ontario,0,0,0,0,160368
1998,Ontario,0,0,0,796884,0
1998,Prince Edward Island,0,0,0,0,2414
1998,Prince Edward Island,0,0,0,9028,0
1998,Quebec,0,0,0,0,108362
1998,Quebec,0,0,0,454910,0
1998,Saskatchewan,0,0,0,0,17810
1998,Saskatchewan,0,0,0,76682,0
1998,Unknown province or territory,0,0,0,0,0
1998,Unknown province or territory of residence,0,0,0,0,0
1998,Yukon,0,0,0,0,270
1998,Yukon,0,0,0,2376,0
1999,Alberta,0,0,0,0,34412
1999,Alberta,0,0,0,229012,0
1999,British Columbia,0,0,0,0,56034
1999,British Columbia,0,0,0,251482,0
1999,Manitoba,0,0,0,0,19720
1999,Manitoba,0,0,0,85824,0
1999,New Brunswick,0,0,0,0,12148
1999,New Brunswick,0,0,0,45674,0
1999,Newfoundland and Labrador,0,0,0,0,8278
1999,Newfoundland and Labrador,0,0,0,30294,0
1999,Northwest Territories,0,0,0,0,324
1999,Northwest Territories,0,0,0,5100,0
1999,Northwest Territories including Nunavut,0,0,0,0,578
1999,Northwest Territories including Nunavut,0,0,0,8386,0
1999,Nova Scotia,0,0,0,0,15280
1999,Nova Scotia,0,0,0,57730,0
1999,Nunavut,0,0,0,0,254
1999,Nunavut,0,0,0,3286,0
1999,Ontario,0,0,0,0,162786
1999,Ontario,0,0,0,788186,0
1999,Prince Edward Island,0,0,0,0,2274
1999,Prince Edward Island,0,0,0,9064,0
1999,Quebec,0,0,0,0,109184
1999,Quebec,0,0,0,441298,0
1999,Saskatchewan,0,0,0,0,18088
1999,Saskatchewan,0,0,0,75630,0
1999,Unknown province or territory,0,0,0,0,0
1999,Unknown province or territory of residence,0,0,0,0,8
1999,Yukon,0,0,0,0,270
1999,Yukon,0,0,0,2298,0
2000,Alberta,International Students,0,9430,0,34546
2000,Alberta,International Students,0,9430,221988,0
2000,British Columbia,International Students,0,32885,0,54920
2000,British Columbia,International Students,0,32885,243932,0
2000,Manitoba,International Students,0,2830,0,19784
2000,Manitoba,International Students,0,2830,84508,0
2000,New Brunswick,International Students,0,1825,0,12176
2000,New Brunswick,International Students,0,1825,44106,0
2000,Newfoundland and Labrador,International Students,0,690,0,8678
2000,Newfoundland and Labrador,International Students,0,690,29220,0
2000,Northwest Territories,International Students,0,25,0,314
2000,Northwest Territories,International Students,0,25,4828,0
2000,Northwest Territories including Nunavut,0,0,0,0,0
2000,Nova Scotia,International Students,0,3075,0,15758
2000,Nova Scotia,International Students,0,3075,55000,0
2000,Nunavut,International Students,0,0,0,260
2000,Nunavut,International Students,0,0,3606,0
2000,Ontario,International Students,0,46120,0,162580
2000,Ontario,International Students,0,46120,766898,0
2000,Prince Edward Island,International Students,0,235,0,2458
2000,Prince Edward Island,International Students,0,235,8646,0
2000,Province / Territory not stated,International Students,0,0,0,0
2000,Quebec,International Students,0,22770,0,106380
2000,Quebec,International Students,0,22770,431904,0
2000,Saskatchewan,International Students,0,2690,0,17912
2000,Saskatchewan,International Students,0,2690,72870,0
2000,Unknown province or territory,0,0,0,0,0
2000,Unknown province or territory of residence,0,0,0,0,46
2000,Yukon,International Students,0,45,0,312
2000,Yukon,International Students,0,45,2218,0
2001,Alberta,International Students,0,10640,0,35158
2001,Alberta,International Students,0,10640,225662,0
2001,British Columbia,International Students,0,41120,0,56706
2001,British Columbia,International Students,0,41120,243272,0
2001,Manitoba,International Students,0,3205,0,19468
2001,Manitoba,International Students,0,3205,84010,0
2001,New Brunswick,International Students,0,2305,0,12124
2001,New Brunswick,International Students,0,2305,43162,0
2001,Newfoundland and Labrador,International Students,0,725,0,8302
2001,Newfoundland and Labrador,International Students,0,725,28302,0
2001,Northwest Territories,International Students,0,30,0,326
2001,Northwest Territories,International Students,0,30,3714,0
2001,Northwest Territories including Nunavut,0,0,0,0,0
2001,Nova Scotia,International Students,0,3685,0,15758
2001,Nova Scotia,International Students,0,3685,53718,0
2001,Nunavut,International Students,0,0,0,246
2001,Nunavut,International Students,0,0,4216,0
2001,Ontario,International Students,0,55765,0,162428
2001,Ontario,International Students,0,55765,793472,0
2001,Prince Edward Island,International Students,0,255,0,2320
2001,Prince Edward Island,International Students,0,255,8272,0
2001,Province / Territory not stated,International Students,0,0,0,0
2001,Quebec,International Students,0,25090,0,108388
2001,Quebec,International Students,0,25090,442004,0
2001,Saskatchewan,International Students,0,3055,0,17480
2001,Saskatchewan,International Students,0,3055,73682,0
2001,Unknown province or territory,0,0,0,0,0
2001,Unknown province or territory of residence,0,0,0,0,104
2001,Yukon,International Students,0,25,0,268
2001,Yukon,International Students,0,25,2070,0
2002,Alberta,International Students,0,11065,0,36468
2002,Alberta,International Students,0,11065,232118,0
2002,British Columbia,International Students,0,44250,0,57766
2002,British Columbia,International Students,0,44250,240180,0
2002,Manitoba,International Students,0,3715,0,19698
2002,Manitoba,International Students,0,3715,83306,0
2002,New Brunswick,International Students,0,2775,0,12192
2002,New Brunswick,International Students,0,2775,42268,0
2002,Newfoundland and Labrador,International Students,0,785,0,8366
2002,Newfoundland and Labrador,International Students,0,785,27856,0
2002,Northwest Territories,International Students,0,30,0,338
2002,Northwest Territories,International Students,0,30,3874,0
2002,Northwest Territories including Nunavut,0,0,0,0,0
2002,Nova Scotia,International Students,0,4400,0,15994
2002,Nova Scotia,International Students,0,4400,52344,0
2002,Nunavut,International Students,0,5,0,254
2002,Nunavut,International Students,0,5,4312,0
2002,Ontario,International Students,0,62555,0,164468
2002,Ontario,International Students,0,62555,775356,0
2002,Prince Edward Island,International Students,0,260,0,2472
2002,Prince Edward Island,International Students,0,260,7968,0
2002,Province / Territory not stated,International Students,0,0,0,0
2002,Quebec,International Students,0,24910,0,111068
2002,Quebec,International Students,0,24910,433270,0
2002,Saskatchewan,International Students,0,3270,0,17812
2002,Saskatchewan,International Students,0,3270,70576,0
2002,Unknown province or territory,0,0,0,0,0
2002,Unknown province or territory of residence,0,0,0,0,16
2002,Yukon,International Students,0,50,0,294
2002,Yukon,International Students,0,50,2034,0
2003,Alberta,International Students,0,11580,0,37170
2003,Alberta,International Students,0,11580,241710,0
2003,British Columbia,International Students,0,46405,0,58640
2003,British Columbia,International Students,0,46405,242814,0
2003,Manitoba,International Students,0,4250,0,19734
2003,Manitoba,International Students,0,4250,83580,0
2003,New Brunswick,International Students,0,3025,0,12514
2003,New Brunswick,International Students,0,3025,42696,0
2003,Newfoundland and Labrador,International Students,0,895,0,8562
2003,Newfoundland and Labrador,International Students,0,895,27744,0
2003,Northwest Territories,International Students,0,55,0,404
2003,Northwest Territories,International Students,0,55,4244,0
2003,Northwest Territories including Nunavut,0,0,0,0,0
2003,Nova Scotia,International Students,0,5095,0,16128
2003,Nova Scotia,International Students,0,5095,52058,0
2003,Nunavut,International Students,0,5,0,268
2003,Nunavut,International Students,0,5,4484,0
2003,Ontario,International Students,0,64085,0,168414
2003,Ontario,International Students,0,64085,790054,0
2003,Prince Edward Island,International Students,0,285,0,2366
2003,Prince Edward Island,International Students,0,285,8494,0
2003,Province / Territory not stated,International Students,0,0,0,0
2003,Quebec,International Students,0,25200,0,109854
2003,Quebec,International Students,0,25200,441770,0
2003,Saskatchewan,International Students,0,3520,0,18014
2003,Saskatchewan,International Students,0,3520,72228,0
2003,Unknown province or territory,0,0,0,12,0
2003,Unknown province or territory of residence,0,0,0,0,4
2003,Yukon,International Students,0,30,0,266
2003,Yukon,International Students,0,30,2004,0
2004,Alberta,International Students,0,11755,0,37350
2004,Alberta,International Students,0,11755,244572,0
2004,British Columbia,International Students,0,47505,0,59846
2004,British Columbia,International Students,0,47505,242794,0
2004,Manitoba,International Students,0,4710,0,19806
2004,Manitoba,International Students,0,4710,82882,0
2004,New Brunswick,International Students,0,3200,0,12494
2004,New Brunswick,International Students,0,3200,41780,0
2004,Newfoundland and Labrador,International Students,0,910,0,8616
2004,Newfoundland and Labrador,International Students,0,910,26910,0
2004,Northwest Territories,International Students,0,50,0,306
2004,Northwest Territories,International Students,0,50,4230,0
2004,Northwest Territories including Nunavut,0,0,0,0,0
2004,Nova Scotia,International Students,0,5430,0,16482
2004,Nova Scotia,International Students,0,5430,52970,0
2004,Nunavut,International Students,0,10,0,242
2004,Nunavut,International Students,0,10,4594,0
2004,Ontario,International Students,0,65465,0,166284
2004,Ontario,International Students,0,65465,803188,0
2004,Prince Edward Island,International Students,0,315,0,2446
2004,Prince Edward Island,International Students,0,315,8344,0
2004,Province / Territory not stated,International Students,0,0,0,0
2004,Quebec,International Students,0,25595,0,111248
2004,Quebec,International Students,0,25595,442190,0
2004,Saskatchewan,International Students,0,3560,0,17688
2004,Saskatchewan,International Students,0,3560,71896,0
2004,Unknown province or territory,0,0,0,0,0
2004,Unknown province or territory of residence,0,0,0,0,28
2004,Yukon,International Students,0,35,0,332
2004,Yukon,International Students,0,35,2180,0
2005,Alberta,International Students,0,12200,0,38576
2005,Alberta,International Students,0,12200,252600,0
2005,British Columbia,International Students,0,49180,0,60454
2005,British Columbia,International Students,0,49180,244862,0
2005,Manitoba,International Students,0,4950,0,19712
2005,Manitoba,International Students,0,4950,84796,0
2005,New Brunswick,International Students,0,3225,0,12350
2005,New Brunswick,International Students,0,3225,41362,0
2005,Newfoundland and Labrador,International Students,0,1075,0,8972
2005,Newfoundland and Labrador,International Students,0,1075,27006,0
2005,Northwest Territories,International Students,0,60,0,296
2005,Northwest Territories,International Students,0,60,4360,0
2005,Northwest Territories including Nunavut,0,0,0,0,0
2005,Nova Scotia,International Students,0,5425,0,16546
2005,Nova Scotia,International Students,0,5425,51838,0
2005,Nunavut,International Students,0,5,0,230
2005,Nunavut,International Students,0,5,4336,0
2005,Ontario,International Students,0,64605,0,171182
2005,Ontario,International Students,0,64605,817466,0
2005,Prince Edward Island,International Students,0,345,0,2236
2005,Prince Edward Island,International Students,0,345,8036,0
2005,Province / Territory not stated,International Students,0,0,0,0
2005,Quebec,International Students,0,25605,0,111574
2005,Quebec,International Students,0,25605,457700,0
2005,Saskatchewan,International Students,0,3690,0,17700
2005,Saskatchewan,International Students,0,3690,71812,0
2005,Unknown province or territory,0,0,0,0,0
2005,Unknown province or territory of residence,0,0,0,0,108
2005,Yukon,International Students,0,30,0,328
2005,Yukon,International Students,0,30,1926,0
2006,Alberta,International Students,0,12380,0,39080
2006,Alberta,International Students,0,12380,271360,0
2006,British Columbia,International Students,0,50750,0,61376
2006,British Columbia,International Students,0,50750,250330,0
2006,Manitoba,International Students,0,4990,0,19548
2006,Manitoba,International Students,0,4990,87374,0
2006,New Brunswick,International Students,0,3120,0,12020
2006,New Brunswick,International Students,0,3120,42172,0
2006,Newfoundland and Labrador,International Students,0,1210,0,8986
2006,Newfoundland and Labrador,International Students,0,1210,27216,0
2006,Northwest Territories,International Students,0,50,0,364
2006,Northwest Territories,International Students,0,50,4334,0
2006,Northwest Territories including Nunavut,0,0,0,0,0
2006,Nova Scotia,International Students,0,5380,0,16176
2006,Nova Scotia,International Students,0,5380,51374,0
2006,Nunavut,International Students,0,0,0,258
2006,Nunavut,International Students,0,0,4633,0
2006,Ontario,International Students,0,64405,0,169048
2006,Ontario,International Students,0,64405,828464,0
2006,Prince Edward Island,International Students,0,390,0,2344
2006,Prince Edward Island,International Students,0,390,8474,0
2006,Province / Territory not stated,International Students,0,0,0,0
2006,Quebec,International Students,0,26225,0,108480
2006,Quebec,International Students,0,26225,491218,0
2006,Saskatchewan,International Students,0,3355,0,18108
2006,Saskatchewan,International Students,0,3355,73742,0
2006,Unknown province or territory,0,0,0,0,0
2006,Unknown province or territory of residence,0,0,0,0,14
2006,Yukon,International Students,0,25,0,356
2006,Yukon,International Students,0,25,2182,0
2007,Alberta,International Students,0,13110,0,40404
2007,Alberta,International Students,0,13110,294070,0
2007,British Columbia,International Students,0,53070,0,62616
2007,British Columbia,International Students,0,53070,261738,0
2007,Manitoba,International Students,0,5065,0,19916
2007,Manitoba,International Students,0,5065,91688,0
2007,New Brunswick,International Students,0,3195,0,12648
2007,New Brunswick,International Students,0,3195,42880,0
2007,Newfoundland and Labrador,International Students,0,1415,0,9010
2007,Newfoundland and Labrador,International Students,0,1415,27302,0
2007,Northwest Territories,International Students,0,45,0,348
2007,Northwest Territories,International Students,0,45,4506,0
2007,Northwest Territories including Nunavut,0,0,0,0,0
2007,Nova Scotia,International Students,0,5400,0,16706
2007,Nova Scotia,International Students,0,5400,53680,0
2007,Nunavut,International Students,0,0,0,258
2007,Nunavut,International Students,0,0,4864,0
2007,Ontario,International Students,0,66360,0,174680
2007,Ontario,International Students,0,66360,839958,0
2007,Prince Edward Island,International Students,0,470,0,2294
2007,Prince Edward Island,International Students,0,470,8328,0
2007,Province / Territory not stated,International Students,0,0,0,0
2007,Quebec,International Students,0,27575,0,113042
2007,Quebec,International Students,0,27575,506472,0
2007,Saskatchewan,International Students,0,3325,0,18124
2007,Saskatchewan,International Students,0,3325,79486,0
2007,Unknown province or territory,0,0,0,0,0
2007,Unknown province or territory of residence,0,0,0,0,4
2007,Yukon,International Students,0,35,0,384
2007,Yukon,International Students,0,35,2130,0
2008,Alberta,International Students,0,13775,0,42158
2008,Alberta,International Students,0,13775,305064,0
2008,British Columbia,International Students,0,55120,0,64190
2008,British Columbia,International Students,0,55120,265476,0
2008,Manitoba,International Students,0,4735,0,20146
2008,Manitoba,International Students,0,4735,92980,0
2008,New Brunswick,International Students,0,3210,0,12900
2008,New Brunswick,International Students,0,3210,44426,0
2008,Newfoundland and Labrador,International Students,0,1485,0,9078
2008,Newfoundland and Labrador,International Students,0,1485,29346,0
2008,Northwest Territories,International Students,0,40,0,402
2008,Northwest Territories,International Students,0,40,4348,0
2008,Northwest Territories including Nunavut,0,0,0,0,0
2008,Nova Scotia,International Students,0,5745,0,16440
2008,Nova Scotia,International Students,0,5745,55434,0
2008,Nunavut,International Students,0,0,0,294
2008,Nunavut,International Students,0,0,4894,0
2008,Ontario,International Students,0,67690,0,176082
2008,Ontario,International Students,0,67690,855802,0
2008,Prince Edward Island,International Students,0,520,0,2402
2008,Prince Edward Island,International Students,0,520,8892,0
2008,Province / Territory not stated,International Students,0,0,0,0
2008,Quebec,International Students,0,28270,0,114212
2008,Quebec,International Students,0,28270,533502,0
2008,Saskatchewan,International Students,0,3470,0,18486
2008,Saskatchewan,International Students,0,3470,82390,0
2008,Unknown province or territory,0,0,0,0,0
2008,Unknown province or territory of residence,0,0,0,0,48
2008,Yukon,International Students,0,40,0,396
2008,Yukon,International Students,0,40,2238,0
2009,Alberta,International Students,0,15090,0,41974
2009,Alberta,International Students,0,15090,310296,0
2009,British Columbia,International Students,0,60035,0,62880
2009,British Columbia,International Students,0,60035,269784,0
2009,Manitoba,International Students,0,5090,0,19944
2009,Manitoba,International Students,0,5090,95710,0
2009,New Brunswick,International Students,0,3260,0,12732
2009,New Brunswick,International Students,0,3260,44344,0
2009,Newfoundland and Labrador,International Students,0,1485,0,8782
2009,Newfoundland and Labrador,International Students,0,1485,29478,0
2009,Northwest Territories,International Students,0,25,0,372
2009,Northwest Territories,International Students,0,25,4294,0
2009,Northwest Territories including Nunavut,0,0,0,0,0
2009,Nova Scotia,International Students,0,6410,0,16454
2009,Nova Scotia,International Students,0,6410,54228,0
2009,Nunavut,International Students,0,0,0,324
2009,Nunavut,International Students,0,0,5296,0
2009,Ontario,International Students,0,76855,0,176936
2009,Ontario,International Students,0,76855,854794,0
2009,Prince Edward Island,International Students,0,630,0,2536
2009,Prince Edward Island,International Students,0,630,8736,0
2009,Province / Territory not stated,International Students,0,0,0,0
2009,Quebec,International Students,0,31315,0,115538
2009,Quebec,International Students,0,31315,536850,0
2009,Saskatchewan,International Students,0,3730,0,17944
2009,Saskatchewan,International Students,0,3730,85706,0
2009,Unknown province or territory,0,0,0,12,0
2009,Unknown province or territory of residence,0,0,0,0,18
2009,Yukon,International Students,0,35,0,402
2009,Yukon,International Students,0,35,2294,0
2010,Alberta,International Students,0,15400,0,41510
2010,Alberta,International Students,0,15400,305020,0
2010,British Columbia,International Students,0,65135,0,62648
2010,British Columbia,International Students,0,65135,262682,0
2010,Manitoba,International Students,0,5250,0,19970
2010,Manitoba,International Students,0,5250,94678,0
2010,New Brunswick,International Students,0,3465,0,12624
2010,New Brunswick,International Students,0,3465,44122,0
2010,Newfoundland and Labrador,International Students,0,1620,0,8962
2010,Newfoundland and Labrador,International Students,0,1620,29370,0
2010,Northwest Territories,International Students,0,20,0,368
2010,Northwest Territories,International Students,0,20,4212,0
2010,Northwest Territories including Nunavut,0,0,0,0,0
2010,Nova Scotia,International Students,0,7655,0,16590
2010,Nova Scotia,International Students,0,7655,53294,0
2010,Nunavut,International Students,0,0,0,264
2010,Nunavut,International Students,0,0,5056,0
2010,Ontario,International Students,0,89180,0,178564
2010,Ontario,International Students,0,89180,845008,0
2010,Prince Edward Island,International Students,0,685,0,2232
2010,Prince Edward Island,International Students,0,685,8428,0
2010,Province / Territory not stated,International Students,0,0,0,0
2010,Quebec,International Students,0,32955,0,117612
2010,Quebec,International Students,0,32955,530396,0
2010,Saskatchewan,International Students,0,3860,0,18410
2010,Saskatchewan,International Students,0,3860,85746,0
2010,Unknown province or territory,0,0,0,0,0
2010,Unknown province or territory of residence,0,0,0,0,0
2010,Yukon,International Students,0,25,0,396
2010,Yukon,International Students,0,25,2290,0
2011,Alberta,International Students,0,17735,0,42484
2011,Alberta,International Students,0,17735,306230,0
2011,British Columbia,International Students,0,67050,0,63932
2011,British Columbia,International Students,0,67050,264582,0
2011,Manitoba,International Students,0,6480,0,20500
2011,Manitoba,International Students,0,6480,93746,0
2011,New Brunswick,International Students,0,3780,0,12822
2011,New Brunswick,International Students,0,3780,42754,0
2011,Newfoundland and Labrador,International Students,0,1915,0,9054
2011,Newfoundland and Labrador,International Students,0,1915,26854,0
2011,Northwest Territories,International Students,0,25,0,376
2011,Northwest Territories,International Students,0,25,4158,0
2011,Northwest Territories including Nunavut,0,0,0,0,0
2011,Nova Scotia,International Students,0,8860,0,17066
2011,Nova Scotia,International Students,0,8860,53306,0
2011,Nunavut,International Students,0,0,0,342
2011,Nunavut,International Students,0,0,5008,0
2011,Ontario,International Students,0,101765,0,179952
2011,Ontario,International Students,0,101765,846988,0
2011,Prince Edward Island,International Students,0,780,0,2506
2011,Prince Edward Island,International Students,0,780,8634,0
2011,Province / Territory not stated,International Students,0,0,0,0
2011,Quebec,International Students,0,35370,0,119078
2011,Quebec,International Students,0,35370,528864,0
2011,Saskatchewan,International Students,0,4635,0,18524
2011,Saskatchewan,International Students,0,4635,85832,0
2011,Unknown province or territory,0,0,0,0,0
2011,Unknown province or territory of residence,0,0,0,0,0
2011,Yukon,International Students,0,45,0,386
2011,Yukon,International Students,0,45,2580,0
2012,Alberta,International Students,0,19305,0,44002
2012,Alberta,International Students,0,19305,315728,0
2012,British Columbia,International Students,0,70140,0,65048
2012,British Columbia,International Students,0,70140,264136,0
2012,Manitoba,International Students,0,7955,0,20124
2012,Manitoba,International Students,0,7955,98148,0
2012,New Brunswick,International Students,0,4115,0,12886
2012,New Brunswick,International Students,0,4115,42336,0
2012,Newfoundland and Labrador,International Students,0,2300,0,9270
2012,Newfoundland and Labrador,International Students,0,2300,26288,0
2012,Northwest Territories,International Students,0,30,0,400
2012,Northwest Territories,International Students,0,30,4092,0
2012,Northwest Territories including Nunavut,0,0,0,0,0
