"REF_DATE","GEO","DGUID","Type of expenditure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1991/1992","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","269","","","","0"
"1991/1992","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1991/1992","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1991/1992","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1991/1992","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1991/1992","Newfoundland and Labrador","","Other instructional expenditures","Dollars","81","thousands","3","v1568017","2.3","","x","","","0"
"1991/1992","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1991/1992","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1991/1992","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1991/1992","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1991/1992","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1991/1992","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1991/1992","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1991/1992","Prince Edward Island","","Other instructional expenditures","Dollars","81","thousands","3","v1568025","3.3","","x","","","0"
"1991/1992","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1991/1992","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1991/1992","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1991/1992","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1991/1992","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1991/1992","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1991/1992","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1991/1992","Nova Scotia","","Other instructional expenditures","Dollars","81","thousands","3","v1568033","4.3","","x","","","0"
"1991/1992","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1991/1992","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1991/1992","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1991/1992","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1991/1992","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1991/1992","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1991/1992","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1991/1992","New Brunswick","","Other instructional expenditures","Dollars","81","thousands","3","v1568041","5.3","","x","","","0"
"1991/1992","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1991/1992","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1991/1992","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1991/1992","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","597975","","","","0"
"1991/1992","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","578801","","","","0"
"1991/1992","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","333320","","","","0"
"1991/1992","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","320029","","","","0"
"1991/1992","Quebec","","Other instructional expenditures","Dollars","81","thousands","3","v1568057","7.3","13291","","","","0"
"1991/1992","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","95955","","","","0"
"1991/1992","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","149526","","","","0"
"1991/1992","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","19174","","","","0"
"1991/1992","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","424269","","","","0"
"1991/1992","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","400670","","","","0"
"1991/1992","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","238671","","","","0"
"1991/1992","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","218546","","","","0"
"1991/1992","Ontario","","Other instructional expenditures","Dollars","81","thousands","3","v1568065","8.3","20125","","","","0"
"1991/1992","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","72720","","","","0"
"1991/1992","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","89279","","","","0"
"1991/1992","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","23599","","","","0"
"1991/1992","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","50716","","","","0"
"1991/1992","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","45868","","","","0"
"1991/1992","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","29163","","","","0"
"1991/1992","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","26256","","","","0"
"1991/1992","Manitoba","","Other instructional expenditures","Dollars","81","thousands","3","v1568073","9.3","2907","","","","0"
"1991/1992","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","7430","","","","0"
"1991/1992","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","9275","","","","0"
"1991/1992","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","4848","","","","0"
"1991/1992","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","14335","","","","0"
"1991/1992","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","13701","","","","0"
"1991/1992","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","6981","","","","0"
"1991/1992","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","5912","","","","0"
"1991/1992","Saskatchewan","","Other instructional expenditures","Dollars","81","thousands","3","v1568081","10.3","1069","","","","0"
"1991/1992","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","2864","","","","0"
"1991/1992","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","3856","","","","0"
"1991/1992","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","634","","","","0"
"1991/1992","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","88812","","","","0"
"1991/1992","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","78704","","","","0"
"1991/1992","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","50059","","","","0"
"1991/1992","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","45360","","","","0"
"1991/1992","Alberta","","Other instructional expenditures","Dollars","81","thousands","3","v1568089","11.3","4699","","","","0"
"1991/1992","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","12017","","","","0"
"1991/1992","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","16628","","","","0"
"1991/1992","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","10108","","","","0"
"1991/1992","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","231224","","","","0"
"1991/1992","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","214083","","","","0"
"1991/1992","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","140932","","","","0"
"1991/1992","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","129340","","","","0"
"1991/1992","British Columbia","","Other instructional expenditures","Dollars","81","thousands","3","v1568097","12.3","11592","","","","0"
"1991/1992","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","32455","","","","0"
"1991/1992","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","40696","","","","0"
"1991/1992","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","17141","","","","0"
"1991/1992","Yukon","","Total expenditures","Dollars","81","thousands","3","v1568103","13.1","92","","","","0"
"1991/1992","Yukon","","Total operating expenditures","Dollars","81","thousands","3","v1568109","13.7","91","","","","0"
"1991/1992","Yukon","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568106","13.4","86","","","","0"
"1991/1992","Yukon","","Teachers salaries","Dollars","81","thousands","3","v1568104","13.2","80","","","","0"
"1991/1992","Yukon","","Other instructional expenditures","Dollars","81","thousands","3","v1568105","13.3","6","","","","0"
"1991/1992","Yukon","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568107","13.5","0","","","","0"
"1991/1992","Yukon","","Other operating expenditures","Dollars","81","thousands","3","v1568108","13.6","5","","","","0"
"1991/1992","Yukon","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568110","13.8","1","","","","0"
"1992/1993","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","1525029","","","","0"
"1992/1993","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","1441139","","","","0"
"1992/1993","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","861235","","","","0"
"1992/1993","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","800992","","","","0"
"1992/1993","Canada","","Other instructional expenditures","Dollars","81","thousands","3","v1568009","1.3","60243","","","","0"
"1992/1993","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","244145","","","","0"
"1992/1993","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","335759","","","","0"
"1992/1993","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","83890","","","","0"
"1992/1993","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","13702","","","","0"
"1992/1993","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","13183","","","","0"
"1992/1993","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","7721","","","","0"
"1992/1993","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","7049","","","","0"
"1992/1993","Atlantic Province","","Other instructional expenditures","Dollars","81","thousands","3","v1568049","6.3","672","","","","0"
"1992/1993","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","1921","","","","0"
"1992/1993","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","3541","","","","0"
"1992/1993","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","519","","","","0"
"1992/1993","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1992/1993","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1992/1993","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1992/1993","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1992/1993","Newfoundland and Labrador","","Other instructional expenditures","Dollars","81","thousands","3","v1568017","2.3","","x","","","0"
"1992/1993","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1992/1993","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1992/1993","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1992/1993","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1992/1993","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1992/1993","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1992/1993","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1992/1993","Prince Edward Island","","Other instructional expenditures","Dollars","81","thousands","3","v1568025","3.3","","x","","","0"
"1992/1993","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1992/1993","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1992/1993","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1992/1993","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1992/1993","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1992/1993","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1992/1993","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1992/1993","Nova Scotia","","Other instructional expenditures","Dollars","81","thousands","3","v1568033","4.3","","x","","","0"
"1992/1993","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1992/1993","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1992/1993","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1992/1993","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1992/1993","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1992/1993","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1992/1993","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1992/1993","New Brunswick","","Other instructional expenditures","Dollars","81","thousands","3","v1568041","5.3","","x","","","0"
"1992/1993","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1992/1993","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1992/1993","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1992/1993","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","617964","","","","0"
"1992/1993","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","598270","","","","0"
"1992/1993","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","345202","","","","0"
"1992/1993","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","331439","","","","0"
"1992/1993","Quebec","","Other instructional expenditures","Dollars","81","thousands","3","v1568057","7.3","13763","","","","0"
"1992/1993","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","99160","","","","0"
"1992/1993","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","153908","","","","0"
"1992/1993","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","19694","","","","0"
"1992/1993","Ontario","","Total expenditures","Dollars","81","thousands","3","v1568063","8.1","472459","","","","0"
"1992/1993","Ontario","","Total operating expenditures","Dollars","81","thousands","3","v1568069","8.7","445930","","","","0"
"1992/1993","Ontario","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568066","8.4","262171","","","","0"
"1992/1993","Ontario","","Teachers salaries","Dollars","81","thousands","3","v1568064","8.2","238974","","","","0"
"1992/1993","Ontario","","Other instructional expenditures","Dollars","81","thousands","3","v1568065","8.3","23197","","","","0"
"1992/1993","Ontario","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568067","8.5","81917","","","","0"
"1992/1993","Ontario","","Other operating expenditures","Dollars","81","thousands","3","v1568068","8.6","101842","","","","0"
"1992/1993","Ontario","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568070","8.8","26529","","","","0"
"1992/1993","Manitoba","","Total expenditures","Dollars","81","thousands","3","v1568071","9.1","54510","","","","0"
"1992/1993","Manitoba","","Total operating expenditures","Dollars","81","thousands","3","v1568077","9.7","50407","","","","0"
"1992/1993","Manitoba","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568074","9.4","32307","","","","0"
"1992/1993","Manitoba","","Teachers salaries","Dollars","81","thousands","3","v1568072","9.2","28915","","","","0"
"1992/1993","Manitoba","","Other instructional expenditures","Dollars","81","thousands","3","v1568073","9.3","3392","","","","0"
"1992/1993","Manitoba","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568075","9.5","8077","","","","0"
"1992/1993","Manitoba","","Other operating expenditures","Dollars","81","thousands","3","v1568076","9.6","10023","","","","0"
"1992/1993","Manitoba","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568078","9.8","4103","","","","0"
"1992/1993","Saskatchewan","","Total expenditures","Dollars","81","thousands","3","v1568079","10.1","16134","","","","0"
"1992/1993","Saskatchewan","","Total operating expenditures","Dollars","81","thousands","3","v1568085","10.7","15353","","","","0"
"1992/1993","Saskatchewan","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568082","10.4","7902","","","","0"
"1992/1993","Saskatchewan","","Teachers salaries","Dollars","81","thousands","3","v1568080","10.2","6714","","","","0"
"1992/1993","Saskatchewan","","Other instructional expenditures","Dollars","81","thousands","3","v1568081","10.3","1188","","","","0"
"1992/1993","Saskatchewan","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568083","10.5","3478","","","","0"
"1992/1993","Saskatchewan","","Other operating expenditures","Dollars","81","thousands","3","v1568084","10.6","3973","","","","0"
"1992/1993","Saskatchewan","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568086","10.8","781","","","","0"
"1992/1993","Alberta","","Total expenditures","Dollars","81","thousands","3","v1568087","11.1","91142","","","","0"
"1992/1993","Alberta","","Total operating expenditures","Dollars","81","thousands","3","v1568093","11.7","81595","","","","0"
"1992/1993","Alberta","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568090","11.4","51541","","","","0"
"1992/1993","Alberta","","Teachers salaries","Dollars","81","thousands","3","v1568088","11.2","46281","","","","0"
"1992/1993","Alberta","","Other instructional expenditures","Dollars","81","thousands","3","v1568089","11.3","5260","","","","0"
"1992/1993","Alberta","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568091","11.5","12334","","","","0"
"1992/1993","Alberta","","Other operating expenditures","Dollars","81","thousands","3","v1568092","11.6","17720","","","","0"
"1992/1993","Alberta","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568094","11.8","9547","","","","0"
"1992/1993","British Columbia","","Total expenditures","Dollars","81","thousands","3","v1568095","12.1","259027","","","","0"
"1992/1993","British Columbia","","Total operating expenditures","Dollars","81","thousands","3","v1568101","12.7","236311","","","","0"
"1992/1993","British Columbia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568098","12.4","154304","","","","0"
"1992/1993","British Columbia","","Teachers salaries","Dollars","81","thousands","3","v1568096","12.2","141540","","","","0"
"1992/1993","British Columbia","","Other instructional expenditures","Dollars","81","thousands","3","v1568097","12.3","12764","","","","0"
"1992/1993","British Columbia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568099","12.5","37258","","","","0"
"1992/1993","British Columbia","","Other operating expenditures","Dollars","81","thousands","3","v1568100","12.6","44749","","","","0"
"1992/1993","British Columbia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568102","12.8","22716","","","","0"
"1992/1993","Yukon","","Total expenditures","Dollars","81","thousands","3","v1568103","13.1","91","","","","0"
"1992/1993","Yukon","","Total operating expenditures","Dollars","81","thousands","3","v1568109","13.7","90","","","","0"
"1992/1993","Yukon","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568106","13.4","87","","","","0"
"1992/1993","Yukon","","Teachers salaries","Dollars","81","thousands","3","v1568104","13.2","80","","","","0"
"1992/1993","Yukon","","Other instructional expenditures","Dollars","81","thousands","3","v1568105","13.3","7","","","","0"
"1992/1993","Yukon","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568107","13.5","0","","","","0"
"1992/1993","Yukon","","Other operating expenditures","Dollars","81","thousands","3","v1568108","13.6","3","","","","0"
"1992/1993","Yukon","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568110","13.8","1","","","","0"
"1993/1994","Canada","","Total expenditures","Dollars","81","thousands","3","v1568007","1.1","1616354","","","","0"
"1993/1994","Canada","","Total operating expenditures","Dollars","81","thousands","3","v1568013","1.7","1524444","","","","0"
"1993/1994","Canada","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568010","1.4","907232","","","","0"
"1993/1994","Canada","","Teachers salaries","Dollars","81","thousands","3","v1568008","1.2","841163","","","","0"
"1993/1994","Canada","","Other instructional expenditures","Dollars","81","thousands","3","v1568009","1.3","66069","","","","0"
"1993/1994","Canada","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568011","1.5","260734","","","","0"
"1993/1994","Canada","","Other operating expenditures","Dollars","81","thousands","3","v1568012","1.6","356478","","","","0"
"1993/1994","Canada","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568014","1.8","91910","","","","0"
"1993/1994","Atlantic Province","","Total expenditures","Dollars","81","thousands","3","v1568047","6.1","15123","","","","0"
"1993/1994","Atlantic Province","","Total operating expenditures","Dollars","81","thousands","3","v1568053","6.7","14312","","","","0"
"1993/1994","Atlantic Province","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568050","6.4","8339","","","","0"
"1993/1994","Atlantic Province","","Teachers salaries","Dollars","81","thousands","3","v1568048","6.2","7335","","","","0"
"1993/1994","Atlantic Province","","Other instructional expenditures","Dollars","81","thousands","3","v1568049","6.3","1004","","","","0"
"1993/1994","Atlantic Province","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568051","6.5","1984","","","","0"
"1993/1994","Atlantic Province","","Other operating expenditures","Dollars","81","thousands","3","v1568052","6.6","3989","","","","0"
"1993/1994","Atlantic Province","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568054","6.8","811","","","","0"
"1993/1994","Newfoundland and Labrador","","Total expenditures","Dollars","81","thousands","3","v1568015","2.1","","x","","","0"
"1993/1994","Newfoundland and Labrador","","Total operating expenditures","Dollars","81","thousands","3","v1568021","2.7","","x","","","0"
"1993/1994","Newfoundland and Labrador","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568018","2.4","","x","","","0"
"1993/1994","Newfoundland and Labrador","","Teachers salaries","Dollars","81","thousands","3","v1568016","2.2","","x","","","0"
"1993/1994","Newfoundland and Labrador","","Other instructional expenditures","Dollars","81","thousands","3","v1568017","2.3","","x","","","0"
"1993/1994","Newfoundland and Labrador","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568019","2.5","","x","","","0"
"1993/1994","Newfoundland and Labrador","","Other operating expenditures","Dollars","81","thousands","3","v1568020","2.6","","x","","","0"
"1993/1994","Newfoundland and Labrador","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568022","2.8","","x","","","0"
"1993/1994","Prince Edward Island","","Total expenditures","Dollars","81","thousands","3","v1568023","3.1","","x","","","0"
"1993/1994","Prince Edward Island","","Total operating expenditures","Dollars","81","thousands","3","v1568029","3.7","","x","","","0"
"1993/1994","Prince Edward Island","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568026","3.4","","x","","","0"
"1993/1994","Prince Edward Island","","Teachers salaries","Dollars","81","thousands","3","v1568024","3.2","","x","","","0"
"1993/1994","Prince Edward Island","","Other instructional expenditures","Dollars","81","thousands","3","v1568025","3.3","","x","","","0"
"1993/1994","Prince Edward Island","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568027","3.5","","x","","","0"
"1993/1994","Prince Edward Island","","Other operating expenditures","Dollars","81","thousands","3","v1568028","3.6","","x","","","0"
"1993/1994","Prince Edward Island","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568030","3.8","","x","","","0"
"1993/1994","Nova Scotia","","Total expenditures","Dollars","81","thousands","3","v1568031","4.1","","x","","","0"
"1993/1994","Nova Scotia","","Total operating expenditures","Dollars","81","thousands","3","v1568037","4.7","","x","","","0"
"1993/1994","Nova Scotia","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568034","4.4","","x","","","0"
"1993/1994","Nova Scotia","","Teachers salaries","Dollars","81","thousands","3","v1568032","4.2","","x","","","0"
"1993/1994","Nova Scotia","","Other instructional expenditures","Dollars","81","thousands","3","v1568033","4.3","","x","","","0"
"1993/1994","Nova Scotia","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568035","4.5","","x","","","0"
"1993/1994","Nova Scotia","","Other operating expenditures","Dollars","81","thousands","3","v1568036","4.6","","x","","","0"
"1993/1994","Nova Scotia","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568038","4.8","","x","","","0"
"1993/1994","New Brunswick","","Total expenditures","Dollars","81","thousands","3","v1568039","5.1","","x","","","0"
"1993/1994","New Brunswick","","Total operating expenditures","Dollars","81","thousands","3","v1568045","5.7","","x","","","0"
"1993/1994","New Brunswick","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568042","5.4","","x","","","0"
"1993/1994","New Brunswick","","Teachers salaries","Dollars","81","thousands","3","v1568040","5.2","","x","","","0"
"1993/1994","New Brunswick","","Other instructional expenditures","Dollars","81","thousands","3","v1568041","5.3","","x","","","0"
"1993/1994","New Brunswick","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568043","5.5","","x","","","0"
"1993/1994","New Brunswick","","Other operating expenditures","Dollars","81","thousands","3","v1568044","5.6","","x","","","0"
"1993/1994","New Brunswick","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568046","5.8","","x","","","0"
"1993/1994","Quebec","","Total expenditures","Dollars","81","thousands","3","v1568055","7.1","637990","","","","0"
"1993/1994","Quebec","","Total operating expenditures","Dollars","81","thousands","3","v1568061","7.7","617778","","","","0"
"1993/1994","Quebec","","Subtotal instructional expenditures","Dollars","81","thousands","3","v1568058","7.4","357150","","","","0"
"1993/1994","Quebec","","Teachers salaries","Dollars","81","thousands","3","v1568056","7.2","342910","","","","0"
"1993/1994","Quebec","","Other instructional expenditures","Dollars","81","thousands","3","v1568057","7.3","14240","","","","0"
"1993/1994","Quebec","","Non-instructional salaries and wages","Dollars","81","thousands","3","v1568059","7.5","102372","","","","0"
"1993/1994","Quebec","","Other operating expenditures","Dollars","81","thousands","3","v1568060","7.6","158256","","","","0"
"1993/1994","Quebec","","Capita outlay and debt charges","Dollars","81","thousands","3","v1568062","7.8","20212","","","","0"
