Geographic code,Geographic name,Census year,Sex,Total (counts),Age groups: 0 to 14 years (counts) ,Age groups: 15 to 64 years (counts) ,Age groups: 65 years and over (counts) ,Average age,Ratio: 15 to 64 vs 65 years and over,Ratio: 15 to 64 vs 0 to 14 and 65 years and over,Total (Distribution),Age groups: 0 to 14 years (distribution) ,Age groups: 15 to 64 years (distribution) ,Age groups: 65 years and over (distribution) 
01,Canada,1851,Both sexes,2313880,1036755,1219605,57530,21.6,21.2,1.1,100,44.8,52.7,2.5
01,Canada,1851,Male,1187685,527575,628440,31675,22,19.8,1.1,100,44.4,52.9,2.7
01,Canada,1851,Female,1126200,509175,591165,25855,21.1,22.9,1.1,100,45.2,52.5,2.3
01,Canada,1861,Both sexes,3090560,1311940,1686620,92000,22.5,18.3,1.2,100,42.4,54.6,3
01,Canada,1861,Male,1588975,668015,870680,50275,22.9,17.3,1.2,100,42,54.8,3.2
01,Canada,1861,Female,1501585,643925,815940,41720,22.1,19.6,1.2,100,42.9,54.3,2.8
01,Canada,1871,Both sexes,3508585,1462380,1918740,127465,23.4,15.1,1.2,100,41.7,54.7,3.6
01,Canada,1871,Male,1778200,745290,963350,69560,23.7,13.8,1.2,100,41.9,54.2,3.9
01,Canada,1871,Female,1730380,717085,955395,57900,23.2,16.5,1.2,100,41.4,55.2,3.3
01,Canada,1881,Both sexes,4324810,1674750,2471365,178700,24.6,13.8,1.3,100,38.7,57.1,4.1
01,Canada,1881,Male,2188850,851675,1242855,94325,24.8,13.2,1.3,100,38.9,56.8,4.3
01,Canada,1881,Female,2135955,823080,1228515,84375,24.4,14.6,1.4,100,38.5,57.5,4
01,Canada,1891,Both sexes,4801075,1749975,2830885,220210,25.7,12.9,1.4,100,36.4,59,4.6
01,Canada,1891,Male,2444310,888940,1440215,115160,25.8,12.5,1.4,100,36.4,58.9,4.7
01,Canada,1891,Female,2356760,861035,1390675,105055,25.5,13.2,1.4,100,36.5,59,4.5
01,Canada,1901,Both sexes,5345820,1846405,3228530,270890,26.8,11.9,1.5,100,34.5,60.4,5.1
01,Canada,1901,Male,2738520,936240,1663435,138845,26.9,12,1.5,100,34.2,60.7,5.1
01,Canada,1901,Female,2607300,910165,1565090,132045,26.6,11.9,1.5,100,34.9,60,5.1
01,Canada,1911,Both sexes,7206645,2382950,4488260,335440,26.9,13.4,1.7,100,33.1,62.3,4.7
01,Canada,1911,Male,3821995,1206605,2444595,170800,27.3,14.3,1.8,100,31.6,64,4.5
01,Canada,1911,Female,3384650,1176345,2043660,164640,26.6,12.4,1.5,100,34.8,60.4,4.9
01,Canada,1921,Both sexes,8787995,3026880,5341000,420120,27.3,12.7,1.5,100,34.4,60.8,4.8
01,Canada,1921,Male,4529460,1527375,2787165,214920,27.7,13,1.6,100,33.7,61.5,4.7
01,Canada,1921,Female,4258540,1499495,2553835,205200,26.8,12.4,1.5,100,35.2,60,4.8
01,Canada,1931,Both sexes,10376780,3282395,6518350,576040,28.5,11.3,1.7,100,31.6,62.8,5.6
01,Canada,1931,Male,5374545,1659445,3420575,294525,28.9,11.6,1.8,100,30.9,63.6,5.5
01,Canada,1931,Female,5002240,1622945,3097780,281515,28.1,11,1.6,100,32.4,61.9,5.6
01,Canada,1941,Both sexes,11506650,3198550,7540285,767810,30.4,9.8,1.9,100,27.8,65.5,6.7
01,Canada,1941,Male,5900530,1619300,3890325,390905,30.7,10,1.9,100,27.4,65.9,6.6
01,Canada,1941,Female,5606120,1579255,3649965,376905,30.1,9.7,1.9,100,28.2,65.1,6.7
01,Canada,1951,Both sexes,14009460,4250720,8672435,1086305,30.3,8,1.6,100,30.3,61.9,7.8
01,Canada,1951,Male,7088900,2168060,4369510,551330,30.4,7.9,1.6,100,30.6,61.6,7.8
01,Canada,1951,Female,6920555,2082655,4302925,534975,30.2,8,1.6,100,30.1,62.2,7.7
01,Canada,1956,Both sexes,16080795,5225205,9611640,1243940,29.8,7.7,1.5,100,32.5,59.8,7.7
01,Canada,1956,Male,8151875,2663815,4865850,622210,29.8,7.8,1.5,100,32.7,59.7,7.6
01,Canada,1956,Female,7928910,2561390,4745790,621730,29.9,7.6,1.5,100,32.3,59.9,7.8
01,Canada,1961,Both sexes,18238250,6191920,10655170,1391155,29.5,7.7,1.4,100,34,58.4,7.6
01,Canada,1961,Male,9218895,3166090,5378685,674120,29.3,8,1.4,100,34.3,58.3,7.3
01,Canada,1961,Female,9019350,3025830,5276485,717035,29.7,7.4,1.4,100,33.5,58.5,7.9
01,Canada,1966,Both sexes,20014880,6591760,11883575,1539550,29.7,7.7,1.5,100,32.9,59.4,7.7
01,Canada,1966,Male,10054345,3372850,5964940,716560,29.3,8.3,1.5,100,33.5,59.3,7.1
01,Canada,1966,Female,9960535,3218910,5918635,822995,30.2,7.2,1.5,100,32.3,59.4,8.3
01,Canada,1971,Both sexes,21568310,6380900,13443005,1744405,30.7,7.7,1.7,100,29.6,62.3,8.1
01,Canada,1971,Male,10795365,3263485,6750025,781860,30.1,8.6,1.7,100,30.2,62.5,7.2
01,Canada,1971,Female,10772945,3117415,6692980,962545,31.4,7,1.6,100,28.9,62.1,8.9
01,Canada,1976,Both sexes,22992605,5896175,15094085,2002345,31.9,7.5,1.9,100,25.6,65.6,8.7
01,Canada,1976,Male,11449525,3020010,7554110,875400,31.1,8.6,1.9,100,26.4,66,7.6
01,Canada,1976,Female,11543080,2876170,7539970,1126940,32.7,6.7,1.9,100,24.9,65.3,9.8
01,Canada,1981,Both sexes,24343180,5481100,16501105,2360975,33.2,7,2.1,100,22.5,67.8,9.7
01,Canada,1981,Male,12068290,2811130,8246305,1010855,32.3,8.2,2.2,100,23.3,68.3,8.4
01,Canada,1981,Female,12274890,2669975,8254795,1350120,34.1,6.1,2.1,100,21.8,67.2,11
01,Canada,1986,Both sexes,25309335,5391965,17219790,2697575,34.4,6.4,2.1,100,21.3,68,10.7
01,Canada,1986,Male,12485655,2764635,8587680,1133335,33.4,7.6,2.2,100,22.1,68.8,9.1
01,Canada,1986,Female,12823675,2627330,8632110,1564240,35.4,5.5,2.1,100,20.5,67.3,12.2
01,Canada,1991,Both sexes,27296860,5692555,18434335,3169970,35.4,5.8,2.1,100,20.9,67.5,11.6
01,Canada,1991,Male,13454580,2916910,9207245,1330420,34.4,6.9,2.2,100,21.7,68.4,9.9
01,Canada,1991,Female,13842280,2775645,9227085,1839545,36.4,5,2,100,20.1,66.7,13.3
01,Canada,1996,Both sexes,28846760,5901280,19417640,3527840,36.3,5.5,2.1,100,20.5,67.3,12.2
01,Canada,1996,Male,14170025,3025215,9656990,1487825,35.3,6.5,2.1,100,21.3,68.2,10.5
01,Canada,1996,Female,14676735,2876065,9760650,2040015,37.4,4.8,2,100,19.6,66.5,13.9
01,Canada,2001,Both sexes,30007090,5725535,20393010,3888550,37.7,5.2,2.1,100,19.1,68,13
01,Canada,2001,Male,14706850,2930990,10113205,1662655,36.7,6.1,2.2,100,19.9,68.8,11.3
01,Canada,2001,Female,15300240,2794545,10279800,2225895,38.8,4.6,2,100,18.3,67.2,14.5
01,Canada,2006,Both sexes,31612895,5579840,21697805,4335250,39.1,5,2.2,100,17.7,68.6,13.7
01,Canada,2006,Male,15475970,2857320,10731550,1887100,38.1,5.7,2.3,100,18.5,69.3,12.2
01,Canada,2006,Female,16136925,2722515,10966255,2448155,40.1,4.5,2.1,100,16.9,68,15.2
01,Canada,2011,Both sexes,33476685,5607345,22924285,4945055,40.1,4.6,2.2,100,16.8,68.5,14.8
01,Canada,2011,Male,16414230,2871105,11344355,2198775,39.1,5.2,2.2,100,17.5,69.1,13.4
01,Canada,2011,Female,17062460,2736245,11579930,2746285,41,4.2,2.1,100,16,67.9,16.1
01,Canada,2016,Both sexes,35151725,5839570,23376525,5935630,41,3.9,2,100,16.6,66.5,16.9
01,Canada,2016,Male,17264200,2992925,11576130,2695150,40.1,4.3,2,100,17.3,67.1,15.6
01,Canada,2016,Female,17887530,2846645,11800400,3240485,41.9,3.6,1.9,100,15.9,66,18.1
10,Newfoundland and Labrador,1951,Both sexes,361415,141390,196535,23495,26.4,8.4,1.2,100,39.1,54.4,6.5
10,Newfoundland and Labrador,1951,Male,185145,71815,101315,12015,26.5,8.4,1.2,100,38.8,54.7,6.5
10,Newfoundland and Labrador,1951,Female,176275,69580,95215,11475,26.3,8.3,1.2,100,39.5,54,6.5
10,Newfoundland and Labrador,1956,Both sexes,415070,168910,221375,24785,25.9,8.9,1.1,100,40.7,53.3,6
10,Newfoundland and Labrador,1956,Male,213905,85190,116120,12600,26.1,9.2,1.2,100,39.8,54.3,5.9
10,Newfoundland and Labrador,1956,Female,201160,83720,105255,12185,25.6,8.6,1.1,100,41.6,52.3,6.1
10,Newfoundland and Labrador,1961,Both sexes,457850,191560,239395,26900,25.7,8.9,1.1,100,41.8,52.3,5.9
10,Newfoundland and Labrador,1961,Male,234925,97280,124090,13555,25.9,9.2,1.1,100,41.4,52.8,5.8
10,Newfoundland and Labrador,1961,Female,222930,94285,115305,13345,25.5,8.6,1.1,100,42.3,51.7,6
10,Newfoundland and Labrador,1966,Both sexes,493395,199080,265145,29170,26,9.1,1.2,100,40.3,53.7,5.9
10,Newfoundland and Labrador,1966,Male,252125,101590,136305,14230,26,9.6,1.2,100,40.3,54.1,5.6
10,Newfoundland and Labrador,1966,Female,241270,97495,128830,14940,25.9,8.6,1.1,100,40.4,53.4,6.2
10,Newfoundland and Labrador,1971,Both sexes,522100,194585,295450,32075,26.8,9.2,1.3,100,37.3,56.6,6.1
10,Newfoundland and Labrador,1971,Male,266110,99355,151460,15295,26.8,9.9,1.3,100,37.3,56.9,5.7
10,Newfoundland and Labrador,1971,Female,255995,95230,143990,16780,26.9,8.6,1.3,100,37.2,56.2,6.6
10,Newfoundland and Labrador,1976,Both sexes,557725,187760,333425,36535,27.8,9.1,1.5,100,33.7,59.8,6.6
10,Newfoundland and Labrador,1976,Male,283390,96205,170025,17160,27.6,9.9,1.5,100,33.9,60,6.1
10,Newfoundland and Labrador,1976,Female,274335,91565,163400,19380,28.1,8.4,1.5,100,33.4,59.6,7.1
10,Newfoundland and Labrador,1981,Both sexes,567685,167340,356560,43775,29.5,8.1,1.7,100,29.5,62.8,7.7
10,Newfoundland and Labrador,1981,Male,285690,85715,179780,20195,29.2,8.9,1.7,100,30,62.9,7.1
10,Newfoundland and Labrador,1981,Female,281990,81625,176780,23585,29.9,7.5,1.7,100,28.9,62.7,8.4
10,Newfoundland and Labrador,1986,Both sexes,568350,146830,371570,49955,31.3,7.4,1.9,100,25.8,65.4,8.8
10,Newfoundland and Labrador,1986,Male,284365,75145,186480,22740,30.8,8.2,1.9,100,26.4,65.6,8
10,Newfoundland and Labrador,1986,Female,283980,71685,185085,27210,31.8,6.8,1.9,100,25.2,65.2,9.6
10,Newfoundland and Labrador,1991,Both sexes,568475,127920,385395,55160,33.2,7,2.1,100,22.5,67.8,9.7
10,Newfoundland and Labrador,1991,Male,283840,65165,193785,24895,32.7,7.8,2.2,100,23,68.3,8.8
10,Newfoundland and Labrador,1991,Female,284630,62760,191610,30265,33.8,6.3,2.1,100,22,67.3,10.6
10,Newfoundland and Labrador,1996,Both sexes,551790,109790,382530,59475,35.5,6.4,2.3,100,19.9,69.3,10.8
10,Newfoundland and Labrador,1996,Male,272580,56195,190000,26385,34.8,7.2,2.3,100,20.6,69.7,9.7
10,Newfoundland and Labrador,1996,Female,279215,53595,192525,33090,36.2,5.8,2.2,100,19.2,69,11.9
10,Newfoundland and Labrador,2001,Both sexes,512930,88770,361105,63060,38.2,5.7,2.4,100,17.3,70.4,12.3
10,Newfoundland and Labrador,2001,Male,250965,45545,177415,27995,37.5,6.3,2.4,100,18.1,70.7,11.2
10,Newfoundland and Labrador,2001,Female,261965,43220,183685,35055,39,5.2,2.3,100,16.5,70.1,13.4
10,Newfoundland and Labrador,2006,Both sexes,505470,78225,356975,70265,40.6,5.1,2.4,100,15.5,70.6,13.9
10,Newfoundland and Labrador,2006,Male,245735,40025,174105,31600,39.8,5.5,2.4,100,16.3,70.9,12.9
10,Newfoundland and Labrador,2006,Female,259735,38200,182870,38665,41.3,4.7,2.4,100,14.7,70.4,14.9
10,Newfoundland and Labrador,2011,Both sexes,514535,76630,355805,82105,42.1,4.3,2.2,100,14.9,69.2,16
10,Newfoundland and Labrador,2011,Male,250565,39260,173780,37525,41.3,4.6,2.3,100,15.7,69.4,15
10,Newfoundland and Labrador,2011,Female,263970,37365,182020,44580,42.8,4.1,2.2,100,14.2,69,16.9
10,Newfoundland and Labrador,2016,Both sexes,519715,74445,344250,101030,43.7,3.4,2,100,14.3,66.2,19.4
10,Newfoundland and Labrador,2016,Male,253925,38205,168550,47175,42.9,3.6,2,100,15,66.4,18.6
10,Newfoundland and Labrador,2016,Female,265790,36235,175695,53855,44.4,3.3,2,100,13.6,66.1,20.3
11,Prince Edward Island,1881,Both sexes,108895,41800,62220,4875,24.9,12.8,1.3,100,38.4,57.1,4.5
11,Prince Edward Island,1881,Male,54730,21410,30775,2545,24.8,12.1,1.3,100,39.1,56.2,4.7
11,Prince Edward Island,1881,Female,54165,20390,31445,2330,25,13.5,1.4,100,37.6,58,4.3
11,Prince Edward Island,1891,Both sexes,109075,40660,62315,6100,26.2,10.2,1.3,100,37.3,57.1,5.6
11,Prince Edward Island,1891,Male,54880,20840,30960,3070,25.9,10.1,1.3,100,38,56.4,5.6
11,Prince Edward Island,1891,Female,54200,19820,31350,3025,26.5,10.4,1.4,100,36.6,57.8,5.6
11,Prince Edward Island,1901,Both sexes,103260,36495,59785,6980,27.6,8.6,1.4,100,35.3,57.9,6.8
11,Prince Edward Island,1901,Male,51960,18785,29735,3440,27.3,8.6,1.3,100,36.1,57.2,6.6
11,Prince Edward Island,1901,Female,51300,17710,30050,3540,27.9,8.5,1.4,100,34.5,58.6,6.9
11,Prince Edward Island,1911,Both sexes,93735,30635,55270,7830,29.3,7.1,1.4,100,32.7,59,8.4
11,Prince Edward Island,1911,Male,47070,15710,27575,3785,29,7.3,1.4,100,33.4,58.6,8
11,Prince Edward Island,1911,Female,46660,14925,27690,4040,29.5,6.8,1.5,100,32,59.3,8.7
11,Prince Edward Island,1921,Both sexes,88615,28800,51305,8505,30.2,6,1.4,100,32.5,57.9,9.6
11,Prince Edward Island,1921,Male,44885,14690,25830,4370,30.1,5.9,1.4,100,32.7,57.5,9.7
11,Prince Edward Island,1921,Female,43730,14115,25480,4135,30.2,6.2,1.4,100,32.3,58.3,9.5
11,Prince Edward Island,1931,Both sexes,88045,28115,51215,8710,30.5,5.9,1.4,100,31.9,58.2,9.9
11,Prince Edward Island,1931,Male,45395,14280,26690,4425,30.5,6,1.4,100,31.5,58.8,9.7
11,Prince Edward Island,1931,Female,42650,13835,24525,4290,30.6,5.7,1.4,100,32.4,57.5,10.1
11,Prince Edward Island,1941,Both sexes,95045,28670,57420,8960,30.7,6.4,1.5,100,30.2,60.4,9.4
11,Prince Edward Island,1941,Male,49230,14580,30160,4490,30.6,6.7,1.6,100,29.6,61.3,9.1
11,Prince Edward Island,1941,Female,45815,14090,27255,4465,30.8,6.1,1.5,100,30.8,59.5,9.8
11,Prince Edward Island,1951,Both sexes,98430,32865,55860,9710,30.3,5.8,1.3,100,33.4,56.7,9.9
11,Prince Edward Island,1951,Male,50225,16785,28625,4820,30.3,5.9,1.3,100,33.4,57,9.6
11,Prince Edward Island,1951,Female,48210,16080,27240,4890,30.4,5.6,1.3,100,33.4,56.5,10.1
11,Prince Edward Island,1956,Both sexes,99285,34635,54300,10350,30.6,5.2,1.2,100,34.9,54.7,10.4
11,Prince Edward Island,1956,Male,50505,17745,27700,5060,30.4,5.5,1.2,100,35.1,54.8,10
11,Prince Edward Island,1956,Female,48780,16890,26600,5285,30.7,5,1.2,100,34.6,54.5,10.8
11,Prince Edward Island,1961,Both sexes,104630,37700,56000,10930,30.2,5.1,1.2,100,36,53.5,10.4
11,Prince Edward Island,1961,Male,53355,19115,28965,5275,30.1,5.5,1.2,100,35.8,54.3,9.9
11,Prince Edward Island,1961,Female,51270,18580,27030,5655,30.4,4.8,1.1,100,36.2,52.7,11
11,Prince Edward Island,1966,Both sexes,108540,37635,59215,11690,30.5,5.1,1.2,100,34.7,54.6,10.8
11,Prince Edward Island,1966,Male,54975,19165,30240,5565,30.2,5.4,1.2,100,34.9,55,10.1
11,Prince Edward Island,1966,Female,53560,18465,28970,6125,30.8,4.7,1.2,100,34.5,54.1,11.4
11,Prince Edward Island,1971,Both sexes,111645,35405,63890,12350,31.4,5.2,1.3,100,31.7,57.2,11.1
11,Prince Edward Island,1971,Male,56225,18070,32465,5690,30.9,5.7,1.4,100,32.1,57.7,10.1
11,Prince Edward Island,1971,Female,55415,17335,31425,6655,32,4.7,1.3,100,31.3,56.7,12
11,Prince Edward Island,1976,Both sexes,118230,33230,71755,13245,32.2,5.4,1.5,100,28.1,60.7,11.2
11,Prince Edward Island,1976,Male,59330,17195,36110,6020,31.4,6,1.6,100,29,60.9,10.1
11,Prince Edward Island,1976,Female,58900,16035,35645,7225,33,4.9,1.5,100,27.2,60.5,12.3
11,Prince Edward Island,1981,Both sexes,122505,30420,77190,14895,33.4,5.2,1.7,100,24.8,63,12.2
11,Prince Edward Island,1981,Male,60940,15700,38615,6620,32.4,5.8,1.7,100,25.8,63.4,10.9
11,Prince Edward Island,1981,Female,61565,14720,38575,8275,34.3,4.7,1.7,100,23.9,62.7,13.4
11,Prince Edward Island,1986,Both sexes,126650,29375,81185,16090,34.3,5,1.8,100,23.2,64.1,12.7
11,Prince Edward Island,1986,Male,62900,15175,40785,6940,33.2,5.9,1.8,100,24.1,64.8,11
11,Prince Edward Island,1986,Female,63745,14195,40400,9150,35.3,4.4,1.7,100,22.3,63.4,14.4
11,Prince Edward Island,1991,Both sexes,129765,29355,83330,17080,35.3,4.9,1.8,100,22.6,64.2,13.2
11,Prince Edward Island,1991,Male,63970,14970,41690,7310,34.3,5.7,1.9,100,23.4,65.2,11.4
11,Prince Edward Island,1991,Female,65800,14390,41640,9770,36.3,4.3,1.7,100,21.9,63.3,14.8
11,Prince Edward Island,1996,Both sexes,134560,29100,88005,17450,36.2,5,1.9,100,21.6,65.4,13
11,Prince Edward Island,1996,Male,66060,14810,43930,7315,35.1,6,2,100,22.4,66.5,11.1
11,Prince Edward Island,1996,Female,68495,14290,44070,10140,37.3,4.3,1.8,100,20.9,64.3,14.8
11,Prince Edward Island,2001,Both sexes,135290,26650,90075,18570,38,4.8,2,100,19.7,66.6,13.7
11,Prince Edward Island,2001,Male,65750,13595,44320,7840,36.8,5.7,2.1,100,20.7,67.4,11.9
11,Prince Edward Island,2001,Female,69540,13055,45755,10735,39,4.3,1.9,100,18.8,65.8,15.4
11,Prince Edward Island,2006,Both sexes,135850,23985,91685,20185,39.9,4.5,2.1,100,17.7,67.5,14.9
11,Prince Edward Island,2006,Male,65595,12260,44580,8755,38.8,5.1,2.1,100,18.7,68,13.4
11,Prince Edward Island,2006,Female,70255,11725,47100,11425,40.9,4.1,2,100,16.7,67,16.3
11,Prince Edward Island,2011,Both sexes,140205,23055,94360,22785,41.3,4.1,2.1,100,16.4,67.3,16.3
11,Prince Edward Island,2011,Male,67605,11700,45765,10140,40.3,4.5,2.1,100,17.3,67.7,15
11,Prince Edward Island,2011,Female,72600,11360,48595,12650,42.2,3.8,2,100,15.6,66.9,17.4
11,Prince Edward Island,2016,Both sexes,142910,22685,92510,27710,42.7,3.3,1.8,100,15.9,64.7,19.4
11,Prince Edward Island,2016,Male,69305,11575,45090,12640,41.7,3.6,1.9,100,16.7,65.1,18.2
11,Prince Edward Island,2016,Female,73600,11115,47415,15070,43.6,3.1,1.8,100,15.1,64.4,20.5
12,Nova Scotia,1851,Both sexes,277350,123490,143795,10065,22.5,14.3,1.1,100,44.5,51.8,3.6
12,Nova Scotia,1851,Male,139115,62870,71025,5215,22.5,13.6,1,100,45.2,51.1,3.7
12,Nova Scotia,1851,Female,138240,60620,72775,4850,22.6,15,1.1,100,43.9,52.6,3.5
12,Nova Scotia,1861,Both sexes,330870,132005,185495,13375,24.1,13.9,1.3,100,39.9,56.1,4
12,Nova Scotia,1861,Male,165590,67090,91425,7065,24.1,12.9,1.2,100,40.5,55.2,4.3
12,Nova Scotia,1861,Female,165280,64910,94065,6305,24,14.9,1.3,100,39.3,56.9,3.8
12,Nova Scotia,1871,Both sexes,387790,152470,217175,18150,24.6,12,1.3,100,39.3,56,4.7
12,Nova Scotia,1871,Male,193790,77600,106575,9625,24.6,11.1,1.2,100,40,55,5
12,Nova Scotia,1871,Female,194005,74875,110600,8530,24.6,13,1.3,100,38.6,57,4.4
12,Nova Scotia,1881,Both sexes,440570,166865,251395,22305,25.6,11.3,1.3,100,37.9,57.1,5.1
12,Nova Scotia,1881,Male,220540,85205,124130,11205,25.4,11.1,1.3,100,38.6,56.3,5.1
12,Nova Scotia,1881,Female,220030,81660,127265,11105,25.8,11.5,1.4,100,37.1,57.8,5
12,Nova Scotia,1891,Both sexes,450400,160165,263590,26640,26.9,9.9,1.4,100,35.6,58.5,5.9
12,Nova Scotia,1891,Male,227095,81835,132210,13055,26.7,10.1,1.4,100,36,58.2,5.7
12,Nova Scotia,1891,Female,223310,78335,131385,13590,27.1,9.7,1.4,100,35.1,58.8,6.1
12,Nova Scotia,1901,Both sexes,459565,155530,273225,30810,27.9,8.9,1.5,100,33.8,59.5,6.7
12,Nova Scotia,1901,Male,233645,79020,139690,14930,27.7,9.4,1.5,100,33.8,59.8,6.4
12,Nova Scotia,1901,Female,225925,76510,133535,15880,28.1,8.4,1.4,100,33.9,59.1,7
12,Nova Scotia,1911,Both sexes,492340,166305,289955,36075,28.2,8,1.4,100,33.8,58.9,7.3
12,Nova Scotia,1911,Male,251020,84365,149090,17560,28.2,8.5,1.5,100,33.6,59.4,7
12,Nova Scotia,1911,Female,241320,81940,140860,18520,28.4,7.6,1.4,100,34,58.4,7.7
12,Nova Scotia,1921,Both sexes,523840,177670,308245,37920,28.5,8.1,1.4,100,33.9,58.8,7.2
12,Nova Scotia,1921,Male,266470,90310,157580,18575,28.5,8.5,1.4,100,33.9,59.1,7
12,Nova Scotia,1921,Female,257370,87360,150665,19345,28.5,7.8,1.4,100,33.9,58.5,7.5
12,Nova Scotia,1931,Both sexes,512850,167020,305180,40650,29.4,7.5,1.5,100,32.6,59.5,7.9
12,Nova Scotia,1931,Male,263105,84690,158255,20160,29.5,7.9,1.5,100,32.2,60.1,7.7
12,Nova Scotia,1931,Female,249740,82330,146920,20495,29.4,7.2,1.4,100,33,58.8,8.2
12,Nova Scotia,1941,Both sexes,577960,168840,362095,47025,30.1,7.7,1.7,100,29.2,62.7,8.1
12,Nova Scotia,1941,Male,296040,85740,186975,23330,30.1,8,1.7,100,29,63.2,7.9
12,Nova Scotia,1941,Female,281920,83100,175120,23700,30.1,7.4,1.6,100,29.5,62.1,8.4
12,Nova Scotia,1951,Both sexes,642580,209485,378170,54925,29.8,6.9,1.4,100,32.6,58.9,8.5
12,Nova Scotia,1951,Male,324955,106705,191025,27220,29.8,7,1.4,100,32.8,58.8,8.4
12,Nova Scotia,1951,Female,317625,102780,187145,27700,29.9,6.8,1.4,100,32.4,58.9,8.7
12,Nova Scotia,1956,Both sexes,694715,235570,400240,58905,29.6,6.8,1.4,100,33.9,57.6,8.5
12,Nova Scotia,1956,Male,353180,120245,204055,28885,29.5,7.1,1.4,100,34,57.8,8.2
12,Nova Scotia,1956,Female,341535,115325,196180,30025,29.8,6.5,1.3,100,33.8,57.4,8.8
12,Nova Scotia,1961,Both sexes,737005,256330,417260,63420,29.6,6.6,1.3,100,34.8,56.6,8.6
12,Nova Scotia,1961,Male,374245,131195,212660,30385,29.3,7,1.3,100,35.1,56.8,8.1
12,Nova Scotia,1961,Female,362760,125130,204600,33030,29.9,6.2,1.3,100,34.5,56.4,9.1
12,Nova Scotia,1966,Both sexes,756045,254550,434205,67280,30.1,6.5,1.3,100,33.7,57.4,8.9
12,Nova Scotia,1966,Male,380520,130270,218960,31295,29.7,7,1.4,100,34.2,57.5,8.2
12,Nova Scotia,1966,Female,375520,124285,215250,35985,30.5,6,1.3,100,33.1,57.3,9.6
12,Nova Scotia,1971,Both sexes,788960,240765,475730,72470,31,6.6,1.5,100,30.5,60.3,9.2
12,Nova Scotia,1971,Male,396470,123390,240335,32745,30.4,7.3,1.5,100,31.1,60.6,8.3
12,Nova Scotia,1971,Female,392490,117380,235395,39720,31.7,5.9,1.5,100,29.9,60,10.1
12,Nova Scotia,1976,Both sexes,828570,223730,524100,80730,31.9,6.5,1.7,100,27,63.3,9.7
12,Nova Scotia,1976,Male,414155,114770,263405,35980,31.1,7.3,1.7,100,27.7,63.6,8.7
12,Nova Scotia,1976,Female,414420,108965,260700,44755,32.8,5.8,1.7,100,26.3,62.9,10.8
12,Nova Scotia,1981,Both sexes,847440,198495,556400,92555,33.3,6,1.9,100,23.4,65.7,10.9
12,Nova Scotia,1981,Male,419575,101740,277345,40495,32.4,6.8,1.9,100,24.2,66.1,9.7
12,Nova Scotia,1981,Female,427865,96750,279050,52060,34.2,5.4,1.9,100,22.6,65.2,12.2
12,Nova Scotia,1986,Both sexes,873180,187370,581970,103840,34.5,5.6,2,100,21.5,66.6,11.9
12,Nova Scotia,1986,Male,430570,95895,290590,44080,33.4,6.6,2.1,100,22.3,67.5,10.2
12,Nova Scotia,1986,Female,442605,91470,291380,59755,35.6,4.9,1.9,100,20.7,65.8,13.5
12,Nova Scotia,1991,Both sexes,899940,184360,602185,113400,35.7,5.3,2,100,20.5,66.9,12.6
12,Nova Scotia,1991,Male,441645,94025,299870,47755,34.6,6.3,2.1,100,21.3,67.9,10.8
12,Nova Scotia,1991,Female,458295,90335,302310,65650,36.7,4.6,1.9,100,19.7,66,14.3
12,Nova Scotia,1996,Both sexes,909280,180110,610060,119115,37,5.1,2,100,19.8,67.1,13.1
12,Nova Scotia,1996,Male,442350,92110,301120,49120,35.8,6.1,2.1,100,20.8,68.1,11.1
12,Nova Scotia,1996,Female,466930,87995,308940,70000,38.1,4.4,2,100,18.8,66.2,15
12,Nova Scotia,2001,Both sexes,908010,165025,616415,126565,38.8,4.9,2.1,100,18.2,67.9,13.9
12,Nova Scotia,2001,Male,439090,84165,301685,53235,37.7,5.7,2.2,100,19.2,68.7,12.1
12,Nova Scotia,2001,Female,468920,80860,314730,73330,39.8,4.3,2,100,17.2,67.1,15.6
12,Nova Scotia,2006,Both sexes,913460,146435,628810,138215,40.8,4.5,2.2,100,16,68.8,15.1
12,Nova Scotia,2006,Male,439830,74500,305915,59415,39.7,5.1,2.3,100,16.9,69.6,13.5
12,Nova Scotia,2006,Female,473630,71935,322895,78795,41.7,4.1,2.1,100,15.2,68.2,16.6
12,Nova Scotia,2011,Both sexes,921730,138215,630140,153370,42,4.1,2.2,100,15,68.4,16.6
12,Nova Scotia,2011,Male,445590,70775,306885,67925,41,4.5,2.2,100,15.9,68.9,15.2
12,Nova Scotia,2011,Female,476140,67440,323255,85445,43,3.8,2.1,100,14.2,67.9,17.9
12,Nova Scotia,2016,Both sexes,923595,133830,605950,183820,43.5,3.3,1.9,100,14.5,65.6,19.9
12,Nova Scotia,2016,Male,446885,68370,295105,83415,42.5,3.5,1.9,100,15.3,66,18.7
12,Nova Scotia,2016,Female,476715,65455,310850,100405,44.4,3.1,1.9,100,13.7,65.2,21.1
13,New Brunswick,1851,Both sexes,193805,84070,104835,4905,22.4,21.4,1.2,100,43.4,54.1,2.5
13,New Brunswick,1851,Male,99530,42810,53995,2725,23,19.8,1.2,100,43,54.3,2.7
13,New Brunswick,1851,Female,94275,41260,50830,2185,21.8,23.3,1.2,100,43.8,53.9,2.3
