REF_DATE,GEO,Number_of_Households
2007-07-01,Canada,12921000
2007-07-01,Manitoba,465000
2007-07-01,New Brunswick,305000
2007-07-01,Newfoundland and Labrador,202000
2007-07-01,Ontario,4791000
2007-07-01,Prince Edward Island,55000
2007-07-01,Quebec,3269000
2007-08-01,Alberta,1333000
2007-08-01,British Columbia,1711000
2007-08-01,Canada,12921000
2007-08-01,Manitoba,465000
2007-08-01,New Brunswick,305000
2007-08-01,Newfoundland and Labrador,202000
2007-08-01,Ontario,4791000
2007-08-01,Prince Edward Island,55000
2007-08-01,Quebec,3269000
2007-09-01,Alberta,1333000
2007-09-01,British Columbia,1711000
2007-09-01,Canada,12921000
2007-09-01,Manitoba,465000
2007-09-01,New Brunswick,305000
2007-09-01,Newfoundland and Labrador,202000
2007-09-01,Ontario,4791000
2007-09-01,Prince Edward Island,55000
2007-09-01,Quebec,3269000
2007-10-01,Alberta,1333000
2007-10-01,British Columbia,1711000
2007-10-01,Canada,12921000
2007-10-01,Manitoba,465000
2007-10-01,New Brunswick,305000
2007-10-01,Newfoundland and Labrador,202000
2007-10-01,Ontario,4791000
2007-10-01,Prince Edward Island,55000
2007-10-01,Quebec,3269000
2007-11-01,Alberta,1333000
2007-11-01,British Columbia,1711000
2007-11-01,Canada,12921000
2007-11-01,Manitoba,465000
2007-11-01,New Brunswick,305000
2007-11-01,Newfoundland and Labrador,202000
2007-11-01,Ontario,4791000
2007-11-01,Prince Edward Island,55000
2007-11-01,Quebec,3269000
2007-12-01,Alberta,1333000
2007-12-01,British Columbia,1711000
2007-12-01,Canada,12921000
2007-12-01,Manitoba,465000
2007-12-01,New Brunswick,305000
2007-12-01,Newfoundland and Labrador,202000
2007-12-01,Ontario,4791000
2007-12-01,Prince Edward Island,55000
2007-12-01,Quebec,3269000
2008-01-01,Alberta,1362000
2008-01-01,British Columbia,1732000
2008-01-01,Canada,13092000
2008-01-01,Manitoba,467000
2008-01-01,New Brunswick,307000
2008-01-01,Newfoundland and Labrador,204000
2008-01-01,Ontario,4851000
2008-01-01,Prince Edward Island,56000
2008-01-01,Quebec,3314000
2008-02-01,Alberta,1362000
2008-02-01,British Columbia,1732000
2008-02-01,Canada,13092000
2008-02-01,Manitoba,467000
2008-02-01,New Brunswick,307000
2008-02-01,Newfoundland and Labrador,204000
2008-02-01,Ontario,4851000
2008-02-01,Prince Edward Island,56000
2008-02-01,Quebec,3314000
2008-03-01,Alberta,1362000
2008-03-01,British Columbia,1732000
2008-03-01,Canada,13092000
2008-03-01,Manitoba,467000
2008-03-01,New Brunswick,307000
2008-03-01,Newfoundland and Labrador,204000
2008-03-01,Ontario,4851000
2008-03-01,Prince Edward Island,56000
2008-03-01,Quebec,3314000
2008-04-01,Alberta,1362000
2008-04-01,British Columbia,1732000
2008-04-01,Canada,13092000
2008-04-01,Manitoba,467000
2008-04-01,New Brunswick,307000
2008-04-01,Newfoundland and Labrador,204000
2008-04-01,Ontario,4851000
2008-04-01,Prince Edward Island,56000
2008-04-01,Quebec,3314000
2008-05-01,Alberta,1362000
2008-05-01,British Columbia,1732000
2008-05-01,Canada,13092000
2008-05-01,Manitoba,467000
2008-05-01,New Brunswick,307000
2008-05-01,Newfoundland and Labrador,204000
2008-05-01,Ontario,4851000
2008-05-01,Prince Edward Island,56000
2008-05-01,Quebec,3314000
2008-06-01,Alberta,1362000
2008-06-01,British Columbia,1732000
2008-06-01,Canada,13092000
2008-06-01,Manitoba,467000
2008-06-01,New Brunswick,307000
2008-06-01,Newfoundland and Labrador,204000
2008-06-01,Ontario,4851000
2008-06-01,Prince Edward Island,56000
2008-06-01,Quebec,3314000
2008-07-01,Alberta,1362000
2008-07-01,British Columbia,1732000
2008-07-01,Canada,13092000
2008-07-01,Manitoba,467000
2008-07-01,New Brunswick,307000
2008-07-01,Newfoundland and Labrador,204000
2008-07-01,Ontario,4851000
2008-07-01,Prince Edward Island,56000
2008-07-01,Quebec,3314000
2008-08-01,Alberta,1362000
2008-08-01,British Columbia,1732000
2008-08-01,Canada,13092000
2008-08-01,Manitoba,467000
2008-08-01,New Brunswick,307000
2008-08-01,Newfoundland and Labrador,204000
2008-08-01,Ontario,4851000
2008-08-01,Prince Edward Island,56000
2008-08-01,Quebec,3314000
2008-09-01,Alberta,1362000
2008-09-01,British Columbia,1732000
2008-09-01,Canada,13092000
2008-09-01,Manitoba,467000
2008-09-01,New Brunswick,307000
2008-09-01,Newfoundland and Labrador,204000
2008-09-01,Ontario,4851000
2008-09-01,Prince Edward Island,56000
2008-09-01,Quebec,3314000
2008-10-01,Alberta,1362000
2008-10-01,British Columbia,1732000
2008-10-01,Canada,13092000
2008-10-01,Manitoba,467000
2008-10-01,New Brunswick,307000
2008-10-01,Newfoundland and Labrador,204000
2008-10-01,Ontario,4851000
2008-10-01,Prince Edward Island,56000
2008-10-01,Quebec,3314000
2008-11-01,Alberta,1362000
2008-11-01,British Columbia,1732000
2008-11-01,Canada,13092000
2008-11-01,Manitoba,467000
2008-11-01,New Brunswick,307000
2008-11-01,Newfoundland and Labrador,204000
2008-11-01,Ontario,4851000
2008-11-01,Prince Edward Island,56000
2008-11-01,Quebec,3314000
2008-12-01,Alberta,1362000
2008-12-01,British Columbia,1732000
2008-12-01,Canada,13092000
2008-12-01,Manitoba,467000
2008-12-01,New Brunswick,307000
2008-12-01,Newfoundland and Labrador,204000
2008-12-01,Ontario,4851000
2008-12-01,Prince Edward Island,56000
2008-12-01,Quebec,3314000
2009-01-01,Alberta,1390000
2009-01-01,British Columbia,1753000
2009-01-01,Canada,13262000
2009-01-01,Manitoba,470000
2009-01-01,New Brunswick,310000
2009-01-01,Newfoundland and Labrador,207000
2009-01-01,Ontario,4910000
2009-01-01,Prince Edward Island,56000
2009-01-01,Quebec,3360000
2009-02-01,Alberta,1390000
2009-02-01,British Columbia,1753000
2009-02-01,Canada,13262000
2009-02-01,Manitoba,470000
2009-02-01,New Brunswick,310000
2009-02-01,Newfoundland and Labrador,207000
2009-02-01,Ontario,4910000
2009-02-01,Prince Edward Island,56000
2009-02-01,Quebec,3360000
2009-03-01,Alberta,1390000
2009-03-01,British Columbia,1753000
2009-03-01,Canada,13262000
2009-03-01,Manitoba,470000
2009-03-01,New Brunswick,310000
2009-03-01,Newfoundland and Labrador,207000
2009-03-01,Ontario,4910000
2009-03-01,Prince Edward Island,56000
2009-03-01,Quebec,3360000
2009-04-01,Alberta,1390000
2009-04-01,British Columbia,1753000
2009-04-01,Canada,13262000
2009-04-01,Manitoba,470000
2009-04-01,New Brunswick,310000
2009-04-01,Newfoundland and Labrador,207000
2009-04-01,Ontario,4910000
2009-04-01,Prince Edward Island,56000
2009-04-01,Quebec,3360000
2009-05-01,Alberta,1390000
2009-05-01,British Columbia,1753000
2009-05-01,Canada,13262000
2009-05-01,Manitoba,470000
2009-05-01,New Brunswick,310000
2009-05-01,Newfoundland and Labrador,207000
2009-05-01,Ontario,4910000
2009-05-01,Prince Edward Island,56000
2009-05-01,Quebec,3360000
2009-06-01,Alberta,1390000
2009-06-01,British Columbia,1753000
2009-06-01,Canada,13262000
2009-06-01,Manitoba,470000
2009-06-01,New Brunswick,310000
2009-06-01,Newfoundland and Labrador,207000
2009-06-01,Ontario,4910000
2009-06-01,Prince Edward Island,56000
2009-06-01,Quebec,3360000
2009-07-01,Alberta,1390000
2009-07-01,British Columbia,1753000
2009-07-01,Canada,13262000
2009-07-01,Manitoba,470000
2009-07-01,New Brunswick,310000
2009-07-01,Newfoundland and Labrador,207000
2009-07-01,Ontario,4910000
2009-07-01,Prince Edward Island,56000
2009-07-01,Quebec,3360000
2009-08-01,Alberta,1390000
2009-08-01,British Columbia,1753000
2009-08-01,Canada,13262000
2009-08-01,Manitoba,470000
2009-08-01,New Brunswick,310000
2009-08-01,Newfoundland and Labrador,207000
2009-08-01,Ontario,4910000
2009-08-01,Prince Edward Island,56000
2009-08-01,Quebec,3360000
2009-09-01,Alberta,1390000
2009-09-01,British Columbia,1753000
2009-09-01,Canada,13262000
2009-09-01,Manitoba,470000
2009-09-01,New Brunswick,310000
2009-09-01,Newfoundland and Labrador,207000
2009-09-01,Ontario,4910000
2009-09-01,Prince Edward Island,56000
2009-09-01,Quebec,3360000
2009-10-01,Alberta,1390000
2009-10-01,British Columbia,1753000
2009-10-01,Canada,13262000
2009-10-01,Manitoba,470000
2009-10-01,New Brunswick,310000
2009-10-01,Newfoundland and Labrador,207000
2009-10-01,Ontario,4910000
2009-10-01,Prince Edward Island,56000
2009-10-01,Quebec,3360000
2009-11-01,Alberta,1390000
2009-11-01,British Columbia,1753000
2009-11-01,Canada,13262000
2009-11-01,Manitoba,470000
2009-11-01,New Brunswick,310000
2009-11-01,Newfoundland and Labrador,207000
2009-11-01,Ontario,4910000
2009-11-01,Prince Edward Island,56000
2009-11-01,Quebec,3360000
2009-12-01,Alberta,1390000
2009-12-01,British Columbia,1753000
2009-12-01,Canada,13262000
2009-12-01,Manitoba,470000
2009-12-01,New Brunswick,310000
2009-12-01,Newfoundland and Labrador,207000
2009-12-01,Ontario,4910000
2009-12-01,Prince Edward Island,56000
2009-12-01,Quebec,3360000
2010-01-01,Alberta,1419000
2010-01-01,British Columbia,1774000
2010-01-01,Canada,13433000
2010-01-01,Manitoba,472000
2010-01-01,New Brunswick,312000
2010-01-01,Newfoundland and Labrador,209000
2010-01-01,Ontario,4970000
2010-01-01,Prince Edward Island,57000
2010-01-01,Quebec,3405000
2010-02-01,Alberta,1419000
2010-02-01,British Columbia,1774000
2010-02-01,Canada,13433000
2010-02-01,Manitoba,472000
2010-02-01,New Brunswick,312000
2010-02-01,Newfoundland and Labrador,209000
2010-02-01,Ontario,4970000
2010-02-01,Prince Edward Island,57000
2010-02-01,Quebec,3405000
2010-03-01,Alberta,1419000
2010-03-01,British Columbia,1774000
2010-03-01,Canada,13433000
2010-03-01,Manitoba,472000
2010-03-01,New Brunswick,312000
2010-03-01,Newfoundland and Labrador,209000
2010-03-01,Ontario,4970000
2010-03-01,Prince Edward Island,57000
2010-03-01,Quebec,3405000
2010-04-01,Alberta,1419000
2010-04-01,British Columbia,1774000
2010-04-01,Canada,13433000
2010-04-01,Manitoba,472000
2010-04-01,New Brunswick,312000
2010-04-01,Newfoundland and Labrador,209000
2010-04-01,Ontario,4970000
2010-04-01,Prince Edward Island,57000
2010-04-01,Quebec,3405000
2010-05-01,Alberta,1419000
2010-05-01,British Columbia,1774000
2010-05-01,Canada,13433000
2010-05-01,Manitoba,472000
2010-05-01,New Brunswick,312000
2010-05-01,Newfoundland and Labrador,209000
2010-05-01,Ontario,4970000
2010-05-01,Prince Edward Island,57000
2010-05-01,Quebec,3405000
2010-06-01,Alberta,1419000
2010-06-01,British Columbia,1774000
2010-06-01,Canada,13433000
2010-06-01,Manitoba,472000
2010-06-01,New Brunswick,312000
2010-06-01,Newfoundland and Labrador,209000
2010-06-01,Ontario,4970000
2010-06-01,Prince Edward Island,57000
2010-06-01,Quebec,3405000
2010-07-01,Alberta,1419000
2010-07-01,British Columbia,1774000
2010-07-01,Canada,13433000
2010-07-01,Manitoba,472000
2010-07-01,New Brunswick,312000
2010-07-01,Newfoundland and Labrador,209000
2010-07-01,Ontario,4970000
2010-07-01,Prince Edward Island,57000
2010-07-01,Quebec,3405000
2010-08-01,Alberta,1419000
2010-08-01,British Columbia,1774000
2010-08-01,Canada,13433000
2010-08-01,Manitoba,472000
2010-08-01,New Brunswick,312000
2010-08-01,Newfoundland and Labrador,209000
2010-08-01,Ontario,4970000
2010-08-01,Prince Edward Island,57000
2010-08-01,Quebec,3405000
2010-09-01,Alberta,1419000
2010-09-01,British Columbia,1774000
2010-09-01,Canada,13433000
2010-09-01,Manitoba,472000
2010-09-01,New Brunswick,312000
2010-09-01,Newfoundland and Labrador,209000
2010-09-01,Ontario,4970000
2010-09-01,Prince Edward Island,57000
2010-09-01,Quebec,3405000
2010-10-01,Alberta,1419000
2010-10-01,British Columbia,1774000
2010-10-01,Canada,13433000
2010-10-01,Manitoba,472000
2010-10-01,New Brunswick,312000
2010-10-01,Newfoundland and Labrador,209000
2010-10-01,Ontario,4970000
2010-10-01,Prince Edward Island,57000
2010-10-01,Quebec,3405000
2010-11-01,Alberta,1419000
2010-11-01,British Columbia,1774000
2010-11-01,Canada,13433000
2010-11-01,Manitoba,472000
2010-11-01,New Brunswick,312000
2010-11-01,Newfoundland and Labrador,209000
2010-11-01,Ontario,4970000
2010-11-01,Prince Edward Island,57000
2010-11-01,Quebec,3405000
2010-12-01,Alberta,1419000
2010-12-01,British Columbia,1774000
2010-12-01,Canada,13433000
2010-12-01,Manitoba,472000
2010-12-01,New Brunswick,312000
2010-12-01,Newfoundland and Labrador,209000
2010-12-01,Ontario,4970000
2010-12-01,Prince Edward Island,57000
2010-12-01,Quebec,3405000
2011-01-01,Alberta,1447000
2011-01-01,British Columbia,1795000
2011-01-01,Canada,13606000
2011-01-01,Manitoba,475000
2011-01-01,New Brunswick,315000
2011-01-01,Newfoundland and Labrador,212000
2011-01-01,Ontario,5030000
2011-01-01,Prince Edward Island,58000
2011-01-01,Quebec,3451000
2011-02-01,Alberta,1447000
2011-02-01,British Columbia,1795000
2011-02-01,Canada,13606000
2011-02-01,Manitoba,475000
2011-02-01,New Brunswick,315000
2011-02-01,Newfoundland and Labrador,212000
2011-02-01,Ontario,5030000
2011-02-01,Prince Edward Island,58000
2011-02-01,Quebec,3451000
2011-03-01,Alberta,1447000
2011-03-01,British Columbia,1795000
2011-03-01,Canada,13606000
2011-03-01,Manitoba,475000
2011-03-01,New Brunswick,315000
2011-03-01,Newfoundland and Labrador,212000
2011-03-01,Ontario,5030000
2011-03-01,Prince Edward Island,58000
2011-03-01,Quebec,3451000
2011-04-01,Alberta,1447000
2011-04-01,British Columbia,1795000
2011-04-01,Canada,13606000
2011-04-01,Manitoba,475000
2011-04-01,New Brunswick,315000
2011-04-01,Newfoundland and Labrador,212000
2011-04-01,Ontario,5030000
2011-04-01,Prince Edward Island,58000
2011-04-01,Quebec,3451000
2011-05-01,Alberta,1447000
2011-05-01,British Columbia,1795000
2011-05-01,Canada,13606000
2011-05-01,Manitoba,475000
2011-05-01,New Brunswick,315000
2011-05-01,Newfoundland and Labrador,212000
2011-05-01,Ontario,5030000
2011-05-01,Prince Edward Island,58000
2011-05-01,Quebec,3451000
2011-06-01,Alberta,1447000
2011-06-01,British Columbia,1795000
2011-06-01,Canada,13606000
2011-06-01,Manitoba,475000
2011-06-01,New Brunswick,315000
2011-06-01,Newfoundland and Labrador,212000
2011-06-01,Ontario,5030000
2011-06-01,Prince Edward Island,58000
2011-06-01,Quebec,3451000
2011-07-01,Alberta,1447000
2011-07-01,British Columbia,1795000
2011-07-01,Canada,13606000
2011-07-01,Manitoba,475000
2011-07-01,New Brunswick,315000
2011-07-01,Newfoundland and Labrador,212000
2011-07-01,Ontario,5030000
2011-07-01,Prince Edward Island,58000
2011-07-01,Quebec,3451000
2011-08-01,Alberta,1447000
2011-08-01,British Columbia,1795000
2011-08-01,Canada,13606000
2011-08-01,Manitoba,475000
2011-08-01,New Brunswick,315000
2011-08-01,Newfoundland and Labrador,212000
2011-08-01,Ontario,5030000
2011-08-01,Prince Edward Island,58000
2011-08-01,Quebec,3451000
2011-09-01,Alberta,1447000
2011-09-01,British Columbia,1795000
2011-09-01,Canada,13606000
2011-09-01,Manitoba,475000
2011-09-01,New Brunswick,315000
2011-09-01,Newfoundland and Labrador,212000
2011-09-01,Ontario,5030000
2011-09-01,Prince Edward Island,58000
2011-09-01,Quebec,3451000
2011-10-01,Alberta,1447000
2011-10-01,British Columbia,1795000
2011-10-01,Canada,13606000
2011-10-01,Manitoba,475000
2011-10-01,New Brunswick,315000
2011-10-01,Newfoundland and Labrador,212000
2011-10-01,Ontario,5030000
2011-10-01,Prince Edward Island,58000
2011-10-01,Quebec,3451000
2011-11-01,Alberta,1447000
2011-11-01,British Columbia,1795000
2011-11-01,Canada,13606000
2011-11-01,Manitoba,475000
2011-11-01,New Brunswick,315000
2011-11-01,Newfoundland and Labrador,212000
2011-11-01,Ontario,5030000
2011-11-01,Prince Edward Island,58000
2011-11-01,Quebec,3451000
2011-12-01,Alberta,1447000
2011-12-01,British Columbia,1795000
2011-12-01,Canada,13606000
2011-12-01,Manitoba,475000
2011-12-01,New Brunswick,315000
2011-12-01,Newfoundland and Labrador,212000
2011-12-01,Ontario,5030000
2011-12-01,Prince Edward Island,58000
2011-12-01,Quebec,3451000
2012-01-01,Alberta,1494000
2012-01-01,British Columbia,1821000
2012-01-01,Canada,13807000
2012-01-01,Manitoba,481000
2012-01-01,New Brunswick,317000
2012-01-01,Newfoundland and Labrador,213000
2012-01-01,Ontario,5101000
2012-01-01,Prince Edward Island,59000
2012-01-01,Quebec,3489000
2012-02-01,Alberta,1494000
2012-02-01,British Columbia,1821000
2012-02-01,Canada,13807000
2012-02-01,Manitoba,481000
2012-02-01,New Brunswick,317000
2012-02-01,Newfoundland and Labrador,213000
2012-02-01,Ontario,5101000
2012-02-01,Prince Edward Island,59000
2012-02-01,Quebec,3489000
2012-03-01,Alberta,1494000
2012-03-01,British Columbia,1821000
2012-03-01,Canada,13807000
2012-03-01,Manitoba,481000
2012-03-01,New Brunswick,317000
2012-03-01,Newfoundland and Labrador,213000
2012-03-01,Ontario,5101000
2012-03-01,Prince Edward Island,59000
2012-03-01,Quebec,3489000
2012-04-01,Alberta,1494000
2012-04-01,British Columbia,1821000
2012-04-01,Canada,13807000
2012-04-01,Manitoba,481000
2012-04-01,New Brunswick,317000
2012-04-01,Newfoundland and Labrador,213000
2012-04-01,Ontario,5101000
2012-04-01,Prince Edward Island,59000
2012-04-01,Quebec,3489000
2012-05-01,Alberta,1494000
2012-05-01,British Columbia,1821000
2012-05-01,Canada,13807000
2012-05-01,Manitoba,481000
2012-05-01,New Brunswick,317000
2012-05-01,Newfoundland and Labrador,213000
2012-05-01,Ontario,5101000
2012-05-01,Prince Edward Island,59000
2012-05-01,Quebec,3489000
2012-06-01,Alberta,1494000
2012-06-01,British Columbia,1821000
2012-06-01,Canada,13807000
2012-06-01,Manitoba,481000
2012-06-01,New Brunswick,317000
2012-06-01,Newfoundland and Labrador,213000
2012-06-01,Ontario,5101000
2012-06-01,Prince Edward Island,59000
2012-06-01,Quebec,3489000
2012-07-01,Alberta,1494000
2012-07-01,British Columbia,1821000
2012-07-01,Canada,13807000
2012-07-01,Manitoba,481000
2012-07-01,New Brunswick,317000
2012-07-01,Newfoundland and Labrador,213000
2012-07-01,Ontario,5101000
2012-07-01,Prince Edward Island,59000
2012-07-01,Quebec,3489000
2012-08-01,Alberta,1494000
2012-08-01,British Columbia,1821000
2012-08-01,Canada,13807000
2012-08-01,Manitoba,481000
2012-08-01,New Brunswick,317000
2012-08-01,Newfoundland and Labrador,213000
2012-08-01,Ontario,5101000
2012-08-01,Prince Edward Island,59000
2012-08-01,Quebec,3489000
2012-09-01,Alberta,1494000
2012-09-01,British Columbia,1821000
2012-09-01,Canada,13807000
2012-09-01,Manitoba,481000
2012-09-01,New Brunswick,317000
2012-09-01,Newfoundland and Labrador,213000
2012-09-01,Ontario,5101000
2012-09-01,Prince Edward Island,59000
2012-09-01,Quebec,3489000
2012-10-01,Alberta,1494000
2012-10-01,British Columbia,1821000
2012-10-01,Canada,13807000
2012-10-01,Manitoba,481000
2012-10-01,New Brunswick,317000
2012-10-01,Newfoundland and Labrador,213000
2012-10-01,Ontario,5101000
2012-10-01,Prince Edward Island,59000
2012-10-01,Quebec,3489000
2012-11-01,Alberta,1494000
2012-11-01,British Columbia,1821000
2012-11-01,Canada,13807000
2012-11-01,Manitoba,481000
2012-11-01,New Brunswick,317000
2012-11-01,Newfoundland and Labrador,213000
2012-11-01,Ontario,5101000
2012-11-01,Prince Edward Island,59000
2012-11-01,Quebec,3489000
2012-12-01,Alberta,1494000
2012-12-01,British Columbia,1821000
2012-12-01,Canada,13807000
2012-12-01,Manitoba,481000
2012-12-01,New Brunswick,317000
2012-12-01,Newfoundland and Labrador,213000
2012-12-01,Ontario,5101000
2012-12-01,Prince Edward Island,59000
2012-12-01,Quebec,3489000
2013-01-01,Alberta,1541000
2013-01-01,British Columbia,1847000
2013-01-01,Canada,14007000
2013-01-01,Manitoba,487000
2013-01-01,New Brunswick,318000
2013-01-01,Newfoundland and Labrador,214000
2013-01-01,Ontario,5172000
2013-01-01,Prince Edward Island,59000
2013-01-01,Quebec,3528000
2013-02-01,Alberta,1541000
2013-02-01,British Columbia,1847000
2013-02-01,Canada,14007000
2013-02-01,Manitoba,487000
2013-02-01,New Brunswick,318000
2013-02-01,Newfoundland and Labrador,214000
2013-02-01,Ontario,5172000
2013-02-01,Prince Edward Island,59000
2013-02-01,Quebec,3528000
2013-03-01,Alberta,1541000
2013-03-01,British Columbia,1847000
2013-03-01,Canada,14007000
2013-03-01,Manitoba,487000
2013-03-01,New Brunswick,318000
2013-03-01,Newfoundland and Labrador,214000
2013-03-01,Ontario,5172000
2013-03-01,Prince Edward Island,59000
2013-03-01,Quebec,3528000
2013-04-01,Alberta,1541000
2013-04-01,British Columbia,1847000
2013-04-01,Canada,14007000
2013-04-01,Manitoba,487000
2013-04-01,New Brunswick,318000
2013-04-01,Newfoundland and Labrador,214000
2013-04-01,Ontario,5172000
2013-04-01,Prince Edward Island,59000
2013-04-01,Quebec,3528000
2013-05-01,Alberta,1541000
2013-05-01,British Columbia,1847000
2013-05-01,Canada,14007000
2013-05-01,Manitoba,487000
2013-05-01,New Brunswick,318000
2013-05-01,Newfoundland and Labrador,214000
2013-05-01,Ontario,5172000
2013-05-01,Prince Edward Island,59000
2013-05-01,Quebec,3528000
2013-06-01,Alberta,1541000
2013-06-01,British Columbia,1847000
2013-06-01,Canada,14007000
2013-06-01,Manitoba,487000
2013-06-01,New Brunswick,318000
2013-06-01,Newfoundland and Labrador,214000
2013-06-01,Ontario,5172000
2013-06-01,Prince Edward Island,59000
2013-06-01,Quebec,3528000
2013-07-01,Alberta,1541000
2013-07-01,British Columbia,1847000
2013-07-01,Canada,14007000
2013-07-01,Manitoba,487000
2013-07-01,New Brunswick,318000
2013-07-01,Newfoundland and Labrador,214000
2013-07-01,Ontario,5172000
2013-07-01,Prince Edward Island,59000
2013-07-01,Quebec,3528000
2013-08-01,Alberta,1541000
2013-08-01,British Columbia,1847000
2013-08-01,Canada,14007000
2013-08-01,Manitoba,487000
2013-08-01,New Brunswick,318000
2013-08-01,Newfoundland and Labrador,214000
2013-08-01,Ontario,5172000
2013-08-01,Prince Edward Island,59000
2013-08-01,Quebec,3528000
2013-09-01,Alberta,1541000
2013-09-01,British Columbia,1847000
2013-09-01,Canada,14007000
2013-09-01,Manitoba,487000
2013-09-01,New Brunswick,318000
2013-09-01,Newfoundland and Labrador,214000
2013-09-01,Ontario,5172000
2013-09-01,Prince Edward Island,59000
2013-09-01,Quebec,3528000
2013-10-01,Alberta,1541000
2013-10-01,British Columbia,1847000
2013-10-01,Canada,14007000
2013-10-01,Manitoba,487000
2013-10-01,New Brunswick,318000
2013-10-01,Newfoundland and Labrador,214000
2013-10-01,Ontario,5172000
2013-10-01,Prince Edward Island,59000
2013-10-01,Quebec,3528000
2013-11-01,Alberta,1541000
2013-11-01,British Columbia,1847000
2013-11-01,Canada,14007000
2013-11-01,Manitoba,487000
2013-11-01,New Brunswick,318000
2013-11-01,Newfoundland and Labrador,214000
2013-11-01,Ontario,5172000
2013-11-01,Prince Edward Island,59000
2013-11-01,Quebec,3528000
2013-12-01,Alberta,1541000
2013-12-01,British Columbia,1847000
2013-12-01,Canada,14007000
2013-12-01,Manitoba,487000
2013-12-01,New Brunswick,318000
2013-12-01,Newfoundland and Labrador,214000
2013-12-01,Ontario,5172000
2013-12-01,Prince Edward Island,59000
2013-12-01,Quebec,3528000
2014-01-01,Alberta,1588000
2014-01-01,British Columbia,1873000
2014-01-01,Canada,14207000
2014-01-01,Manitoba,493000
2014-01-01,New Brunswick,320000
2014-01-01,Newfoundland and Labrador,215000
2014-01-01,Ontario,5243000
2014-01-01,Prince Edward Island,60000
2014-01-01,Quebec,3566000
2014-02-01,Alberta,1588000
2014-02-01,British Columbia,1873000
2014-02-01,Canada,14207000
2014-02-01,Manitoba,493000
2014-02-01,New Brunswick,320000
2014-02-01,Newfoundland and Labrador,215000
2014-02-01,Ontario,5243000
2014-02-01,Prince Edward Island,60000
2014-02-01,Quebec,3566000
2014-03-01,Alberta,1588000
2014-03-01,British Columbia,1873000
2014-03-01,Canada,14207000
2014-03-01,Manitoba,493000
2014-03-01,New Brunswick,320000
2014-03-01,Newfoundland and Labrador,215000
2014-03-01,Ontario,5243000
2014-03-01,Prince Edward Island,60000
2014-03-01,Quebec,3566000
2014-04-01,Alberta,1588000
2014-04-01,British Columbia,1873000
2014-04-01,Canada,14207000
2014-04-01,Manitoba,493000
2014-04-01,New Brunswick,320000
2014-04-01,Newfoundland and Labrador,215000
2014-04-01,Ontario,5243000
2014-04-01,Prince Edward Island,60000
2014-04-01,Quebec,3566000
2014-05-01,Alberta,1588000
2014-05-01,British Columbia,1873000
2014-05-01,Canada,14207000
2014-05-01,Manitoba,493000
2014-05-01,New Brunswick,320000
2014-05-01,Newfoundland and Labrador,215000
2014-05-01,Ontario,5243000
2014-05-01,Prince Edward Island,60000
2014-05-01,Quebec,3566000
2014-06-01,Alberta,1588000
2014-06-01,British Columbia,1873000
2014-06-01,Canada,14207000
2014-06-01,Manitoba,493000
2014-06-01,New Brunswick,320000
2014-06-01,Newfoundland and Labrador,215000
2014-06-01,Ontario,5243000
2014-06-01,Prince Edward Island,60000
2014-06-01,Quebec,3566000
2014-07-01,Alberta,1588000
2014-07-01,British Columbia,1873000
2014-07-01,Canada,14207000
2014-07-01,Manitoba,493000
2014-07-01,New Brunswick,320000
2014-07-01,Newfoundland and Labrador,215000
2014-07-01,Ontario,5243000
2014-07-01,Prince Edward Island,60000
2014-07-01,Quebec,3566000
2014-08-01,Alberta,1588000
2014-08-01,British Columbia,1873000
2014-08-01,Canada,14207000
2014-08-01,Manitoba,493000
2014-08-01,New Brunswick,320000
2014-08-01,Newfoundland and Labrador,215000
2014-08-01,Ontario,5243000
2014-08-01,Prince Edward Island,60000
2014-08-01,Quebec,3566000
2014-09-01,Alberta,1588000
2014-09-01,British Columbia,1873000
2014-09-01,Canada,14207000
2014-09-01,Manitoba,493000
2014-09-01,New Brunswick,320000
2014-09-01,Newfoundland and Labrador,215000
2014-09-01,Ontario,5243000
2014-09-01,Prince Edward Island,60000
2014-09-01,Quebec,3566000
2014-10-01,Alberta,1588000
2014-10-01,British Columbia,1873000
2014-10-01,Canada,14207000
2014-10-01,Manitoba,493000
2014-10-01,New Brunswick,320000
2014-10-01,Newfoundland and Labrador,215000
2014-10-01,Ontario,5243000
2014-10-01,Prince Edward Island,60000
2014-10-01,Quebec,3566000
2014-11-01,Alberta,1588000
2014-11-01,British Columbia,1873000
2014-11-01,Canada,14207000
2014-11-01,Manitoba,493000
2014-11-01,New Brunswick,320000
2014-11-01,Newfoundland and Labrador,215000
2014-11-01,Ontario,5243000
2014-11-01,Prince Edward Island,60000
2014-11-01,Quebec,3566000
2014-12-01,Alberta,1588000
2014-12-01,British Columbia,1873000
2014-12-01,Canada,14207000
2014-12-01,Manitoba,493000
2014-12-01,New Brunswick,320000
2014-12-01,Newfoundland and Labrador,215000
2014-12-01,Ontario,5243000
2014-12-01,Prince Edward Island,60000
2014-12-01,Quebec,3566000
2015-01-01,Alberta,1634000
2015-01-01,British Columbia,1899000
2015-01-01,Canada,14408000
2015-01-01,Manitoba,499000
2015-01-01,New Brunswick,322000
2015-01-01,Newfoundland and Labrador,216000
2015-01-01,Ontario,5314000
2015-01-01,Prince Edward Island,61000
2015-01-01,Quebec,3605000
