REF_DATE,Province,Number_of_Households
2006-12,New Brunswick,302
2006-12,Newfoundland and Labrador,199
2006-12,Nova Scotia,386
2006-12,Ontario,4731
2006-12,Prince Edward Island,54
2006-12,Quebec,3223
2006-12,Saskatchewan,396
2007-01,Alberta,1333
2007-01,British Columbia,1711
2007-01,Manitoba,465
2007-01,New Brunswick,305
2007-01,Newfoundland and Labrador,202
2007-01,Nova Scotia,389
2007-01,Ontario,4791
2007-01,Prince Edward Island,55
2007-01,Quebec,3269
2007-01,Saskatchewan,401
2007-02,Alberta,1333
2007-02,British Columbia,1711
2007-02,Manitoba,465
2007-02,New Brunswick,305
2007-02,Newfoundland and Labrador,202
2007-02,Nova Scotia,389
2007-02,Ontario,4791
2007-02,Prince Edward Island,55
2007-02,Quebec,3269
2007-02,Saskatchewan,401
2007-03,Alberta,1333
2007-03,British Columbia,1711
2007-03,Manitoba,465
2007-03,New Brunswick,305
2007-03,Newfoundland and Labrador,202
2007-03,Nova Scotia,389
2007-03,Ontario,4791
2007-03,Prince Edward Island,55
2007-03,Quebec,3269
2007-03,Saskatchewan,401
2007-04,Alberta,1333
2007-04,British Columbia,1711
2007-04,Manitoba,465
2007-04,New Brunswick,305
2007-04,Newfoundland and Labrador,202
2007-04,Nova Scotia,389
2007-04,Ontario,4791
2007-04,Prince Edward Island,55
2007-04,Quebec,3269
2007-04,Saskatchewan,401
2007-05,Alberta,1333
2007-05,British Columbia,1711
2007-05,Manitoba,465
2007-05,New Brunswick,305
2007-05,Newfoundland and Labrador,202
2007-05,Nova Scotia,389
2007-05,Ontario,4791
2007-05,Prince Edward Island,55
2007-05,Quebec,3269
2007-05,Saskatchewan,401
2007-06,Alberta,1333
2007-06,British Columbia,1711
2007-06,Manitoba,465
2007-06,New Brunswick,305
2007-06,Newfoundland and Labrador,202
2007-06,Nova Scotia,389
2007-06,Ontario,4791
2007-06,Prince Edward Island,55
2007-06,Quebec,3269
2007-06,Saskatchewan,401
2007-07,Alberta,1333
2007-07,British Columbia,1711
2007-07,Manitoba,465
2007-07,New Brunswick,305
2007-07,Newfoundland and Labrador,202
2007-07,Nova Scotia,389
2007-07,Ontario,4791
2007-07,Prince Edward Island,55
2007-07,Quebec,3269
2007-07,Saskatchewan,401
2007-08,Alberta,1333
2007-08,British Columbia,1711
2007-08,Manitoba,465
2007-08,New Brunswick,305
2007-08,Newfoundland and Labrador,202
2007-08,Nova Scotia,389
2007-08,Ontario,4791
2007-08,Prince Edward Island,55
2007-08,Quebec,3269
2007-08,Saskatchewan,401
2007-09,Alberta,1333
2007-09,British Columbia,1711
2007-09,Manitoba,465
2007-09,New Brunswick,305
2007-09,Newfoundland and Labrador,202
2007-09,Nova Scotia,389
2007-09,Ontario,4791
2007-09,Prince Edward Island,55
2007-09,Quebec,3269
2007-09,Saskatchewan,401
2007-10,Alberta,1333
2007-10,British Columbia,1711
2007-10,Manitoba,465
2007-10,New Brunswick,305
2007-10,Newfoundland and Labrador,202
2007-10,Nova Scotia,389
2007-10,Ontario,4791
2007-10,Prince Edward Island,55
2007-10,Quebec,3269
2007-10,Saskatchewan,401
2007-11,Alberta,1333
2007-11,British Columbia,1711
2007-11,Manitoba,465
2007-11,New Brunswick,305
2007-11,Newfoundland and Labrador,202
2007-11,Nova Scotia,389
2007-11,Ontario,4791
2007-11,Prince Edward Island,55
2007-11,Quebec,3269
2007-11,Saskatchewan,401
2007-12,Alberta,1333
2007-12,British Columbia,1711
2007-12,Manitoba,465
2007-12,New Brunswick,305
2007-12,Newfoundland and Labrador,202
2007-12,Nova Scotia,389
2007-12,Ontario,4791
2007-12,Prince Edward Island,55
2007-12,Quebec,3269
2007-12,Saskatchewan,401
2008-01,Alberta,1362
2008-01,British Columbia,1732
2008-01,Manitoba,467
2008-01,New Brunswick,307
2008-01,Newfoundland and Labrador,204
2008-01,Nova Scotia,392
2008-01,Ontario,4851
2008-01,Prince Edward Island,56
2008-01,Quebec,3314
2008-01,Saskatchewan,407
2008-02,Alberta,1362
2008-02,British Columbia,1732
2008-02,Manitoba,467
2008-02,New Brunswick,307
2008-02,Newfoundland and Labrador,204
2008-02,Nova Scotia,392
2008-02,Ontario,4851
2008-02,Prince Edward Island,56
2008-02,Quebec,3314
2008-02,Saskatchewan,407
2008-03,Alberta,1362
2008-03,British Columbia,1732
2008-03,Manitoba,467
2008-03,New Brunswick,307
2008-03,Newfoundland and Labrador,204
2008-03,Nova Scotia,392
2008-03,Ontario,4851
2008-03,Prince Edward Island,56
2008-03,Quebec,3314
2008-03,Saskatchewan,407
2008-04,Alberta,1362
2008-04,British Columbia,1732
2008-04,Manitoba,467
2008-04,New Brunswick,307
2008-04,Newfoundland and Labrador,204
2008-04,Nova Scotia,392
2008-04,Ontario,4851
2008-04,Prince Edward Island,56
2008-04,Quebec,3314
2008-04,Saskatchewan,407
2008-05,Alberta,1362
2008-05,British Columbia,1732
2008-05,Manitoba,467
2008-05,New Brunswick,307
2008-05,Newfoundland and Labrador,204
2008-05,Nova Scotia,392
2008-05,Ontario,4851
2008-05,Prince Edward Island,56
2008-05,Quebec,3314
2008-05,Saskatchewan,407
2008-06,Alberta,1362
2008-06,British Columbia,1732
2008-06,Manitoba,467
2008-06,New Brunswick,307
2008-06,Newfoundland and Labrador,204
2008-06,Nova Scotia,392
2008-06,Ontario,4851
2008-06,Prince Edward Island,56
2008-06,Quebec,3314
2008-06,Saskatchewan,407
2008-07,Alberta,1362
2008-07,British Columbia,1732
2008-07,Manitoba,467
2008-07,New Brunswick,307
2008-07,Newfoundland and Labrador,204
2008-07,Nova Scotia,392
2008-07,Ontario,4851
2008-07,Prince Edward Island,56
2008-07,Quebec,3314
2008-07,Saskatchewan,407
2008-08,Alberta,1362
2008-08,British Columbia,1732
2008-08,Manitoba,467
2008-08,New Brunswick,307
2008-08,Newfoundland and Labrador,204
2008-08,Nova Scotia,392
2008-08,Ontario,4851
2008-08,Prince Edward Island,56
2008-08,Quebec,3314
2008-08,Saskatchewan,407
2008-09,Alberta,1362
2008-09,British Columbia,1732
2008-09,Manitoba,467
2008-09,New Brunswick,307
2008-09,Newfoundland and Labrador,204
2008-09,Nova Scotia,392
2008-09,Ontario,4851
2008-09,Prince Edward Island,56
2008-09,Quebec,3314
2008-09,Saskatchewan,407
2008-10,Alberta,1362
2008-10,British Columbia,1732
2008-10,Manitoba,467
2008-10,New Brunswick,307
2008-10,Newfoundland and Labrador,204
2008-10,Nova Scotia,392
2008-10,Ontario,4851
2008-10,Prince Edward Island,56
2008-10,Quebec,3314
2008-10,Saskatchewan,407
2008-11,Alberta,1362
2008-11,British Columbia,1732
2008-11,Manitoba,467
2008-11,New Brunswick,307
2008-11,Newfoundland and Labrador,204
2008-11,Nova Scotia,392
2008-11,Ontario,4851
2008-11,Prince Edward Island,56
2008-11,Quebec,3314
2008-11,Saskatchewan,407
2008-12,Alberta,1362
2008-12,British Columbia,1732
2008-12,Manitoba,467
2008-12,New Brunswick,307
2008-12,Newfoundland and Labrador,204
2008-12,Nova Scotia,392
2008-12,Ontario,4851
2008-12,Prince Edward Island,56
2008-12,Quebec,3314
2008-12,Saskatchewan,407
2009-01,Alberta,1390
2009-01,British Columbia,1753
2009-01,Manitoba,470
2009-01,New Brunswick,310
2009-01,Newfoundland and Labrador,207
2009-01,Nova Scotia,394
2009-01,Ontario,4910
2009-01,Prince Edward Island,56
2009-01,Quebec,3360
2009-01,Saskatchewan,412
2009-02,Alberta,1390
2009-02,British Columbia,1753
2009-02,Manitoba,470
2009-02,New Brunswick,310
2009-02,Newfoundland and Labrador,207
2009-02,Nova Scotia,394
2009-02,Ontario,4910
2009-02,Prince Edward Island,56
2009-02,Quebec,3360
2009-02,Saskatchewan,412
2009-03,Alberta,1390
2009-03,British Columbia,1753
2009-03,Manitoba,470
2009-03,New Brunswick,310
2009-03,Newfoundland and Labrador,207
2009-03,Nova Scotia,394
2009-03,Ontario,4910
2009-03,Prince Edward Island,56
2009-03,Quebec,3360
2009-03,Saskatchewan,412
2009-04,Alberta,1390
2009-04,British Columbia,1753
2009-04,Manitoba,470
2009-04,New Brunswick,310
2009-04,Newfoundland and Labrador,207
2009-04,Nova Scotia,394
2009-04,Ontario,4910
2009-04,Prince Edward Island,56
2009-04,Quebec,3360
2009-04,Saskatchewan,412
2009-05,Alberta,1390
2009-05,British Columbia,1753
2009-05,Manitoba,470
2009-05,New Brunswick,310
2009-05,Newfoundland and Labrador,207
2009-05,Nova Scotia,394
2009-05,Ontario,4910
2009-05,Prince Edward Island,56
2009-05,Quebec,3360
2009-05,Saskatchewan,412
2009-06,Alberta,1390
2009-06,British Columbia,1753
2009-06,Manitoba,470
2009-06,New Brunswick,310
2009-06,Newfoundland and Labrador,207
2009-06,Nova Scotia,394
2009-06,Ontario,4910
2009-06,Prince Edward Island,56
2009-06,Quebec,3360
2009-06,Saskatchewan,412
2009-07,Alberta,1390
2009-07,British Columbia,1753
2009-07,Manitoba,470
2009-07,New Brunswick,310
2009-07,Newfoundland and Labrador,207
2009-07,Nova Scotia,394
2009-07,Ontario,4910
2009-07,Prince Edward Island,56
2009-07,Quebec,3360
2009-07,Saskatchewan,412
2009-08,Alberta,1390
2009-08,British Columbia,1753
2009-08,Manitoba,470
2009-08,New Brunswick,310
2009-08,Newfoundland and Labrador,207
2009-08,Nova Scotia,394
2009-08,Ontario,4910
2009-08,Prince Edward Island,56
2009-08,Quebec,3360
2009-08,Saskatchewan,412
2009-09,Alberta,1390
2009-09,British Columbia,1753
2009-09,Manitoba,470
2009-09,New Brunswick,310
2009-09,Newfoundland and Labrador,207
2009-09,Nova Scotia,394
2009-09,Ontario,4910
2009-09,Prince Edward Island,56
2009-09,Quebec,3360
2009-09,Saskatchewan,412
2009-10,Alberta,1390
2009-10,British Columbia,1753
2009-10,Manitoba,470
2009-10,New Brunswick,310
2009-10,Newfoundland and Labrador,207
2009-10,Nova Scotia,394
2009-10,Ontario,4910
2009-10,Prince Edward Island,56
2009-10,Quebec,3360
2009-10,Saskatchewan,412
2009-11,Alberta,1390
2009-11,British Columbia,1753
2009-11,Manitoba,470
2009-11,New Brunswick,310
2009-11,Newfoundland and Labrador,207
2009-11,Nova Scotia,394
2009-11,Ontario,4910
2009-11,Prince Edward Island,56
2009-11,Quebec,3360
2009-11,Saskatchewan,412
2009-12,Alberta,1390
2009-12,British Columbia,1753
2009-12,Manitoba,470
2009-12,New Brunswick,310
2009-12,Newfoundland and Labrador,207
2009-12,Nova Scotia,394
2009-12,Ontario,4910
2009-12,Prince Edward Island,56
2009-12,Quebec,3360
2009-12,Saskatchewan,412
2010-01,Alberta,1419
2010-01,British Columbia,1774
2010-01,Manitoba,472
2010-01,New Brunswick,312
2010-01,Newfoundland and Labrador,209
2010-01,Nova Scotia,397
2010-01,Ontario,4970
2010-01,Prince Edward Island,57
2010-01,Quebec,3405
2010-01,Saskatchewan,418
2010-02,Alberta,1419
2010-02,British Columbia,1774
2010-02,Manitoba,472
2010-02,New Brunswick,312
2010-02,Newfoundland and Labrador,209
2010-02,Nova Scotia,397
2010-02,Ontario,4970
2010-02,Prince Edward Island,57
2010-02,Quebec,3405
2010-02,Saskatchewan,418
2010-03,Alberta,1419
2010-03,British Columbia,1774
2010-03,Manitoba,472
2010-03,New Brunswick,312
2010-03,Newfoundland and Labrador,209
2010-03,Nova Scotia,397
2010-03,Ontario,4970
2010-03,Prince Edward Island,57
2010-03,Quebec,3405
2010-03,Saskatchewan,418
2010-04,Alberta,1419
2010-04,British Columbia,1774
2010-04,Manitoba,472
2010-04,New Brunswick,312
2010-04,Newfoundland and Labrador,209
2010-04,Nova Scotia,397
2010-04,Ontario,4970
2010-04,Prince Edward Island,57
2010-04,Quebec,3405
2010-04,Saskatchewan,418
2010-05,Alberta,1419
2010-05,British Columbia,1774
2010-05,Manitoba,472
2010-05,New Brunswick,312
2010-05,Newfoundland and Labrador,209
2010-05,Nova Scotia,397
2010-05,Ontario,4970
2010-05,Prince Edward Island,57
2010-05,Quebec,3405
2010-05,Saskatchewan,418
2010-06,Alberta,1419
2010-06,British Columbia,1774
2010-06,Manitoba,472
2010-06,New Brunswick,312
2010-06,Newfoundland and Labrador,209
2010-06,Nova Scotia,397
2010-06,Ontario,4970
2010-06,Prince Edward Island,57
2010-06,Quebec,3405
2010-06,Saskatchewan,418
2010-07,Alberta,1419
2010-07,British Columbia,1774
2010-07,Manitoba,472
2010-07,New Brunswick,312
2010-07,Newfoundland and Labrador,209
2010-07,Nova Scotia,397
2010-07,Ontario,4970
2010-07,Prince Edward Island,57
2010-07,Quebec,3405
2010-07,Saskatchewan,418
2010-08,Alberta,1419
2010-08,British Columbia,1774
2010-08,Manitoba,472
2010-08,New Brunswick,312
2010-08,Newfoundland and Labrador,209
2010-08,Nova Scotia,397
2010-08,Ontario,4970
2010-08,Prince Edward Island,57
2010-08,Quebec,3405
2010-08,Saskatchewan,418
2010-09,Alberta,1419
2010-09,British Columbia,1774
2010-09,Manitoba,472
2010-09,New Brunswick,312
2010-09,Newfoundland and Labrador,209
2010-09,Nova Scotia,397
2010-09,Ontario,4970
2010-09,Prince Edward Island,57
2010-09,Quebec,3405
2010-09,Saskatchewan,418
2010-10,Alberta,1419
2010-10,British Columbia,1774
2010-10,Manitoba,472
2010-10,New Brunswick,312
2010-10,Newfoundland and Labrador,209
2010-10,Nova Scotia,397
2010-10,Ontario,4970
2010-10,Prince Edward Island,57
2010-10,Quebec,3405
2010-10,Saskatchewan,418
2010-11,Alberta,1419
2010-11,British Columbia,1774
2010-11,Manitoba,472
2010-11,New Brunswick,312
2010-11,Newfoundland and Labrador,209
2010-11,Nova Scotia,397
2010-11,Ontario,4970
2010-11,Prince Edward Island,57
2010-11,Quebec,3405
2010-11,Saskatchewan,418
2010-12,Alberta,1419
2010-12,British Columbia,1774
2010-12,Manitoba,472
2010-12,New Brunswick,312
2010-12,Newfoundland and Labrador,209
2010-12,Nova Scotia,397
2010-12,Ontario,4970
2010-12,Prince Edward Island,57
2010-12,Quebec,3405
2010-12,Saskatchewan,418
2011-01,Alberta,1447
2011-01,British Columbia,1795
2011-01,Manitoba,475
2011-01,New Brunswick,315
2011-01,Newfoundland and Labrador,212
2011-01,Nova Scotia,400
2011-01,Ontario,5030
2011-01,Prince Edward Island,58
2011-01,Quebec,3451
2011-01,Saskatchewan,423
2011-02,Alberta,1447
2011-02,British Columbia,1795
2011-02,Manitoba,475
2011-02,New Brunswick,315
2011-02,Newfoundland and Labrador,212
2011-02,Nova Scotia,400
2011-02,Ontario,5030
2011-02,Prince Edward Island,58
2011-02,Quebec,3451
2011-02,Saskatchewan,423
2011-03,Alberta,1447
2011-03,British Columbia,1795
2011-03,Manitoba,475
2011-03,New Brunswick,315
2011-03,Newfoundland and Labrador,212
2011-03,Nova Scotia,400
2011-03,Ontario,5030
2011-03,Prince Edward Island,58
2011-03,Quebec,3451
2011-03,Saskatchewan,423
2011-04,Alberta,1447
2011-04,British Columbia,1795
2011-04,Manitoba,475
2011-04,New Brunswick,315
2011-04,Newfoundland and Labrador,212
2011-04,Nova Scotia,400
2011-04,Ontario,5030
2011-04,Prince Edward Island,58
2011-04,Quebec,3451
2011-04,Saskatchewan,423
2011-05,Alberta,1447
2011-05,British Columbia,1795
2011-05,Manitoba,475
2011-05,New Brunswick,315
2011-05,Newfoundland and Labrador,212
2011-05,Nova Scotia,400
2011-05,Ontario,5030
2011-05,Prince Edward Island,58
2011-05,Quebec,3451
2011-05,Saskatchewan,423
2011-06,Alberta,1447
2011-06,British Columbia,1795
2011-06,Manitoba,475
2011-06,New Brunswick,315
2011-06,Newfoundland and Labrador,212
2011-06,Nova Scotia,400
2011-06,Ontario,5030
2011-06,Prince Edward Island,58
2011-06,Quebec,3451
2011-06,Saskatchewan,423
2011-07,Alberta,1447
2011-07,British Columbia,1795
2011-07,Manitoba,475
2011-07,New Brunswick,315
2011-07,Newfoundland and Labrador,212
2011-07,Nova Scotia,400
2011-07,Ontario,5030
2011-07,Prince Edward Island,58
2011-07,Quebec,3451
2011-07,Saskatchewan,423
2011-08,Alberta,1447
2011-08,British Columbia,1795
2011-08,Manitoba,475
2011-08,New Brunswick,315
2011-08,Newfoundland and Labrador,212
2011-08,Nova Scotia,400
2011-08,Ontario,5030
2011-08,Prince Edward Island,58
2011-08,Quebec,3451
2011-08,Saskatchewan,423
2011-09,Alberta,1447
2011-09,British Columbia,1795
2011-09,Manitoba,475
2011-09,New Brunswick,315
2011-09,Newfoundland and Labrador,212
2011-09,Nova Scotia,400
2011-09,Ontario,5030
2011-09,Prince Edward Island,58
2011-09,Quebec,3451
2011-09,Saskatchewan,423
2011-10,Alberta,1447
2011-10,British Columbia,1795
2011-10,Manitoba,475
2011-10,New Brunswick,315
2011-10,Newfoundland and Labrador,212
2011-10,Nova Scotia,400
2011-10,Ontario,5030
2011-10,Prince Edward Island,58
2011-10,Quebec,3451
2011-10,Saskatchewan,423
2011-11,Alberta,1447
2011-11,British Columbia,1795
2011-11,Manitoba,475
2011-11,New Brunswick,315
2011-11,Newfoundland and Labrador,212
2011-11,Nova Scotia,400
2011-11,Ontario,5030
2011-11,Prince Edward Island,58
2011-11,Quebec,3451
2011-11,Saskatchewan,423
2011-12,Alberta,1447
2011-12,British Columbia,1795
2011-12,Manitoba,475
2011-12,New Brunswick,315
2011-12,Newfoundland and Labrador,212
2011-12,Nova Scotia,400
2011-12,Ontario,5030
2011-12,Prince Edward Island,58
2011-12,Quebec,3451
2011-12,Saskatchewan,423
2012-01,Alberta,1494
2012-01,British Columbia,1821
2012-01,Manitoba,481
2012-01,New Brunswick,317
2012-01,Newfoundland and Labrador,213
2012-01,Nova Scotia,402
2012-01,Ontario,5101
2012-01,Prince Edward Island,59
2012-01,Quebec,3489
2012-01,Saskatchewan,430
2012-02,Alberta,1494
2012-02,British Columbia,1821
2012-02,Manitoba,481
2012-02,New Brunswick,317
2012-02,Newfoundland and Labrador,213
2012-02,Nova Scotia,402
2012-02,Ontario,5101
2012-02,Prince Edward Island,59
2012-02,Quebec,3489
2012-02,Saskatchewan,430
2012-03,Alberta,1494
2012-03,British Columbia,1821
2012-03,Manitoba,481
2012-03,New Brunswick,317
2012-03,Newfoundland and Labrador,213
2012-03,Nova Scotia,402
2012-03,Ontario,5101
2012-03,Prince Edward Island,59
2012-03,Quebec,3489
2012-03,Saskatchewan,430
2012-04,Alberta,1494
2012-04,British Columbia,1821
2012-04,Manitoba,481
2012-04,New Brunswick,317
2012-04,Newfoundland and Labrador,213
2012-04,Nova Scotia,402
2012-04,Ontario,5101
2012-04,Prince Edward Island,59
2012-04,Quebec,3489
2012-04,Saskatchewan,430
2012-05,Alberta,1494
2012-05,British Columbia,1821
2012-05,Manitoba,481
2012-05,New Brunswick,317
2012-05,Newfoundland and Labrador,213
2012-05,Nova Scotia,402
2012-05,Ontario,5101
2012-05,Prince Edward Island,59
2012-05,Quebec,3489
2012-05,Saskatchewan,430
2012-06,Alberta,1494
2012-06,British Columbia,1821
2012-06,Manitoba,481
2012-06,New Brunswick,317
2012-06,Newfoundland and Labrador,213
2012-06,Nova Scotia,402
2012-06,Ontario,5101
2012-06,Prince Edward Island,59
2012-06,Quebec,3489
2012-06,Saskatchewan,430
2012-07,Alberta,1494
2012-07,British Columbia,1821
2012-07,Manitoba,481
2012-07,New Brunswick,317
2012-07,Newfoundland and Labrador,213
2012-07,Nova Scotia,402
2012-07,Ontario,5101
2012-07,Prince Edward Island,59
2012-07,Quebec,3489
2012-07,Saskatchewan,430
2012-08,Alberta,1494
2012-08,British Columbia,1821
2012-08,Manitoba,481
2012-08,New Brunswick,317
2012-08,Newfoundland and Labrador,213
2012-08,Nova Scotia,402
2012-08,Ontario,5101
2012-08,Prince Edward Island,59
2012-08,Quebec,3489
2012-08,Saskatchewan,430
2012-09,Alberta,1494
2012-09,British Columbia,1821
2012-09,Manitoba,481
2012-09,New Brunswick,317
2012-09,Newfoundland and Labrador,213
2012-09,Nova Scotia,402
2012-09,Ontario,5101
2012-09,Prince Edward Island,59
2012-09,Quebec,3489
2012-09,Saskatchewan,430
2012-10,Alberta,1494
2012-10,British Columbia,1821
2012-10,Manitoba,481
2012-10,New Brunswick,317
2012-10,Newfoundland and Labrador,213
2012-10,Nova Scotia,402
2012-10,Ontario,5101
2012-10,Prince Edward Island,59
2012-10,Quebec,3489
2012-10,Saskatchewan,430
2012-11,Alberta,1494
2012-11,British Columbia,1821
2012-11,Manitoba,481
2012-11,New Brunswick,317
2012-11,Newfoundland and Labrador,213
2012-11,Nova Scotia,402
2012-11,Ontario,5101
2012-11,Prince Edward Island,59
2012-11,Quebec,3489
2012-11,Saskatchewan,430
2012-12,Alberta,1494
2012-12,British Columbia,1821
2012-12,Manitoba,481
2012-12,New Brunswick,317
2012-12,Newfoundland and Labrador,213
2012-12,Nova Scotia,402
2012-12,Ontario,5101
2012-12,Prince Edward Island,59
2012-12,Quebec,3489
2012-12,Saskatchewan,430
2013-01,Alberta,1541
2013-01,British Columbia,1847
2013-01,Manitoba,487
2013-01,New Brunswick,318
2013-01,Newfoundland and Labrador,214
2013-01,Nova Scotia,404
2013-01,Ontario,5172
2013-01,Prince Edward Island,59
2013-01,Quebec,3528
2013-01,Saskatchewan,437
2013-02,Alberta,1541
2013-02,British Columbia,1847
2013-02,Manitoba,487
2013-02,New Brunswick,318
2013-02,Newfoundland and Labrador,214
2013-02,Nova Scotia,404
2013-02,Ontario,5172
2013-02,Prince Edward Island,59
2013-02,Quebec,3528
2013-02,Saskatchewan,437
2013-03,Alberta,1541
2013-03,British Columbia,1847
2013-03,Manitoba,487
2013-03,New Brunswick,318
2013-03,Newfoundland and Labrador,214
2013-03,Nova Scotia,404
2013-03,Ontario,5172
2013-03,Prince Edward Island,59
2013-03,Quebec,3528
2013-03,Saskatchewan,437
2013-04,Alberta,1541
2013-04,British Columbia,1847
2013-04,Manitoba,487
2013-04,New Brunswick,318
2013-04,Newfoundland and Labrador,214
2013-04,Nova Scotia,404
2013-04,Ontario,5172
2013-04,Prince Edward Island,59
2013-04,Quebec,3528
2013-04,Saskatchewan,437
2013-05,Alberta,1541
2013-05,British Columbia,1847
2013-05,Manitoba,487
2013-05,New Brunswick,318
2013-05,Newfoundland and Labrador,214
2013-05,Nova Scotia,404
2013-05,Ontario,5172
2013-05,Prince Edward Island,59
2013-05,Quebec,3528
2013-05,Saskatchewan,437
2013-06,Alberta,1541
2013-06,British Columbia,1847
2013-06,Manitoba,487
2013-06,New Brunswick,318
2013-06,Newfoundland and Labrador,214
2013-06,Nova Scotia,404
2013-06,Ontario,5172
2013-06,Prince Edward Island,59
2013-06,Quebec,3528
2013-06,Saskatchewan,437
2013-07,Alberta,1541
2013-07,British Columbia,1847
2013-07,Manitoba,487
2013-07,New Brunswick,318
2013-07,Newfoundland and Labrador,214
2013-07,Nova Scotia,404
2013-07,Ontario,5172
2013-07,Prince Edward Island,59
2013-07,Quebec,3528
2013-07,Saskatchewan,437
2013-08,Alberta,1541
2013-08,British Columbia,1847
2013-08,Manitoba,487
2013-08,New Brunswick,318
2013-08,Newfoundland and Labrador,214
2013-08,Nova Scotia,404
2013-08,Ontario,5172
2013-08,Prince Edward Island,59
2013-08,Quebec,3528
2013-08,Saskatchewan,437
2013-09,Alberta,1541
2013-09,British Columbia,1847
2013-09,Manitoba,487
2013-09,New Brunswick,318
2013-09,Newfoundland and Labrador,214
2013-09,Nova Scotia,404
2013-09,Ontario,5172
2013-09,Prince Edward Island,59
2013-09,Quebec,3528
2013-09,Saskatchewan,437
2013-10,Alberta,1541
2013-10,British Columbia,1847
2013-10,Manitoba,487
2013-10,New Brunswick,318
2013-10,Newfoundland and Labrador,214
2013-10,Nova Scotia,404
2013-10,Ontario,5172
2013-10,Prince Edward Island,59
2013-10,Quebec,3528
2013-10,Saskatchewan,437
2013-11,Alberta,1541
2013-11,British Columbia,1847
2013-11,Manitoba,487
2013-11,New Brunswick,318
2013-11,Newfoundland and Labrador,214
2013-11,Nova Scotia,404
2013-11,Ontario,5172
2013-11,Prince Edward Island,59
2013-11,Quebec,3528
2013-11,Saskatchewan,437
2013-12,Alberta,1541
2013-12,British Columbia,1847
2013-12,Manitoba,487
2013-12,New Brunswick,318
2013-12,Newfoundland and Labrador,214
2013-12,Nova Scotia,404
2013-12,Ontario,5172
2013-12,Prince Edward Island,59
2013-12,Quebec,3528
2013-12,Saskatchewan,437
2014-01,Alberta,1588
2014-01,British Columbia,1873
2014-01,Manitoba,493
2014-01,New Brunswick,320
2014-01,Newfoundland and Labrador,215
2014-01,Nova Scotia,405
2014-01,Ontario,5243
2014-01,Prince Edward Island,60
2014-01,Quebec,3566
2014-01,Saskatchewan,444
2014-02,Alberta,1588
2014-02,British Columbia,1873
2014-02,Manitoba,493
2014-02,New Brunswick,320
2014-02,Newfoundland and Labrador,215
2014-02,Nova Scotia,405
2014-02,Ontario,5243
2014-02,Prince Edward Island,60
2014-02,Quebec,3566
2014-02,Saskatchewan,444
2014-03,Alberta,1588
2014-03,British Columbia,1873
2014-03,Manitoba,493
2014-03,New Brunswick,320
2014-03,Newfoundland and Labrador,215
2014-03,Nova Scotia,405
2014-03,Ontario,5243
2014-03,Prince Edward Island,60
2014-03,Quebec,3566
2014-03,Saskatchewan,444
2014-04,Alberta,1588
2014-04,British Columbia,1873
2014-04,Manitoba,493
2014-04,New Brunswick,320
2014-04,Newfoundland and Labrador,215
2014-04,Nova Scotia,405
2014-04,Ontario,5243
2014-04,Prince Edward Island,60
2014-04,Quebec,3566
2014-04,Saskatchewan,444
2014-05,Alberta,1588
2014-05,British Columbia,1873
2014-05,Manitoba,493
2014-05,New Brunswick,320
2014-05,Newfoundland and Labrador,215
2014-05,Nova Scotia,405
2014-05,Ontario,5243
2014-05,Prince Edward Island,60
2014-05,Quebec,3566
2014-05,Saskatchewan,444
2014-06,Alberta,1588
2014-06,British Columbia,1873
2014-06,Manitoba,493
2014-06,New Brunswick,320
2014-06,Newfoundland and Labrador,215
2014-06,Nova Scotia,405
2014-06,Ontario,5243
2014-06,Prince Edward Island,60
2014-06,Quebec,3566
2014-06,Saskatchewan,444
2014-07,Alberta,1588
2014-07,British Columbia,1873
2014-07,Manitoba,493
2014-07,New Brunswick,320
2014-07,Newfoundland and Labrador,215
2014-07,Nova Scotia,405
2014-07,Ontario,5243
2014-07,Prince Edward Island,60
2014-07,Quebec,3566
2014-07,Saskatchewan,444
2014-08,Alberta,1588
2014-08,British Columbia,1873
2014-08,Manitoba,493
2014-08,New Brunswick,320
2014-08,Newfoundland and Labrador,215
2014-08,Nova Scotia,405
2014-08,Ontario,5243
2014-08,Prince Edward Island,60
2014-08,Quebec,3566
2014-08,Saskatchewan,444
2014-09,Alberta,1588
2014-09,British Columbia,1873
2014-09,Manitoba,493
2014-09,New Brunswick,320
2014-09,Newfoundland and Labrador,215
2014-09,Nova Scotia,405
2014-09,Ontario,5243
2014-09,Prince Edward Island,60
2014-09,Quebec,3566
2014-09,Saskatchewan,444
2014-10,Alberta,1588
2014-10,British Columbia,1873
2014-10,Manitoba,493
2014-10,New Brunswick,320
2014-10,Newfoundland and Labrador,215
2014-10,Nova Scotia,405
2014-10,Ontario,5243
2014-10,Prince Edward Island,60
2014-10,Quebec,3566
2014-10,Saskatchewan,444
2014-11,Alberta,1588
2014-11,British Columbia,1873
2014-11,Manitoba,493
2014-11,New Brunswick,320
2014-11,Newfoundland and Labrador,215
2014-11,Nova Scotia,405
2014-11,Ontario,5243
2014-11,Prince Edward Island,60
2014-11,Quebec,3566
2014-11,Saskatchewan,444
2014-12,Alberta,1588
2014-12,British Columbia,1873
2014-12,Manitoba,493
2014-12,New Brunswick,320
2014-12,Newfoundland and Labrador,215
2014-12,Nova Scotia,405
2014-12,Ontario,5243
