REF_DATE,Province,Number_of_Households
2014-12,Prince Edward Island,60
2014-12,Quebec,3566
2014-12,Saskatchewan,444
2015-01,Alberta,1634
2015-01,British Columbia,1899
2015-01,Manitoba,499
2015-01,New Brunswick,322
2015-01,Newfoundland and Labrador,216
2015-01,Nova Scotia,407
2015-01,Ontario,5314
2015-01,Prince Edward Island,61
2015-01,Quebec,3605
2015-01,Saskatchewan,451
2015-02,Alberta,1634
2015-02,British Columbia,1899
2015-02,Manitoba,499
2015-02,New Brunswick,322
2015-02,Newfoundland and Labrador,216
2015-02,Nova Scotia,407
2015-02,Ontario,5314
2015-02,Prince Edward Island,61
2015-02,Quebec,3605
2015-02,Saskatchewan,451
2015-03,Alberta,1634
2015-03,British Columbia,1899
2015-03,Manitoba,499
2015-03,New Brunswick,322
2015-03,Newfoundland and Labrador,216
2015-03,Nova Scotia,407
2015-03,Ontario,5314
2015-03,Prince Edward Island,61
2015-03,Quebec,3605
2015-03,Saskatchewan,451
2015-04,Alberta,1634
2015-04,British Columbia,1899
2015-04,Manitoba,499
2015-04,New Brunswick,322
2015-04,Newfoundland and Labrador,216
2015-04,Nova Scotia,407
2015-04,Ontario,5314
2015-04,Prince Edward Island,61
2015-04,Quebec,3605
2015-04,Saskatchewan,451
2015-05,Alberta,1634
2015-05,British Columbia,1899
2015-05,Manitoba,499
2015-05,New Brunswick,322
2015-05,Newfoundland and Labrador,216
2015-05,Nova Scotia,407
2015-05,Ontario,5314
2015-05,Prince Edward Island,61
2015-05,Quebec,3605
2015-05,Saskatchewan,451
2015-06,Alberta,1634
2015-06,British Columbia,1899
2015-06,Manitoba,499
2015-06,New Brunswick,322
2015-06,Newfoundland and Labrador,216
2015-06,Nova Scotia,407
2015-06,Ontario,5314
2015-06,Prince Edward Island,61
2015-06,Quebec,3605
2015-06,Saskatchewan,451
2015-07,Alberta,1634
2015-07,British Columbia,1899
2015-07,Manitoba,499
2015-07,New Brunswick,322
2015-07,Newfoundland and Labrador,216
2015-07,Nova Scotia,407
2015-07,Ontario,5314
2015-07,Prince Edward Island,61
2015-07,Quebec,3605
2015-07,Saskatchewan,451
2015-08,Alberta,1634
2015-08,British Columbia,1899
2015-08,Manitoba,499
2015-08,New Brunswick,322
2015-08,Newfoundland and Labrador,216
2015-08,Nova Scotia,407
2015-08,Ontario,5314
2015-08,Prince Edward Island,61
2015-08,Quebec,3605
2015-08,Saskatchewan,451
2015-09,Alberta,1634
2015-09,British Columbia,1899
2015-09,Manitoba,499
2015-09,New Brunswick,322
2015-09,Newfoundland and Labrador,216
2015-09,Nova Scotia,407
2015-09,Ontario,5314
2015-09,Prince Edward Island,61
2015-09,Quebec,3605
2015-09,Saskatchewan,451
2015-10,Alberta,1634
2015-10,British Columbia,1899
2015-10,Manitoba,499
2015-10,New Brunswick,322
2015-10,Newfoundland and Labrador,216
2015-10,Nova Scotia,407
2015-10,Ontario,5314
2015-10,Prince Edward Island,61
2015-10,Quebec,3605
2015-10,Saskatchewan,451
2015-11,Alberta,1634
2015-11,British Columbia,1899
2015-11,Manitoba,499
2015-11,New Brunswick,322
2015-11,Newfoundland and Labrador,216
2015-11,Nova Scotia,407
2015-11,Ontario,5314
2015-11,Prince Edward Island,61
2015-11,Quebec,3605
2015-11,Saskatchewan,451
2015-12,Alberta,1634
2015-12,British Columbia,1899
2015-12,Manitoba,499
2015-12,New Brunswick,322
2015-12,Newfoundland and Labrador,216
2015-12,Nova Scotia,407
2015-12,Ontario,5314
2015-12,Prince Edward Island,61
2015-12,Quebec,3605
2015-12,Saskatchewan,451
2016-01,Alberta,1681
2016-01,British Columbia,1924
2016-01,Manitoba,504
2016-01,New Brunswick,323
2016-01,Newfoundland and Labrador,217
2016-01,Nova Scotia,409
2016-01,Ontario,5385
2016-01,Prince Edward Island,61
2016-01,Quebec,3643
2016-01,Saskatchewan,459
2016-02,Alberta,1681
2016-02,British Columbia,1924
2016-02,Manitoba,504
2016-02,New Brunswick,323
2016-02,Newfoundland and Labrador,217
2016-02,Nova Scotia,409
2016-02,Ontario,5385
2016-02,Prince Edward Island,61
2016-02,Quebec,3643
2016-02,Saskatchewan,459
2016-03,Alberta,1681
2016-03,British Columbia,1924
2016-03,Manitoba,504
2016-03,New Brunswick,323
2016-03,Newfoundland and Labrador,217
2016-03,Nova Scotia,409
2016-03,Ontario,5385
2016-03,Prince Edward Island,61
2016-03,Quebec,3643
2016-03,Saskatchewan,459
2016-04,Alberta,1681
2016-04,British Columbia,1924
2016-04,Manitoba,504
2016-04,New Brunswick,323
2016-04,Newfoundland and Labrador,217
2016-04,Nova Scotia,409
2016-04,Ontario,5385
2016-04,Prince Edward Island,61
2016-04,Quebec,3643
2016-04,Saskatchewan,459
2016-05,Alberta,1681
2016-05,British Columbia,1924
2016-05,Manitoba,504
2016-05,New Brunswick,323
2016-05,Newfoundland and Labrador,217
2016-05,Nova Scotia,409
2016-05,Ontario,5385
2016-05,Prince Edward Island,61
2016-05,Quebec,3643
2016-05,Saskatchewan,459
2016-06,Alberta,1681
2016-06,British Columbia,1924
2016-06,Manitoba,504
2016-06,New Brunswick,323
2016-06,Newfoundland and Labrador,217
2016-06,Nova Scotia,409
2016-06,Ontario,5385
2016-06,Prince Edward Island,61
2016-06,Quebec,3643
2016-06,Saskatchewan,459
2016-07,Alberta,1681
2016-07,British Columbia,1924
2016-07,Manitoba,504
2016-07,New Brunswick,323
2016-07,Newfoundland and Labrador,217
2016-07,Nova Scotia,409
2016-07,Ontario,5385
2016-07,Prince Edward Island,61
2016-07,Quebec,3643
2016-07,Saskatchewan,459
2016-08,Alberta,1681
2016-08,British Columbia,1924
2016-08,Manitoba,504
2016-08,New Brunswick,323
2016-08,Newfoundland and Labrador,217
2016-08,Nova Scotia,409
2016-08,Ontario,5385
2016-08,Prince Edward Island,61
2016-08,Quebec,3643
2016-08,Saskatchewan,459
2016-09,Alberta,1681
2016-09,British Columbia,1924
2016-09,Manitoba,504
2016-09,New Brunswick,323
2016-09,Newfoundland and Labrador,217
2016-09,Nova Scotia,409
2016-09,Ontario,5385
2016-09,Prince Edward Island,61
2016-09,Quebec,3643
2016-09,Saskatchewan,459
2016-10,Alberta,1681
2016-10,British Columbia,1924
2016-10,Manitoba,504
2016-10,New Brunswick,323
2016-10,Newfoundland and Labrador,217
2016-10,Nova Scotia,409
2016-10,Ontario,5385
2016-10,Prince Edward Island,61
2016-10,Quebec,3643
2016-10,Saskatchewan,459
2016-11,Alberta,1681
2016-11,British Columbia,1924
2016-11,Manitoba,504
2016-11,New Brunswick,323
2016-11,Newfoundland and Labrador,217
2016-11,Nova Scotia,409
2016-11,Ontario,5385
2016-11,Prince Edward Island,61
2016-11,Quebec,3643
2016-11,Saskatchewan,459
2016-12,Alberta,1681
2016-12,British Columbia,1924
2016-12,Manitoba,504
2016-12,New Brunswick,323
2016-12,Newfoundland and Labrador,217
2016-12,Nova Scotia,409
2016-12,Ontario,5385
2016-12,Prince Edward Island,61
2016-12,Quebec,3643
2016-12,Saskatchewan,459
2017-01,Alberta,1725
2017-01,British Columbia,1956
2017-01,Manitoba,511
2017-01,New Brunswick,325
2017-01,Newfoundland and Labrador,218
2017-01,Nova Scotia,411
2017-01,Ontario,5460
2017-01,Prince Edward Island,62
2017-01,Quebec,3678
2017-01,Saskatchewan,464
2017-02,Alberta,1725
2017-02,British Columbia,1956
2017-02,Manitoba,511
2017-02,New Brunswick,325
2017-02,Newfoundland and Labrador,218
2017-02,Nova Scotia,411
2017-02,Ontario,5460
2017-02,Prince Edward Island,62
2017-02,Quebec,3678
2017-02,Saskatchewan,464
2017-03,Alberta,1725
2017-03,British Columbia,1956
2017-03,Manitoba,511
2017-03,New Brunswick,325
2017-03,Newfoundland and Labrador,218
2017-03,Nova Scotia,411
2017-03,Ontario,5460
2017-03,Prince Edward Island,62
2017-03,Quebec,3678
2017-03,Saskatchewan,464
2017-04,Alberta,1725
2017-04,British Columbia,1956
2017-04,Manitoba,511
2017-04,New Brunswick,325
2017-04,Newfoundland and Labrador,218
2017-04,Nova Scotia,411
2017-04,Ontario,5460
2017-04,Prince Edward Island,62
2017-04,Quebec,3678
2017-04,Saskatchewan,464
2017-05,Alberta,1725
2017-05,British Columbia,1956
2017-05,Manitoba,511
2017-05,New Brunswick,325
2017-05,Newfoundland and Labrador,218
2017-05,Nova Scotia,411
2017-05,Ontario,5460
2017-05,Prince Edward Island,62
2017-05,Quebec,3678
2017-05,Saskatchewan,464
2017-06,Alberta,1725
2017-06,British Columbia,1956
2017-06,Manitoba,511
2017-06,New Brunswick,325
2017-06,Newfoundland and Labrador,218
2017-06,Nova Scotia,411
2017-06,Ontario,5460
2017-06,Prince Edward Island,62
2017-06,Quebec,3678
2017-06,Saskatchewan,464
2017-07,Alberta,1725
2017-07,British Columbia,1956
2017-07,Manitoba,511
2017-07,New Brunswick,325
2017-07,Newfoundland and Labrador,218
2017-07,Nova Scotia,411
2017-07,Ontario,5460
2017-07,Prince Edward Island,62
2017-07,Quebec,3678
2017-07,Saskatchewan,464
2017-08,Alberta,1725
2017-08,British Columbia,1956
2017-08,Manitoba,511
2017-08,New Brunswick,325
2017-08,Newfoundland and Labrador,218
2017-08,Nova Scotia,411
2017-08,Ontario,5460
2017-08,Prince Edward Island,62
2017-08,Quebec,3678
2017-08,Saskatchewan,464
2017-09,Alberta,1725
2017-09,British Columbia,1956
2017-09,Manitoba,511
2017-09,New Brunswick,325
2017-09,Newfoundland and Labrador,218
2017-09,Nova Scotia,411
2017-09,Ontario,5460
2017-09,Prince Edward Island,62
2017-09,Quebec,3678
2017-09,Saskatchewan,464
2017-10,Alberta,1725
2017-10,British Columbia,1956
2017-10,Manitoba,511
2017-10,New Brunswick,325
2017-10,Newfoundland and Labrador,218
2017-10,Nova Scotia,411
2017-10,Ontario,5460
2017-10,Prince Edward Island,62
2017-10,Quebec,3678
2017-10,Saskatchewan,464
2017-11,Alberta,1725
2017-11,British Columbia,1956
2017-11,Manitoba,511
2017-11,New Brunswick,325
2017-11,Newfoundland and Labrador,218
2017-11,Nova Scotia,411
2017-11,Ontario,5460
2017-11,Prince Edward Island,62
2017-11,Quebec,3678
2017-11,Saskatchewan,464
2017-12,Alberta,1725
2017-12,British Columbia,1956
2017-12,Manitoba,511
2017-12,New Brunswick,325
2017-12,Newfoundland and Labrador,218
2017-12,Nova Scotia,411
2017-12,Ontario,5460
2017-12,Prince Edward Island,62
2017-12,Quebec,3678
2017-12,Saskatchewan,464
2018-01,Alberta,1768
2018-01,British Columbia,1987
2018-01,Manitoba,518
2018-01,New Brunswick,327
2018-01,Newfoundland and Labrador,218
2018-01,Nova Scotia,414
2018-01,Ontario,5535
2018-01,Prince Edward Island,63
2018-01,Quebec,3712
2018-01,Saskatchewan,470
2018-02,Alberta,1768
2018-02,British Columbia,1987
2018-02,Manitoba,518
2018-02,New Brunswick,327
2018-02,Newfoundland and Labrador,218
2018-02,Nova Scotia,414
2018-02,Ontario,5535
2018-02,Prince Edward Island,63
2018-02,Quebec,3712
2018-02,Saskatchewan,470
2018-03,Alberta,1768
2018-03,British Columbia,1987
2018-03,Manitoba,518
2018-03,New Brunswick,327
2018-03,Newfoundland and Labrador,218
2018-03,Nova Scotia,414
2018-03,Ontario,5535
2018-03,Prince Edward Island,63
2018-03,Quebec,3712
2018-03,Saskatchewan,470
2018-04,Alberta,1768
2018-04,British Columbia,1987
2018-04,Manitoba,518
2018-04,New Brunswick,327
2018-04,Newfoundland and Labrador,218
2018-04,Nova Scotia,414
2018-04,Ontario,5535
2018-04,Prince Edward Island,63
2018-04,Quebec,3712
2018-04,Saskatchewan,470
2018-05,Alberta,1768
2018-05,British Columbia,1987
2018-05,Manitoba,518
2018-05,New Brunswick,327
2018-05,Newfoundland and Labrador,218
2018-05,Nova Scotia,414
2018-05,Ontario,5535
2018-05,Prince Edward Island,63
2018-05,Quebec,3712
2018-05,Saskatchewan,470
2018-06,Alberta,1768
2018-06,British Columbia,1987
2018-06,Manitoba,518
2018-06,New Brunswick,327
2018-06,Newfoundland and Labrador,218
2018-06,Nova Scotia,414
2018-06,Ontario,5535
2018-06,Prince Edward Island,63
2018-06,Quebec,3712
2018-06,Saskatchewan,470
2018-07,Alberta,1768
2018-07,British Columbia,1987
2018-07,Manitoba,518
2018-07,New Brunswick,327
2018-07,Newfoundland and Labrador,218
2018-07,Nova Scotia,414
2018-07,Ontario,5535
2018-07,Prince Edward Island,63
2018-07,Quebec,3712
2018-07,Saskatchewan,470
2018-08,Alberta,1768
2018-08,British Columbia,1987
2018-08,Manitoba,518
2018-08,New Brunswick,327
2018-08,Newfoundland and Labrador,218
2018-08,Nova Scotia,414
2018-08,Ontario,5535
2018-08,Prince Edward Island,63
2018-08,Quebec,3712
2018-08,Saskatchewan,470
2018-09,Alberta,1768
2018-09,British Columbia,1987
2018-09,Manitoba,518
2018-09,New Brunswick,327
2018-09,Newfoundland and Labrador,218
2018-09,Nova Scotia,414
2018-09,Ontario,5535
2018-09,Prince Edward Island,63
2018-09,Quebec,3712
2018-09,Saskatchewan,470
2018-10,Alberta,1768
2018-10,British Columbia,1987
2018-10,Manitoba,518
2018-10,New Brunswick,327
2018-10,Newfoundland and Labrador,218
2018-10,Nova Scotia,414
2018-10,Ontario,5535
2018-10,Prince Edward Island,63
2018-10,Quebec,3712
2018-10,Saskatchewan,470
2018-11,Alberta,1768
2018-11,British Columbia,1987
2018-11,Manitoba,518
2018-11,New Brunswick,327
2018-11,Newfoundland and Labrador,218
2018-11,Nova Scotia,414
2018-11,Ontario,5535
2018-11,Prince Edward Island,63
2018-11,Quebec,3712
2018-11,Saskatchewan,470
2018-12,Alberta,1768
2018-12,British Columbia,1987
2018-12,Manitoba,518
2018-12,New Brunswick,327
2018-12,Newfoundland and Labrador,218
2018-12,Nova Scotia,414
2018-12,Ontario,5535
2018-12,Prince Edward Island,63
2018-12,Quebec,3712
2018-12,Saskatchewan,470
2019-01,Alberta,1812
2019-01,British Columbia,2019
2019-01,Manitoba,525
2019-01,New Brunswick,329
2019-01,Newfoundland and Labrador,219
2019-01,Nova Scotia,416
2019-01,Ontario,5610
2019-01,Prince Edward Island,64
2019-01,Quebec,3746
2019-01,Saskatchewan,476
2019-02,Alberta,1812
2019-02,British Columbia,2019
2019-02,Manitoba,525
2019-02,New Brunswick,329
2019-02,Newfoundland and Labrador,219
2019-02,Nova Scotia,416
2019-02,Ontario,5610
2019-02,Prince Edward Island,64
2019-02,Quebec,3746
2019-02,Saskatchewan,476
2019-03,Alberta,1812
2019-03,British Columbia,2019
2019-03,Manitoba,525
2019-03,New Brunswick,329
2019-03,Newfoundland and Labrador,219
2019-03,Nova Scotia,416
2019-03,Ontario,5610
2019-03,Prince Edward Island,64
2019-03,Quebec,3746
2019-03,Saskatchewan,476
2019-04,Alberta,1812
2019-04,British Columbia,2019
2019-04,Manitoba,525
2019-04,New Brunswick,329
2019-04,Newfoundland and Labrador,219
2019-04,Nova Scotia,416
2019-04,Ontario,5610
2019-04,Prince Edward Island,64
2019-04,Quebec,3746
2019-04,Saskatchewan,476
2019-05,Alberta,1812
2019-05,British Columbia,2019
2019-05,Manitoba,525
2019-05,New Brunswick,329
2019-05,Newfoundland and Labrador,219
2019-05,Nova Scotia,416
2019-05,Ontario,5610
2019-05,Prince Edward Island,64
2019-05,Quebec,3746
2019-05,Saskatchewan,476
2019-06,Alberta,1812
2019-06,British Columbia,2019
2019-06,Manitoba,525
2019-06,New Brunswick,329
2019-06,Newfoundland and Labrador,219
2019-06,Nova Scotia,416
2019-06,Ontario,5610
2019-06,Prince Edward Island,64
2019-06,Quebec,3746
2019-06,Saskatchewan,476
2019-07,Alberta,1812
2019-07,British Columbia,2019
2019-07,Manitoba,525
2019-07,New Brunswick,329
2019-07,Newfoundland and Labrador,219
2019-07,Nova Scotia,416
2019-07,Ontario,5610
2019-07,Prince Edward Island,64
2019-07,Quebec,3746
2019-07,Saskatchewan,476
2019-08,Alberta,1812
2019-08,British Columbia,2019
2019-08,Manitoba,525
2019-08,New Brunswick,329
2019-08,Newfoundland and Labrador,219
2019-08,Nova Scotia,416
2019-08,Ontario,5610
2019-08,Prince Edward Island,64
2019-08,Quebec,3746
2019-08,Saskatchewan,476
2019-09,Alberta,1812
2019-09,British Columbia,2019
2019-09,Manitoba,525
2019-09,New Brunswick,329
2019-09,Newfoundland and Labrador,219
2019-09,Nova Scotia,416
2019-09,Ontario,5610
2019-09,Prince Edward Island,64
2019-09,Quebec,3746
2019-09,Saskatchewan,476
2019-10,Alberta,1812
2019-10,British Columbia,2019
2019-10,Manitoba,525
2019-10,New Brunswick,329
2019-10,Newfoundland and Labrador,219
2019-10,Nova Scotia,416
2019-10,Ontario,5610
2019-10,Prince Edward Island,64
2019-10,Quebec,3746
2019-10,Saskatchewan,476
2019-11,Alberta,1812
2019-11,British Columbia,2019
2019-11,Manitoba,525
2019-11,New Brunswick,329
2019-11,Newfoundland and Labrador,219
2019-11,Nova Scotia,416
2019-11,Ontario,5610
2019-11,Prince Edward Island,64
2019-11,Quebec,3746
2019-11,Saskatchewan,476
2019-12,Alberta,1812
2019-12,British Columbia,2019
2019-12,Manitoba,525
2019-12,New Brunswick,329
2019-12,Newfoundland and Labrador,219
2019-12,Nova Scotia,416
2019-12,Ontario,5610
2019-12,Prince Edward Island,64
2019-12,Quebec,3746
2019-12,Saskatchewan,476
2020-01,Alberta,1855
2020-01,British Columbia,2050
2020-01,Manitoba,532
2020-01,New Brunswick,331
2020-01,Newfoundland and Labrador,219
2020-01,Nova Scotia,418
2020-01,Ontario,5685
2020-01,Prince Edward Island,65
2020-01,Quebec,3780
2020-01,Saskatchewan,481
2020-02,Alberta,1855
2020-02,British Columbia,2050
2020-02,Manitoba,532
2020-02,New Brunswick,331
2020-02,Newfoundland and Labrador,219
2020-02,Nova Scotia,418
2020-02,Ontario,5685
2020-02,Prince Edward Island,65
2020-02,Quebec,3780
2020-02,Saskatchewan,481
2020-03,Alberta,1855
2020-03,British Columbia,2050
2020-03,Manitoba,532
2020-03,New Brunswick,331
2020-03,Newfoundland and Labrador,219
2020-03,Nova Scotia,418
2020-03,Ontario,5685
2020-03,Prince Edward Island,65
2020-03,Quebec,3780
2020-03,Saskatchewan,481
2020-04,Alberta,1855
2020-04,British Columbia,2050
2020-04,Manitoba,532
2020-04,New Brunswick,331
2020-04,Newfoundland and Labrador,219
2020-04,Nova Scotia,418
2020-04,Ontario,5685
2020-04,Prince Edward Island,65
2020-04,Quebec,3780
2020-04,Saskatchewan,481
2020-05,Alberta,1855
2020-05,British Columbia,2050
2020-05,Manitoba,532
2020-05,New Brunswick,331
2020-05,Newfoundland and Labrador,219
2020-05,Nova Scotia,418
2020-05,Ontario,5685
2020-05,Prince Edward Island,65
2020-05,Quebec,3780
2020-05,Saskatchewan,481
2020-06,Alberta,1855
2020-06,British Columbia,2050
2020-06,Manitoba,532
2020-06,New Brunswick,331
2020-06,Newfoundland and Labrador,219
2020-06,Nova Scotia,418
2020-06,Ontario,5685
2020-06,Prince Edward Island,65
2020-06,Quebec,3780
2020-06,Saskatchewan,481
2020-07,Alberta,1855
2020-07,British Columbia,2050
2020-07,Manitoba,532
2020-07,New Brunswick,331
2020-07,Newfoundland and Labrador,219
2020-07,Nova Scotia,418
2020-07,Ontario,5685
2020-07,Prince Edward Island,65
2020-07,Quebec,3780
2020-07,Saskatchewan,481
2020-08,Alberta,1855
2020-08,British Columbia,2050
2020-08,Manitoba,532
2020-08,New Brunswick,331
2020-08,Newfoundland and Labrador,219
2020-08,Nova Scotia,418
2020-08,Ontario,5685
2020-08,Prince Edward Island,65
2020-08,Quebec,3780
2020-08,Saskatchewan,481
2020-09,Alberta,1855
2020-09,British Columbia,2050
2020-09,Manitoba,532
2020-09,New Brunswick,331
2020-09,Newfoundland and Labrador,219
2020-09,Nova Scotia,418
2020-09,Ontario,5685
2020-09,Prince Edward Island,65
2020-09,Quebec,3780
2020-09,Saskatchewan,481
2020-10,Alberta,1855
2020-10,British Columbia,2050
2020-10,Manitoba,532
2020-10,New Brunswick,331
2020-10,Newfoundland and Labrador,219
2020-10,Nova Scotia,418
2020-10,Ontario,5685
2020-10,Prince Edward Island,65
2020-10,Quebec,3780
2020-10,Saskatchewan,481
2020-11,Alberta,1855
2020-11,British Columbia,2050
2020-11,Manitoba,532
2020-11,New Brunswick,331
2020-11,Newfoundland and Labrador,219
2020-11,Nova Scotia,418
2020-11,Ontario,5685
2020-11,Prince Edward Island,65
2020-11,Quebec,3780
2020-11,Saskatchewan,481
2020-12,Alberta,1855
2020-12,British Columbia,2050
2020-12,Manitoba,532
2020-12,New Brunswick,331
2020-12,Newfoundland and Labrador,219
2020-12,Nova Scotia,418
2020-12,Ontario,5685
2020-12,Prince Edward Island,65
2020-12,Quebec,3780
2020-12,Saskatchewan,481
2021-01,Alberta,1898
2021-01,British Columbia,2082
2021-01,Manitoba,539
2021-01,New Brunswick,333
2021-01,Newfoundland and Labrador,220
2021-01,Nova Scotia,421
2021-01,Ontario,5760
2021-01,Prince Edward Island,66
2021-01,Quebec,3814
2021-01,Saskatchewan,487
2021-02,Alberta,1898
2021-02,British Columbia,2082
2021-02,Manitoba,539
2021-02,New Brunswick,333
2021-02,Newfoundland and Labrador,220
2021-02,Nova Scotia,421
2021-02,Ontario,5760
2021-02,Prince Edward Island,66
2021-02,Quebec,3814
2021-02,Saskatchewan,487
2021-03,Alberta,1898
2021-03,British Columbia,2082
2021-03,Manitoba,539
2021-03,New Brunswick,333
2021-03,Newfoundland and Labrador,220
2021-03,Nova Scotia,421
2021-03,Ontario,5760
2021-03,Prince Edward Island,66
2021-03,Quebec,3814
2021-03,Saskatchewan,487
2021-04,Alberta,1898
2021-04,British Columbia,2082
2021-04,Manitoba,539
2021-04,New Brunswick,333
2021-04,Newfoundland and Labrador,220
2021-04,Nova Scotia,421
2021-04,Ontario,5760
2021-04,Prince Edward Island,66
2021-04,Quebec,3814
2021-04,Saskatchewan,487
2021-05,Alberta,1898
2021-05,British Columbia,2082
2021-05,Manitoba,539
2021-05,New Brunswick,333
2021-05,Newfoundland and Labrador,220
2021-05,Nova Scotia,421
2021-05,Ontario,5760
2021-05,Prince Edward Island,66
2021-05,Quebec,3814
2021-05,Saskatchewan,487
2021-06,Alberta,1898
2021-06,British Columbia,2082
2021-06,Manitoba,539
2021-06,New Brunswick,333
2021-06,Newfoundland and Labrador,220
2021-06,Nova Scotia,421
2021-06,Ontario,5760
