REF_DATE,Province,Number_of_Households
2013-10-31,British Columbia,1847
2013-10-31,Manitoba,487
2013-10-31,New Brunswick,318
2013-10-31,Newfoundland and Labrador,214
2013-10-31,Nova Scotia,404
2013-10-31,Ontario,5172
2013-10-31,Prince Edward Island,59
2013-10-31,Quebec,3528
2013-10-31,Saskatchewan,437
2013-11-30,Alberta,1541
2013-11-30,British Columbia,1847
2013-11-30,Manitoba,487
2013-11-30,New Brunswick,318
2013-11-30,Newfoundland and Labrador,214
2013-11-30,Nova Scotia,404
2013-11-30,Ontario,5172
2013-11-30,Prince Edward Island,59
2013-11-30,Quebec,3528
2013-11-30,Saskatchewan,437
2013-12-31,Alberta,1541
2013-12-31,British Columbia,1847
2013-12-31,Manitoba,487
2013-12-31,New Brunswick,318
2013-12-31,Newfoundland and Labrador,214
2013-12-31,Nova Scotia,404
2013-12-31,Ontario,5172
2013-12-31,Prince Edward Island,59
2013-12-31,Quebec,3528
2013-12-31,Saskatchewan,437
2014-01-31,Alberta,1588
2014-01-31,British Columbia,1873
2014-01-31,Manitoba,493
2014-01-31,New Brunswick,320
2014-01-31,Newfoundland and Labrador,215
2014-01-31,Nova Scotia,405
2014-01-31,Ontario,5243
2014-01-31,Prince Edward Island,60
2014-01-31,Quebec,3566
2014-01-31,Saskatchewan,444
2014-02-28,Alberta,1588
2014-02-28,British Columbia,1873
2014-02-28,Manitoba,493
2014-02-28,New Brunswick,320
2014-02-28,Newfoundland and Labrador,215
2014-02-28,Nova Scotia,405
2014-02-28,Ontario,5243
2014-02-28,Prince Edward Island,60
2014-02-28,Quebec,3566
2014-02-28,Saskatchewan,444
2014-03-31,Alberta,1588
2014-03-31,British Columbia,1873
2014-03-31,Manitoba,493
2014-03-31,New Brunswick,320
2014-03-31,Newfoundland and Labrador,215
2014-03-31,Nova Scotia,405
2014-03-31,Ontario,5243
2014-03-31,Prince Edward Island,60
2014-03-31,Quebec,3566
2014-03-31,Saskatchewan,444
2014-04-30,Alberta,1588
2014-04-30,British Columbia,1873
2014-04-30,Manitoba,493
2014-04-30,New Brunswick,320
2014-04-30,Newfoundland and Labrador,215
2014-04-30,Nova Scotia,405
2014-04-30,Ontario,5243
2014-04-30,Prince Edward Island,60
2014-04-30,Quebec,3566
2014-04-30,Saskatchewan,444
2014-05-31,Alberta,1588
2014-05-31,British Columbia,1873
2014-05-31,Manitoba,493
2014-05-31,New Brunswick,320
2014-05-31,Newfoundland and Labrador,215
2014-05-31,Nova Scotia,405
2014-05-31,Ontario,5243
2014-05-31,Prince Edward Island,60
2014-05-31,Quebec,3566
2014-05-31,Saskatchewan,444
2014-06-30,Alberta,1588
2014-06-30,British Columbia,1873
2014-06-30,Manitoba,493
2014-06-30,New Brunswick,320
2014-06-30,Newfoundland and Labrador,215
2014-06-30,Nova Scotia,405
2014-06-30,Ontario,5243
2014-06-30,Prince Edward Island,60
2014-06-30,Quebec,3566
2014-06-30,Saskatchewan,444
2014-07-31,Alberta,1588
2014-07-31,British Columbia,1873
2014-07-31,Manitoba,493
2014-07-31,New Brunswick,320
2014-07-31,Newfoundland and Labrador,215
2014-07-31,Nova Scotia,405
2014-07-31,Ontario,5243
2014-07-31,Prince Edward Island,60
2014-07-31,Quebec,3566
2014-07-31,Saskatchewan,444
2014-08-31,Alberta,1588
2014-08-31,British Columbia,1873
2014-08-31,Manitoba,493
2014-08-31,New Brunswick,320
2014-08-31,Newfoundland and Labrador,215
2014-08-31,Nova Scotia,405
2014-08-31,Ontario,5243
2014-08-31,Prince Edward Island,60
2014-08-31,Quebec,3566
2014-08-31,Saskatchewan,444
2014-09-30,Alberta,1588
2014-09-30,British Columbia,1873
2014-09-30,Manitoba,493
2014-09-30,New Brunswick,320
2014-09-30,Newfoundland and Labrador,215
2014-09-30,Nova Scotia,405
2014-09-30,Ontario,5243
2014-09-30,Prince Edward Island,60
2014-09-30,Quebec,3566
2014-09-30,Saskatchewan,444
2014-10-31,Alberta,1588
2014-10-31,British Columbia,1873
2014-10-31,Manitoba,493
2014-10-31,New Brunswick,320
2014-10-31,Newfoundland and Labrador,215
2014-10-31,Nova Scotia,405
2014-10-31,Ontario,5243
2014-10-31,Prince Edward Island,60
2014-10-31,Quebec,3566
2014-10-31,Saskatchewan,444
2014-11-30,Alberta,1588
2014-11-30,British Columbia,1873
2014-11-30,Manitoba,493
2014-11-30,New Brunswick,320
2014-11-30,Newfoundland and Labrador,215
2014-11-30,Nova Scotia,405
2014-11-30,Ontario,5243
2014-11-30,Prince Edward Island,60
2014-11-30,Quebec,3566
2014-11-30,Saskatchewan,444
2014-12-31,Alberta,1588
2014-12-31,British Columbia,1873
2014-12-31,Manitoba,493
2014-12-31,New Brunswick,320
2014-12-31,Newfoundland and Labrador,215
2014-12-31,Nova Scotia,405
2014-12-31,Ontario,5243
2014-12-31,Prince Edward Island,60
2014-12-31,Quebec,3566
2014-12-31,Saskatchewan,444
2015-01-31,Alberta,1634
2015-01-31,British Columbia,1899
2015-01-31,Manitoba,499
2015-01-31,New Brunswick,322
2015-01-31,Newfoundland and Labrador,216
2015-01-31,Nova Scotia,407
2015-01-31,Ontario,5314
2015-01-31,Prince Edward Island,61
2015-01-31,Quebec,3605
2015-01-31,Saskatchewan,451
2015-02-28,Alberta,1634
2015-02-28,British Columbia,1899
2015-02-28,Manitoba,499
2015-02-28,New Brunswick,322
2015-02-28,Newfoundland and Labrador,216
2015-02-28,Nova Scotia,407
2015-02-28,Ontario,5314
2015-02-28,Prince Edward Island,61
2015-02-28,Quebec,3605
2015-02-28,Saskatchewan,451
2015-03-31,Alberta,1634
2015-03-31,British Columbia,1899
2015-03-31,Manitoba,499
2015-03-31,New Brunswick,322
2015-03-31,Newfoundland and Labrador,216
2015-03-31,Nova Scotia,407
2015-03-31,Ontario,5314
2015-03-31,Prince Edward Island,61
2015-03-31,Quebec,3605
2015-03-31,Saskatchewan,451
2015-04-30,Alberta,1634
2015-04-30,British Columbia,1899
2015-04-30,Manitoba,499
2015-04-30,New Brunswick,322
2015-04-30,Newfoundland and Labrador,216
2015-04-30,Nova Scotia,407
2015-04-30,Ontario,5314
2015-04-30,Prince Edward Island,61
2015-04-30,Quebec,3605
2015-04-30,Saskatchewan,451
2015-05-31,Alberta,1634
2015-05-31,British Columbia,1899
2015-05-31,Manitoba,499
2015-05-31,New Brunswick,322
2015-05-31,Newfoundland and Labrador,216
2015-05-31,Nova Scotia,407
2015-05-31,Ontario,5314
2015-05-31,Prince Edward Island,61
2015-05-31,Quebec,3605
2015-05-31,Saskatchewan,451
2015-06-30,Alberta,1634
2015-06-30,British Columbia,1899
2015-06-30,Manitoba,499
2015-06-30,New Brunswick,322
2015-06-30,Newfoundland and Labrador,216
2015-06-30,Nova Scotia,407
2015-06-30,Ontario,5314
2015-06-30,Prince Edward Island,61
2015-06-30,Quebec,3605
2015-06-30,Saskatchewan,451
2015-07-31,Alberta,1634
2015-07-31,British Columbia,1899
2015-07-31,Manitoba,499
2015-07-31,New Brunswick,322
2015-07-31,Newfoundland and Labrador,216
2015-07-31,Nova Scotia,407
2015-07-31,Ontario,5314
2015-07-31,Prince Edward Island,61
2015-07-31,Quebec,3605
2015-07-31,Saskatchewan,451
2015-08-31,Alberta,1634
2015-08-31,British Columbia,1899
2015-08-31,Manitoba,499
2015-08-31,New Brunswick,322
2015-08-31,Newfoundland and Labrador,216
2015-08-31,Nova Scotia,407
2015-08-31,Ontario,5314
2015-08-31,Prince Edward Island,61
2015-08-31,Quebec,3605
2015-08-31,Saskatchewan,451
2015-09-30,Alberta,1634
2015-09-30,British Columbia,1899
2015-09-30,Manitoba,499
2015-09-30,New Brunswick,322
2015-09-30,Newfoundland and Labrador,216
2015-09-30,Nova Scotia,407
2015-09-30,Ontario,5314
2015-09-30,Prince Edward Island,61
2015-09-30,Quebec,3605
2015-09-30,Saskatchewan,451
2015-10-31,Alberta,1634
2015-10-31,British Columbia,1899
2015-10-31,Manitoba,499
2015-10-31,New Brunswick,322
2015-10-31,Newfoundland and Labrador,216
2015-10-31,Nova Scotia,407
2015-10-31,Ontario,5314
2015-10-31,Prince Edward Island,61
2015-10-31,Quebec,3605
2015-10-31,Saskatchewan,451
2015-11-30,Alberta,1634
2015-11-30,British Columbia,1899
2015-11-30,Manitoba,499
2015-11-30,New Brunswick,322
2015-11-30,Newfoundland and Labrador,216
2015-11-30,Nova Scotia,407
2015-11-30,Ontario,5314
2015-11-30,Prince Edward Island,61
2015-11-30,Quebec,3605
2015-11-30,Saskatchewan,451
2015-12-31,Alberta,1634
2015-12-31,British Columbia,1899
2015-12-31,Manitoba,499
2015-12-31,New Brunswick,322
2015-12-31,Newfoundland and Labrador,216
2015-12-31,Nova Scotia,407
2015-12-31,Ontario,5314
2015-12-31,Prince Edward Island,61
2015-12-31,Quebec,3605
2015-12-31,Saskatchewan,451
2016-01-31,Alberta,1681
2016-01-31,British Columbia,1924
2016-01-31,Manitoba,504
2016-01-31,New Brunswick,323
2016-01-31,Newfoundland and Labrador,217
2016-01-31,Nova Scotia,409
2016-01-31,Ontario,5385
2016-01-31,Prince Edward Island,61
2016-01-31,Quebec,3643
2016-01-31,Saskatchewan,459
2016-02-29,Alberta,1681
2016-02-29,British Columbia,1924
2016-02-29,Manitoba,504
2016-02-29,New Brunswick,323
2016-02-29,Newfoundland and Labrador,217
2016-02-29,Nova Scotia,409
2016-02-29,Ontario,5385
2016-02-29,Prince Edward Island,61
2016-02-29,Quebec,3643
2016-02-29,Saskatchewan,459
2016-03-31,Alberta,1681
2016-03-31,British Columbia,1924
2016-03-31,Manitoba,504
2016-03-31,New Brunswick,323
2016-03-31,Newfoundland and Labrador,217
2016-03-31,Nova Scotia,409
2016-03-31,Ontario,5385
2016-03-31,Prince Edward Island,61
2016-03-31,Quebec,3643
2016-03-31,Saskatchewan,459
2016-04-30,Alberta,1681
2016-04-30,British Columbia,1924
2016-04-30,Manitoba,504
2016-04-30,New Brunswick,323
2016-04-30,Newfoundland and Labrador,217
2016-04-30,Nova Scotia,409
2016-04-30,Ontario,5385
2016-04-30,Prince Edward Island,61
2016-04-30,Quebec,3643
2016-04-30,Saskatchewan,459
2016-05-31,Alberta,1681
2016-05-31,British Columbia,1924
2016-05-31,Manitoba,504
2016-05-31,New Brunswick,323
2016-05-31,Newfoundland and Labrador,217
2016-05-31,Nova Scotia,409
2016-05-31,Ontario,5385
2016-05-31,Prince Edward Island,61
2016-05-31,Quebec,3643
2016-05-31,Saskatchewan,459
2016-06-30,Alberta,1681
2016-06-30,British Columbia,1924
2016-06-30,Manitoba,504
2016-06-30,New Brunswick,323
2016-06-30,Newfoundland and Labrador,217
2016-06-30,Nova Scotia,409
2016-06-30,Ontario,5385
2016-06-30,Prince Edward Island,61
2016-06-30,Quebec,3643
2016-06-30,Saskatchewan,459
2016-07-31,Alberta,1681
2016-07-31,British Columbia,1924
2016-07-31,Manitoba,504
2016-07-31,New Brunswick,323
2016-07-31,Newfoundland and Labrador,217
2016-07-31,Nova Scotia,409
2016-07-31,Ontario,5385
2016-07-31,Prince Edward Island,61
2016-07-31,Quebec,3643
2016-07-31,Saskatchewan,459
2016-08-31,Alberta,1681
2016-08-31,British Columbia,1924
2016-08-31,Manitoba,504
2016-08-31,New Brunswick,323
2016-08-31,Newfoundland and Labrador,217
2016-08-31,Nova Scotia,409
2016-08-31,Ontario,5385
2016-08-31,Prince Edward Island,61
2016-08-31,Quebec,3643
2016-08-31,Saskatchewan,459
2016-09-30,Alberta,1681
2016-09-30,British Columbia,1924
2016-09-30,Manitoba,504
2016-09-30,New Brunswick,323
2016-09-30,Newfoundland and Labrador,217
2016-09-30,Nova Scotia,409
2016-09-30,Ontario,5385
2016-09-30,Prince Edward Island,61
2016-09-30,Quebec,3643
2016-09-30,Saskatchewan,459
2016-10-31,Alberta,1681
2016-10-31,British Columbia,1924
2016-10-31,Manitoba,504
2016-10-31,New Brunswick,323
2016-10-31,Newfoundland and Labrador,217
2016-10-31,Nova Scotia,409
2016-10-31,Ontario,5385
2016-10-31,Prince Edward Island,61
2016-10-31,Quebec,3643
2016-10-31,Saskatchewan,459
2016-11-30,Alberta,1681
2016-11-30,British Columbia,1924
2016-11-30,Manitoba,504
2016-11-30,New Brunswick,323
2016-11-30,Newfoundland and Labrador,217
2016-11-30,Nova Scotia,409
2016-11-30,Ontario,5385
2016-11-30,Prince Edward Island,61
2016-11-30,Quebec,3643
2016-11-30,Saskatchewan,459
2016-12-31,Alberta,1681
2016-12-31,British Columbia,1924
2016-12-31,Manitoba,504
2016-12-31,New Brunswick,323
2016-12-31,Newfoundland and Labrador,217
2016-12-31,Nova Scotia,409
2016-12-31,Ontario,5385
2016-12-31,Prince Edward Island,61
2016-12-31,Quebec,3643
2016-12-31,Saskatchewan,459
2017-01-31,Alberta,1725
2017-01-31,British Columbia,1956
2017-01-31,Manitoba,511
2017-01-31,New Brunswick,325
2017-01-31,Newfoundland and Labrador,218
2017-01-31,Nova Scotia,411
2017-01-31,Ontario,5460
2017-01-31,Prince Edward Island,62
2017-01-31,Quebec,3678
2017-01-31,Saskatchewan,464
2017-02-28,Alberta,1725
2017-02-28,British Columbia,1956
2017-02-28,Manitoba,511
2017-02-28,New Brunswick,325
2017-02-28,Newfoundland and Labrador,218
2017-02-28,Nova Scotia,411
2017-02-28,Ontario,5460
2017-02-28,Prince Edward Island,62
2017-02-28,Quebec,3678
2017-02-28,Saskatchewan,464
2017-03-31,Alberta,1725
2017-03-31,British Columbia,1956
2017-03-31,Manitoba,511
2017-03-31,New Brunswick,325
2017-03-31,Newfoundland and Labrador,218
2017-03-31,Nova Scotia,411
2017-03-31,Ontario,5460
2017-03-31,Prince Edward Island,62
2017-03-31,Quebec,3678
2017-03-31,Saskatchewan,464
2017-04-30,Alberta,1725
2017-04-30,British Columbia,1956
2017-04-30,Manitoba,511
2017-04-30,New Brunswick,325
2017-04-30,Newfoundland and Labrador,218
2017-04-30,Nova Scotia,411
2017-04-30,Ontario,5460
2017-04-30,Prince Edward Island,62
2017-04-30,Quebec,3678
2017-04-30,Saskatchewan,464
2017-05-31,Alberta,1725
2017-05-31,British Columbia,1956
2017-05-31,Manitoba,511
2017-05-31,New Brunswick,325
2017-05-31,Newfoundland and Labrador,218
2017-05-31,Nova Scotia,411
2017-05-31,Ontario,5460
2017-05-31,Prince Edward Island,62
2017-05-31,Quebec,3678
2017-05-31,Saskatchewan,464
2017-06-30,Alberta,1725
2017-06-30,British Columbia,1956
2017-06-30,Manitoba,511
2017-06-30,New Brunswick,325
2017-06-30,Newfoundland and Labrador,218
2017-06-30,Nova Scotia,411
2017-06-30,Ontario,5460
2017-06-30,Prince Edward Island,62
2017-06-30,Quebec,3678
2017-06-30,Saskatchewan,464
2017-07-31,Alberta,1725
2017-07-31,British Columbia,1956
2017-07-31,Manitoba,511
2017-07-31,New Brunswick,325
2017-07-31,Newfoundland and Labrador,218
2017-07-31,Nova Scotia,411
2017-07-31,Ontario,5460
2017-07-31,Prince Edward Island,62
2017-07-31,Quebec,3678
2017-07-31,Saskatchewan,464
2017-08-31,Alberta,1725
2017-08-31,British Columbia,1956
2017-08-31,Manitoba,511
2017-08-31,New Brunswick,325
2017-08-31,Newfoundland and Labrador,218
2017-08-31,Nova Scotia,411
2017-08-31,Ontario,5460
2017-08-31,Prince Edward Island,62
2017-08-31,Quebec,3678
2017-08-31,Saskatchewan,464
2017-09-30,Alberta,1725
2017-09-30,British Columbia,1956
2017-09-30,Manitoba,511
2017-09-30,New Brunswick,325
2017-09-30,Newfoundland and Labrador,218
2017-09-30,Nova Scotia,411
2017-09-30,Ontario,5460
2017-09-30,Prince Edward Island,62
2017-09-30,Quebec,3678
2017-09-30,Saskatchewan,464
2017-10-31,Alberta,1725
2017-10-31,British Columbia,1956
2017-10-31,Manitoba,511
2017-10-31,New Brunswick,325
2017-10-31,Newfoundland and Labrador,218
2017-10-31,Nova Scotia,411
2017-10-31,Ontario,5460
2017-10-31,Prince Edward Island,62
2017-10-31,Quebec,3678
2017-10-31,Saskatchewan,464
2017-11-30,Alberta,1725
2017-11-30,British Columbia,1956
2017-11-30,Manitoba,511
2017-11-30,New Brunswick,325
2017-11-30,Newfoundland and Labrador,218
2017-11-30,Nova Scotia,411
2017-11-30,Ontario,5460
2017-11-30,Prince Edward Island,62
2017-11-30,Quebec,3678
2017-11-30,Saskatchewan,464
2017-12-31,Alberta,1725
2017-12-31,British Columbia,1956
2017-12-31,Manitoba,511
2017-12-31,New Brunswick,325
2017-12-31,Newfoundland and Labrador,218
2017-12-31,Nova Scotia,411
2017-12-31,Ontario,5460
2017-12-31,Prince Edward Island,62
2017-12-31,Quebec,3678
2017-12-31,Saskatchewan,464
2018-01-31,Alberta,1768
2018-01-31,British Columbia,1987
2018-01-31,Manitoba,518
2018-01-31,New Brunswick,327
2018-01-31,Newfoundland and Labrador,218
2018-01-31,Nova Scotia,414
2018-01-31,Ontario,5535
2018-01-31,Prince Edward Island,63
2018-01-31,Quebec,3712
2018-01-31,Saskatchewan,470
2018-02-28,Alberta,1768
2018-02-28,British Columbia,1987
2018-02-28,Manitoba,518
2018-02-28,New Brunswick,327
2018-02-28,Newfoundland and Labrador,218
2018-02-28,Nova Scotia,414
2018-02-28,Ontario,5535
2018-02-28,Prince Edward Island,63
2018-02-28,Quebec,3712
2018-02-28,Saskatchewan,470
2018-03-31,Alberta,1768
2018-03-31,British Columbia,1987
2018-03-31,Manitoba,518
2018-03-31,New Brunswick,327
2018-03-31,Newfoundland and Labrador,218
2018-03-31,Nova Scotia,414
2018-03-31,Ontario,5535
2018-03-31,Prince Edward Island,63
2018-03-31,Quebec,3712
2018-03-31,Saskatchewan,470
2018-04-30,Alberta,1768
2018-04-30,British Columbia,1987
2018-04-30,Manitoba,518
2018-04-30,New Brunswick,327
2018-04-30,Newfoundland and Labrador,218
2018-04-30,Nova Scotia,414
2018-04-30,Ontario,5535
2018-04-30,Prince Edward Island,63
2018-04-30,Quebec,3712
2018-04-30,Saskatchewan,470
2018-05-31,Alberta,1768
2018-05-31,British Columbia,1987
2018-05-31,Manitoba,518
2018-05-31,New Brunswick,327
2018-05-31,Newfoundland and Labrador,218
2018-05-31,Nova Scotia,414
2018-05-31,Ontario,5535
2018-05-31,Prince Edward Island,63
2018-05-31,Quebec,3712
2018-05-31,Saskatchewan,470
2018-06-30,Alberta,1768
2018-06-30,British Columbia,1987
2018-06-30,Manitoba,518
2018-06-30,New Brunswick,327
2018-06-30,Newfoundland and Labrador,218
2018-06-30,Nova Scotia,414
2018-06-30,Ontario,5535
2018-06-30,Prince Edward Island,63
2018-06-30,Quebec,3712
2018-06-30,Saskatchewan,470
2018-07-31,Alberta,1768
2018-07-31,British Columbia,1987
2018-07-31,Manitoba,518
2018-07-31,New Brunswick,327
2018-07-31,Newfoundland and Labrador,218
2018-07-31,Nova Scotia,414
2018-07-31,Ontario,5535
2018-07-31,Prince Edward Island,63
2018-07-31,Quebec,3712
2018-07-31,Saskatchewan,470
2018-08-31,Alberta,1768
2018-08-31,British Columbia,1987
2018-08-31,Manitoba,518
2018-08-31,New Brunswick,327
2018-08-31,Newfoundland and Labrador,218
2018-08-31,Nova Scotia,414
2018-08-31,Ontario,5535
2018-08-31,Prince Edward Island,63
2018-08-31,Quebec,3712
2018-08-31,Saskatchewan,470
2018-09-30,Alberta,1768
2018-09-30,British Columbia,1987
2018-09-30,Manitoba,518
2018-09-30,New Brunswick,327
2018-09-30,Newfoundland and Labrador,218
2018-09-30,Nova Scotia,414
2018-09-30,Ontario,5535
2018-09-30,Prince Edward Island,63
2018-09-30,Quebec,3712
2018-09-30,Saskatchewan,470
2018-10-31,Alberta,1768
2018-10-31,British Columbia,1987
2018-10-31,Manitoba,518
2018-10-31,New Brunswick,327
2018-10-31,Newfoundland and Labrador,218
2018-10-31,Nova Scotia,414
2018-10-31,Ontario,5535
2018-10-31,Prince Edward Island,63
2018-10-31,Quebec,3712
2018-10-31,Saskatchewan,470
2018-11-30,Alberta,1768
2018-11-30,British Columbia,1987
2018-11-30,Manitoba,518
2018-11-30,New Brunswick,327
2018-11-30,Newfoundland and Labrador,218
2018-11-30,Nova Scotia,414
2018-11-30,Ontario,5535
2018-11-30,Prince Edward Island,63
2018-11-30,Quebec,3712
2018-11-30,Saskatchewan,470
2018-12-31,Alberta,1768
2018-12-31,British Columbia,1987
2018-12-31,Manitoba,518
2018-12-31,New Brunswick,327
2018-12-31,Newfoundland and Labrador,218
2018-12-31,Nova Scotia,414
2018-12-31,Ontario,5535
2018-12-31,Prince Edward Island,63
2018-12-31,Quebec,3712
2018-12-31,Saskatchewan,470
2019-01-31,Alberta,1812
2019-01-31,British Columbia,2019
2019-01-31,Manitoba,525
2019-01-31,New Brunswick,329
2019-01-31,Newfoundland and Labrador,219
2019-01-31,Nova Scotia,416
2019-01-31,Ontario,5610
2019-01-31,Prince Edward Island,64
2019-01-31,Quebec,3746
2019-01-31,Saskatchewan,476
2019-02-28,Alberta,1812
2019-02-28,British Columbia,2019
2019-02-28,Manitoba,525
2019-02-28,New Brunswick,329
2019-02-28,Newfoundland and Labrador,219
2019-02-28,Nova Scotia,416
2019-02-28,Ontario,5610
2019-02-28,Prince Edward Island,64
2019-02-28,Quebec,3746
2019-02-28,Saskatchewan,476
2019-03-31,Alberta,1812
2019-03-31,British Columbia,2019
2019-03-31,Manitoba,525
2019-03-31,New Brunswick,329
2019-03-31,Newfoundland and Labrador,219
2019-03-31,Nova Scotia,416
2019-03-31,Ontario,5610
2019-03-31,Prince Edward Island,64
2019-03-31,Quebec,3746
2019-03-31,Saskatchewan,476
2019-04-30,Alberta,1812
2019-04-30,British Columbia,2019
2019-04-30,Manitoba,525
2019-04-30,New Brunswick,329
2019-04-30,Newfoundland and Labrador,219
2019-04-30,Nova Scotia,416
2019-04-30,Ontario,5610
2019-04-30,Prince Edward Island,64
2019-04-30,Quebec,3746
2019-04-30,Saskatchewan,476
2019-05-31,Alberta,1812
2019-05-31,British Columbia,2019
2019-05-31,Manitoba,525
2019-05-31,New Brunswick,329
2019-05-31,Newfoundland and Labrador,219
2019-05-31,Nova Scotia,416
2019-05-31,Ontario,5610
2019-05-31,Prince Edward Island,64
2019-05-31,Quebec,3746
2019-05-31,Saskatchewan,476
2019-06-30,Alberta,1812
2019-06-30,British Columbia,2019
2019-06-30,Manitoba,525
2019-06-30,New Brunswick,329
2019-06-30,Newfoundland and Labrador,219
2019-06-30,Nova Scotia,416
2019-06-30,Ontario,5610
2019-06-30,Prince Edward Island,64
2019-06-30,Quebec,3746
2019-06-30,Saskatchewan,476
2019-07-31,Alberta,1812
2019-07-31,British Columbia,2019
2019-07-31,Manitoba,525
2019-07-31,New Brunswick,329
2019-07-31,Newfoundland and Labrador,219
2019-07-31,Nova Scotia,416
2019-07-31,Ontario,5610
2019-07-31,Prince Edward Island,64
2019-07-31,Quebec,3746
2019-07-31,Saskatchewan,476
2019-08-31,Alberta,1812
2019-08-31,British Columbia,2019
2019-08-31,Manitoba,525
2019-08-31,New Brunswick,329
2019-08-31,Newfoundland and Labrador,219
2019-08-31,Nova Scotia,416
2019-08-31,Ontario,5610
2019-08-31,Prince Edward Island,64
2019-08-31,Quebec,3746
2019-08-31,Saskatchewan,476
2019-09-30,Alberta,1812
2019-09-30,British Columbia,2019
2019-09-30,Manitoba,525
2019-09-30,New Brunswick,329
2019-09-30,Newfoundland and Labrador,219
2019-09-30,Nova Scotia,416
2019-09-30,Ontario,5610
