Year,Province,Total PRs,Total TRs,Total Births,Total Deaths,Population Estimate,Net Change,Population Growth Rate (%),Immigration Contribution (%),Birth-Death Ratio,Migration Ratio (PRs/TRs)
2017,Province / Territory not stated,0.0,135.0,0.0,0.0,0.0,135.0,0.0,100.0,0.0,0.0
2017,Province/territory not stated,0.0,1745.0,0.0,0.0,0.0,1745.0,0.0,100.0,0.0,0.0
2017,Quebec,3295.0,64355.0,251458.0,66070.0,8284231.25,253038.0,0.8136605998531277,26.73511488393048,3.8059331012562434,0.05120037293139616
2017,Saskatchewan,1295.0,8645.0,46221.0,9456.0,1145931.25,46705.0,1.0870598374703055,21.282517931698962,4.888007614213198,0.14979757085020243
2017,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,Yukon,25.0,235.0,0.0,0.0,39286.75,260.0,2.6742195564964044,100.0,0.0,0.10638297872340426
2018,Alberta,3045.0,32170.0,157463.0,25996.0,4286099.0,166682.0,1.258717666869713,21.127056310819405,6.057201107862748,0.09465340379235312
2018,British Columbia,4045.0,137040.0,130704.0,38473.0,5009884.5,233316.0,1.7234088929628744,60.469492019407156,3.3972916071010837,0.029516929363689434
2018,Manitoba,970.0,19505.0,51214.0,11040.0,1350414.25,60649.0,1.391185914852655,33.7598311596234,4.638949275362319,0.04973083824660343
2018,New Brunswick,285.0,5975.0,19104.0,7655.0,770035.75,17709.0,0.5203973504314563,35.34925743971991,2.495623775310255,0.04769874476987448
2018,Newfoundland and Labrador,65.0,4265.0,12033.0,5238.0,528998.75,11125.0,-0.17808535831717043,38.92134831460674,2.297250859106529,0.015240328253223915
2018,Northwest Territories,30.0,55.0,1875.0,239.0,44671.75,1721.0,0.06103775381065546,4.9389889599070305,7.845188284518828,0.5454545454545454
2018,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Nova Scotia,360.0,16550.0,23846.0,9709.0,961061.0,31047.0,1.0525994814679862,54.46580990111766,2.4560716860644765,0.02175226586102719
2018,Nunavut,0.0,5.0,2698.0,207.0,38153.75,2496.0,1.6335690787283141,0.2003205128205128,13.033816425120772,0.0
2018,Ontario,10910.0,282895.0,423456.0,107275.0,14297687.0,609986.0,1.7134734602624047,48.165859544317414,3.9473875553484037,0.038565545520422774
2018,Prince Edward Island,100.0,3290.0,3938.0,1375.0,151948.0,5953.0,1.893042749371343,56.94607760792878,2.864,0.030395136778115502
2018,Province / Territory not stated,0.0,970.0,0.0,0.0,0.0,970.0,0.0,100.0,0.0,0.0
2018,Province/territory not stated,0.0,2510.0,0.0,0.0,0.0,2510.0,0.0,100.0,0.0,0.0
2018,Quebec,2640.0,74270.0,251399.0,68795.0,8374735.0,259514.0,1.092482178113996,29.636166064258575,3.6543208081982703,0.03554598088057089
2018,Saskatchewan,1065.0,10025.0,45597.0,9702.0,1155438.5,46985.0,0.8296527387659625,23.603277641800574,4.699752628324057,0.10623441396508729
2018,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,Yukon,30.0,275.0,0.0,0.0,40211.5,305.0,2.353847034941814,100.0,0.0,0.10909090909090909
2019,Alberta,2550.0,35010.0,155294.0,26142.0,4348515.0,166712.0,1.4562426112882498,22.52987187485004,5.940402417565603,0.0728363324764353
2019,British Columbia,2640.0,148805.0,130401.0,38561.0,5100179.0,243285.0,1.8023269797936559,62.250035966048046,3.381680973003812,0.017741339336715838
2019,Manitoba,840.0,20195.0,50213.0,11184.0,1367580.0,60064.0,1.2711469832312527,35.02097762386787,4.4897174535050075,0.0415944540727903
2019,New Brunswick,210.0,7135.0,18828.0,7796.0,776407.5,18377.0,0.8274615821408204,39.96843880938129,2.415084658799384,0.02943237561317449
2019,Newfoundland and Labrador,85.0,4840.0,11249.0,5267.0,528101.0,10907.0,-0.16970739533883616,45.15448794352251,2.1357509018416554,0.01756198347107438
2019,Northwest Territories,15.0,80.0,1748.0,226.0,44547.25,1617.0,-0.27869962560230777,5.875077303648732,7.734513274336283,0.1875
2019,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Nova Scotia,370.0,18960.0,24289.0,9834.0,974448.75,33785.0,1.3930177168774982,57.21474026935031,2.469900345739272,0.019514767932489453
2019,Nunavut,0.0,10.0,2559.0,222.0,38767.5,2347.0,1.6086230056023387,0.42607584149978694,11.527027027027026,0.0
2019,Ontario,8530.0,315125.0,423744.0,107542.0,14545972.5,639857.0,1.7365431205760729,50.58239575405129,3.940265198713061,0.02706862356207854
2019,Prince Edward Island,135.0,3790.0,3978.0,1382.0,155276.75,6521.0,2.1907165609287294,60.19015488422021,2.878437047756874,0.03562005277044855
2019,Province / Territory not stated,0.0,2225.0,0.0,0.0,0.0,2225.0,0.0,100.0,0.0,0.0
2019,Province/territory not stated,0.0,2055.0,0.0,0.0,0.0,2055.0,0.0,100.0,0.0,0.0
2019,Quebec,2475.0,92570.0,251442.0,67586.0,8470680.75,278901.0,1.1456571461664122,34.078400579417064,3.7203266948776372,0.026736523711785677
2019,Saskatchewan,765.0,11250.0,43307.0,9559.0,1163702.5,45763.0,0.7152262972023093,26.25483469178157,4.530494821634062,0.068
2019,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,Yukon,15.0,315.0,0.0,0.0,41035.5,330.0,2.0491650398517747,100.0,0.0,0.047619047619047616
2020,Alberta,2840.0,29545.0,147106.0,29234.0,4404480.25,150257.0,1.2869968253530262,21.55307240261685,5.032017513853732,0.09612455576239634
2020,British Columbia,4210.0,123415.0,126710.0,41332.0,5169146.25,213003.0,1.3522515582296224,59.91699647422806,3.0656634084970484,0.0341125470971924
2020,Manitoba,1050.0,17680.0,49538.0,11991.0,1379626.0,56277.0,0.8808259845859201,33.281802512571744,4.131265115503294,0.05938914027149321
2020,New Brunswick,395.0,5685.0,18625.0,7495.0,782703.0,17210.0,0.810849972469363,35.328297501452646,2.484989993328886,0.06948109058927
2020,Newfoundland and Labrador,90.0,4050.0,10810.0,5443.0,527223.5,9507.0,-0.16616139715698308,43.54686020826759,1.9860371118868272,0.022222222222222223
2020,Northwest Territories,5.0,60.0,1706.0,282.0,44499.25,1489.0,-0.10775075902552667,4.3653458697112155,6.049645390070922,0.08333333333333333
2020,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Nova Scotia,400.0,15270.0,22882.0,10034.0,987164.0,28518.0,1.3048659562650222,54.947752296795,2.2804464819613313,0.02619515389652914
2020,Nunavut,5.0,10.0,2884.0,209.0,39301.75,2690.0,1.3780873154059403,0.5576208178438662,13.799043062200957,0.5
2020,Ontario,11330.0,253275.0,409947.0,115930.0,14747480.5,558622.0,1.385318169685812,47.36745061956027,3.536159751574226,0.04473398479913138
2020,Prince Edward Island,185.0,3550.0,3923.0,1358.0,158566.75,6300.0,2.118797566280861,59.285714285714285,2.8888070692194403,0.05211267605633803
2020,Province / Territory not stated,0.0,1715.0,0.0,0.0,0.0,1715.0,0.0,100.0,0.0,0.0
2020,Province/territory not stated,0.0,2010.0,0.0,0.0,0.0,2010.0,0.0,100.0,0.0,0.0
2020,Quebec,3195.0,88110.0,245910.0,74839.0,8547809.0,262376.0,0.9105318955622277,34.79929566728664,3.285853632464357,0.03626149131767109
2020,Saskatchewan,995.0,9745.0,41875.0,10265.0,1167953.25,42350.0,0.36527806720361156,25.36009445100354,4.079396005845105,0.10210364289379169
2020,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,Yukon,20.0,250.0,0.0,0.0,41844.75,270.0,1.9720729612165089,100.0,0.0,0.08
2021,Alberta,2670.0,35055.0,149794.0,31263.0,4431360.5,156256.0,0.6102933484603446,24.14307290600041,4.7914147714550746,0.07616602481814291
2021,British Columbia,3240.0,141540.0,132073.0,44587.0,5218563.75,232266.0,0.9560089347443013,62.33370359846039,2.962141431358916,0.022891055532005086
2021,Manitoba,1410.0,20550.0,46982.0,11595.0,1390137.75,57347.0,0.7619275078898147,38.29319755174639,4.051918930573523,0.06861313868613139
2021,New Brunswick,260.0,8215.0,19395.0,8102.0,789621.5,19768.0,0.8839240427084061,42.87231889923108,2.3938533695383857,0.03164942178940962
2021,Newfoundland and Labrador,45.0,5115.0,11607.0,5865.0,526862.0,10902.0,-0.06856674636088744,47.33076499724821,1.9790281329923274,0.008797653958944282
2021,Northwest Territories,10.0,45.0,1650.0,303.0,44570.75,1402.0,0.16067686534042558,3.922967189728958,5.445544554455446,0.2222222222222222
2021,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Nova Scotia,325.0,16420.0,20942.0,10222.0,997659.25,27465.0,1.063171874176927,60.968505370471505,2.0487184504010956,0.01979293544457978
2021,Nunavut,0.0,10.0,2503.0,205.0,39986.0,2308.0,1.7410166213972733,0.43327556325823224,12.209756097560975,0.0
2021,Ontario,11840.0,306435.0,422451.0,117456.0,14840405.25,623270.0,0.6301059357223693,51.06534888571566,3.5966744993870043,0.03863788405371449
2021,Prince Edward Island,110.0,3960.0,4392.0,1461.0,161358.75,7001.0,1.7607726714459426,58.13455220682759,3.0061601642710474,0.027777777777777776
2021,Province / Territory not stated,0.0,4125.0,0.0,0.0,0.0,4125.0,0.0,100.0,0.0,0.0
2021,Province/territory not stated,0.0,240.0,0.0,0.0,0.0,240.0,0.0,100.0,0.0,0.0
2021,Quebec,3725.0,98765.0,255230.0,69560.0,8570647.75,288160.0,0.26718835200927327,35.56704608550805,3.6692064404830362,0.037715790006581276
2021,Saskatchewan,1055.0,11060.0,42961.0,11021.0,1167640.5,44055.0,-0.0267776128881847,27.499716263761208,3.8981036203611286,0.09538878842676311
2021,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,Yukon,10.0,305.0,0.0,0.0,42672.25,315.0,1.9775479600188772,100.0,0.0,0.03278688524590164
2022,Alberta,3370.0,45125.0,142315.0,32645.0,4503729.0,158165.0,1.6330989094658355,30.661018556570667,4.359473119926482,0.0746814404432133
2022,British Columbia,6825.0,170700.0,125385.0,45813.0,5341279.25,257097.0,2.351518653001028,69.04981388347589,2.7368869098290878,0.03998242530755712
2022,Manitoba,1490.0,22970.0,41551.0,12560.0,1410050.5,53451.0,1.432429987603756,45.761538605451726,3.3082006369426753,0.06486721811057902
2022,New Brunswick,600.0,11700.0,18644.0,9155.0,806726.5,21789.0,2.166227743292204,56.45050254715682,2.0364827962861822,0.05128205128205128
2022,Newfoundland and Labrador,195.0,6340.0,10561.0,6406.0,530679.0,10690.0,0.7244781365898456,61.13189897100093,1.6486106774898532,0.030757097791798107
2022,Northwest Territories,20.0,60.0,1506.0,312.0,44690.5,1274.0,0.26867396218372974,6.279434850863422,4.826923076923077,0.3333333333333333
2022,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Nova Scotia,1035.0,21215.0,23610.0,11345.0,1021422.0,34515.0,2.381850316127476,64.46472548167463,2.081092992507713,0.04878623615366486
2022,Nunavut,5.0,10.0,2115.0,219.0,40419.75,1911.0,1.084754664132448,0.7849293563579277,9.657534246575343,0.5
2022,Ontario,17265.0,423325.0,403984.0,124757.0,15117224.0,719817.0,1.8653045205756724,61.20861274462814,3.2381669966414712,0.040784267406838715
2022,Prince Edward Island,200.0,4615.0,3978.0,1616.0,166495.75,7177.0,3.1835893622130795,67.08931308346105,2.4616336633663365,0.04333694474539545
2022,Province / Territory not stated,0.0,10095.0,0.0,0.0,0.0,10095.0,0.0,100.0,0.0,0.0
2022,Province/territory not stated,5.0,925.0,0.0,0.0,0.0,930.0,0.0,100.0,0.0,0.005405405405405406
2022,Quebec,3270.0,98475.0,239243.0,77828.0,8661918.5,263160.0,1.0649224266625623,38.662790697674424,3.0739965051138407,0.03320639756283321
2022,Saskatchewan,1135.0,13590.0,39508.0,11425.0,1177684.25,42808.0,0.8601748569015966,34.39777611661371,3.458030634573304,0.08351729212656366
2022,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Yukon,40.0,280.0,0.0,0.0,43653.75,320.0,2.3000896367076917,100.0,0.0,0.14285714285714285
2023,Alberta,5705.0,67410.0,144766.0,32054.0,4666165.25,185827.0,3.606705687664591,39.34573554973174,4.51631621638485,0.08463136033229492
2023,British Columbia,7990.0,212220.0,123681.0,44746.0,5511693.5,299145.0,3.1905137706477404,73.6131307559879,2.764068296607518,0.03764960889642824
2023,Manitoba,2795.0,30295.0,45666.0,12580.0,1449196.75,66176.0,2.7762303548702683,50.00302224371374,3.630047694753577,0.0922594487539198
2023,New Brunswick,1200.0,16385.0,18147.0,8652.0,829690.25,27080.0,2.846534730171868,64.93722304283605,2.0974341192787795,0.0732377174244736
2023,Newfoundland and Labrador,1085.0,7665.0,9548.0,6153.0,537972.75,12145.0,1.3744184337424414,72.04610951008645,1.5517633674630262,0.1415525114155251
2023,Northwest Territories,35.0,90.0,1430.0,271.0,44522.5,1284.0,-0.3759188194358942,9.735202492211839,5.276752767527675,0.3888888888888889
2023,Northwest Territories including Nunavut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Nova Scotia,1745.0,27630.0,21957.0,10315.0,1052024.75,41017.0,2.996092702134856,71.61664675622303,2.1286476005816772,0.06315598986608759
2023,Nunavut,0.0,15.0,2377.0,257.0,40681.75,2135.0,0.6481979725257991,0.702576112412178,9.249027237354085,0.0
2023,Ontario,21610.0,564420.0,410516.0,120837.0,15580513.5,875709.0,3.064646657349268,66.92063231050497,3.3972707035096867,0.038287091173239786
2023,Prince Edward Island,640.0,5490.0,4006.0,1578.0,172879.25,8558.0,3.8340317996105044,71.62888525356391,2.538656527249683,0.11657559198542805
2023,Province / Territory not stated,0.0,16345.0,0.0,0.0,0.0,16345.0,0.0,100.0,0.0,0.0
2023,Province/territory not stated,0.0,3995.0,0.0,0.0,0.0,3995.0,0.0,100.0,0.0,0.0
2023,Quebec,5995.0,123475.0,231757.0,77479.0,8831660.5,283748.0,1.9596351547293,45.62851544328066,2.991223428283793,0.04855233853006682
2023,Saskatchewan,2040.0,18820.0,38736.0,10961.0,1206390.5,48635.0,2.437516677326701,42.8909221753881,3.533984125535991,0.10839532412327312
2023,Unknown province or territory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Unknown province or territory of residence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,Yukon,105.0,370.0,1185.0,332.0,45141.0,1328.0,3.406923803796924,35.76807228915663,3.569277108433735,0.28378378378378377
2024,Alberta,5455.0,5790.0,0.0,0.0,4863680.75,11245.0,4.232929813190811,100.0,0.0,0.9421416234887737
2024,British Columbia,7280.0,11590.0,0.0,0.0,5678218.25,18870.0,3.0212991705725223,100.0,0.0,0.6281276962899051
2024,Manitoba,2210.0,2485.0,0.0,0.0,1488820.75,4695.0,2.734204310077293,100.0,0.0,0.8893360160965795
2024,New Brunswick,1690.0,960.0,0.0,0.0,851334.25,2650.0,2.608684385528215,100.0,0.0,1.7604166666666667
2024,Newfoundland and Labrador,490.0,590.0,0.0,0.0,544022.0,1080.0,1.1244528649452912,100.0,0.0,0.8305084745762712
2024,Northwest Territories,50.0,25.0,0.0,0.0,44713.0,75.0,0.42787354708293535,100.0,0.0,2.0
2024,Nova Scotia,1795.0,1685.0,0.0,0.0,1073917.0,3480.0,2.080963399387703,100.0,0.0,1.0652818991097923
2024,Nunavut,0.0,5.0,0.0,0.0,41015.5,5.0,0.8203924364118986,100.0,0.0,0.0
2024,Ontario,21945.0,32320.0,0.0,0.0,16068470.0,54265.0,3.131838369768758,100.0,0.0,0.6789913366336634
2024,Prince Edward Island,545.0,295.0,0.0,0.0,177871.75,840.0,2.88785380547405,100.0,0.0,1.847457627118644
2024,Province/territory not stated,0.0,7805.0,0.0,0.0,0.0,7805.0,0.0,100.0,0.0,0.0
2024,Quebec,4170.0,7420.0,0.0,0.0,9028989.25,11590.0,2.2343335095365235,100.0,0.0,0.5619946091644205
2024,Saskatchewan,1990.0,1335.0,0.0,0.0,1236618.0,3325.0,2.5056148900376884,100.0,0.0,1.4906367041198503
2024,Yukon,140.0,85.0,0.0,0.0,46485.25,225.0,2.9778914955362,100.0,0.0,1.6470588235294117
