REF_DATE,GEO,Housing estimates,VALUE
1993-10,Canada,Housing starts,3037.0
1993-10,Canada,Housing starts,4974.0
1993-10,Canada,Housing starts,11259.0
1993-10,Canada,Housing under construction,79761.0
1993-10,Canada,Housing under construction,33234.0
1993-10,Canada,Housing under construction,46527.0
1993-10,Canada,Housing under construction,4550.0
1993-10,Canada,Housing under construction,9253.0
1993-10,Canada,Housing under construction,32724.0
1993-10,Canada,Housing completions,41345.0
1993-10,Canada,Housing completions,24405.0
1993-10,Canada,Housing completions,16940.0
1993-10,Canada,Housing completions,2782.0
1993-10,Canada,Housing completions,5215.0
1993-10,Canada,Housing completions,8943.0
1993-10,Quebec,Housing starts,7797.0
1993-10,Quebec,Housing starts,33.1
1993-10,Quebec,Housing starts,3867.0
1993-10,Quebec,Housing starts,3930.0
1993-10,Quebec,Housing starts,831.0
1993-10,Quebec,Housing starts,709.0
1993-10,Quebec,Housing starts,2390.0
1993-10,Quebec,Housing under construction,9811.0
1993-10,Quebec,Housing under construction,3356.0
1993-10,Quebec,Housing under construction,6455.0
1993-10,Quebec,Housing under construction,834.0
1993-10,Quebec,Housing under construction,893.0
1993-10,Quebec,Housing under construction,4728.0
1993-10,Quebec,Housing completions,6738.0
1993-10,Quebec,Housing completions,4122.0
1993-10,Quebec,Housing completions,2616.0
1993-10,Quebec,Housing completions,727.0
1993-10,Quebec,Housing completions,598.0
1993-10,Quebec,Housing completions,1291.0
1993-10,Ontario,Housing starts,13004.0
1993-10,Ontario,Housing starts,51.0
1993-10,Ontario,Housing starts,6942.0
1993-10,Ontario,Housing starts,6062.0
1993-10,Ontario,Housing starts,799.0
1993-10,Ontario,Housing starts,1919.0
1993-10,Ontario,Housing starts,3344.0
1993-10,Ontario,Housing under construction,25047.0
1993-10,Ontario,Housing under construction,10243.0
1993-10,Ontario,Housing under construction,14804.0
1993-10,Ontario,Housing under construction,1002.0
1993-10,Ontario,Housing under construction,3655.0
1993-10,Ontario,Housing under construction,10147.0
1993-10,Ontario,Housing completions,12783.0
1993-10,Ontario,Housing completions,7683.0
1993-10,Ontario,Housing completions,5100.0
1993-10,Ontario,Housing completions,781.0
1993-10,Ontario,Housing completions,2130.0
1993-10,Ontario,Housing completions,2189.0
1993-10,British Columbia,Housing starts,10769.0
1993-10,British Columbia,Housing starts,43.8
1993-10,British Columbia,Housing starts,3962.0
1993-10,British Columbia,Housing starts,6807.0
1993-10,British Columbia,Housing starts,750.0
1993-10,British Columbia,Housing starts,1674.0
1993-10,British Columbia,Housing starts,4383.0
1993-10,British Columbia,Housing under construction,28948.0
1993-10,British Columbia,Housing under construction,9970.0
1993-10,British Columbia,Housing under construction,18978.0
1993-10,British Columbia,Housing under construction,1659.0
1993-10,British Columbia,Housing under construction,3271.0
1993-10,British Columbia,Housing under construction,14048.0
1993-10,British Columbia,Housing completions,11369.0
1993-10,British Columbia,Housing completions,4974.0
1993-10,British Columbia,Housing completions,6395.0
1993-10,British Columbia,Housing completions,611.0
1993-10,British Columbia,Housing completions,1603.0
1993-10,British Columbia,Housing completions,4181.0
1994-01,Canada,Housing starts,23878.0
1994-01,Canada,Housing starts,153.3
1994-01,Canada,Housing starts,11572.0
1994-01,Canada,Housing starts,86.2
1994-01,Canada,Housing starts,12306.0
1994-01,Canada,Housing starts,67.1
1994-01,Canada,Housing starts,1688.0
1994-01,Canada,Housing starts,3114.0
1994-01,Canada,Housing starts,7504.0
1994-01,Canada,Housing under construction,74679.0
1994-01,Canada,Housing under construction,28962.0
1994-01,Canada,Housing under construction,45717.0
1994-01,Canada,Housing under construction,4250.0
1994-01,Canada,Housing under construction,8684.0
1994-01,Canada,Housing under construction,32783.0
1994-01,Canada,Housing completions,28769.0
1994-01,Canada,Housing completions,15862.0
1994-01,Canada,Housing completions,12907.0
1994-01,Canada,Housing completions,1971.0
1994-01,Canada,Housing completions,3517.0
1994-01,Canada,Housing completions,7419.0
1994-01,Quebec,Housing starts,4575.0
1994-01,Quebec,Housing starts,34.4
1994-01,Quebec,Housing starts,2003.0
1994-01,Quebec,Housing starts,2572.0
1994-01,Quebec,Housing starts,595.0
1994-01,Quebec,Housing starts,480.0
1994-01,Quebec,Housing starts,1497.0
1994-01,Quebec,Housing under construction,10503.0
1994-01,Quebec,Housing under construction,3224.0
1994-01,Quebec,Housing under construction,7279.0
1994-01,Quebec,Housing under construction,1023.0
1994-01,Quebec,Housing under construction,1168.0
1994-01,Quebec,Housing under construction,5088.0
1994-01,Quebec,Housing completions,3870.0
1994-01,Quebec,Housing completions,2162.0
1994-01,Quebec,Housing completions,1708.0
1994-01,Quebec,Housing completions,396.0
1994-01,Quebec,Housing completions,201.0
1994-01,Quebec,Housing completions,1111.0
1994-01,Ontario,Housing starts,6259.0
1994-01,Ontario,Housing starts,43.3
1994-01,Ontario,Housing starts,3259.0
1994-01,Ontario,Housing starts,3000.0
1994-01,Ontario,Housing starts,358.0
1994-01,Ontario,Housing starts,1296.0
1994-01,Ontario,Housing starts,1346.0
1994-01,Ontario,Housing under construction,21690.0
1994-01,Ontario,Housing under construction,8407.0
1994-01,Ontario,Housing under construction,13283.0
1994-01,Ontario,Housing under construction,814.0
1994-01,Ontario,Housing under construction,3087.0
1994-01,Ontario,Housing under construction,9382.0
1994-01,Ontario,Housing completions,9541.0
1994-01,Ontario,Housing completions,5118.0
1994-01,Ontario,Housing completions,4423.0
1994-01,Ontario,Housing completions,538.0
1994-01,Ontario,Housing completions,1783.0
1994-01,Ontario,Housing completions,2102.0
1994-01,British Columbia,Housing starts,8568.0
1994-01,British Columbia,Housing starts,43.5
1994-01,British Columbia,Housing starts,3056.0
1994-01,British Columbia,Housing starts,5512.0
1994-01,British Columbia,Housing starts,498.0
1994-01,British Columbia,Housing starts,1142.0
1994-01,British Columbia,Housing starts,3872.0
1994-01,British Columbia,Housing under construction,28935.0
1994-01,British Columbia,Housing under construction,9223.0
1994-01,British Columbia,Housing under construction,19712.0
1994-01,British Columbia,Housing under construction,1533.0
1994-01,British Columbia,Housing under construction,3366.0
1994-01,British Columbia,Housing under construction,14813.0
1994-01,British Columbia,Housing completions,8581.0
1994-01,British Columbia,Housing completions,3802.0
1994-01,British Columbia,Housing completions,4779.0
1994-01,British Columbia,Housing completions,626.0
1994-01,British Columbia,Housing completions,1036.0
1994-01,British Columbia,Housing completions,3117.0
1994-04,Canada,Housing starts,51387.0
1994-04,Canada,Housing starts,167.6
1994-04,Canada,Housing starts,31827.0
1994-04,Canada,Housing starts,99.8
1994-04,Canada,Housing starts,19560.0
1994-04,Canada,Housing starts,67.8
1994-04,Canada,Housing starts,4680.0
1994-04,Canada,Housing starts,5337.0
1994-04,Canada,Housing starts,9543.0
1994-04,Canada,Housing under construction,89143.0
1994-04,Canada,Housing under construction,40286.0
1994-04,Canada,Housing under construction,48857.0
1994-04,Canada,Housing under construction,5534.0
1994-04,Canada,Housing under construction,9914.0
1994-04,Canada,Housing under construction,33409.0
1994-04,Canada,Housing completions,37154.0
1994-04,Canada,Housing completions,20378.0
1994-04,Canada,Housing completions,16776.0
1994-04,Canada,Housing completions,3399.0
1994-04,Canada,Housing completions,4273.0
1994-04,Canada,Housing completions,9104.0
1994-04,Quebec,Housing starts,15795.0
1994-04,Quebec,Housing starts,41.6
1994-04,Quebec,Housing starts,8681.0
1994-04,Quebec,Housing starts,7114.0
1994-04,Quebec,Housing starts,2225.0
1994-04,Quebec,Housing starts,1083.0
1994-04,Quebec,Housing starts,3806.0
1994-04,Quebec,Housing under construction,16846.0
1994-04,Quebec,Housing under construction,7225.0
1994-04,Quebec,Housing under construction,9621.0
1994-04,Quebec,Housing under construction,1874.0
1994-04,Quebec,Housing under construction,1494.0
1994-04,Quebec,Housing under construction,6253.0
1994-04,Quebec,Housing completions,9661.0
1994-04,Quebec,Housing completions,4622.0
1994-04,Quebec,Housing completions,5039.0
1994-04,Quebec,Housing completions,1384.0
1994-04,Quebec,Housing completions,773.0
1994-04,Quebec,Housing completions,2882.0
1994-04,Ontario,Housing starts,14165.0
1994-04,Ontario,Housing starts,50.0
1994-04,Ontario,Housing starts,9632.0
1994-04,Ontario,Housing starts,4533.0
1994-04,Ontario,Housing starts,1190.0
1994-04,Ontario,Housing starts,1988.0
1994-04,Ontario,Housing starts,1355.0
1994-04,Ontario,Housing under construction,26430.0
1994-04,Ontario,Housing under construction,12225.0
1994-04,Ontario,Housing under construction,14205.0
1994-04,Ontario,Housing under construction,1446.0
1994-04,Ontario,Housing under construction,3720.0
1994-04,Ontario,Housing under construction,9039.0
1994-04,Ontario,Housing completions,9325.0
1994-04,Ontario,Housing completions,5760.0
1994-04,Ontario,Housing completions,3565.0
1994-04,Ontario,Housing completions,566.0
1994-04,Ontario,Housing completions,1353.0
1994-04,Ontario,Housing completions,1646.0
1994-04,British Columbia,Housing starts,10731.0
1994-04,British Columbia,Housing starts,38.9
1994-04,British Columbia,Housing starts,5266.0
1994-04,British Columbia,Housing starts,5465.0
1994-04,British Columbia,Housing starts,755.0
1994-04,British Columbia,Housing starts,1445.0
1994-04,British Columbia,Housing starts,3265.0
1994-04,British Columbia,Housing under construction,29071.0
1994-04,British Columbia,Housing under construction,9827.0
1994-04,British Columbia,Housing under construction,19244.0
1994-04,British Columbia,Housing under construction,1365.0
1994-04,British Columbia,Housing under construction,3358.0
1994-04,British Columbia,Housing under construction,14521.0
1994-04,British Columbia,Housing completions,10585.0
1994-04,British Columbia,Housing completions,4659.0
1994-04,British Columbia,Housing completions,5926.0
1994-04,British Columbia,Housing completions,943.0
1994-04,British Columbia,Housing completions,1418.0
1994-04,British Columbia,Housing completions,3565.0
1994-07,Canada,Housing starts,43904.0
1994-07,Canada,Housing starts,155.7
1994-07,Canada,Housing starts,27460.0
1994-07,Canada,Housing starts,93.9
1994-07,Canada,Housing starts,16444.0
1994-07,Canada,Housing starts,61.8
1994-07,Canada,Housing starts,3195.0
1994-07,Canada,Housing starts,4869.0
1994-07,Canada,Housing starts,8380.0
1994-07,Canada,Housing under construction,79492.0
1994-07,Canada,Housing under construction,37626.0
1994-07,Canada,Housing under construction,41866.0
1994-07,Canada,Housing under construction,4389.0
1994-07,Canada,Housing under construction,9244.0
1994-07,Canada,Housing under construction,28233.0
1994-07,Canada,Housing completions,53463.0
1994-07,Canada,Housing completions,30007.0
1994-07,Canada,Housing completions,23456.0
1994-07,Canada,Housing completions,4389.0
1994-07,Canada,Housing completions,5614.0
1994-07,Canada,Housing completions,13453.0
1994-07,Quebec,Housing starts,7753.0
1994-07,Quebec,Housing starts,33.6
1994-07,Quebec,Housing starts,4758.0
1994-07,Quebec,Housing starts,2995.0
1994-07,Quebec,Housing starts,751.0
1994-07,Quebec,Housing starts,440.0
1994-07,Quebec,Housing starts,1804.0
1994-07,Quebec,Housing under construction,8188.0
1994-07,Quebec,Housing under construction,3690.0
1994-07,Quebec,Housing under construction,4498.0
1994-07,Quebec,Housing under construction,584.0
1994-07,Quebec,Housing under construction,435.0
1994-07,Quebec,Housing under construction,3479.0
1994-07,Quebec,Housing completions,16333.0
1994-07,Quebec,Housing completions,8228.0
1994-07,Quebec,Housing completions,8105.0
1994-07,Quebec,Housing completions,2068.0
1994-07,Quebec,Housing completions,1517.0
1994-07,Quebec,Housing completions,4520.0
1994-07,Ontario,Housing starts,14997.0
1994-07,Ontario,Housing starts,50.4
1994-07,Ontario,Housing starts,9928.0
1994-07,Ontario,Housing starts,5069.0
1994-07,Ontario,Housing starts,1017.0
1994-07,Ontario,Housing starts,2340.0
1994-07,Ontario,Housing starts,1712.0
1994-07,Ontario,Housing under construction,26363.0
1994-07,Ontario,Housing under construction,12868.0
1994-07,Ontario,Housing under construction,13495.0
1994-07,Ontario,Housing under construction,1337.0
1994-07,Ontario,Housing under construction,3963.0
1994-07,Ontario,Housing under construction,8195.0
1994-07,Ontario,Housing completions,15072.0
1994-07,Ontario,Housing completions,9275.0
1994-07,Ontario,Housing completions,5797.0
1994-07,Ontario,Housing completions,1120.0
1994-07,Ontario,Housing completions,2124.0
1994-07,Ontario,Housing completions,2553.0
1994-07,British Columbia,Housing starts,10427.0
1994-07,British Columbia,Housing starts,37.5
1994-07,British Columbia,Housing starts,4986.0
1994-07,British Columbia,Housing starts,5441.0
1994-07,British Columbia,Housing starts,764.0
1994-07,British Columbia,Housing starts,1332.0
1994-07,British Columbia,Housing starts,3345.0
1994-07,British Columbia,Housing under construction,28381.0
1994-07,British Columbia,Housing under construction,10293.0
1994-07,British Columbia,Housing under construction,18088.0
1994-07,British Columbia,Housing under construction,1445.0
1994-07,British Columbia,Housing under construction,3209.0
1994-07,British Columbia,Housing under construction,13434.0
1994-07,British Columbia,Housing completions,11134.0
1994-07,British Columbia,Housing completions,4508.0
1994-07,British Columbia,Housing completions,6626.0
1994-07,British Columbia,Housing completions,699.0
1994-07,British Columbia,Housing completions,1537.0
1994-07,British Columbia,Housing completions,4390.0
1994-10,Canada,Housing starts,34888.0
1994-10,Canada,Housing starts,138.9
1994-10,Canada,Housing starts,18650.0
1994-10,Canada,Housing starts,77.1
1994-10,Canada,Housing starts,16238.0
1994-10,Canada,Housing starts,61.8
1994-10,Canada,Housing starts,2556.0
1994-10,Canada,Housing starts,3927.0
1994-10,Canada,Housing starts,9755.0
1994-10,Canada,Housing under construction,71562.0
1994-10,Canada,Housing under construction,31683.0
1994-10,Canada,Housing under construction,39879.0
1994-10,Canada,Housing under construction,3974.0
1994-10,Canada,Housing under construction,8444.0
1994-10,Canada,Housing under construction,27461.0
1994-10,Canada,Housing completions,42699.0
1994-10,Canada,Housing completions,24484.0
1994-10,Canada,Housing completions,18215.0
1994-10,Canada,Housing completions,2975.0
1994-10,Canada,Housing completions,4691.0
1994-10,Canada,Housing completions,10549.0
1994-10,Quebec,Housing starts,6031.0
1994-10,Quebec,Housing starts,26.7
1994-10,Quebec,Housing starts,2972.0
1994-10,Quebec,Housing starts,3059.0
1994-10,Quebec,Housing starts,601.0
1994-10,Quebec,Housing starts,361.0
1994-10,Quebec,Housing starts,2097.0
1994-10,Quebec,Housing under construction,7730.0
1994-10,Quebec,Housing under construction,2966.0
1994-10,Quebec,Housing under construction,4764.0
1994-10,Quebec,Housing under construction,587.0
1994-10,Quebec,Housing under construction,530.0
1994-10,Quebec,Housing under construction,3647.0
1994-10,Quebec,Housing completions,6481.0
1994-10,Quebec,Housing completions,3663.0
1994-10,Quebec,Housing completions,2818.0
1994-10,Quebec,Housing completions,605.0
1994-10,Quebec,Housing completions,270.0
1994-10,Quebec,Housing completions,1943.0
1994-10,Ontario,Housing starts,11224.0
1994-10,Ontario,Housing starts,43.1
1994-10,Ontario,Housing starts,7217.0
1994-10,Ontario,Housing starts,4007.0
1994-10,Ontario,Housing starts,856.0
1994-10,Ontario,Housing starts,1602.0
1994-10,Ontario,Housing starts,1549.0
1994-10,Ontario,Housing under construction,22444.0
1994-10,Ontario,Housing under construction,11306.0
1994-10,Ontario,Housing under construction,11138.0
1994-10,Ontario,Housing under construction,1172.0
1994-10,Ontario,Housing under construction,3264.0
1994-10,Ontario,Housing under construction,6702.0
1994-10,Ontario,Housing completions,15168.0
1994-10,Ontario,Housing completions,8723.0
1994-10,Ontario,Housing completions,6445.0
1994-10,Ontario,Housing completions,992.0
1994-10,Ontario,Housing completions,2282.0
1994-10,Ontario,Housing completions,3171.0
1994-10,British Columbia,Housing starts,9682.0
1994-10,British Columbia,Housing starts,38.1
1994-10,British Columbia,Housing starts,3283.0
1994-10,British Columbia,Housing starts,6399.0
1994-10,British Columbia,Housing starts,522.0
1994-10,British Columbia,Housing starts,1245.0
1994-10,British Columbia,Housing starts,4632.0
1994-10,British Columbia,Housing under construction,27205.0
1994-10,British Columbia,Housing under construction,9156.0
1994-10,British Columbia,Housing under construction,18049.0
1994-10,British Columbia,Housing under construction,1348.0
1994-10,British Columbia,Housing under construction,3032.0
1994-10,British Columbia,Housing under construction,13669.0
1994-10,British Columbia,Housing completions,10868.0
1994-10,British Columbia,Housing completions,4414.0
1994-10,British Columbia,Housing completions,6454.0
1994-10,British Columbia,Housing completions,649.0
1994-10,British Columbia,Housing completions,1398.0
1994-10,British Columbia,Housing completions,4407.0
1995-01,Canada,Housing starts,19302.0
1995-01,Canada,Housing starts,127.4
1995-01,Canada,Housing starts,9464.0
1995-01,Canada,Housing starts,72.7
1995-01,Canada,Housing starts,9838.0
1995-01,Canada,Housing starts,54.7
1995-01,Canada,Housing starts,1161.0
1995-01,Canada,Housing starts,2186.0
1995-01,Canada,Housing starts,6491.0
1995-01,Canada,Housing under construction,64561.0
1995-01,Canada,Housing under construction,26794.0
1995-01,Canada,Housing under construction,37767.0
1995-01,Canada,Housing under construction,3400.0
1995-01,Canada,Housing under construction,7483.0
1995-01,Canada,Housing under construction,26884.0
1995-01,Canada,Housing completions,26200.0
1995-01,Canada,Housing completions,14294.0
1995-01,Canada,Housing completions,11906.0
1995-01,Canada,Housing completions,1739.0
1995-01,Canada,Housing completions,2980.0
1995-01,Canada,Housing completions,7187.0
1995-01,Quebec,Housing starts,3407.0
1995-01,Quebec,Housing starts,25.9
1995-01,Quebec,Housing starts,1718.0
1995-01,Quebec,Housing starts,1689.0
1995-01,Quebec,Housing starts,396.0
1995-01,Quebec,Housing starts,266.0
1995-01,Quebec,Housing starts,1027.0
1995-01,Quebec,Housing under construction,7566.0
1995-01,Quebec,Housing under construction,2586.0
1995-01,Quebec,Housing under construction,4980.0
1995-01,Quebec,Housing under construction,655.0
1995-01,Quebec,Housing under construction,665.0
1995-01,Quebec,Housing under construction,3660.0
1995-01,Quebec,Housing completions,3573.0
1995-01,Quebec,Housing completions,2092.0
1995-01,Quebec,Housing completions,1481.0
1995-01,Quebec,Housing completions,309.0
1995-01,Quebec,Housing completions,153.0
1995-01,Quebec,Housing completions,1019.0
1995-01,Ontario,Housing starts,6042.0
1995-01,Ontario,Housing starts,41.7
1995-01,Ontario,Housing starts,2953.0
1995-01,Ontario,Housing starts,3089.0
1995-01,Ontario,Housing starts,226.0
1995-01,Ontario,Housing starts,1065.0
1995-01,Ontario,Housing starts,1798.0
1995-01,Ontario,Housing under construction,19888.0
1995-01,Ontario,Housing under construction,9044.0
1995-01,Ontario,Housing under construction,10844.0
1995-01,Ontario,Housing under construction,830.0
1995-01,Ontario,Housing under construction,3013.0
1995-01,Ontario,Housing under construction,7001.0
1995-01,Ontario,Housing completions,8577.0
1995-01,Ontario,Housing completions,5202.0
1995-01,Ontario,Housing completions,3375.0
1995-01,Ontario,Housing completions,576.0
1995-01,Ontario,Housing completions,1303.0
1995-01,Ontario,Housing completions,1496.0
1995-01,British Columbia,Housing starts,6226.0
1995-01,British Columbia,Housing starts,32.1
1995-01,British Columbia,Housing starts,2235.0
1995-01,British Columbia,Housing starts,3991.0
1995-01,British Columbia,Housing starts,315.0
1995-01,British Columbia,Housing starts,590.0
1995-01,British Columbia,Housing starts,3086.0
1995-01,British Columbia,Housing under construction,24732.0
1995-01,British Columbia,Housing under construction,8288.0
1995-01,British Columbia,Housing under construction,16444.0
1995-01,British Columbia,Housing under construction,1150.0
1995-01,British Columbia,Housing under construction,2523.0
1995-01,British Columbia,Housing under construction,12771.0
1995-01,British Columbia,Housing completions,8677.0
1995-01,British Columbia,Housing completions,3097.0
1995-01,British Columbia,Housing completions,5580.0
1995-01,British Columbia,Housing completions,515.0
1995-01,British Columbia,Housing completions,1080.0
1995-01,British Columbia,Housing completions,3985.0
1995-04,Canada,Housing starts,33090.0
1995-04,Canada,Housing starts,107.4
1995-04,Canada,Housing starts,20265.0
1995-04,Canada,Housing starts,62.0
1995-04,Canada,Housing starts,12825.0
1995-04,Canada,Housing starts,45.4
1995-04,Canada,Housing starts,2552.0
1995-04,Canada,Housing starts,3163.0
1995-04,Canada,Housing starts,7110.0
1995-04,Canada,Housing under construction,68490.0
1995-04,Canada,Housing under construction,31354.0
1995-04,Canada,Housing under construction,37136.0
1995-04,Canada,Housing under construction,3994.0
1995-04,Canada,Housing under construction,7484.0
1995-04,Canada,Housing under construction,25658.0
1995-04,Canada,Housing completions,28964.0
1995-04,Canada,Housing completions,15589.0
1995-04,Canada,Housing completions,13375.0
1995-04,Canada,Housing completions,2094.0
1995-04,Canada,Housing completions,2961.0
1995-04,Canada,Housing completions,8320.0
1995-04,Quebec,Housing starts,9039.0
1995-04,Quebec,Housing starts,22.6
1995-04,Quebec,Housing starts,5621.0
1995-04,Quebec,Housing starts,3418.0
1995-04,Quebec,Housing starts,1047.0
1995-04,Quebec,Housing starts,476.0
1995-04,Quebec,Housing starts,1895.0
1995-04,Quebec,Housing under construction,9771.0
1995-04,Quebec,Housing under construction,4542.0
1995-04,Quebec,Housing under construction,5229.0
1995-04,Quebec,Housing under construction,925.0
1995-04,Quebec,Housing under construction,753.0
1995-04,Quebec,Housing under construction,3551.0
1995-04,Quebec,Housing completions,6835.0
1995-04,Quebec,Housing completions,3650.0
1995-04,Quebec,Housing completions,3185.0
1995-04,Quebec,Housing completions,765.0
1995-04,Quebec,Housing completions,399.0
1995-04,Quebec,Housing completions,2021.0
1995-04,Ontario,Housing starts,9519.0
1995-04,Ontario,Housing starts,33.3
1995-04,Ontario,Housing starts,5796.0
1995-04,Ontario,Housing starts,3723.0
1995-04,Ontario,Housing starts,764.0
1995-04,Ontario,Housing starts,1379.0
1995-04,Ontario,Housing starts,1580.0
1995-04,Ontario,Housing under construction,21095.0
1995-04,Ontario,Housing under construction,10140.0
1995-04,Ontario,Housing under construction,10955.0
1995-04,Ontario,Housing under construction,1051.0
1995-04,Ontario,Housing under construction,3037.0
1995-04,Ontario,Housing under construction,6867.0
1995-04,Ontario,Housing completions,8331.0
1995-04,Ontario,Housing completions,4700.0
1995-04,Ontario,Housing completions,3631.0
1995-04,Ontario,Housing completions,543.0
1995-04,Ontario,Housing completions,1368.0
1995-04,Ontario,Housing completions,1720.0
1995-04,British Columbia,Housing starts,7241.0
1995-04,British Columbia,Housing starts,26.9
1995-04,British Columbia,Housing starts,3264.0
1995-04,British Columbia,Housing starts,3977.0
1995-04,British Columbia,Housing starts,349.0
1995-04,British Columbia,Housing starts,805.0
1995-04,British Columbia,Housing starts,2823.0
1995-04,British Columbia,Housing under construction,23633.0
1995-04,British Columbia,Housing under construction,8333.0
1995-04,British Columbia,Housing under construction,15300.0
1995-04,British Columbia,Housing under construction,1216.0
1995-04,British Columbia,Housing under construction,2219.0
1995-04,British Columbia,Housing under construction,11865.0
1995-04,British Columbia,Housing completions,8205.0
1995-04,British Columbia,Housing completions,3216.0
1995-04,British Columbia,Housing completions,4989.0
1995-04,British Columbia,Housing completions,433.0
1995-04,British Columbia,Housing completions,868.0
1995-04,British Columbia,Housing completions,3688.0
1995-07,Canada,Housing starts,30367.0
1995-07,Canada,Housing starts,104.6
1995-07,Canada,Housing starts,18330.0
1995-07,Canada,Housing starts,61.5
1995-07,Canada,Housing starts,12037.0
1995-07,Canada,Housing starts,43.1
1995-07,Canada,Housing starts,2022.0
1995-07,Canada,Housing starts,3076.0
1995-07,Canada,Housing starts,6939.0
1995-07,Canada,Housing under construction,64261.0
1995-07,Canada,Housing under construction,29558.0
1995-07,Canada,Housing under construction,34703.0
1995-07,Canada,Housing under construction,3555.0
1995-07,Canada,Housing under construction,7075.0
1995-07,Canada,Housing under construction,24073.0
1995-07,Canada,Housing completions,34245.0
1995-07,Canada,Housing completions,20067.0
1995-07,Canada,Housing completions,14178.0
1995-07,Canada,Housing completions,2489.0
1995-07,Canada,Housing completions,3559.0
1995-07,Canada,Housing completions,8130.0
1995-07,Quebec,Housing starts,4681.0
1995-07,Quebec,Housing starts,19.6
1995-07,Quebec,Housing starts,3271.0
1995-07,Quebec,Housing starts,1410.0
1995-07,Quebec,Housing starts,392.0
1995-07,Quebec,Housing starts,128.0
1995-07,Quebec,Housing starts,890.0
1995-07,Quebec,Housing under construction,5997.0
1995-07,Quebec,Housing under construction,2916.0
1995-07,Quebec,Housing under construction,3081.0
1995-07,Quebec,Housing under construction,375.0
1995-07,Quebec,Housing under construction,291.0
1995-07,Quebec,Housing under construction,2415.0
1995-07,Quebec,Housing completions,8386.0
1995-07,Quebec,Housing completions,4871.0
1995-07,Quebec,Housing completions,3515.0
1995-07,Quebec,Housing completions,948.0
1995-07,Quebec,Housing completions,598.0
1995-07,Quebec,Housing completions,1969.0
1995-07,Ontario,Housing starts,10102.0
1995-07,Ontario,Housing starts,33.4
1995-07,Ontario,Housing starts,5842.0
1995-07,Ontario,Housing starts,4260.0
1995-07,Ontario,Housing starts,735.0
1995-07,Ontario,Housing starts,1680.0
1995-07,Ontario,Housing starts,1845.0
1995-07,Ontario,Housing under construction,20637.0
1995-07,Ontario,Housing under construction,9723.0
1995-07,Ontario,Housing under construction,10914.0
1995-07,Ontario,Housing under construction,1193.0
1995-07,Ontario,Housing under construction,3063.0
1995-07,Ontario,Housing under construction,6658.0
1995-07,Ontario,Housing completions,10540.0
1995-07,Ontario,Housing completions,6263.0
1995-07,Ontario,Housing completions,4277.0
1995-07,Ontario,Housing completions,593.0
1995-07,Ontario,Housing completions,1656.0
1995-07,Ontario,Housing completions,2028.0
1995-07,British Columbia,Housing starts,7032.0
1995-07,British Columbia,Housing starts,24.9
1995-07,British Columbia,Housing starts,2939.0
1995-07,British Columbia,Housing starts,4093.0
1995-07,British Columbia,Housing starts,519.0
1995-07,British Columbia,Housing starts,757.0
1995-07,British Columbia,Housing starts,2817.0
1995-07,British Columbia,Housing under construction,22641.0
1995-07,British Columbia,Housing under construction,7911.0
1995-07,British Columbia,Housing under construction,14730.0
1995-07,British Columbia,Housing under construction,1217.0
1995-07,British Columbia,Housing under construction,2177.0
1995-07,British Columbia,Housing under construction,11336.0
1995-07,British Columbia,Housing completions,7988.0
1995-07,British Columbia,Housing completions,3358.0
1995-07,British Columbia,Housing completions,4630.0
1995-07,British Columbia,Housing completions,520.0
1995-07,British Columbia,Housing completions,849.0
1995-07,British Columbia,Housing completions,3261.0
1995-10,Canada,Housing starts,28174.0
1995-10,Canada,Housing starts,110.9
1995-10,Canada,Housing starts,16366.0
1995-10,Canada,Housing starts,66.6
1995-10,Canada,Housing starts,11808.0
1995-10,Canada,Housing starts,44.3
1995-10,Canada,Housing starts,1801.0
1995-10,Canada,Housing starts,3462.0
1995-10,Canada,Housing starts,6545.0
1995-10,Canada,Housing under construction,62039.0
1995-10,Canada,Housing under construction,28165.0
1995-10,Canada,Housing under construction,33874.0
1995-10,Canada,Housing under construction,3450.0
1995-10,Canada,Housing under construction,7804.0
1995-10,Canada,Housing under construction,22620.0
1995-10,Canada,Housing completions,30092.0
1995-10,Canada,Housing completions,17669.0
1995-10,Canada,Housing completions,12423.0
1995-10,Canada,Housing completions,1862.0
1995-10,Canada,Housing completions,2726.0
1995-10,Canada,Housing completions,7835.0
1995-10,Quebec,Housing starts,4758.0
1995-10,Quebec,Housing starts,21.4
1995-10,Quebec,Housing starts,2818.0
1995-10,Quebec,Housing starts,1940.0
1995-10,Quebec,Housing starts,429.0
1995-10,Quebec,Housing starts,176.0
1995-10,Quebec,Housing starts,1335.0
1995-10,Quebec,Housing under construction,5986.0
1995-10,Quebec,Housing under construction,2688.0
1995-10,Quebec,Housing under construction,3298.0
1995-10,Quebec,Housing under construction,397.0
1995-10,Quebec,Housing under construction,336.0
1995-10,Quebec,Housing under construction,2565.0
1995-10,Quebec,Housing completions,4569.0
1995-10,Quebec,Housing completions,3041.0
1995-10,Quebec,Housing completions,1528.0
1995-10,Quebec,Housing completions,399.0
1995-10,Quebec,Housing completions,148.0
1995-10,Quebec,Housing completions,981.0
1995-10,Ontario,Housing starts,10155.0
1995-10,Ontario,Housing starts,38.2
1995-10,Ontario,Housing starts,5533.0
1995-10,Ontario,Housing starts,4622.0
1995-10,Ontario,Housing starts,581.0
