REF_DATE,GEO,Housing estimates,VALUE
1977-10,Canada,Housing under construction,133577.0
1977-10,Canada,Housing under construction,10762.0
1977-10,Canada,Housing under construction,23732.0
1977-10,Canada,Housing under construction,99083.0
1977-10,Canada,Housing completions,69848.0
1977-10,Canada,Housing completions,31509.0
1977-10,Canada,Housing completions,38339.0
1977-10,Canada,Housing completions,5165.0
1977-10,Canada,Housing completions,9614.0
1977-10,Canada,Housing completions,23560.0
1977-10,Quebec,Housing starts,13144.0
1977-10,Quebec,Housing starts,47.8
1977-10,Quebec,Housing starts,6397.0
1977-10,Quebec,Housing starts,6747.0
1977-10,Quebec,Housing starts,694.0
1977-10,Quebec,Housing starts,141.0
1977-10,Quebec,Housing starts,5912.0
1977-10,Quebec,Housing under construction,35366.0
1977-10,Quebec,Housing under construction,10590.0
1977-10,Quebec,Housing under construction,24776.0
1977-10,Quebec,Housing under construction,890.0
1977-10,Quebec,Housing under construction,585.0
1977-10,Quebec,Housing under construction,23301.0
1977-10,Quebec,Housing completions,15602.0
1977-10,Quebec,Housing completions,8929.0
1977-10,Quebec,Housing completions,6673.0
1977-10,Quebec,Housing completions,538.0
1977-10,Quebec,Housing completions,87.0
1977-10,Quebec,Housing completions,6048.0
1977-10,Ontario,Housing starts,22062.0
1977-10,Ontario,Housing starts,77.5
1977-10,Ontario,Housing starts,6206.0
1977-10,Ontario,Housing starts,15856.0
1977-10,Ontario,Housing starts,2556.0
1977-10,Ontario,Housing starts,3593.0
1977-10,Ontario,Housing starts,9707.0
1977-10,Ontario,Housing under construction,75518.0
1977-10,Ontario,Housing under construction,15987.0
1977-10,Ontario,Housing under construction,59531.0
1977-10,Ontario,Housing under construction,6594.0
1977-10,Ontario,Housing under construction,13228.0
1977-10,Ontario,Housing under construction,39709.0
1977-10,Ontario,Housing completions,22582.0
1977-10,Ontario,Housing completions,8022.0
1977-10,Ontario,Housing completions,14560.0
1977-10,Ontario,Housing completions,2714.0
1977-10,Ontario,Housing completions,4834.0
1977-10,Ontario,Housing completions,7012.0
1977-10,British Columbia,Housing starts,8489.0
1977-10,British Columbia,Housing starts,31.0
1977-10,British Columbia,Housing starts,3667.0
1977-10,British Columbia,Housing starts,4822.0
1977-10,British Columbia,Housing starts,378.0
1977-10,British Columbia,Housing starts,1070.0
1977-10,British Columbia,Housing starts,3374.0
1977-10,British Columbia,Housing under construction,18421.0
1977-10,British Columbia,Housing under construction,7206.0
1977-10,British Columbia,Housing under construction,11215.0
1977-10,British Columbia,Housing under construction,612.0
1977-10,British Columbia,Housing under construction,1597.0
1977-10,British Columbia,Housing under construction,9006.0
1977-10,British Columbia,Housing completions,8198.0
1977-10,British Columbia,Housing completions,4181.0
1977-10,British Columbia,Housing completions,4017.0
1977-10,British Columbia,Housing completions,422.0
1977-10,British Columbia,Housing completions,787.0
1977-10,British Columbia,Housing completions,2808.0
1978-01,Canada,Housing starts,47197.0
1978-01,Canada,Housing starts,280.0
1978-01,Canada,Housing starts,14343.0
1978-01,Canada,Housing starts,108.2
1978-01,Canada,Housing starts,32854.0
1978-01,Canada,Housing starts,171.8
1978-01,Canada,Housing starts,4017.0
1978-01,Canada,Housing starts,4917.0
1978-01,Canada,Housing starts,23920.0
1978-01,Canada,Housing under construction,180722.0
1978-01,Canada,Housing under construction,44412.0
1978-01,Canada,Housing under construction,136310.0
1978-01,Canada,Housing under construction,11241.0
1978-01,Canada,Housing under construction,22078.0
1978-01,Canada,Housing under construction,102991.0
1978-01,Canada,Housing completions,51460.0
1978-01,Canada,Housing completions,21714.0
1978-01,Canada,Housing completions,29746.0
1978-01,Canada,Housing completions,3486.0
1978-01,Canada,Housing completions,6644.0
1978-01,Canada,Housing completions,19616.0
1978-01,Quebec,Housing starts,9043.0
1978-01,Quebec,Housing starts,57.7
1978-01,Quebec,Housing starts,2785.0
1978-01,Quebec,Housing starts,6258.0
1978-01,Quebec,Housing starts,284.0
1978-01,Quebec,Housing starts,81.0
1978-01,Quebec,Housing starts,5893.0
1978-01,Quebec,Housing under construction,32856.0
1978-01,Quebec,Housing under construction,8569.0
1978-01,Quebec,Housing under construction,24287.0
1978-01,Quebec,Housing under construction,866.0
1978-01,Quebec,Housing under construction,586.0
1978-01,Quebec,Housing under construction,22835.0
1978-01,Quebec,Housing completions,11414.0
1978-01,Quebec,Housing completions,4656.0
1978-01,Quebec,Housing completions,6758.0
1978-01,Quebec,Housing completions,315.0
1978-01,Quebec,Housing completions,84.0
1978-01,Quebec,Housing completions,6359.0
1978-01,Ontario,Housing starts,11291.0
1978-01,Ontario,Housing starts,80.4
1978-01,Ontario,Housing starts,3055.0
1978-01,Ontario,Housing starts,8236.0
1978-01,Ontario,Housing starts,1468.0
1978-01,Ontario,Housing starts,1196.0
1978-01,Ontario,Housing starts,5572.0
1978-01,Ontario,Housing under construction,69819.0
1978-01,Ontario,Housing under construction,13464.0
1978-01,Ontario,Housing under construction,56355.0
1978-01,Ontario,Housing under construction,6373.0
1978-01,Ontario,Housing under construction,10779.0
1978-01,Ontario,Housing under construction,39203.0
1978-01,Ontario,Housing completions,17026.0
1978-01,Ontario,Housing completions,5637.0
1978-01,Ontario,Housing completions,11389.0
1978-01,Ontario,Housing completions,1670.0
1978-01,Ontario,Housing completions,3654.0
1978-01,Ontario,Housing completions,6065.0
1978-01,British Columbia,Housing starts,6765.0
1978-01,British Columbia,Housing starts,34.1
1978-01,British Columbia,Housing starts,2425.0
1978-01,British Columbia,Housing starts,4340.0
1978-01,British Columbia,Housing starts,465.0
1978-01,British Columbia,Housing starts,616.0
1978-01,British Columbia,Housing starts,3259.0
1978-01,British Columbia,Housing under construction,18221.0
1978-01,British Columbia,Housing under construction,6369.0
1978-01,British Columbia,Housing under construction,11852.0
1978-01,British Columbia,Housing under construction,767.0
1978-01,British Columbia,Housing under construction,1719.0
1978-01,British Columbia,Housing under construction,9366.0
1978-01,British Columbia,Housing completions,6708.0
1978-01,British Columbia,Housing completions,3240.0
1978-01,British Columbia,Housing completions,3468.0
1978-01,British Columbia,Housing completions,312.0
1978-01,British Columbia,Housing completions,502.0
1978-01,British Columbia,Housing completions,2654.0
1978-04,Canada,Housing starts,57103.0
1978-04,Canada,Housing starts,202.2
1978-04,Canada,Housing starts,31174.0
1978-04,Canada,Housing starts,102.1
1978-04,Canada,Housing starts,25929.0
1978-04,Canada,Housing starts,100.1
1978-04,Canada,Housing starts,5245.0
1978-04,Canada,Housing starts,4455.0
1978-04,Canada,Housing starts,16229.0
1978-04,Canada,Housing under construction,176980.0
1978-04,Canada,Housing under construction,52015.0
1978-04,Canada,Housing under construction,124965.0
1978-04,Canada,Housing under construction,11465.0
1978-04,Canada,Housing under construction,21352.0
1978-04,Canada,Housing under construction,92148.0
1978-04,Canada,Housing completions,60132.0
1978-04,Canada,Housing completions,23250.0
1978-04,Canada,Housing completions,36882.0
1978-04,Canada,Housing completions,4941.0
1978-04,Canada,Housing completions,5147.0
1978-04,Canada,Housing completions,26794.0
1978-04,Quebec,Housing starts,13684.0
1978-04,Quebec,Housing starts,42.0
1978-04,Quebec,Housing starts,7976.0
1978-04,Quebec,Housing starts,5708.0
1978-04,Quebec,Housing starts,962.0
1978-04,Quebec,Housing starts,152.0
1978-04,Quebec,Housing starts,4594.0
1978-04,Quebec,Housing under construction,32076.0
1978-04,Quebec,Housing under construction,10359.0
1978-04,Quebec,Housing under construction,21717.0
1978-04,Quebec,Housing under construction,1166.0
1978-04,Quebec,Housing under construction,574.0
1978-04,Quebec,Housing under construction,19977.0
1978-04,Quebec,Housing completions,14325.0
1978-04,Quebec,Housing completions,6136.0
1978-04,Quebec,Housing completions,8189.0
1978-04,Quebec,Housing completions,651.0
1978-04,Quebec,Housing completions,150.0
1978-04,Quebec,Housing completions,7388.0
1978-04,Ontario,Housing starts,17005.0
1978-04,Ontario,Housing starts,61.4
1978-04,Ontario,Housing starts,7052.0
1978-04,Ontario,Housing starts,9953.0
1978-04,Ontario,Housing starts,2446.0
1978-04,Ontario,Housing starts,2055.0
1978-04,Ontario,Housing starts,5452.0
1978-04,Ontario,Housing under construction,66854.0
1978-04,Ontario,Housing under construction,14648.0
1978-04,Ontario,Housing under construction,52206.0
1978-04,Ontario,Housing under construction,6116.0
1978-04,Ontario,Housing under construction,9997.0
1978-04,Ontario,Housing under construction,36093.0
1978-04,Ontario,Housing completions,19799.0
1978-04,Ontario,Housing completions,5774.0
1978-04,Ontario,Housing completions,14025.0
1978-04,Ontario,Housing completions,2643.0
1978-04,Ontario,Housing completions,2900.0
1978-04,Ontario,Housing completions,8482.0
1978-04,British Columbia,Housing starts,6523.0
1978-04,British Columbia,Housing starts,24.5
1978-04,British Columbia,Housing starts,4817.0
1978-04,British Columbia,Housing starts,1706.0
1978-04,British Columbia,Housing starts,352.0
1978-04,British Columbia,Housing starts,782.0
1978-04,British Columbia,Housing starts,572.0
1978-04,British Columbia,Housing under construction,16547.0
1978-04,British Columbia,Housing under construction,7765.0
1978-04,British Columbia,Housing under construction,8782.0
1978-04,British Columbia,Housing under construction,694.0
1978-04,British Columbia,Housing under construction,1683.0
1978-04,British Columbia,Housing under construction,6405.0
1978-04,British Columbia,Housing completions,8105.0
1978-04,British Columbia,Housing completions,3414.0
1978-04,British Columbia,Housing completions,4691.0
1978-04,British Columbia,Housing completions,429.0
1978-04,British Columbia,Housing completions,811.0
1978-04,British Columbia,Housing completions,3451.0
1978-07,Canada,Housing starts,63594.0
1978-07,Canada,Housing starts,214.1
1978-07,Canada,Housing starts,35006.0
1978-07,Canada,Housing starts,107.5
1978-07,Canada,Housing starts,28588.0
1978-07,Canada,Housing starts,106.6
1978-07,Canada,Housing starts,5465.0
1978-07,Canada,Housing starts,5552.0
1978-07,Canada,Housing starts,17571.0
1978-07,Canada,Housing under construction,171640.0
1978-07,Canada,Housing under construction,58947.0
1978-07,Canada,Housing under construction,112693.0
1978-07,Canada,Housing under construction,11213.0
1978-07,Canada,Housing under construction,19653.0
1978-07,Canada,Housing under construction,81827.0
1978-07,Canada,Housing completions,69469.0
1978-07,Canada,Housing completions,29066.0
1978-07,Canada,Housing completions,40403.0
1978-07,Canada,Housing completions,5589.0
1978-07,Canada,Housing completions,7298.0
1978-07,Canada,Housing completions,27516.0
1978-07,Quebec,Housing starts,10703.0
1978-07,Quebec,Housing starts,37.5
1978-07,Quebec,Housing starts,6740.0
1978-07,Quebec,Housing starts,3963.0
1978-07,Quebec,Housing starts,770.0
1978-07,Quebec,Housing starts,80.0
1978-07,Quebec,Housing starts,3113.0
1978-07,Quebec,Housing under construction,26754.0
1978-07,Quebec,Housing under construction,8760.0
1978-07,Quebec,Housing under construction,17994.0
1978-07,Quebec,Housing under construction,997.0
1978-07,Quebec,Housing under construction,498.0
1978-07,Quebec,Housing under construction,16499.0
1978-07,Quebec,Housing completions,15909.0
1978-07,Quebec,Housing completions,8264.0
1978-07,Quebec,Housing completions,7645.0
1978-07,Quebec,Housing completions,898.0
1978-07,Quebec,Housing completions,214.0
1978-07,Quebec,Housing completions,6533.0
1978-07,Ontario,Housing starts,23096.0
1978-07,Ontario,Housing starts,74.3
1978-07,Ontario,Housing starts,9518.0
1978-07,Ontario,Housing starts,13578.0
1978-07,Ontario,Housing starts,2700.0
1978-07,Ontario,Housing starts,3383.0
1978-07,Ontario,Housing starts,7495.0
1978-07,Ontario,Housing under construction,67075.0
1978-07,Ontario,Housing under construction,17120.0
1978-07,Ontario,Housing under construction,49955.0
1978-07,Ontario,Housing under construction,6021.0
1978-07,Ontario,Housing under construction,9746.0
1978-07,Ontario,Housing under construction,34188.0
1978-07,Ontario,Housing completions,22655.0
1978-07,Ontario,Housing completions,6968.0
1978-07,Ontario,Housing completions,15687.0
1978-07,Ontario,Housing completions,2744.0
1978-07,Ontario,Housing completions,3662.0
1978-07,Ontario,Housing completions,9281.0
1978-07,British Columbia,Housing starts,8096.0
1978-07,British Columbia,Housing starts,28.7
1978-07,British Columbia,Housing starts,6214.0
1978-07,British Columbia,Housing starts,1882.0
1978-07,British Columbia,Housing starts,219.0
1978-07,British Columbia,Housing starts,404.0
1978-07,British Columbia,Housing starts,1259.0
1978-07,British Columbia,Housing under construction,16560.0
1978-07,British Columbia,Housing under construction,9929.0
1978-07,British Columbia,Housing under construction,6631.0
1978-07,British Columbia,Housing under construction,609.0
1978-07,British Columbia,Housing under construction,1511.0
1978-07,British Columbia,Housing under construction,4511.0
1978-07,British Columbia,Housing completions,7950.0
1978-07,British Columbia,Housing completions,3968.0
1978-07,British Columbia,Housing completions,3982.0
1978-07,British Columbia,Housing completions,325.0
1978-07,British Columbia,Housing completions,588.0
1978-07,British Columbia,Housing completions,3069.0
1978-10,Canada,Housing starts,59773.0
1978-10,Canada,Housing starts,214.0
1978-10,Canada,Housing starts,29506.0
1978-10,Canada,Housing starts,113.9
1978-10,Canada,Housing starts,30267.0
1978-10,Canada,Housing starts,100.1
1978-10,Canada,Housing starts,5205.0
1978-10,Canada,Housing starts,5455.0
1978-10,Canada,Housing starts,19607.0
1978-10,Canada,Housing under construction,164702.0
1978-10,Canada,Housing under construction,55848.0
1978-10,Canada,Housing under construction,108854.0
1978-10,Canada,Housing under construction,11191.0
1978-10,Canada,Housing under construction,17360.0
1978-10,Canada,Housing under construction,80303.0
1978-10,Canada,Housing completions,65472.0
1978-10,Canada,Housing completions,32165.0
1978-10,Canada,Housing completions,33307.0
1978-10,Canada,Housing completions,5139.0
1978-10,Canada,Housing completions,7555.0
1978-10,Canada,Housing completions,20613.0
1978-10,Quebec,Housing starts,10241.0
1978-10,Quebec,Housing starts,37.3
1978-10,Quebec,Housing starts,5862.0
1978-10,Quebec,Housing starts,4379.0
1978-10,Quebec,Housing starts,1096.0
1978-10,Quebec,Housing starts,189.0
1978-10,Quebec,Housing starts,3094.0
1978-10,Quebec,Housing under construction,24053.0
1978-10,Quebec,Housing under construction,8244.0
1978-10,Quebec,Housing under construction,15809.0
1978-10,Quebec,Housing under construction,1378.0
1978-10,Quebec,Housing under construction,329.0
1978-10,Quebec,Housing under construction,14102.0
1978-10,Quebec,Housing completions,12481.0
1978-10,Quebec,Housing completions,6291.0
1978-10,Quebec,Housing completions,6190.0
1978-10,Quebec,Housing completions,705.0
1978-10,Quebec,Housing completions,196.0
1978-10,Quebec,Housing completions,5289.0
1978-10,Ontario,Housing starts,20318.0
1978-10,Ontario,Housing starts,70.8
1978-10,Ontario,Housing starts,8324.0
1978-10,Ontario,Housing starts,11994.0
1978-10,Ontario,Housing starts,1993.0
1978-10,Ontario,Housing starts,2439.0
1978-10,Ontario,Housing starts,7562.0
1978-10,Ontario,Housing under construction,66106.0
1978-10,Ontario,Housing under construction,16718.0
1978-10,Ontario,Housing under construction,49388.0
1978-10,Ontario,Housing under construction,5520.0
1978-10,Ontario,Housing under construction,8896.0
1978-10,Ontario,Housing under construction,34972.0
1978-10,Ontario,Housing completions,20949.0
1978-10,Ontario,Housing completions,8601.0
1978-10,Ontario,Housing completions,12348.0
1978-10,Ontario,Housing completions,2461.0
1978-10,Ontario,Housing completions,3205.0
1978-10,Ontario,Housing completions,6682.0
1978-10,British Columbia,Housing starts,7234.0
1978-10,British Columbia,Housing starts,27.1
1978-10,British Columbia,Housing starts,4739.0
1978-10,British Columbia,Housing starts,2495.0
1978-10,British Columbia,Housing starts,338.0
1978-10,British Columbia,Housing starts,885.0
1978-10,British Columbia,Housing starts,1272.0
1978-10,British Columbia,Housing under construction,15672.0
1978-10,British Columbia,Housing under construction,8945.0
1978-10,British Columbia,Housing under construction,6727.0
1978-10,British Columbia,Housing under construction,569.0
1978-10,British Columbia,Housing under construction,1578.0
1978-10,British Columbia,Housing under construction,4580.0
1978-10,British Columbia,Housing completions,8016.0
1978-10,British Columbia,Housing completions,5712.0
1978-10,British Columbia,Housing completions,2304.0
1978-10,British Columbia,Housing completions,367.0
1978-10,British Columbia,Housing completions,753.0
1978-10,British Columbia,Housing completions,1184.0
1979-01,Canada,Housing starts,32024.0
1979-01,Canada,Housing starts,195.2
1979-01,Canada,Housing starts,13587.0
1979-01,Canada,Housing starts,101.4
1979-01,Canada,Housing starts,18437.0
1979-01,Canada,Housing starts,93.8
1979-01,Canada,Housing starts,2467.0
1979-01,Canada,Housing starts,3201.0
1979-01,Canada,Housing starts,12769.0
1979-01,Canada,Housing under construction,142956.0
1979-01,Canada,Housing under construction,44105.0
1979-01,Canada,Housing under construction,98851.0
1979-01,Canada,Housing under construction,10055.0
1979-01,Canada,Housing under construction,15513.0
1979-01,Canada,Housing under construction,73283.0
1979-01,Canada,Housing completions,50524.0
1979-01,Canada,Housing completions,23469.0
1979-01,Canada,Housing completions,27055.0
1979-01,Canada,Housing completions,3531.0
1979-01,Canada,Housing completions,4601.0
1979-01,Canada,Housing completions,18923.0
1979-01,Quebec,Housing starts,5479.0
1979-01,Quebec,Housing starts,38.8
1979-01,Quebec,Housing starts,2604.0
1979-01,Quebec,Housing starts,2875.0
1979-01,Quebec,Housing starts,578.0
1979-01,Quebec,Housing starts,49.0
1979-01,Quebec,Housing starts,2248.0
1979-01,Quebec,Housing under construction,20010.0
1979-01,Quebec,Housing under construction,6220.0
1979-01,Quebec,Housing under construction,13790.0
1979-01,Quebec,Housing under construction,1446.0
1979-01,Quebec,Housing under construction,347.0
1979-01,Quebec,Housing under construction,11997.0
1979-01,Quebec,Housing completions,9073.0
1979-01,Quebec,Housing completions,4346.0
1979-01,Quebec,Housing completions,4727.0
1979-01,Quebec,Housing completions,505.0
1979-01,Quebec,Housing completions,64.0
1979-01,Quebec,Housing completions,4158.0
1979-01,Ontario,Housing starts,6967.0
1979-01,Ontario,Housing starts,53.3
1979-01,Ontario,Housing starts,2407.0
1979-01,Ontario,Housing starts,4560.0
1979-01,Ontario,Housing starts,773.0
1979-01,Ontario,Housing starts,754.0
1979-01,Ontario,Housing starts,3033.0
1979-01,Ontario,Housing under construction,56619.0
1979-01,Ontario,Housing under construction,12749.0
1979-01,Ontario,Housing under construction,43870.0
1979-01,Ontario,Housing under construction,4681.0
1979-01,Ontario,Housing under construction,7685.0
1979-01,Ontario,Housing under construction,31504.0
1979-01,Ontario,Housing completions,15877.0
1979-01,Ontario,Housing completions,6249.0
1979-01,Ontario,Housing completions,9628.0
1979-01,Ontario,Housing completions,1543.0
1979-01,Ontario,Housing completions,1702.0
1979-01,Ontario,Housing completions,6383.0
1979-01,British Columbia,Housing starts,4436.0
1979-01,British Columbia,Housing starts,21.5
1979-01,British Columbia,Housing starts,2307.0
1979-01,British Columbia,Housing starts,2129.0
1979-01,British Columbia,Housing starts,143.0
1979-01,British Columbia,Housing starts,514.0
1979-01,British Columbia,Housing starts,1472.0
1979-01,British Columbia,Housing under construction,13779.0
1979-01,British Columbia,Housing under construction,7038.0
1979-01,British Columbia,Housing under construction,6741.0
1979-01,British Columbia,Housing under construction,475.0
1979-01,British Columbia,Housing under construction,1362.0
1979-01,British Columbia,Housing under construction,4904.0
1979-01,British Columbia,Housing completions,6024.0
1979-01,British Columbia,Housing completions,4111.0
1979-01,British Columbia,Housing completions,1913.0
1979-01,British Columbia,Housing completions,230.0
1979-01,British Columbia,Housing completions,365.0
1979-01,British Columbia,Housing completions,1318.0
1979-04,Canada,Housing starts,54910.0
1979-04,Canada,Housing starts,194.7
1979-04,Canada,Housing starts,32781.0
1979-04,Canada,Housing starts,107.8
1979-04,Canada,Housing starts,22129.0
1979-04,Canada,Housing starts,86.9
1979-04,Canada,Housing starts,4224.0
1979-04,Canada,Housing starts,2840.0
1979-04,Canada,Housing starts,15065.0
1979-04,Canada,Housing under construction,146975.0
1979-04,Canada,Housing under construction,54357.0
1979-04,Canada,Housing under construction,92618.0
1979-04,Canada,Housing under construction,10209.0
1979-04,Canada,Housing under construction,13448.0
1979-04,Canada,Housing under construction,68961.0
1979-04,Canada,Housing completions,50399.0
1979-04,Canada,Housing completions,22605.0
1979-04,Canada,Housing completions,27794.0
1979-04,Canada,Housing completions,4052.0
1979-04,Canada,Housing completions,5020.0
1979-04,Canada,Housing completions,18722.0
1979-04,Quebec,Housing starts,14035.0
1979-04,Quebec,Housing starts,44.3
1979-04,Quebec,Housing starts,7714.0
1979-04,Quebec,Housing starts,6321.0
1979-04,Quebec,Housing starts,1087.0
1979-04,Quebec,Housing starts,117.0
1979-04,Quebec,Housing starts,5117.0
1979-04,Quebec,Housing under construction,23731.0
1979-04,Quebec,Housing under construction,9688.0
1979-04,Quebec,Housing under construction,14043.0
1979-04,Quebec,Housing under construction,1746.0
1979-04,Quebec,Housing under construction,344.0
1979-04,Quebec,Housing under construction,11953.0
1979-04,Quebec,Housing completions,10195.0
1979-04,Quebec,Housing completions,4193.0
1979-04,Quebec,Housing completions,6002.0
1979-04,Quebec,Housing completions,787.0
1979-04,Quebec,Housing completions,170.0
1979-04,Quebec,Housing completions,5045.0
1979-04,Ontario,Housing starts,14993.0
1979-04,Ontario,Housing starts,54.7
1979-04,Ontario,Housing starts,8431.0
1979-04,Ontario,Housing starts,6562.0
1979-04,Ontario,Housing starts,2037.0
1979-04,Ontario,Housing starts,1178.0
1979-04,Ontario,Housing starts,3347.0
1979-04,Ontario,Housing under construction,55137.0
1979-04,Ontario,Housing under construction,15323.0
1979-04,Ontario,Housing under construction,39814.0
1979-04,Ontario,Housing under construction,5216.0
1979-04,Ontario,Housing under construction,6658.0
1979-04,Ontario,Housing under construction,27940.0
1979-04,Ontario,Housing completions,16406.0
1979-04,Ontario,Housing completions,5924.0
1979-04,Ontario,Housing completions,10482.0
1979-04,Ontario,Housing completions,1514.0
1979-04,Ontario,Housing completions,2181.0
1979-04,Ontario,Housing completions,6787.0
1979-04,British Columbia,Housing starts,6793.0
1979-04,British Columbia,Housing starts,26.2
1979-04,British Columbia,Housing starts,4860.0
1979-04,British Columbia,Housing starts,1933.0
1979-04,British Columbia,Housing starts,162.0
1979-04,British Columbia,Housing starts,494.0
1979-04,British Columbia,Housing starts,1277.0
1979-04,British Columbia,Housing under construction,13989.0
1979-04,British Columbia,Housing under construction,8147.0
1979-04,British Columbia,Housing under construction,5842.0
1979-04,British Columbia,Housing under construction,379.0
1979-04,British Columbia,Housing under construction,1325.0
1979-04,British Columbia,Housing under construction,4138.0
1979-04,British Columbia,Housing completions,6490.0
1979-04,British Columbia,Housing completions,3723.0
1979-04,British Columbia,Housing completions,2767.0
1979-04,British Columbia,Housing completions,262.0
1979-04,British Columbia,Housing completions,531.0
1979-04,British Columbia,Housing completions,1974.0
1979-07,Canada,Housing starts,54607.0
1979-07,Canada,Housing starts,190.5
1979-07,Canada,Housing starts,34339.0
1979-07,Canada,Housing starts,110.4
1979-07,Canada,Housing starts,20268.0
1979-07,Canada,Housing starts,80.1
1979-07,Canada,Housing starts,4733.0
1979-07,Canada,Housing starts,3376.0
1979-07,Canada,Housing starts,12159.0
1979-07,Canada,Housing under construction,138392.0
1979-07,Canada,Housing under construction,56223.0
1979-07,Canada,Housing under construction,82169.0
1979-07,Canada,Housing under construction,9914.0
1979-07,Canada,Housing under construction,12747.0
1979-07,Canada,Housing under construction,59508.0
1979-07,Canada,Housing completions,62026.0
1979-07,Canada,Housing completions,32223.0
1979-07,Canada,Housing completions,29803.0
1979-07,Canada,Housing completions,5037.0
1979-07,Canada,Housing completions,3975.0
1979-07,Canada,Housing completions,20791.0
1979-07,Quebec,Housing starts,10695.0
1979-07,Quebec,Housing starts,40.3
1979-07,Quebec,Housing starts,6401.0
1979-07,Quebec,Housing starts,4294.0
1979-07,Quebec,Housing starts,667.0
1979-07,Quebec,Housing starts,65.0
1979-07,Quebec,Housing starts,3562.0
1979-07,Quebec,Housing under construction,21066.0
1979-07,Quebec,Housing under construction,8272.0
1979-07,Quebec,Housing under construction,12794.0
1979-07,Quebec,Housing under construction,1208.0
1979-07,Quebec,Housing under construction,295.0
1979-07,Quebec,Housing under construction,11291.0
1979-07,Quebec,Housing completions,13071.0
1979-07,Quebec,Housing completions,7757.0
1979-07,Quebec,Housing completions,5314.0
1979-07,Quebec,Housing completions,1202.0
1979-07,Quebec,Housing completions,118.0
1979-07,Quebec,Housing completions,3994.0
1979-07,Ontario,Housing starts,17386.0
1979-07,Ontario,Housing starts,56.5
1979-07,Ontario,Housing starts,9738.0
1979-07,Ontario,Housing starts,7648.0
1979-07,Ontario,Housing starts,2512.0
1979-07,Ontario,Housing starts,1935.0
1979-07,Ontario,Housing starts,3201.0
1979-07,Ontario,Housing under construction,50821.0
1979-07,Ontario,Housing under construction,15972.0
1979-07,Ontario,Housing under construction,34849.0
1979-07,Ontario,Housing under construction,5585.0
1979-07,Ontario,Housing under construction,6467.0
1979-07,Ontario,Housing under construction,22797.0
1979-07,Ontario,Housing completions,21157.0
1979-07,Ontario,Housing completions,9079.0
1979-07,Ontario,Housing completions,12078.0
1979-07,Ontario,Housing completions,2147.0
1979-07,Ontario,Housing completions,1977.0
1979-07,Ontario,Housing completions,7954.0
1979-07,British Columbia,Housing starts,7793.0
1979-07,British Columbia,Housing starts,28.8
1979-07,British Columbia,Housing starts,5421.0
1979-07,British Columbia,Housing starts,2372.0
1979-07,British Columbia,Housing starts,205.0
1979-07,British Columbia,Housing starts,198.0
1979-07,British Columbia,Housing starts,1969.0
1979-07,British Columbia,Housing under construction,14655.0
1979-07,British Columbia,Housing under construction,8692.0
1979-07,British Columbia,Housing under construction,5963.0
1979-07,British Columbia,Housing under construction,419.0
1979-07,British Columbia,Housing under construction,1116.0
1979-07,British Columbia,Housing under construction,4428.0
1979-07,British Columbia,Housing completions,7115.0
1979-07,British Columbia,Housing completions,4866.0
1979-07,British Columbia,Housing completions,2249.0
1979-07,British Columbia,Housing completions,163.0
1979-07,British Columbia,Housing completions,476.0
1979-07,British Columbia,Housing completions,1610.0
1979-10,Canada,Housing starts,55508.0
1979-10,Canada,Housing starts,207.5
1979-10,Canada,Housing starts,28410.0
1979-10,Canada,Housing starts,115.0
1979-10,Canada,Housing starts,27098.0
1979-10,Canada,Housing starts,92.5
1979-10,Canada,Housing starts,4872.0
1979-10,Canada,Housing starts,3832.0
1979-10,Canada,Housing starts,18394.0
1979-10,Canada,Housing under construction,128601.0
1979-10,Canada,Housing under construction,50221.0
1979-10,Canada,Housing under construction,78380.0
1979-10,Canada,Housing under construction,9357.0
1979-10,Canada,Housing under construction,11199.0
1979-10,Canada,Housing under construction,57824.0
1979-10,Canada,Housing completions,63540.0
1979-10,Canada,Housing completions,33808.0
1979-10,Canada,Housing completions,29732.0
1979-10,Canada,Housing completions,5451.0
1979-10,Canada,Housing completions,5264.0
1979-10,Canada,Housing completions,19017.0
1979-10,Quebec,Housing starts,11521.0
1979-10,Quebec,Housing starts,43.5
1979-10,Quebec,Housing starts,5350.0
1979-10,Quebec,Housing starts,6171.0
1979-10,Quebec,Housing starts,889.0
1979-10,Quebec,Housing starts,228.0
1979-10,Quebec,Housing starts,5054.0
1979-10,Quebec,Housing under construction,20413.0
1979-10,Quebec,Housing under construction,6699.0
1979-10,Quebec,Housing under construction,13714.0
1979-10,Quebec,Housing under construction,1252.0
1979-10,Quebec,Housing under construction,354.0
1979-10,Quebec,Housing under construction,12108.0
1979-10,Quebec,Housing completions,11949.0
1979-10,Quebec,Housing completions,6863.0
1979-10,Quebec,Housing completions,5086.0
1979-10,Quebec,Housing completions,852.0
1979-10,Quebec,Housing completions,169.0
1979-10,Quebec,Housing completions,4065.0
1979-10,Ontario,Housing starts,17541.0
1979-10,Ontario,Housing starts,63.0
1979-10,Ontario,Housing starts,7685.0
1979-10,Ontario,Housing starts,9856.0
1979-10,Ontario,Housing starts,2577.0
1979-10,Ontario,Housing starts,1878.0
1979-10,Ontario,Housing starts,5401.0
1979-10,Ontario,Housing under construction,44851.0
1979-10,Ontario,Housing under construction,13573.0
1979-10,Ontario,Housing under construction,31278.0
